Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Attributing human influence on the July 2017 Chinese heatwave: The influence of sea-surface temperatures","20184706123330","","Sparrow, Sarah (1); Su, Qin (2); Tian, Fangxing (3); Li, Sihan (1, 4); Chen, Yang (5); Chen, Wei (6); Luo, Feifei (7); Freychet, Nicolas (8); Lott, Fraser C (9); Dong, Buwen (3); Tett, Simon F B (8); Wallom, David (1) ","(1) Oxford E-Research Centre, Department of Engineering Science, University of Oxford, United Kingdom (2) Department of Atmospheric Sciences, Yunnan University, Kunming, China (3) National Centre for Atmospheric Science, Department of Meteorology, University of Reading, Reading, United Kingdom (4) Environmental Change Institute, School of Geography and the Environment, University of Oxford, United Kingdom (5) State Key Laboratory of Severe Weather, Chinese Academy of Meteorological Sciences, Beijing, China (6) State Key Laboratory of Numerical Modeling for Atmospheric Sciences and Geophysical Fluid Dynamics, Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China (7) Nansen-Zhu International Research Centre, Climate Change Research Center, Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China (8) School of Geosciences, University of Edinburgh, United Kingdom (9) Met Office Hadley Centre, Exeter; EX1 3PB, United Kingdom ","","Environmental Research Letters","Environ.Res.Lett.","","Institute of Physics Publishing","13","11","","October 26, 2018","","","","2018","English","17489318","17489326","","10.1088/1748-9326/aae356","114004","","","","","","Journal article (JA)","On 21-25 July 2017 a record-breaking heatwave occurred in Central Eastern China, affecting nearly half of the national population and causing severe impacts on public health, agriculture and infrastructure. Here, we compare attribution results from two UK Met Office Hadley Centre models, HadGEM3-GA6 and weather@home (HadAM3P driving 50 km HadRM3P). Within HadGEM3-GA6 July 2017-like heatwaves were unequaled in the ensemble representing the world without human influences. Such heatwaves became approximately a 1 in 50 year event and increased by a factor of 4.8 (5%-95% range of 3.1 to 8.0) in weather@home as a result of human activity. Considering the risk ratio (RR) for the full range of return periods shows a discrepancy at all return times between the two model results. Within weather@home a range of different counterfactual sea surface temperature (SST) patterns were used, whereas HadGEM3-GA6 used a single estimate. The global mean difference in SST (between factual and counterfactual simulations) is shown to be related to the generalised extreme value (GEV) location parameter and consequently the RR, especially for return periods of less than 50 years. It is suggested that a suitable range of SST patterns are used for future attribution studies to ensure that this source of uncertainty is represented within the simulations and subsequent attribution results. It is shown that the risk change between factual and counterfactual simulations is not purely a simple shift in the distribution (i.e. change in GEV location parameter). For return periods greater than 50 years, the GEV shape parameter is found to strongly influence the RR determined with the GEV scale parameter affecting only the most severe events. © 2018 The Author(s). Published by IOP Publishing Ltd.","31","Oceanography","Atmospheric temperature - Submarine geophysics - Surface properties - Surface waters","Extreme events - Extreme value - heatwave - Human activities - Human influences - Location parameters - Sea surface temperature (SST) - Shape parameters","443.1 Atmospheric Properties - 444.1 Surface Water - 471.1 Oceanography, General - 951 Materials Science","Number: 41675078, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work and its contributors (S S, F T, N F, F L, B D, S T, D W) were supported by the UK-China Research & Innovation Partnership Fund through the Met Office Climate Science for Service Partnership (CSSP) China as part of the Newton Fund. WC were supported by National Natural Science Foundation of China No. 41675078. The authors would like to thank Karsten Haustein for his assistance with generating delta SSTs and Friederike Otto for useful discussions and the comments and suggestions provided by two anonymous reviewers. We would like to thank the Met Office Hadley Centre PRECIS team for their technical and scientific support for the development and application of weather@home. Finally, we would like to thank all of the volunteers who have donated their computing time to climateprediction.net and weather@home.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Measuring the Spatio-Temporal Similarity Between Users","20184406024000","","Chen, Hongmei (1); Yang, Peizhong (1); Wang, Lizhen (1); Xiao, Qing (1) ","(1) Department of Computer Science and Engineering, School of Information Science and Engineering, Yunnan University, Kunming; 650091, China ","Xiao, Qing(xiaoqing@ynu.edu.cn) ","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Lect. Notes Comput. Sci.","","Springer Verlag","11268 LNCS","","79-89","2018","Web and Big Data - APWeb-WAIM 2018 International Workshops: MWDA, BAH, KGMA, DMMOOC, 2018, Revised Selected Papers","","1 of 1","2018","English","03029743","16113349","9783030012977","10.1007/978-3-030-01298-4_8","","Asia Pacific Web (APWeb) and Web-Age Information Management (WAIM) Joint Conference on Web and Big Data, APWeb-WAIM 2018","July 23, 2018 - July 25, 2018","Macau, China","219859","","Conference article (CA)","A large volume of user check-in data (check-ins) generated from location-based social networks enable a number of important location-aware services such as grouping users and recommending point-of-interests (POIs). Measuring the similarity between users according to check-ins is a key issue in many technologies for location-aware services such as clustering and collaborative filtering. Some works convert check-ins into vectors and compute the similarity between vectors, such as Cosine similarity and Pearson similarity, as the similarity between users. However, these similarity measurements do not exploit well the spatio-temporal gather and decay of check-ins. It can be easily observed that users tend to visit nearby places at nearby times. In this paper, we define co-occurrence patterns based on the time similarity and the location similarity. Then, we propose the spatio-temporal similarity by utilizing the most similar co-occurrence patterns. Finally, we verify the spatio-temporal similarity is effective by applying it to time-aware POI recommendation. © 2018, Springer Nature Switzerland AG.","13","Location based services","Big data - Collaborative filtering - Information management - Location","Co-occurrence pattern - Cosine similarity - Large volumes - Location aware services - Location-based social networks - Point of interest - Similarity measurements - Spatio temporal","716 Telecommunication; Radar, Radio and Television - 723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis","Number: 2015FB114, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2016FA026, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 201708535025, Acronym: CSC, Sponsor: China Scholarship Council; Number: WX069051, Acronym: -, Sponsor: -; Number: 61662086, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61762090, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61472346, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Acknowledgements. This work was supported by the National Natural Science Foundation of China (61662086, 61472346, 61762090), the Natural Science Foundation of Yunnan Province (2015FB114, 2016FA026), the Program for Young and Middle-aged Skeleton Teachers of Yunnan University (WX069051), the China Scholarship Council (201708535025), and the Project of Innovation Research Team of Yunnan Province.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Investigation and 3D Numerical Simulation of Herb Roots in Reinforcing Soil and Stabilizing Slope","20184606072467","","Yang, Yang (1); Wang, Jinxia (2); Duan, Qingsong (3); Su, Chao (1); Yan, Mingjiao (4); Dong, Yijia (1) ","(1) College of Water Conservancy and Hydropower Engineering, Hohai University, Nanjing; 210098, China (2) Southwest Nonferrous Kunming Exploration surveying and Designing (Institute) Inc, Kunming; 650217, China (3) College of Water Conservancy, Yunnan Agricultural University, Kunming; 650201, China (4) Institute of Civil Engineering, Shanxi Technology and Business College, Taiyuan; 030000, China ","Duan, Qingsong(258437886@qq.com) ","KSCE Journal of Civil Engineering","KSCE J. Civ. Eng.","","Springer Verlag","22","12","4909-4921","December 1, 2018","","","","2018","English","12267988","19763808","","10.1007/s12205-018-1407-6","","","","","","","Journal article (JA)","This paper investigated and simulated the mechanical effect of root reinforcing soil and stabilizing slope. The unconfined compression test was used to investigate the reinforcement soil behavior of herb roots. This paper used the 3D finite element to quantify the mechanical effect of the herb root for slope’s stability in terms of the safety factor. The soil was simulated by an elastic-plastic model, and the root was simulated by a linear elastic model. Results show that using the Root Content (RC) to estimate the additional cohesion cr of Setaria sphacelata and Orchardgrass was a simple and reliable method. Lateral fine roots can play a more significant role in reinforcing soils and slopes. Compared to various slope angles, the steep slope was less stable. The slope existed a slope angle threshold αthr. When the slope angle α was smaller than αthr, the herb root system can improve the stability of slope. The α existed an optimal angle αopt for the root system. When α = αopt and α thr, the herb roots can exert its maximum stabilization capacity. Moreover, we can select herb species with lateral fine roots and more roots in deeper soil layer. Results can better estimate the cr for the herb of lateral fine roots and select the herb and the slope’s geometry in the engineering. © 2018, Korean Society of Civil Engineers.","45","Slope stability","Compression testing - Elastoplasticity - Reinforcement - Safety factor - Soils","3-D finite elements - 3-D numerical simulation - Elastic -plastic models - herb - Linear elastic model - Soil reinforcement - Stability of slopes - Unconfined compression tests",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Scalable Zigbee Wireless Sensor Network Expansion Solution","20183505756573","","Zhong, Xiaolei (1); Yao, Ru (2); Chen, Chun (3); Zhu, Yuanjing (3) ","(1) Yunnan University Dianchi College, Kunming; 650228, China (2) Yunnan Vocational College of Mechanical and Electrical Technology, Kunming; 650000, China (3) Yunnan Minzu University, Kunming; 650504, China ","Yao, Ru(1018761837@qq.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","","3 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/3/032071","032071","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Zigbee technology has a wide range of applications in constructing wireless sensor networks which can increase the number of nodes in the Zigbee network that can be accommodated and expand the wireless sensor network's network size and monitoring range. TI's Z-Stack network protocol stack is used as the carrier for Zigbee technology. On the one hand, the information transfer strategy of the network is improved to increase the capacity of a single network. On the other hand, a multiple Zigbee network cooperative communication scheme is proposed which jointly build a scalable, high-capacity wireless sensor network. Test results on the CC2530 chip show that the actual capacity of a single Zigbee network can be improved and multiple Zigbee networks can be collaborated with each other. It is verified that the scheme not only improves the Zigbee network's overall capacity, but also can flexibly expand, increase or delete Zigbee network size and capacity. © Published under licence by IOP Publishing Ltd.","6","Zigbee","Bridge decks - Composite materials - Cooperative communication - Manufacture - Network protocols - Sensor nodes","Actual capacities - High capacity - Information transfers - Network protocol stack - Network size - Single networks - ZigBee networks - ZigBee technology","401.1 Bridges - 537.1 Heat Treatment Processes - 722 Computer Systems and Equipment - 722.3 Data Communication, Equipment and Techniques - 951 Materials Science",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Bonding strength and thermal insulation property of thermal barrier coating with nanometer alumina coated zirconia","20184406008296","","Yi, Zhong Zhou (1); Lu, Min (1); Shan, Ke (1); Li, Nan (1); Zhai, Feng Rui (1); Xie, Zhipeng (2) ","(1) College of Science, Honghe University, Yunnan; Mengzi; 661199, China (2) State Key Laboratory of New Ceramics and Fine Processing, Tsinghua University, Beijing; 100084, China ","Zhai, Feng Rui(zhaifr0873@126.com) ","Solid State Phenomena","Solid State Phenomena","","Trans Tech Publications Ltd","281 SSP","","558-563","2018","High-Performance Ceramics X","","1 of 1","2018","English","","16629779","9783035711769","10.4028/www.scientific.net/SSP.281.558","","10th China International Conference on High-Performance Ceramics, CICC 2017","November 4, 2017 - November 7, 2017","Chang, China","219229","","Conference article (CA)","The thermal barrier coating samples of different thickness with alumina coated zirconia and zirconia as coating materials were prepared on the surface of heat resistant alloy steel substrate after activation treatment with NiCoCrAlY as adhesive transition layer by plasma spraying method and spray gun quick spraying process. The bonding strength and thermal insulation property of two kinds of ceramic coating with the same thickness were compared by the test results of bonding strength, high temperature heat insulation and microstructure, and the relationship between the coating thickness and heat insulation effect were investigated. The results indicate that the structure and property of thermal barrier coating using nano-Al2 O3 coated ZrO2-Y2 O3 powder are superior to that using single zirconia powder. The thermal insulation property of the thermal barrier coating increased with the increasing of coating thickness, and the advantage is more obvious with temperature increasing. © 2018 Trans Tech Publications, Switzerland.","15","Thermal insulation","Activated alumina - Adhesives - Alloy steel - Aluminum alloys - Aluminum oxide - Ceramic coatings - Ceramic materials - Chromium alloys - Coated materials - Cobalt alloys - Diffusion bonding - Plasma jets - Plasma spraying - Thermal barrier coatings - Thermal spraying - Thickness measurement - Yttrium alloys - Zirconia","Activation treatment - Bonding strength - Different thickness - Nano-Al2O3 coated ZrO2/Y2O3 - Nanometer aluminas - Structure and properties - Thermal insulation properties - Transition layers","413.2 Heat Insulating Materials - 531.1 Metallurgy - 541.2 Aluminum Alloys - 543.1 Chromium and Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 804.2 Inorganic Compounds - 812.1 Ceramics - 813 Coatings and Finishes - 813.1 Coating Techniques - 932.3 Plasma Physics - 943.2 Mechanical Variables Measurements","Number: 2016FB098, Acronym: -, Sponsor: -; Number: 2016GG0306, Acronym: -, Sponsor: -; Number: 51562009, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51762015, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51362011, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Natural Science Foundation of China (Grant No. 51362011, 51762015 and 51562009), the Middle Youth Academic Backbone Project of Honghe University of China (Grant No. 2016GG0306) and Science and Technology Project of Yunnan Province of China (Grant No. 2016FB098).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Architectural design model based on BIM management system model and data mining","20190606486404","","Shao, Tiandong (1); Zhang, Chunming (2) ","(1) Kunming University of Science and Technology, Design and Research Institute, Kunming; 650051, China (2) Yunnan Arts University, Kunming; 650051, China ","Shao, Tiandong(346584647@qq.com) ","International Journal of Performability Engineering","Int. J. Perform. Eng.","","Totem Publishers Ltd","14","11","2574-2580","November 2018","","","","2018","English","09731318","","","10.23940/ijpe.18.11.p3.25742580","","","","","","","Journal article (JA)","An empirical study of the architectural design model based on the BIM management system model and data mining is carried out. Combined with the current code for the design of building structures, a two-level hybrid optimization algorithm is proposed. The optimal design of the structure is divided into two levels: unit optimization and overall stiffness optimization. First, the result of the overall stiffness optimization is taken as the lower limit. The genetic algorithm is used to complete the structural strength optimization design, and then the result of the unit optimization is used as the lower limit. The above optimization algorithm is implemented on large finite meta-software and special software for building structure design. The tall building structure of the two-story is optimized, and the result shows that the proposed method is effective and operational. © 2018 Totem Publisher, Inc. All rights reserved.","20","Architectural design","Data mining - Genetic algorithms - Information management - Shape optimization - Stiffness - Structural optimization - Tall buildings","Building structure - Design of buildings - Empirical studies - Hybrid optimization algorithm - Management systems - Optimization algorithms - Structural strength - Tall building structures","402 Buildings and Towers - 723.2 Data Processing and Image Processing - 921.5 Optimization Techniques - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Combination of fuzzy based on a meta-heuristic algorithm to predict electricity price in an electricity markets","20174104262976","","Gao, Wei (1); Sarlak, Vali (2); Parsaei, Mohammad Reza (3); Ferdosi, Mohammad (4) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming; 650500, China (2) Faculty of Computer Engineering, Najafabad Branch, Islamic Azad University, Najafabad, Iran (3) Department of Computer Engineering and Information Technology, Shiraz University of Technology, Shiraz, Iran (4) Department of Engineering, Kerman Branch, Islamic Azad University, Kerman, Iran ","Gao, Wei(gaowei@ynnu.edu.cn) ","Chemical Engineering Research and Design","Chem. Eng. Res. Des.","","Institution of Chemical Engineers","131","","333-345","March 2018","","Energy Systems Engineering","","2018","English","02638762","","","10.1016/j.cherd.2017.09.021","","","","","","CERDEE","Journal article (JA)","The price forecasting is one of the most important issues in electricity markets. For this purpose, an accurate prediction model is demanded for optimal operation as well as planning in power system. In this work, a novel approach composed of Wavelet Transform and Takagi–Sugeno (TS) fuzzy rule-based system is proposed for day-ahead price forecasting of electricity markets. In this method, the input of price data is clustered by TS fuzzy model. In the identification of the TS fuzzy model, a hyperplane prototype fuzzy clustering model is proposed, which obtain the rules. Furthermore, in this model, a new stochastic search algorithm is applied to optimize the clustering objective function. To implement the proposed forecast strategy, the price data is first decomposed by Wavelet Transform (WT). Then, each produced wavelet component is filtered by two stage feature selection based on mutual information. Afterward, the hybrid fuzzy neural network-based forecast engine is used to predict the future values of each price component. This model, is tested on real-world electricity markets of Ontario and New England through the comparison with other techniques. Obtained results demonstrate the validity of proposed technique. © 2017 Institution of Chemical Engineers","39","Power markets","Commerce - Costs - Forecasting - Fuzzy inference - Fuzzy neural networks - Heuristic algorithms - Information filtering - Optimization - Stochastic models - Stochastic systems - Wavelet transforms","Fuzzy clustering modeling - Honey-bee mating optimization - Hybrid fuzzy neural networks - Meta heuristic algorithm - Objective functions - Price forecasts - Stochastic search algorithms - Takagi Sugeno fuzzy systems","723 Computer Software, Data Handling and Applications - 903.1 Information Sources and Analysis - 911 Cost and Value Engineering; Industrial Economics - 921.3 Mathematical Transformations - 921.5 Optimization Techniques - 922.1 Probability Theory - 961 Systems Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Research of Multi-Label κ-Nearest Neighbor Based on Descending Dimension","20184406029388","","Gao, Song (1, 2); Yang, Xiaodan (1, 2); Zhou, Lihua (1, 2); Yao, Shaowen (1, 2) ","(1) Department of Communication and Information Engineering, Yunnan University, Kunming, China (2) Cadre Education Institute, Yunnan Normal University, Yunnan Southwest Associ. University, Kunming, China ","","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","Proc. - IEEE/ACIS Int. Conf. Softw. Eng. Res., Manag. Appl., SERA","IEEE Computer Society; International Association for Computer and Information Sciences (ACIS)","Institute of Electrical and Electronics Engineers Inc.","","","129-135","September 28, 2018","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","","1 of 1","2018","English","","","9781538658864","10.1109/SERA.2018.8477210","8477210","16th IEEE/ACIS International Conference on Software Engineering Research, Management and Application, SERA 2018","June 13, 2018 - June 15, 2018","Kunming, China","140242","","Conference article (CA)","With the in-depth research of data classification, multi-label classification has become a hot issue of research. Multi-label κ-nearest neighbor (ML-κNN) is a classification method which predicts the unclassified instances' labels by learning the classified instances. However, this method doesn't consider the interrelationships between attributes and labels. Considering the relationships between properties and labels can improve accuracy of classification methods, but the diversities of properties and labels will present the curse of dimensionality. This problem make such methods can not be expanded under the background of big data. To solve this problem, this paper proposes three methods, called multi-label κ-nearest neighbor based on principal component analysis(PML-κNN), coupled similarity multi-label k-nearest neighbor based on principal component analysis(PCSML-κ) and coupled similarity multi-label k-nearest neighbor classification based on feature selection (FCSMLκNN), which use feature extraction and feature selection to reduce the dimensions of labels' properties. We test the ML-κNN and the three methods we proposed with two real data, the experimental results show that reduce the dimensions of labels' properties can improve the efficiency of classification methods. © 2018 IEEE.","18","Classification (of information)","Application programs - Big data - Engineering research - Feature extraction - Motion compensation - Nearest neighbor search - Principal component analysis","Accuracy of classifications - Classification methods - Curse of dimensionality - Data classification - Descending Dimension - Multi label classification - Multi-label - Multi-label K-nearest neighbors","716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 901.3 Engineering Research - 921.5 Optimization Techniques - 922.2 Mathematical Statistics","Number: -, Acronym: -, Sponsor: Bairen Program of Yunnan Province; Number: -, Acronym: BIOINT, Sponsor: Biological Interactions Doctoral Programme; Number: 2017YJS108, Acronym: -, Sponsor: -; Number: 61640306, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study is supported by the National Natural Science Foundation of China (No. 61640306). We thank to the support of Scientific Research Fund of Education Department of Yunnan Province (No. 2017YJS108) and Doctoral Candidate Academic Award of Yunnan Province.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Feasibility of Distributed Energy Resource Based Virtual Power Plant","20184406018692","","Gao, Xin (1); Xu, Tianqi (1); Li, Yan (1); Feng, Peilei (1); Zhang, Xueying (1) ","(1) Yunnan Minzu University, School of Electric and Information Engineering, Kunming, China ","Xu, Tianqi(xu.tianqi@gmail.com) ","Proceedings of 2018 2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018","Proc. IEEE Adv. Inf. Manag., Commun., Electron. Autom. Control Conf., IMCEC","Chongqing Global Union Academy of Science and Technology; Global Union Academy of Science and Technology; IEEE Beijing Section; Xi'an Peihua University","Institute of Electrical and Electronics Engineers Inc.","","","49-53","September 20, 2018","Proceedings of 2018 2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018","","1 of 1","2018","English","","","9781538618035","10.1109/IMCEC.2018.8469679","8469679","2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018","May 25, 2018 - May 27, 2018","Xi'an, China","140123","","Conference article (CA)","V30 power plant is one of the effective ways of integrating distributed power sources into power distribution networks in a secure, reliable, and economical manner. This paper summarizes and describes the concept, operational principle, and controlling methods of virtual power plant as well as the difference between virtual power plant and micro grid. The applications and advantages of virtual power plant in integrating resource, power market trade and demand response are introduced. Finally, the key technologies needed to develop virtual power plants and the prospects of virtual power plants are analyzed. © 2018 IEEE.","27","Electric power system control","Commerce - Energy resources - Information management - Power markets","Controlling methods - Demand response - Distributed Energy Resources - Integrating distributed power sources - Key technologies - Operational principles - Power distribution network - Virtual power plants","525.1 Energy Resources and Renewable Energy Issues - 706.1 Electric Power Systems","Number: 2017FD120, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 61461055, Acronym: -, Sponsor: National Natural Science Foundation of China; ","ACKNOWLEDGMENT This work was supported by the National Natural Science Foundation of China under Grant No.61461055 and Grant No.61761049 as well as Yunnan Applied Basic Research Projects under Grant No.2017FD120.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Abundance and distribution of cavity trees and the effect of topography on cavity presence in a tropical rainforest, southwestern China","20183505763135","","Liu, Jun-Yan (1, 2); Zheng, Zheng (2); Xu, Xiao (1, 3); Dong, Tingfa (1, 3); Chen, Si-Chong (4) ","(1) Key Laboratory of Southwest China Wildlife Resources Conservation, China West Normal University, Ministry of Education, Nanchong; Sichuan; 637009, China (2) Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Mengla; Yunnan; 666303, China (3) Institute of Plant Adaptation and Utilization in Southwest Mountains, China West Normal University, Nanchong; Sichuan; 637009, China (4) Department of Desert Ecology, Swiss Institute for Dryland Environmental and Energy Research, Jacob Blaustein Institutes for Desert Research, Ben-Gurion University of the Negev, Midreshet Ben-Gurion, Beer-Sheva; 8499000, Israel ","Dong, Tingfa(dongtf@aliyun.com) ","Canadian Journal of Forest Research","Can. J. For. Res.","","Canadian Science Publishing","48","9","1058-1066","2018","","","","2018","English","00455067","12086037","","10.1139/cjfr-2018-0044","","","","","","CJFRAR","Journal article (JA)","Cavity trees play a crucial role in maintaining biodiversity in forest ecosystems as they host numerous birds, mammals, and other cavity-dependent organisms. However, studies on the abundance and distribution of cavity trees in tropical forests are much less common than those in temperate forests. Also, how tree characteristics and topographic variables affect cavity presence is less clear in tropical forests. We surveyed 27 745 living trees from 386 species using ground-based observations in a tropical rainforest in southwestern China. The density of cavity trees was 86.3 trees·ha–1, which dramatically exceeded that in temperate forests. The number of cavity trees showed a left-skewed distribution with a peak at 10–20 cm diameter at breast height (DBH). The probability of cavity presence in a tree increased with DBH, although the patterns varied across species and crown positions. Moreover, cavity presence, which is influenced by topography in this tropical forest, decreased from valleys (concave terrain and low elevation) to ridges (convex terrain and high elevation). The results prove for the first time that topography is a good predictor of cavity presence, in addition to tree DBH. Our results demonstrate that the patterns determined for cavity presence in tropical forests of other regions also apply to Asian tropical forests. This study provides guidance on predicting the occurrence of cavity trees in the tropics. © 2018, Canadian Science Publishing. All rights reserved.","62","Forestry","Biodiversity - Conservation - Ecosystems - Landforms - Population distribution - Topography - Tropics","Biodiversity conservation - Cavity trees - Diameter-at-breast heights - Ground-based observations - Skewed distribution - Tree characteristics - Tropical rain forest - Xishuangbanna","405.3 Surveying - 443 Meteorology - 454 Environmental Engineering - 454.3 Ecology and Ecosystems - 481.1 Geology - 951 Materials Science","Number: 15E020, Acronym: CWNU, Sponsor: China West Normal University; Number: -, Acronym: SCC, Sponsor: State Corporation Commission; Number: 17AZ0374, Acronym: -, Sponsor: Education Department of Sichuan Province; Number: 31600487, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: BCSC, Sponsor: Jacob Blaustein Center for Scientific Cooperation; ","The work was supported by the National Natural Science Foundation of China (31600487), the Project of Education Department of Sichuan Province, China (No. 17AZ0374), and the Doctoral Funds of China West Normal University (No. 15E020). We thank the Xishuangbanna Station of Tropical Rainforest Ecosystem Studies for providing the tree species inventory and topographic data. SCC was supported by a postdoctoral fellowship from the Jacob Blaustein Center for Scientific Cooperation. Special thanks go to Zhiyuan He for her valuable comments.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
