Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Reaction kinetics analysis of branched-chain alkyl esters of palmitic acid and cold flow properties","20193807447903","","Ni, Zihao (1, 2); Zhai, Yuling (1, 2); Li, Fashe (1, 2); Wang, Hua (1, 2); Yang, Kai (1, 2); Wang, Bican (1, 2); Chen, Yu (1, 2) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming; Yunnan; 650093, China ","Zhai, Yuling(zhaiyuling00@126.com) ","Renewable Energy","Renew. Energy","Elsevier Ltd","147","","719-729","March 2020","","","2020","English","09601481","18790682","","10.1016/j.renene.2019.08.138","","","","","","","Journal article (JA)","Preparation of methyl palmitate, isopropyl palmitate, isobutyl palmitate, and isoamyl palmitate was carried out using pyridine n-butyl bisulfate ionic liquid as catalyst in a self-designed reactor to catalyze esterification reaction of palmitic acid with methanol, isopropanol, isobutanol, and isoamyl alcohol, respectively. According to the single-factor experimental results, an orthogonal test of four factors and three levels was carried out for branched-chain alkyl esters of palmitic acid under different reaction time, reaction temperature, and catalyst dosage. Verification test was conducted under the optimal conditions, and the conversion in all the cases was up to 97%. Analysis of the reaction kinetics of methyl palmitate, isopropyl palmitate, isobutyl palmitate, and isoamyl palmitate was carried out by the integral method. Reaction order, frequency factor, activation energy, and reaction kinetic model were determined. Compared to methyl palmitate, the kinematic viscosity of the branched-chain alkyl esters of palmitic acid was slightly higher; however, the solidifying point (SP) and cold filter plugging point (CFPP) decreased with increasing degree of branched-chain. The CFPP reduced by up to 15 °C. Therefore, the use of branched-chain alcohol instead of methanol ester exchange descaling method can effectively reduce the SP and CFPP of biodiesel to improve its cold flow properties. © 2019","33","Palmitic acid","Activation energy - Association reactions - Catalysts - Esterification - Esters - Ionic liquids - Kinetics - Metal cleaning - Methanol - Reaction kinetics - Saturated fatty acids","Branched-chain alkyl esters - Cold filter plugging point - Cold flow properties - Esterification reactions - Integral method - Reaction kinetic models - Reaction temperature - Solidifying point","802.2 Chemical Reactions - 804 Chemical Products Generally - 804.1 Organic Compounds - 931 Classical Physics; Quantum Theory; Relativity","Number: 2018FB092, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: U1602272, Acronym: -, Sponsor: -; Number: 51766007, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","*Corresponding author: Yu-ling Zhai (1986-), doctor of engineering, mainly engaged in energy conversion and utilization. Kunming, Yunnan 650093, China. E-mail: zhaiyuling00@126.com. Fa-she Li (1978-), Kunming University of Science and Technology, professor, mainly engaged in energy and power research. Kunming, Yunnan 650093, China. E-mail: asanli@foxmail.com. The authors sincerely acknowledge funding from the National Natural Science Foundation of China ( 51766007 ), Natural Science Foundation of Yunnan Province ( 2018FB092 ), NSFC-Yunnan Joint Fund Project ( U1602272 ) and Research Fund from State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization (No. CNMRCUTS1704 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Broadened operating pH range for adsorption/reduction of aqueous Cr(VI) using biochar from directly treated jute (Corchorus capsularis L.) fibers by H3PO4","20193707432558","","Chen, Mingxin (1); He, Feifei (2); Hu, Dongwen (1); Bao, Chongzhuo (1); Huang, Qiang (1) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) School of Agriculture, Yunnan University, Kunming; 650091, China ","Huang, Qiang(huangqiang@ynu.edu.cn) ","Chemical Engineering Journal","Chem. Eng. J.","Elsevier B.V.","381","","","1 February 2020","","","2020","English","13858947","","","10.1016/j.cej.2019.122739","122739","","","","","CMEJAJ","Journal article (JA)","Biochar has attracted much attention as a green cost-effective adsorbent for heavy metal removals. However, previous studies generally found that biochar was only effective in a narrow low pH range for Cr(VI) removal, and less attention was paid to biochar which can be effectively operated in a wider range of pH. This study showed that the jute fiber-based biochar pretreated H3PO4 can availably remove and reduce Cr(VI) to Cr(III) in wastewater over a broadened operating pH range of 1–6, in which the intrinsic pH of Cr(VI) solution was included. For this, XRD, Raman, SEM, elemental analysis and N2 adsorption- desorption techniques were utilized to characterize the structure and compositions of the biochars. FTIR, XPS, Boehm titration and zeta potential measurements were performed to determine the surface group and charge distributions. It was revealed that in comparison with the biochar activated by KOH, H3PO4-treated biochar offered sufficient acidic groups such as phosphonic acid and carboxyl on the surface, from which the supplied protons could maintain the pH within a stable range of 1.9–3.4. XPS analysis exhibited that the electron-rich C–O, P–O and C–P bonds acted electron donating moieties to reduce high potential Cr(VI). Cr(VI) uptake experiments showed that Freundlich multilayer chemisorption occurred on the heterogeneous surface. Langmuir-Hinshelwood kinetic model suggested the surface reaction was the rate-controlling step. The examination for simulated samples confirmed that the H3PO4-treated biochar could control Cr(VI) pollution at the inherent pH in the environment. © 2019 Elsevier B.V.","72","Chromium compounds","Adsorption - Cost effectiveness - Heavy metals - Jute fibers - pH - Pollution control - Potassium hydroxide - Reduction - Surface reactions - X ray photoelectron spectroscopy","Bio chars - Heavy metal removal - Heterogeneous surface - Hexavalent chromium - Langmuir-Hinshelwood kinetics - pH range - Rate-controlling steps - Zeta potential measurements","531 Metallurgy and Metallography - 801.1 Chemistry, General - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804.2 Inorganic Compounds - 819.1 Natural Fibers - 911.2 Industrial Economics","Number: 51964045, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors thank for the financial support from the National Natural Science Foundation of China (No. 51964045 ) and Program for Innovative Research in University of Yunnan Province, and the technical support from the Modern Analysis and Testing Center of Yunnan University . Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Conditional neutral punishment promotes cooperation in the spatial prisoner's dilemma game","20194307570894","","Song, Qun (1); Cao, Zhaoheng (2, 3); Tao, Rui (2, 3); Jiang, Wei (4); Liu, Chen (5); Liu, Jinzhuo (2, 3) ","(1) School of Automation, Northwestern Polytechnical University, Xi'an; 710072,, China (2) Key Laboratory in Software Engineering of Yunnan Province, Kunming; 650091, China (3) School of Software, Yunnan University, Kunming, Yunnan; 650504, China (4) Unit 78102 of the Chinese people's liberation army, Chengdu; 610000, China (5) Center for Ecology and Environmental Sciences, Northwestern Polytechnical University, Xi'an; 710072, China, China ","Liu, Chen(liuc317@nenu.edu.cn) ","Applied Mathematics and Computation","Appl. Math. Comput.","Elsevier Inc.","368","","","1 March 2020","","","2020","English","00963003","","","10.1016/j.amc.2019.124798","124798","","","","","AMHCBQ","Journal article (JA)","Punishment plays an important role in promoting cooperation. In real society, individuals tend to punish other players based on certain conditions rather than punish them directly. Thus, we introduce a conditional neutral punishment mechanism and study how this mechanism affects the evolution of cooperation. Namely, an individual can punish his/her neighbors with the opposite strategy when his/her payoff is lower than the average payoff of his/her neighbors. The simulation results show that this mechanism promotes cooperation effectively even with antisocial punishment. By adopting such a mechanism, cooperative punishers form shields to protect cooperators inside, while defective punishers hide behind defectors without punishing anyone. © 2019 Elsevier Inc.","60","Defects","Computational methods - Mathematical techniques","Conditional punishment - Cooperation - Evolutionary games - Social dilemmas - Strategy-neutral punishment","951 Materials Science","Number: U1803263, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: III, Sponsor: Institute of Infection and Immunity; Number: 61866039, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2017ZZX08, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","We appreciate the support from (I) National Natural Science Foundation of China (Grant no. U1803263 ) National Natural Science Foundation of China ; (II) National Natural Science Foundation of China (Grant nos. 61866039 , 61662085 , 61462092 ); (III) Science Foundation of Yunnan Province Education Department (Grant no. 2017ZZX08).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Differential Pricing Strategy and Coordination Mechanism of Retailer-Led Closed-Loop Supply Chain Under Multi-disturbance","20193407326316","","Ran, Wenxue (1); Liu, Li (1); Shi, Zhongliang (1) ","(1) Yunnan University of Finance and Economics, Kunming; Yunnan; 651700, China ","Liu, Li(liuli.2008.9@163.com) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","Springer Verlag","1017","","357-365","2020","International Conference on Applications and Techniques in Cyber Intelligence ATCI 2019 - Applications and Techniques in Cyber Intelligence","1 of 1","2020","English","21945357","21945365","9783030251277","10.1007/978-3-030-25128-4_46","","International Conference on Applications and Techniques in Cyber Intelligence, ATCI 2019","June 22, 2019 - June 24, 2019","Huainan, China","229319","","Conference article (CA)","We takes the retailer-led closed-loop supply chain to deal with emergencies as the research object, and discusses the differential pricing strategy of closed-loop supply chain when the market size and production cost of reprocessed products and new products are simultaneously disturbed by emergencies, then we use the 'Two-part Tariff' contract to realize the coordination of the closed-loop supply chain. We focus on the retailer-led pricing game model for new products and reprocessed products when the product market size and production cost are disturbed at the same time, and proposes a retailer-led closed-loop supply chain to deal with decentralized decision-making. The optimal strategy of multiple disturbance factors, and the validity of the model is verified by numerical analysis. © 2020, Springer Nature Switzerland AG.","17","Costs","Commerce - Decision making - Game theory - Sales - Supply chains","Closed-loop supply chain - Coordination mechanisms - Decentralized decision making - Differential pricing - Emergencies - Multiple disturbance - Optimal strategies - Production cost","911 Cost and Value Engineering; Industrial Economics - 912 Industrial Engineering and Management - 912.2 Management - 913 Production Planning and Control; Manufacturing - 922.1 Probability Theory","Number: 71661029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgement. The work described in this paper is partially supported by the National Natural Science Foundation Council of China under Projects No. 71661029, and the science and technology innovation team fund of logistics engineering in colleges and universities of Yunnan Province, China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Measuring clock jumps using pulsar timing","20193507375459","","Li, ZhiXuan (1, 3, 4); Lee, KeJia (2); Caballero, Ricardo Nicolaos (2); Xu, YongHua (1, 3, 4); Hao, LongFei (1, 4); Wang, Min (1, 4); Wang, JianCheng (1, 4) ","(1) Yunnan Observatories, Chinese Academy of Sciences, Kunming; 650216, China (2) Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing; 100871, China (3) University of Chinese Academy of Sciences, Beijing; 100049, China (4) Key Laboratory for the Structure and Evolution of Celestial Objects, Chinese Academy of Sciences, Kunming; 650216, China ","Lee, KeJia(kjlee@pku.edu.cn) ","Science China: Physics, Mechanics and Astronomy","SCI. CHINA Phys. Mech. Astron.","Science in China Press","63","1","","January 1, 2020","","","2020","English","16747348","18691927","","10.1007/s11433-019-9428-4","219512","","","","","","Journal article (JA)","In this paper, we investigate the statistical signal-processing algorithm to measure the instant local clock jump from the timing data of multiple pulsars. Our algorithm is based on the framework of Bayesian statistics. In order to make the Bayesian algorithm applicable with limited computational resources, we dedicated our efforts to the analytic marginalization of irrelevant parameters. We found that the widely used parameter for pulsar timing systematics, the 'Efac' parameter, can be analytically marginalized. This reduces the Gaussian likelihood to a function very similar to the Student’s t-distribution. Our iterative method to solve the maximum likelihood estimator is also explained in the paper. Using pulsar timing data from the Yunnan Kunming 40-m radio telescope, we demonstrate the application of the method, where 80-ns level precision for the clock jump can be achieved. Such a precision is comparable to that of current commercial time transferring service using satellites. We expect that the current method could help developing the autonomous pulsar time scale. © 2019, Science China Press and Springer-Verlag GmbH Germany, part of Springer Nature 2019.","27","Iterative methods","Clocks - Frequency standards - Maximum likelihood estimation - Pulsars - Signal processing - Time series analysis - Timing circuits","Bayesian algorithms - Bayesian statistics - Computational resources - Marginalization - Maximum likelihood estimator - Statistical signal processing - T distribution - Time-scales","657.2 Extraterrestrial Physics and Stellar Phenomena - 713.4 Pulse Circuits - 716.1 Information Theory and Signal Processing - 921.6 Numerical Methods - 922 Statistical Methods - 922.2 Mathematical Statistics - 943.3 Special Purpose Instruments",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A nonparametric feature screening method for ultrahigh-dimensional missing response","20193607396975","","Li, Xiaoxia (1); Tang, Niansheng (1); Xie, Jinhan (1); Yan, Xiaodong (1) ","(1) Yunnan Key Laboratory of Statistical Modeling and Data Analysis, Yunnan University, Kunming, 650500, PR China; School of Economics, Shandong University, Jinan, 250100, PR China ","Tang, Niansheng(nstang@ynu.edu.cn) ","Computational Statistics and Data Analysis","Comput. Stat. Data Anal.","Elsevier B.V.","142","","","February 2020","","","2020","English","01679473","","","10.1016/j.csda.2019.106828","106828","","","","","CSDADW","Journal article (JA)","This paper addresses the feature screening issue for ultrahigh-dimensional data with responses missing at random. A novel nonparametric feature screening procedure is developed to identify the important features via the conditionally imputing marginal Spearman rank correlation. The proposed nonparametric screening approach has several desirable merits. First, it is nonparametric without assuming any regression form of predictors on response variable. Second, it is robust to outliers and heavy-tailed data. Third, under some regularity conditions, it is shown that the proposed feature screening procedure has the sure screening and ranking consistency properties. Simulation studies evidence that the proposed screening procedure outperforms several existing model-free screening procedures. An example taken from the microarray diffuse large-B-cell lymphoma study is used to illustrate the proposed methodologies. © 2019 Elsevier B.V.","32","Clustering algorithms",,"Feature screening - Imputation - Missing at randoms - Spearman rank correlation - Ultrahigh-dimensional data","903.1 Information Sources and Analysis","Number: 11671349, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11731101, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors are grateful to the Editor and two referees for their valuable suggestions that greatly improved the manuscript. This work was supported by the grants from the Key Projects of the National Natural Science Foundation of China (Grant No.: 11731101) and the National Natural Science Foundation of China (Grant No.: 11671349).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Enhanced anaerobic fermentation of dairy manure by microelectrolysis in electric and magnetic fields","20193507379233","","Qu, Guangfei (1); Lv, Pei (1); Cai, Yingying (1); Tu, Can (1); Ma, Xi (1); Ning, Ping (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science & Technology, Kunming; Yunnan; 650500, China ","Ning, Ping(ningpinglab@163.com) ","Renewable Energy","Renew. Energy","Elsevier Ltd","146","","2758-2765","February 2020","","","2020","English","09601481","18790682","","10.1016/j.renene.2019.06.050","","","","","","","Journal article (JA)","The degradation rate of lignocellulose and methane (CH4) content must be improved through anaerobic fermentation process engineering in order to promote the proper operation of anaerobic organic waste removal without secondary pollution and low cost. The present study investigates mesophilic anaerobic fermentation of dairy manure (DM) under weak magnetic and low operation voltage (0.3–0.8 V). The results showed that the effect of electric and magnetic fields (EMF) can significantly enhance the fermentation, and improve the CH4 content of biogas and accelerate the degradation rate of lignocellulose. Fe-C microelectrolysis intensified the anaerobic fermentation of DM, the highest CH4 content was 87%, the cellulose degradation rate was 36%, increased by 125%, and the lignin degradation rate was 23%, increased by 203%, under loading 0.5 V voltage and weak magnetic field. Metagenome sequence results showed that EMF and Fe-C microelectrolysis can not only promote the microbial diversity, but also increase the abundance of functional microorganisms at various stages. This finding provides theoretical support and foundation for the extraordinary efficiency degradation of lignocellulose and the electric and magnetic regulation of anaerobic fermentation microorganism system. © 2019","60","Biodegradation","Cellulose - Cost engineering - Degradation - Fermentation - Fertilizers - Iron compounds - Lignin - Magnetic fields - Manures - Methane - Microorganisms","Anaerobic fermentation - Effective microorganisms - Electric and magnetic fields - Lignocellulose degradation - Methane content","461.8 Biotechnology - 461.9 Biology - 701.2 Magnetism: Basic Concepts and Phenomena - 802.2 Chemical Reactions - 804 Chemical Products Generally - 804.1 Organic Compounds - 811.3 Cellulose, Lignin and Derivatives - 821.5 Agricultural Wastes - 911 Cost and Value Engineering; Industrial Economics","Number: 2014ZX07105-001, Acronym: -, Sponsor: China National Critical Project for Science and Technology on Water Pollution Prevention and Control; Number: 21467011, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors greatly acknowledge the funding support of the National Natural Science Foundation of China (No. 21467011 ) and the National Water Pollution Control and Treatment Science and Technology Major Project (No. 2014ZX07105-001 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"K2CO3 promoted novel Li4SiO4-based sorbents from sepiolite with high CO2 capture capacity under different CO2 partial pressures","20193407357712","","Zhang, Taiping (1); Li, Min (1); Ning, Ping (1); Jia, Qingming (1); Wang, Qiang (2); Wang, Junya (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (2) College of Environmental Science and Engineering, Beijing Forestry University, 35 Qinghua East Road, Haidian District, Beijing; 100083, China ","Wang, Junya(junyawang@kmust.edu.cn) ","Chemical Engineering Journal","Chem. Eng. J.","Elsevier B.V.","380","","","15 January 2020","","","2020","English","13858947","","","10.1016/j.cej.2019.122515","122515","","","","","CMEJAJ","Journal article (JA)","CO2 sorption at high temperature is recently attracting increasing attention. In the study, lithium silicate (Li4SiO4) based sorbents were synthesized using sepiolite as silicon source. The effect of the purity, crystallite size, and specific surface area of Li4SiO4 synthesized by different methods on the CO2 sorption performance were studied systematically. Moreover, the CO2 uptake of Li4SiO4 sorbents was improved by using K2CO3. The relationship between the CO2 uptake performance and doping amount of K2CO3 under different CO2 partial pressure was investigated in detail. Results show that the doping amount of K2CO3 was 17.5 wt%, 12.5 wt% and 15 wt%, the CO2 sorption value of synthesized Li4SiO4 samples was 27.67 wt%, 30.69 wt%, 32.95 wt%, respectively. Meanwhile, the K2CO3 promoted mechanism was discussed. Finally, the sorption/desorption cycles were performed under pressure swing sorption (PSA) and temperature swing sorption (TSA) procedures, which displayed high cycling stability after 22 cycles. © 2019","36","Lithium compounds","Carbon dioxide - Chromium compounds - Crystallite size - Potash - Silicates - Sorption","CO2 capture - Cycling stability - K2CO3 promoted - Li4SiO4 - Lithium silicates - Sepiolite - Sorption/Desorption - Temperature swings","802.3 Chemical Operations - 804.2 Inorganic Compounds - 933.1 Crystalline Solids","Number: 2017T20160043, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: 2017ZZX137, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 21868015, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51568067, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51572029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51622801, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51802135, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We are very grateful to the National Natural Science Foundation of China (21868015, 51802135, 51568067, 51622801 and 51572029), the Scientific Researching Fund Projects of Yunnan Provincial Department of Education (2017ZZX137), the Analysis and Testing Foundation of Kunming University of Science and Technology (2017T20160043), which funded this study. We are also grateful to all member units of the project team for their help.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Do idiosyncratic risk, market risk, and total risk matter during different firm life cycle stages?","20193907471604","","Shahzad, Farrukh (1); Fareed, Zeeshan (2); Wang, Zhenkun (3); Shah, Syed Ghulam Meran (4) ","(1) School of Development Studies, Yunnan University, Kunming city, Yunnan Province, China (2) School of Business, Huzhou University, Huzhou City, Zhejiang Province, China (3) School of Accounting, Nanjing University of Finance and Economics, Nanjing, China (4) Department of Business administration, Southwestern University of Finance and Economics, China ","Wang, Zhenkun(wangzhenkun@nufe.edu.cn) ","Physica A: Statistical Mechanics and its Applications","Phys A Stat Mech Appl","Elsevier B.V.","537","","","1 January 2020","","","2020","English","03784371","","","10.1016/j.physa.2019.122550","122550","","","","","PHYADX","Journal article (JA)","This study examines whether firm life cycle stages affects idiosyncratic risk, market risk and total risk using data of Chinese listed non-financial firms from 2007 to 2016, and further explores the relationship between idiosyncratic risk and cash flow volatility by using an interaction term. To check propensity, we further divided our main sample into SOEs (State-owned Enterprises) and non-SOEs. Findings imply that all three risks are significantly higher during introduction, growth and decline stages because their competitive advantages, resource base, and capabilities are limited. Results showing risks are lower during mature stage. Further, we examine cash flow volatility and found that, respective of firm life cycle stages, it varies in affecting these types of risks. By conducting sensitivity analysis, our results are robust to alternative specifications. This study may helpful for managers and investors while managing different investment portfolios. © 2019 Elsevier B.V.","67","Investments","Commerce - Competition - Sensitivity analysis","Cash flow - Competitive advantage - Interaction term - Investment portfolio - Life cycle stages - Market risks - Resource base - State owned enterprise","911.2 Industrial Economics - 921 Mathematics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Antioxidative performance and oil-soluble properties of conventional antioxidants in rubber seed oil biodiesel","20192607105091","","Ni, Zi-hao (1, 2); Li, Fa-she (1, 2); Wang, Hua (1, 2); Wang, Shuang (1, 2); Gao, Sheng-yang (1, 2); Zhou, Li (1, 2) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming; Yunnan; 650093, China ","Li, Fa-she(asanli@foxmail.com) ","Renewable Energy","Renew. Energy","Elsevier Ltd","145","","93-98","January 2020","","","2020","English","09601481","18790682","","10.1016/j.renene.2019.04.045","","","","","","","Journal article (JA)","The resistance of biodiesel fuels to autoxidation can be improved by mixing them with antioxidants. In this study, the effectiveness of 10 conventional antioxidants added to rubber seed oil biodiesel was investigated. According to the Chinese Pharmacopoeia (2015 version), the soluble interval was evaluated and Rancimat method using EN 14112 was adopted to determine the antioxidative effect of conventional antioxidants in rubber seed oil biodiesel. Moreover, this study also revealed the oil-soluble properties of conventional antioxidants in biodiesel at different temperatures and investigated the change rule of their oil-soluble properties. The results indicated that 10 common antioxidants could improve the antioxidative performance of rubber seed oil biodiesel to a certain extent; however, their effects were quite different. At room temperature (20 °C), conventional antioxidants exhibited relatively poor oil-soluble properties, with great discrepancy. The decreasing order of oil-soluble properties of 10 conventional antioxidants in rubber seed oil biodiesel is as follows: BHA > TBHQ > D-TBHQ > PA > PG > OG > VC > MT > AP > GA. With increasing temperature, the oil-soluble properties of 10 antioxidants somewhat improved; however, their soluble interval changed only slightly. A weak relationship was observed between the antioxidative performance and oil-soluble properties of 10 conventional antioxidants. Noteworthy, in practical production applications, the antioxidative performance and oil-soluble properties of antioxidants are important factors in the selection of appropriate antioxidants. © 2019","27","Antioxidants","Biodiesel - Oils and fats - Rubber","Antioxidative - Antioxidative effects - Increasing temperatures - Oil soluble - Practical production - Rancimat methods - Rubber seed oil - Soluble interval","523 Liquid Fuels - 804.1 Organic Compounds - 818.1 Natural Rubber","Number: 2018FB092, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: -, Acronym: -, Sponsor: State Key Laboratory of Rare Earth Resources Utilization; Number: 51766007, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Corresponding author: Fa-She Li (1978-), Shandong province, doctor of engineering, professor, mainly engaged in energy and power research. E-mail: asanli@foxmail.com . The authors sincerely acknowledge funding from the National Natural Science Foundation of China ( 51766007 ), Natural Science Foundation of Yunnan ( 2018FB092 ), Research Fund from State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization (No. CNMRCUTS1704 ), and NSFC -Yunnan Joint Fund Project ( U1602272 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The impurities distribution and purification efficiency of high-purity aluminum preparation by zone melting in vacuum","20194207560337","","Wan, Heli (1, 2, 3, 4); Xu, Baoqiang (1, 2, 3, 4); Yang, Bin (1, 2, 4); Zhao, Jinyang (1, 2, 3, 4); Dai, Yongnian (1, 3, 4) ","(1) National Engineering Laboratory for Vacuum Metallurgy, Kunming University of Science and Technology, Kunming; 650093, China (2) Research Center of Engineering on Aluminum Industry of Yunnan Province, Kunming; 650093, China (3) Yunnan Provincial Key Laboratory for Nonferrous Vacuum Metallurgy, Kunming University of Science and Technology, Kunming; 650093, China (4) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China ","Yang, Bin(249321393@qq.com) ","Vacuum","Vacuum","Elsevier Ltd","171","","","January 2020","","","2020","English","0042207X","","","10.1016/j.vacuum.2019.108839","108839","","","","","VACUAV","Journal article (JA)","In this paper, we proposed a modified zone vacuum melting process for producing high-purity aluminum. By modifying the effective redistribution coefficients, axial segregation of impurities are investigated. The impurities distribution along the ingots are obtained with different conditions, such as pass number, zone travel rate, initial impurity concentration. Based on the analysis, optimization of the vacuum purification process design is proposed. The samples with aluminum content of more than 5 N (99999.2 ppm) were obtained, and the optimum purification efficiency is significant when the zone melting rate is 1 mm/min, especially in the middle of the sample (No.3, No.4), which the removal rate of Fe, Zn and Cu is more than 70%, and the removal rates are 73.63%, 82.13% and 75.75%, respectively. The samples meet the requirements of commercial high-purity aluminum standard. © 2019","35","Purification","Aluminum - Efficiency - Metal castings - Metallurgy - Zone melting","Aluminum contents - Axial Segregation - High purity aluminum - Impurities distribution - Impurity concentration - Purification efficiency - Purification process - Vacuum melting","531.1 Metallurgy - 533.2 Metal Refining - 534.2 Foundry Practice - 541.1 Aluminum - 913.1 Production Engineering","Number: -, Acronym: -, Sponsor: Cultivating Plan Program for the Leader in Science and Technology of Yunnan Province; Number: 2017HB009, Acronym: -, Sponsor: -; Number: 51734006, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2017HA006, Acronym: -, Sponsor: -; ","This work was supported by National Science Foundation of China (No. 51734006 ), Science and Technological Talent Cultivation Plan of Yunnan Province , China (No. 2017HB009 ), the academician free exploration fund of Yunnan Province under Grant No. 2017HA006 . Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
