Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Detection Method for Crop Rust by Fourier Transform Infrared Spectroscopy","20192006939455","","Yang, Wei-Mei (1); Liu, Gang (1); Liu, Yu (1); Lin, Hao-Jian (1); Ou, Quan-Hong (1); An, Ran (1); Shi, You-Ming (2) ","(1) School of Physics and Electronic Information, Yunnan Normal University, Kunming; 650500, China (2) School of Physics and Electronic Engineering, Qujing Normal University, Qujing; 655011, China ","Liu, Gang(gliu66@163.com) ","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","Science Press","39","2","435-442","February 1, 2019","","","2019","Chinese","10000593","","","10.3964/j.issn.1000-0593(2019)02-0435-08","","","","","","GYGFED","Journal article (JA)","In crop production, the unreasonable use of chemical pesticides to prevent from plant diseases is widespread, which affects product quality and food safety seriously. Therefore, it is of great significance to identify plant disease quickly and adopt appropriate control measures to improve the quality of crops. In this paper, the healthy leaves, rust spot and green area near the spot of rust diseased leaves of broad bean, corn, allium fistulosum and garlic were studied by a tri-step IR spectroscopy method, including Fourier transform infrared (FT-IR) spectroscopy, second derivatives infrared (SD-IR) spectroscopy and two-dimensional correlation infrared (2D-IR) spectroscopy. The results showed that tiny differences were observed in the intensities and shape of several peaks in the original spectra of each crop leaves. And several peak intensity ratios in the original spectra were different. The peak intensity ratio A1 410/A1 646 of the healthy leaves, green area near spot and rust spot of rust diseased leaves of broad bean were 0.698, 0.624 and 0.616 respectively, and the corresponding ratio A2 926/A1 646 were 0.665, 0.638 and 0.552 respectively. The corresponding ratio A1 649/A1 055 of corn were 0.813, 0.696 and 0.691 respectively, and the corresponding ratio A1 382/A1 055 were 0.552, 0.478 and 0.465 respectively; the corresponding ratio of A2 926/A1 055 were 0.574, 0.467 and 0.469 respectively. The corresponding ratio A1 382/A1 061 of allium fistulosum were 0.843, 0.821 and 0.704 respectively; the corresponding ratio of A2 923/A1 061 were 0.707, 0.680 and 0.489 respectively. It can be seen that the intensity ratios of the rust spot and the green area near the spot of rust leaves were lower than that of the healthy leaves. More significant differences were exhibited in their SD-IR spectra in the range of 1 800~800 cm-1, and clearer differences in the position and intensity of auto and cross peaks were observed in the range of 860~1 690 cm-1 in 2D synchronous correlation spectra. The healthy leaves of broad beans showed 4 strong auto-peaks and 2 strong positive cross peaks, and 5 strong auto-peaks and 4 strong positive cross peaks were revealed in the green area near the spot of rust diseased leaves, and 2 strongest auto-peaks, 5 medium strong auto peaks and 5 strong positive cross peaks were appeared in the rust spot of rust diseased leaves. The intensity of auto-peaks of the rust spot of broad bean rust leaves were the strongest while the intensity of auto-peaks of the healthy leaves were the weakest. There were 9 strong auto-peaks and 12 strong positive cross peaks in the healthy leaves of corn, and 11 strong auto-peaks, 3 strongest positive cross peaks and 11 medium strong positive cross peaks in the green area near the rust spot on the diseased leaves, and 6 strong auto-peaks and 3 strong positive cross peaks in the rust spot of rust diseased leaves. There were 9 strong auto-peaks and 8 strong positive cross peaks in the healthy leaves of garlic, and 2 strongest auto-peaks, 9 medium strong auto-peak and 10 strong positive cross peaks appeared in the green area near spot of rust diseased leaves, and 6 strong auto-peaks and 1 strong positive cross peaks in the rust spot of rust diseased leaves. The intensity of auto-peaks of the green area near the spot of rust diseased leaves of corn and garlic were the strongest while the intensity of auto-peaks of the rust spot of rust diseased leaves were the weakest. There were 9 strong auto-peaks and 5 strong positive cross peaks in the healthy leaves of allium fistulosum, and 8 strongest auto-peaks and 3 strong positive cross peaks in the green area near the spot of rust diseased leaves, and 3 strong auto-peaks in the rust spot of rust diseased leaves. The auto-peaks of the healthy leaves of allium fistulosum were the strongest, while the auto-peaks of the rust spot of the rust leaves were the weakest. It is demonstrated that FT-IR combined with SD-IR and 2D-IR spectroscopy could be used to discriminate the crops rust leaves rapidly and effectively. Tri-step IR spectroscopy might provide a spectral method for detecting crop disease. © 2019, Peking University Press. All right reserved.","14","Plants (botany)","Chemical contamination - Crops - Cultivation - Disease control - Fourier transform infrared spectroscopy - Spacecraft instruments - Spectroscopic analysis - Vegetables","Chemical pesticides - Control measures - Correlation spectra - Detection methods - Fourier transform infra red (FTIR) spectroscopy - Peak intensity ratio - Second derivatives - Two-dimensional correlation","655.1 Spacecraft, General - 801 Chemistry - 821.3 Agricultural Methods - 821.4 Agricultural Products - 822.3 Food Products",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Primary Exploration of Operation Model and Strategy of Rural Land Circulation from the Perspective of Anti-poverty Development","20192607102799","","Zhiqing, Yan (1, 2); Zisheng, Yang (1, 2); Wen, Zhong (3) ","(1) Institute of Land Resources and Sustainable Development of Yunnan, University of Finance and Economics, Mongolia (2) Inst. of Targeted Poverty Alleviation and Development of Yunnan University of Finance and Economics, China (3) School of Economics, Yunnan University of Finance and Economics, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Institute of Physics Publishing","267","6","","June 10, 2019","2019 3rd International Workshop on Renewable Energy and Development, IWRED 2019 - Sustainable Energy and Environment","6 of 6","2019","English","17551307","17551315","","10.1088/1755-1315/267/6/062004","062004","2019 3rd International Workshop on Renewable Energy and Development, IWRED 2019","March 8, 2019 - March 10, 2019","Guangzhou, China","148815","","Conference article (CA)","Anti-poverty development is a powerful engine to realize a moderately well-off society in an all-round way in 2020; meanwhile, it also endows more missions and obligations to scientific study and development of land resource management in the new ear and demands urgently China to transform its thoughts and patterns of land utilization. Therefore, with circulation of rural land as the research object, the current situation and characters of the circulation of rural land are discussed in this essay, and the patterns of land circulation which are beneficial to poverty alleviation are explored by analyzing the advantages and disadvantages of the existing land circulation models. It is considered preliminarily that share holding system is an ideal option of circulation of rural land against the background of anti-poverty development, for it could induce actively the raw power of regional industry poverty alleviation and motivate further the farmers' enthusiasm for poverty alleviation. Based on thorough discussion of share holding system, this essay also puts forward policy suggestions on promoting circulation of rural land, considering that consummating poverty system, defining land property right, establishing risk-sharing system of land circulation, perfecting rural social security system, cultivating sharing land cooperatives, constructing intermediary organization of rural land circulation, strengthening management and service of rural land circulation, speeding up adjusting agricultural management system and guiding orderly circulation of land management right shall be the preferential initiatives to promote anti-poverty developmental circulation of rural land. © Published under licence by IOP Publishing Ltd.","18","Agriculture","Economic and social effects - Risk management","Agricultural management systems - Circulation models - Current situation - Policy suggestions - Poverty alleviation - Scientific studies - Social security systems - Well-off societies","821 Agricultural Equipment and Methods; Vegetation and Pest Control - 971 Social Sciences",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An Energy Management Strategy Based on PMP for the Fuel Cell Hybrid System of Locomotive","20193607395809","PMP","Hong, Zhihu (1); Li, Qi (2); Chen, Weirong (2) ","(1) Yunnan Electric Power Grid Company, Power Research Institute, Kunming; Yunnan Province; 650217, China (2) School of Electrical Engineering, Southwest Jiaotong University, Chengdu; Sichuan Province; 610031, China ","","Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering","Zhongguo Dianji Gongcheng Xuebao","Chinese Society for Electrical Engineering","39","13","3867-3878","July 5, 2019","","","2019","Chinese","02588013","","","10.13334/j.0258-8013.pcsee.180942","","","","","","ZDGXER","Journal article (JA)","In order to promote the system efficiency of fuel cell hybrid system, decrease the system's actual hydrogen consumption, meanwhile, maintain of battery's state of charge (SOC) efficiently. This paper proposed an energy management strategy based on Pontryagin minimum principle (PMP) for the locomotive's fuel cell hybrid system according to the parameters of actual hardware system and the drive cycle of locomotive. After that, the energy management strategy proposed in paper was validated on the locomotive's fuel cell hybrid system hardware platform, and compared with the equivalent consumption minimization strategy (ECMS). The experiment results demonstrate that regardless of the initial SOC value of battery of hybrid system the energy management strategy based on PMP promotes the whole efficiency of system obviously and has less actual hydrogen consumption than ECMS. Moreover, the energy management strategy based on PMP could maintain the battery's SOC preferably according the practical demand of locomotive. © 2019 Chin. Soc. for Elec. Eng.","26","Energy management systems","Battery management systems - Charging (batteries) - Fuel cells - Hybrid systems - Locomotives - Secondary batteries","Energy management strategies - Equivalent consumption minimization strategies (ECMS) - Fuel cell hybrid systems - Hardware system - Hydrogen consumption - Pontryagin minimum principle - State of charge - System efficiency","682.1.2 Locomotives - 702.1.2 Secondary Batteries - 702.2 Fuel Cells - 706 Electric Transmission and Distribution - 921 Mathematics","Number: 61473238, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Project Supported by National Natural Science Foundation of China (61473238); National Key R&D Program of China (2017YFB1201003-019); NEEC Open-end Fund of China (NEEC-2017-B01).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Nonmetal Schiff-Base Complex-Anchored Cellulose as a Novel and Reusable Catalyst for the Solvent-Free Ring-Opening Addition of CO2 with Epoxides","20193907479368","","Chen, Shiyu (1); Pudukudy, Manoj (1); Yue, Zhongxiao (1); Zhang, Heng (1); Zhi, Yunfei (1); Ni, Yonghao (1, 2); Shan, Shaoyun (1); Jia, Qingming (1) ","(1) Faculty of Chemical Engineering, Kunming University of Science and Technology, 650500, Kunming, Yunnan, China (2) Limerick Pulp and Paper Centre, University of New Brunswick, Fredericton; E3B 5A3, Canada ","Shan, Shaoyun(shansy411@163.com) ","Industrial and Engineering Chemistry Research","Ind. Eng. Chem. Res.","American Chemical Society","58","37","17255-17265","September 18, 2019","","","2019","English","08885885","15205045","","10.1021/acs.iecr.9b03331","","","","","","IECRED","Journal article (JA)","The synthesis of metal-free heterogeneous catalyst in environmental catalysis has become a hot area of research. To achieve the goal of sustainable recycling of biological resources and mitigation of greenhouse gases, a novel metal-free cellulose-based Schiff-base heterogeneous catalyst (Cell-2L) is reported in the ring-opening addition reaction of CO2 with epoxides to synthesize cyclic carbonates for the first time. The as-prepared samples were characterized by Fourier-transform infrared, X-ray photoelectron spectroscopy, scanning electron microscope, Brunauer-Emmett-Teller/Barrett-Joyner-Halenda, solid-state NMR, and thermogravimetric analysis analyses. The successful anchoring of nonmetal Schiff-base complex on chlorinated cellulose is evident from the structural composition studies. The catalytic activity results showed that the samples exhibited excellent catalytic performance in the solvent-free condition. The yield of resultant propylene carbonate was measured to be 98.7% with ∼100% selectivity. The enhanced role of the present catalyst for the ring-opening addition could be attributed to the synergy of its structural hydroxyl, phenolic -OH, and Lewis basic (imine) groups in the catalyst, which are capable of activating the epoxide and CO2, which efficiently participate in the reaction together with the substantial role of nucleophilic ionic (Br-) group from the co-catalyst. The catalyst was effectively reused for five consequent runs without a significant loss in the catalytic activity and showed high effectiveness for a series of other epoxides. © 2019 American Chemical Society.","83","Catalyst activity","Addition reactions - Carbon dioxide - Cellulose - Greenhouse gases - Nuclear magnetic resonance spectroscopy - Scanning electron microscopy - Thermogravimetric analysis - X ray photoelectron spectroscopy","Brunauer emmett tellers - Catalytic performance - Environmental catalysis - Fourier transform infra reds - Heterogeneous catalyst - Ring-opening addition reactions - Solvent free conditions - Structural composition","451.1 Air Pollution Sources - 801 Chemistry - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.2 Inorganic Compounds - 811.3 Cellulose, Lignin and Derivatives","Number: 2019M653845XB, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 10988880, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: 21766016, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Natural Science Foundation of China (Grant Nos 21566014 and 21766016). M.P. acknowledges China Postdoctoral Science Foundation (Grant No. 2019M653845XB) and Postdoctoral Research Funding of Kunming University of Science and Technology (10988880).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Phosphorus mitigation remains critical in water protection: A review and meta-analysis from one of China's most eutrophicated lakes","20192907189913","","Yan, Kai (1, 2); Yuan, Zengwei (3); Goldberg, Stefanie (2, 4); Gao, Wei (5); Ostermann, Anne (2, 4); Xu, Jianchu (2, 4); Zhang, Fusuo (6); Elser, James (7) ","(1) College of Resources and Environment, Yunnan Agricultural University, Kunming; Yunnan; 650201, China (2) Key Laboratory for Plant Diversity and Biogeography of East Asia, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming; 650201, China (3) State Key Laboratory of Pollution Control and Resources Reuse, School of the Environment, Nanjing University, Nanjing; 210023, China (4) World Agroforestry Center, ICRAF East & Central Asia, Kunming; 650201, China (5) School of Ecology and Environmental Science, Yunnan University, Kunming; 650091, China (6) Center for Resources, Environment and Food Security, China Agricultural University, Key Laboratory of Plant-Soil Interactions, Ministry of Education, Beijing; 100193, China (7) School of Life Sciences, Arizona State University, Tempe; AZ, United States ","Xu, Jianchu(jxu@mail.kib.ac.cn) ","Science of the Total Environment","Sci. Total Environ.","Elsevier B.V.","689","","1336-1347","1 November 2019","","","2019","English","00489697","18791026","","10.1016/j.scitotenv.2019.06.302","","","","","","STEVA8","Journal article (JA)","The processes of urbanization and industrialization within geological phosphorus-rich mountains (GPMn) have resulted in water degradation within southwest China. Lake Dianchi, one of the most eutrophicated lakes in China, has epitomized this issue. Clear understandings of phosphorus (P) mitigation efforts, the evolution of P budgets, and possible risks in the Dianchi system will benefit future eutrophication control, providing valuable lessons for other plateau freshwater lakes. In this study, we applied systematic review methodology to investigate the above questions, and then compared the results with other lakes worldwide. Generally, meta-analytical approaches have indicated P levels remain a key factor in causing algal blooms. Post-2015, the P budget of the Dianchi system, especially in Caohai section, was modified. However, it's still experiencing high pressures from P enrichment (Caohai: 0.4 mg·l−1; Waihai: 0.2 mg·l−1). The flux of P in Dianchi remains high, both through the external P load (556 ton·a−1), and an internal cycle (304 ton·a−1 associated with the absorption, deposition and removal of algae biomass; and 380 ton·a−1 associated with sediment exchange). Meanwhile, significant P retention has been observed in the lake, in particular within the Waihai section (211 ton·a−1). Currently, water diversion (from external watersheds), sewage diversion, and sediment-dredging projects have benefited Dianchi. However, continuous urbanization and GPMn ecological degradation could introduce hundreds of tons of additional P, leading to subsequent algal blooms. Furthermore, beyond Lake Dianchi, other lakes and reservoirs in southwest China are facing similar issues regarding P mitigation, especially in GPMn regions, though corresponding knowledge is still limited. Therefore, effective and flexible sub-regional protection strategies and research related to external and internal P mitigations have become key requirements for Lake Dianchi management. Meanwhile, ecologically sensitive approaches to GPMn regions, as well as city development within basin and market driven treatments, should be incorporated into regional water source protection for southwest China. © 2019","77","Reservoirs (water)","Budget control - Dredging - Eutrophication - Flood control - Geology - Hierarchical systems - Intelligent systems - Lakes - Markov processes - Monte Carlo methods - Phosphorus - Sewage - Soil conservation - Urban growth - Water conservation - Water management","Analytical approach - Bayesian hierarchical model - Ecological degradations - Eutrophication control - Geological phosphorus-rich mountains - Lake sand reservoirs - Markov chain monte carlo simulation - Watershed management","403.1 Urban Planning and Development - 441.2 Reservoirs - 442.1 Flood Control - 444 Water Resources - 452.1 Sewage - 481.1 Geology - 483.1 Soils and Soil Mechanics - 723.4 Artificial Intelligence - 804 Chemical Products Generally - 922.1 Probability Theory - 922.2 Mathematical Statistics - 961 Systems Science","Number: QYZDY-SSW-SMC014, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 2017HC015, Acronym: YNAU, Sponsor: Yunnan Agricultural University; Number: 41807524, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the Chinese National Natural Science Foundation ( 41807524 ), Response of Asian Mountain Ecosystems to Global Change, CAS , Grant No: QYZDY-SSW-SMC014 , and Provincial Innovation Group for Farmland Non-pollution Production, Yunnan Agricultural University ( 2017HC015 ). The last but not the least important, many thanks to my wife S.Gou. Thank you for your continuous support! I love you!",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Optimization of Microwave-Assisted Oxidation Roasting of Oxide-Sulphide Zinc Ore with Addition of Manganese Dioxide Using Response Surface Methodology","20184305967683","","Lin, Jin (1, 2, 3); Zhu, Xingcai (4); Yang, Kun (2, 3); Peng, Jinhui (2, 3) ","(1) Engineering Training Center, Kunming, Yunnan; 650093, China (2) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming, Yunnan; 650093, China (3) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming, Yunnan; 650093, China (4) Materials and Metallurgy Chemical Engineering Department, Yunnan Tin Vocationaland Technical College, Gejiu, Yunnan; 661000, China ","Yang, Kun(truepsyche@sina.com) ","High Temperature Materials and Processes","High Temp Mater Processes","De Gruyter","38","2019","301-308","January 1, 2019","","","2019","English","03346455","","","10.1515/htmp-2017-0184","","","","","","HTMPEF","Journal article (JA)","The present study deals with a microwave-assisted oxidation roasting oxide-sulphide zinc ore technology of with addition of manganese dioxide. Effects of roasting parameters such as MnO2 addition level, roasting temperature, and holding time are studied by using the Central Composite Design (CCD). Meanwhile, zinc calcines are characterized by phase compositions analyses(XRD), structure characteristics of minerals (FT-IR), micro-area chemical analyses (SEM-EDAX) and elemental valence bonding analyses (XPS), which prove to be in accordance with the CCD results. The optimum roasting conditions are decided as MnO2 addition level being 85.14%, roasting temperature 680°C, and holding time 41 mins, and oxidation degree of zinc can reach 88.22%. Besides, when MnO2 addition level reaches a certain value, zinc will aggregate in a form of ZnMn2O4, one battery material. © 2019 Walter de Gruyter GmbH, Berlin/Boston 2019.","23","Ores","Calcination - Chemical analysis - Chemical bonds - Manganese oxide - Ore roasting - Oxidation - Sulfur compounds - Surface properties - Zinc ore treatment","Central composite designs - Manganese dioxide - Microwave assisted - MnO2 addition - Oxidation roasting - Response surface methodology - Roasting temperature - Structure characteristic",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on Slip Effects of Simply-supported Composite Beams","20194107516962","","Chen, Xu (1); Zhou, Weixia (1); Kong, Luzhi (1) ","(1) Department of Urban and Rural Construction and Engineering Management, Kunming University, Kunming, Yunnan; 650500, China ","Chen, Xu(Xuchen_22@163.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Institute of Physics Publishing","304","3","","September 18, 2019","2019 International Conference on Civil and Hydraulic Engineering - Modeling and Design in Civil Engineering","3 of 5","2019","English","17551307","17551315","","10.1088/1755-1315/304/3/032041","032041","2019 5th International Conference on Hydraulic and Civil Engineering, ICHCE 2019","May 10, 2019 - May 12, 2019","Nanjing, China","152100","","Conference article (CA)","The condition of the rigid shear connector of composite beams hardly exists in practice and interface slip is common due to the elastic shear connector. However, the rigid connector is often assumed in the design. What relationships for slip-induced effects? Is it small enough to be neglected? The classical differential equation is used to calcultae slip effects exactly. Results show that the slip-induced deflection is above 20% and the risk of crack must be considered for the bottom of concrete slab in midspan. © Published under licence by IOP Publishing Ltd.","10","Composite beams and girders","Concrete slabs - Differential equations - Fluid mechanics - Shore protection","Composite beam - Elastic shear - Interface slip - Shear connector - Simply supported - Slip effects","407.1 Maritime Structures - 412 Concrete - 921.2 Calculus - 931.1 Mechanics","Number: 51868034, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by National Natural Science Foundation of China (Grant No. 51868034), Yunnan Provincial Department of Education Science Research Fund (Grant No. 2017ZZX089) and Research Projects of Kunming University (Grant No. YJL16010).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Kinetic mechanism of aluminum removal from diamond wire saw powder in HCl solution","20190306379011","","Yang, Shicong (1); Wei, Kuixian (1, 3); Ma, Wenhui (1, 2, 3); Xie, Keqiang (1, 2); Wu, Jijun (2); Lei, Yun (3) ","(1) National Engineering Laboratory for Vacuum Metallurgy/Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; 650093, China (3) Silicon Material industry Research Institution (Innovation Center) of Yunnan Province, Kunming; 650093, China ","Wei, Kuixian(kxwei2008@hotmail.com) ","Journal of Hazardous Materials","J. Hazard. Mater.","Elsevier B.V.","368","","1-9","15 April 2019","","","2019","English","03043894","18733336","","10.1016/j.jhazmat.2019.01.020","","","","","","JHMAD9","Journal article (JA)","Impurity removal is essential for the recovery and regeneration of silicon resources from diamond wire saw powder by metallurgical purification technologies. In this paper, the aluminum was removed from the diamond wire saw powder via a direct HCl leaching method. In order to analyze the removal efficiency of various experimental conditions, certain parameters such as HCl concentration, leaching temperature, reaction time and liquid-solid ratio were also investigated. Particularly, the removal efficiency of Al reached 95.6% under the optimal leaching condition, such as the HCl concentration of 4 mol·L−1, the leaching temperature of 60 °C, the reaction time of 3 h, and the liquid-solid ratio of 10. The shrinking core model and homogeneous model were then respectively utilized to describe the leaching kinetics of the Al removal leaching process. The results indicated that the homogeneous model was more suitable than the shrinking core model. Moreover, the kinetics parameters regarding the reaction orders m=3, n=2.81, the activation energy Ea=97.30kJ mol−1, the frequency factor A=1.11×1014 min−1. Furthermore, the leaching mechanism of Al removal was revealed based on kinetic analysis and materials characterization. This work is of great practical value in terms of regenerating silicon resources from the diamond wire saw powder waste materials with efficient and low cost methods. © 2019","41","Wire","Activation energy - Aluminum - Chlorine compounds - Diamond cutting tools - Diamonds - Kinetics - Leaching - Reaction kinetics - Removal - Shrinkage","Diamond wire saws - Experimental conditions - Kinetic mechanism - Kinetics parameter - Leaching mechanism - Materials characterization - Removal efficiencies - Shrinking core model","482.2.1 Gems - 535.2 Metal Forming - 541.1 Aluminum - 802.2 Chemical Reactions - 802.3 Chemical Operations - 931 Classical Physics; Quantum Theory; Relativity - 951 Materials Science","Number: 2018HB009, Acronym: -, Sponsor: -; Number: 2018YFC1901801, Acronym: -, Sponsor: National Key Clinical Specialty Discipline Construction Program of China; ","This research was financially supported by the National Key R&D Program of China (No. 2018YFC1901801 , No. 2018YFC1901805 ), the Reserve Talents of Young and Middle-aged Academic and Technical Leaders in Yunnan Province ( 2018HB009 ), the Program for Innovative Research Team in University of Ministry of Education of China (No. IRT-17R48 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Atrazine degradation using Fe3O4-sepiolite catalyzed persulfate: Reactivity, mechanism and stability","20192206981274","","Xu, Ximeng (1, 2); Chen, Weiming (1); Zong, Shaoyan (1); Ren, Xu (1); Liu, Dan (1) ","(1) Southwest Jiaotong University, Chengdu; 610031, China (2) Yunnan Institute of Environmental Science, Kunming; 650034, China ","Xu, Ximeng(ximengxu@my.swjtu.edu.cn) ","Journal of Hazardous Materials","J. Hazard. Mater.","Elsevier B.V.","377","","62-69","5 September 2019","","","2019","English","03043894","18733336","","10.1016/j.jhazmat.2019.05.029","","","","","","JHMAD9","Journal article (JA)","In this study, with sepiolite as a support, a novel magnetic Fe3O4-sepiolite composite was fabricated by coprecipitation method. The characterization results reveal that the sepiolite support could anchor Fe3O4 nanoparticles with good dispersion. The composite was used as a catalyst to activate persulfate (PS) for atrazine (ATZ) degradation. 71.6% of ATZ and 20.9% of solution TOC could be removed after 60 min with 92 mmol/L of PS ([ATZ]0 = 10 mmol/L). Due to the good adsorption capacity of Fe3O4-sepiolite composite toward ATZ, the degradation was considered to be facilitated by an adsorption process, since the adsorbed ATZ can be more easily transported to the active sites and be degraded in situ. Operation factors, including PS dose and solution pH, were investigated and found to be influential for the ATZ removal. The Fe3O4-sepiolite composite maintained its catalytic activity and structural stability with negligible Fe leaching during the recycling batch experiments. The intermediate products were further identified and the possible transformation pathway was then proposed based on the results. The findings of this research promote the application of Fe3O4-sepiolite composite as efficient and recyclable heterogeneous catalyst for organic degradation, and provide insights into the development of alternative catalysts with good adsorptive properties. © 2019 Elsevier B.V.","45","Iron oxides","Catalyst activity - Herbicides - Magnetite - Stability","Advanced oxidation - Coprecipitation method - Degradation pathways - Fe3O4-sepiolite - Heterogeneous catalyst - Persulfate - Structural stabilities - Transformation pathways","803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally","Number: -, Acronym: -, Sponsor: Sichuan University; ","The authors are grateful to the support and help from the college of chemistry and material science in Sichuan normal university . Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Nanoporous network SnO2 constructed with ultra-small nanoparticles for methane gas sensor","20193007221761","","Hong, Ping (1); Li, Yuxiu (2); Zhang, Xu (1); Peng, Sijia (1); Zhao, Rongjun (1); Yang, Yue (1); Wang, Zidong (1); Zou, Tong (1); Wang, Yude (1, 3) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) State Key Laboratory of Advanced Technologies for Comprehensive Utilization of Platinum Metals, Kunming Institute of Precious Metals, Kunming; 650106, China (3) Key Lab of Quantum Information of Yunnan Province, Yunnan University, Kunming; 650091, China ","Wang, Yude(ydwang@ynu.edu.cn) ","Journal of Materials Science: Materials in Electronics","J Mater Sci Mater Electron","Springer New York LLC","30","15","14325-14334","August 1, 2019","","","2019","English","09574522","1573482X","","10.1007/s10854-019-01802-2","","","","","","","Journal article (JA)","Monitoring the concentration of methane (CH4) can effectively protect the environment from the damage of methane emission. The high sensing performances of methane gas sensor still remain a considerable challenge. Herein, to solve problems mentioned above, nanoporous network SnO2 (NN-SnO2) construct with ultra-small nanoparticles, which exhibits excellent gas-sensing performances for methane, are successfully synthesized via a weak acid glucose-assisted hydrothermal synthesis. The NN-SnO2 displays three particular particle morphologies: roundness, oval and polygon, with an average particle size of ~ 9 nm. When evaluated as a sensing material for methane, the NN-SnO2 sensor exhibits ultra-high response (Ra/Rg = 9.80), fast response/recovery times (τres/τrecov= 1 s/3 s) toward 3000 ppm methane at a operating temperature of 420 °C, which are far superior to the vast majority methane semiconducting sensors, and more importantly, it has barely been reported that the sensor based on NN-SnO2 presented such excellent gas-sensing performances for methane. The outstanding response of the NN-SnO2 for methane gas is derived from the unique mesopores nature and small particles sizes of the as-synthesized NN-SnO2, and the charge transfer between the surface of SnO2 nanoparticles and methane gas molecules. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","33","Methane","Charge transfer - Chemical detection - Gas detectors - Gases - Hydrothermal synthesis - Nanoparticles - Particle size","Average particle size - Methane emissions - Methane gas sensors - Nanoporous networks - Operating temperature - Particle morphologies - Sensing material - Sensing performance","761 Nanotechnology - 801 Chemistry - 802.2 Chemical Reactions - 804.1 Organic Compounds - 914.1 Accidents and Accident Prevention - 933 Solid State Physics","Number: -, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 2017FA025, Acronym: -, Sponsor: -; Number: 61761047, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: -, Sponsor: Guangdong Innovative and Entrepreneurial Research Team Program; ","This work was supported by Department of Science and Technology of Yunnan Province via the Key Project for the Science and Technology (Grant No. 2017FA025) and the National Natural Science Foundation of China (Grant Nos. 61761047 and 41876055) and Program for Innovative Research Team (in Science and Technology) in University of Yunnan Province. Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
