Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Linear Discriminant Analysis Cauchy Estimator for Single Chinese Character Font Recognition","20183805838689","Guo, Yanan (1) ","(1) School of Mathematics and Statistics, Yunnan University, Kunming, China ","Guo, Yanan(yananguo.ynu@qq.com) ","Journal of Physics: Conference Series","J. Phys. Conf. Ser.","","Institute of Physics Publishing","1069","1","","August 30, 2018","3rd Annual International Conference on Information System and Artificial Intelligence, ISAI 2018","1 of 1","2018","English","17426588","17426596","","10.1088/1742-6596/1069/1/012177","012177","3rd Annual International Conference on Information System and Artificial Intelligence, ISAI 2018","June 22, 2018 - June 24, 2018","Suzhou, Jiangsu, China","139531","","Conference article (CA)","In machine learning area, the rapid development of optical character recognition (OCR) has prompted interest in Chinese character font recognition (CCFR), especially single Chinese character font recognition. However, when pre-processing pollutes Chinese font images with noise, traditional font recognition algorithms tend not to be suitably discriminant. In this paper, and based on linear discriminant analysis and Cauchy estimator theory, we propose a novel feature selection algorithm called linear discriminant analysis Cauchy estimator (LDACE) for single Chinese character font recognition. LDACE aims to: (1) consider both between-class and within-class geometry in the low-dimensional space, and (2) preserve recognition when input samples are polluted with noise. Experiments with the frequently used FUCCFR dataset demonstrate LDACE's effectiveness. © 2018 Institute of Physics Publishing. All rights reserved.","10","Discriminant analysis","Artificial intelligence - Information systems - Information use - Learning systems - Optical character recognition","Chinese characters - Feature selection algorithm - Font recognition - Linear discriminant analysis - Low-dimensional spaces - Optical character recognition (OCR) - Pre-processing - Within class","723.4 Artificial Intelligence - 741.1 Light/Optics - 903.3 Information Retrieval and Use - 922 Statistical Methods","Number: -, Acronym: -, Sponsor: Bairen Program of Yunnan Province; Number: YDY17103, Acronym: -, Sponsor: -; ","This work was supported in part by the Yunnan University’s Research Innovation Fund for Graduate Students, in part by the Yunnan University’s Research Innovation Fund for Graduate Students under Grant YDY17103, and in part by the Yunnan Province’s New Academic Researcher Award for Graduate Students.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on Performance Evaluation of TEV Partial Discharge Detector","20184906205266","Jiangbao, Yan (1, 2); Lei, Zhou (2, 3); Xiangyu, Tan (2); Shaoquan, Zhang (2); Xiaoyun, Chen (2) ","(1) College of Information Engineering and Automation, Kunming University of Science and Technology, Kunming; 650504, China (2) Graduate Workstations of Yunnan Power Grid Corporate, Kunming; 650217, China (3) Department of Automation, North China Electric Power University, Baoding; 071003, China ","","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","439","5","","November 9, 2018","2018 International Conference on Advanced Electronic Materials, Computers and Materials Engineering, AEMCME 2018 - Conference 5","5 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/439/5/052028","052028","2018 International Conference on Advanced Electronic Materials, Computers and Materials Engineering, AEMCME 2018","September 14, 2018 - September 16, 2018","Singapore, Singapore","142322","","Conference article (CA)","Transient Earth Voltage (TEV) detection technology has become one of the important detection methods for high voltage electrical equipment. However, due to the lack of uniform standards within the industry, the equipment manufactured by the manufacturers is not of good quality, resulting in the performance evaluation problems of the TEV partial discharge instrument during the purchase and acceptance process. Therefore, this paper proposes a signal simulation evaluation method, and analyzes in detail the advanced function evaluation of TEV partial discharge instrument including frequency characteristics, signal linearity, sensitivity, pulse count, and discharge source positioning performance. it is possible to have a more complete understanding of the performance of the TEV partial discharge meter. © Published under licence by IOP Publishing Ltd.","11","Quality control","Partial discharges","Acceptance process - Detection methods - Detection technology - Frequency characteristic - High voltage electrical equipment - Partial discharge detectors - Performance evaluations - Positioning performance","701.1 Electricity: Basic Concepts and Phenomena - 913.3 Quality Assurance and Control",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Novel HVDC spacers by adaptively controlling surface charges - Part II: Experiment","20183405716662","Li, Chuanyang (1); Lin, Chuanjie (1); Yang, Yong (2); Zhang, Bo (1); Liu, Weidong (1); Li, Qi (1); Hu, Jun (1); He, Shun (3); Liu, Xulei (2); He, Jinliang (1) ","(1) State Key Laboratory of Power Systems, Department of Electrical Engineering Tsinghua University, Beijing; 100084, China (2) Shandong Taikai Electrical Insulation Co., Ltd., Tai'an, Shandong; 271000, China (3) Electric Power Research Institute, Yunnan Electric Power Grid Co., Ltd., Kunming, Yunnan; 650217, China ","He, Jinliang ","IEEE Transactions on Dielectrics and Electrical Insulation","IEEE Trans Dielectr Electr Insul","","Institute of Electrical and Electronics Engineers Inc.","25","4","1248-1258","August 2018","","","2018","English","10709878","","","10.1109/TDEI.2018.007056","8424358","","","","","ITDIES","Journal article (JA)","Charge accumulation on the surface of high voltage direct current (HVDC) spacers decreases their surface flashover voltage and affects the reliability of the insulation systems. In part I of this study, a novel HVDC spacer in which the surface charges can be adaptively controlled is proposed, and the aim of this paper is to experimentally verify the design. The experimental results of three kinds of model spacers, including a regular spacer, a spacer with a novel shape, and a spacer with charge adaptively controlled are provided. AC and DC surface flashover experiments and a polarity reversal test were performed. The effect of surface charges on triggering the surface flashover phenomenon are discussed. The results show that the surface flashover voltage increases both for the novel shaped spacer and the charge-adaptivelycontrolled spacer under application of AC bias, owing to a modification of the spacer shape that increases the creep distance. However, the surface breakdown voltage is the lowest for the novel shaped spacer under DC application and polarity reversal test. The charge adaptive control spacer displayed more advantages than the other samples under application of DC bias and in polarity reversal tests owing to its superior surface charge dissipation properties. It is hoped that this work could offer a new perspective for the design of a suitable spacer to avoid surface flashover when implementing HVDC energy transmission systems. © 1994-2012 IEEE.","32","HVDC power transmission","Bias voltage - Electric insulators - Epoxy resins - Flashover - Surface charge","Charge accumulation - Charge dissipation - Energy-transmission systems - High voltage direct current - HVDC GIL - Nonlinear materials - Polarity reversal - Surface flashover","701.1 Electricity: Basic Concepts and Phenomena - 706.1.1 Electric Power Transmission - 713 Electronic Circuits - 815.1.1 Organic Polymers","Number: 2014CB239502, Acronym: -, Sponsor: -; Number: YNKJXM20160146, Acronym: CSPG, Sponsor: China Southern Power Grid; Number: 51677102, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the National Basic Research Program of China (973 Project) under grant 2014CB239502, the National Natural Science Foundation of China (No. 51677102) and the China Southern Power Grid Co. Ltd. under grant YNKJXM20160146. In addition, we want to express our deepest thanks to the reviewers for their patience and very constructive comments.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of damage characteristics of key characteristic points in rock complete stress-strain process","20191306701271","Qin, Qing-Ci (1); Li, Ke-Gang (1); Yang, Bao-Wei (1); Wang, Ting (1); Zhang, Xue-Ya (1); Guo, Wen (1) ","(1) Faculty of Land Resources Engineering, Kunming University of Science and Technolgy, Kunming; Yunnan; 650093, China ","Li, Ke-Gang(106146135@qq.com) ","Yantu Lixue/Rock and Soil Mechanics","Rock Soil Mech","","Academia Sinica","39","","14-24","December 10, 2018","","","2018","Chinese","10007598","","","10.16285/j.rsm.2018.1104","","","","","","","Journal article (JA)","Based on the statistical damage mechanics theory of Weibull distribution, the limitations of the traditional constitutive model for the initial state damage and the post-peak feature characterization are optimized; and the constitutive equation which can characterize the initial damage to the mechanical behavior is established. The constitutive equation determines the mechanical properties and damage state of key feature points in the whole stress-strain process of rock, and divides the damage process of rock damage into six damage stages, explaining the damage evolution in the whole stress-strain process of rock. Meanwhile, combining with RFPA-2D numerical simulation analysis, it is determined that the structural instability point of the rock mass on the post-peak curve is the peak strain (1.00-1.32) times; the damage threshold is about 0.4-0.6 and the damage initiation strength is about 15% of the peak intensity; and the structural surface penetration breaking strength is about 41% of the peak intensity. It is theoretically determined that the residual strength point strain is about 4 times the peak strain. © 2018, Science Press. All right reserved.","23","Strain","Constitutive equations - Constitutive models - Mechanical properties - Rocks - Stresses - Weibull distribution","Complete stress strain process - Damage characteristics - Feature characterization - Material failures - Numerical simulation analysis - Statistical damage mechanics - Strength characteristics - Structural instability","921 Mathematics - 922.2 Mathematical Statistics - 951 Materials Science","Number: 41672303, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China(41672303).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Progress in Preparation of Diluted Ferromagnetic MnxGe1-x Quantum Dots by Molecular Beam Epitaxy","20190406419012","Huang, Xunji (1, 2); Yang, Jie (1, 2); Li, Guangyang (1, 2); Wang, Chong (1, 2); Yang, Yu (2, 3) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) International Joint Research Center for National Optoelectronic Energy Materials, Yunnan University, Kunming; 650091, China (3) School of Energy, Yunnan University, Kunming; 650091, China ","Wang, Chong(cwang@ynu.edu.cn) ","Cailiao Daobao/Materials Review","Cailiao Daobao/Mater. Rev.","","Cailiao Daobaoshe/ Materials Review","32","10","3338-3347","October 10, 2018","","","2018","Chinese","1005023X","","","10.11896/j.issn.1005-023X.2018.19.008","","","","","","","Journal article (JA)","Diluted magnetic semiconductors (DMSs) integrate the dual properties of semiconductor materials and magnetic materials by simultaneously utilizing the charge and spin characteristics of electrons. The use of charge carriers and their spins makes it possible for spintronic devices to be used for information storage, transmission and processing. Consequently, Mn-doped Ge quantum dots(QDs) diluted ferromagnetic semiconductors, as an important part of the microelectronics industry, have aroused enormous interests because of its compatibility with current Si microelectronics and the possibility to possess higher Curie temperature (TC) than those of group - materials. The prepared MnxGe1-x QDs spintronic devices exhibit excellent performances including small size, low energy consumption, fast data processing, high integration and favorable stability, which will play a crucial role in the future development of spintronic devices. Although Mn doped group MnxGe1-x QDs DMSs materials are considered to be ideal candidates for room temperature controllable electronic spin devices and controllable ferromagnetic properties. However, the MnxGe1-x QDs DMSs materials with high performance and stability are still confronted with great challenges.. Although high TC of the system can be obtained by raising the concentration of magnetic dopant in the matrix, the solubility limit of Mn dopant in Ge is far lower than the dopant concentration which endows the system with high TC. . The high concentration of Mn dopant in Ge1-xMnx QDs is likely to cause the formation of intermetallic precipitates (Mn5Ge3 and Mn11Ge8). . Low growth temperature and low surface diffusivity are demanded for incorporating Mn into Ge under the state much higher than chemical equilibrium, while high growth temperature and high surface diffusivity are always required in self-assembly growth of QDs. Namely, achieving higher doping levels of metastable may become a breakthrough point for enhancing TC in DMSs. . The theoretical explanation of ferromagnetism, the origin of high TC and enhancement mechanism of TC are still unclear and worth further exploration. Therefore, great attempts have been made and fruitful results have been achieved by researchers in optimizing the preparation process of MnxGe1-x QDs films by selecting suitable growth parameters in recent years. . The TC of MnxGe1-x QDs is raised above 400 K. . It is defined that the TC of intermetallic precipitates (Mn5Ge3 and Mn11Ge8) are 296 K and 270 K, which tends to room temperature. . The electric-field-controlled ferromagnetism and the magnetotransport properties have been found. Electric-field manipulation of ferromagnetism temperature has been raised over 300 K for the first time, which was attributed to the quantum confinement effect. . Due to the existence of quantum effects in MnxGe1-x QDs, the modulated doping of boron (B) can increase the hole concentration in the MnxGe1-x QDs, which contributed to enhancing the TC of the MnxGe1-x QDs. This review offers a retrospection of the research efforts with respect to the MnxGe1-x diluted ferromagnetic semiconductor materials, and provides elaborated descriptions about the MnxGe1-x QDs prepared by molecular beam epitaxy (MBE). And the effects of growth parameters on the morphology and magnetic properties of QDs are also introduced. The difficulties that remain to be solved in the current research are briefly described, and the application prospects for the material in the field of microelectronics are proposed. © 2018, Materials Review Magazine. All right reserved.","81","Semiconducting germanium compounds","Curie temperature - Data handling - Digital storage - Diluted magnetic semiconductors - Electric fields - Energy utilization - Ferromagnetic materials - Ferromagnetism - Film preparation - Germanium compounds - Growth temperature - Hole concentration - Intermetallics - Magnetic semiconductors - Manganese - Microelectronics - Molecular beam epitaxy - Molecular beams - Nanocrystals - Quantum electronics - Self assembly - Semiconductor doping - Semiconductor quantum dots - Surface diffusion","Diluted ferromagnetic semiconductors - Diluted magnetic semiconductors (DMSs) - High Curie temperature - Intermetallic precipitates - Magneto transport properties - Mn-doped - MnxGe1-x - Quantum confinement effects","525.3 Energy Utilization - 531.1 Metallurgy - 543.2 Manganese and Alloys - 701.1 Electricity: Basic Concepts and Phenomena - 701.2 Magnetism: Basic Concepts and Phenomena - 708.4 Magnetic Materials - 712.1 Semiconducting Materials - 712.1.2 Compound Semiconducting Materials - 714.2 Semiconductor Devices and Integrated Circuits - 722.1 Data Storage, Equipment and Techniques - 723.2 Data Processing and Image Processing - 761 Nanotechnology - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Developing GPR model for forecasting the rock fragmentation in surface mines","20174704437806","Gao, Wei (1); Karbasi, Masoud (2); Hasanipanah, Mahdi (3); Zhang, Xun (4); Guo, Jia (5) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming; 650500, China (2) Water Engineering Department, Faculty of Agriculture, University of Zanjan, Zanjan, Iran (3) Young Researchers and Elite Club, Qom Branch, Islamic Azad University, Qom, Iran (4) Department of Editorial, Southwest University, Chongqing; 400715, China (5) Department of Engineering, Information Engineering University, Zhengzhou; 450001, China ","Gao, Wei(gaowei@ynnu.edu.cn) ","Engineering with Computers","Eng Comput","","Springer London","34","2","339-345","April 1, 2018","","","2018","English","01770667","14355663","","10.1007/s00366-017-0544-8","","","","","","ENGCE7","Journal article (JA)","Blasting operation is an economical and common method for rock fragmentation in civil construction works, surface and underground mines. The aim of this study is to present an accurate model for predicting the rock fragmentation (D80) induced by blasting in Shur river dam region, Iran, through Gaussian process regression (GPR). For this aim, 72 blasting events were investigated and the values of six parameters, i.e. burden, spacing, stemming, powder factor, charge used per delay and D80were measured. Firstly, 80% of the total data (58 datasets) were assigned to train the GPR, whereas the remaining 14 datasets were assigned to test the constructed GPR model. In GPR modeling, 5 different kernels, i.e. squared exponential, exponential, matern32, matern52 and rational quadratic, were employed. The proposed GPR models were then compared with the support vector machines (SVM), adaptive neuro-fuzzy inference system (ANFIS) and hybrid ANFIS-particle swarm optimization (PSO). The results proved that the GPR-squared exponential model with the R-square (R2) of 0.948 can forecast D80better than the SVM with the R2of 0.83, ANFIS with the R2of 0.81 and ANFIS-PSO with the R2of 0.89. © 2017, Springer-Verlag London Ltd., part of Springer Nature.","22","Fuzzy inference","Blasting - Forecasting - Fuzzy neural networks - Fuzzy systems - Gaussian distribution - Gaussian noise (electronic) - Particle swarm optimization (PSO) - Rock bursts - Rocks - Support vector machines","Accurate modeling - Adaptive neuro fuzzy inference systems (ANFIS) - Blasting operations - Civil constructions - Exponential models - Gaussian process regression - Predictive modeling - Rock fragmentation","502.1 Mine and Quarry Operations - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory - 961 Systems Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A guiding system of astronomical imaging system for a 1.2-meter-aperture telescope","20183605782002","Chen, Ya-Qi (1); Zhang, Hong-Fei (1); Jia, Ming-Hao (1); Chen, Jin-Ting (1); Zhang, Guang-Yu (1); Xu, Yi-Ling (1); Feng, Yi (1); Sheng, Zhen-Feng (2); Yang, Chen-Wei (2); Chang, Liang (3); Wang, Jian (1) ","(1) State Key Laboratory of Technologies of Particle Detection and Electronics, Department of Modern Physics, University of Science and Technology of China, Hefei; 230026, China (2) Department of Astronomy, University of Science and Technology of China, Chinese Academy of Sciences, Hefei; 230026, China (3) Yunnan Observatories, Chinese Academy of Sciences, Kunming; 650011, China ","","Proceedings of SPIE - The International Society for Optical Engineering","Proc SPIE Int Soc Opt Eng","4D Technology; Andor Technology, Ltd.; Astronomical Consultants and Equipment, Inc.; et al.; Giant Magellan Telescope; The Society of Photo-Optical Instrumentation Engineers (SPIE)","SPIE","10707","","","2018","Software and Cyberinfrastructure for Astronomy V","1 of 1","2018","English","0277786X","1996756X","9781510619678","10.1117/12.2311426","107071W","Software and Cyberinfrastructure for Astronomy V 2018","June 10, 2018 - June 13, 2018","Austin, TX, United states","138744","PSISDG","Conference article (CA)","A guiding system is designed, implemented and tested for our 1.2-meter Quantum-Teleportation Telescope Imaging System, due to the lack of accuracy of its own star tracking function. This paper at first introduces some key technologies of the system including star extraction, offset computation, star tracking, offset conversion and exception handling. The guiding system is implemented as a RTS2 device, and interacts with a guiding CCD and telescope. The workflow control of the guiding process is pushed forward by a finite-state machine. The system is tested in Delingha, Qinghai province. In cloudless condition, the guiding system can work for 15 min continuously, and long-exposure images produced by main CCDs can meet scientific requirements. © 2018 SPIE.","13","Telescopes","Automation - Control engineering - Image processing - Imaging systems - Stars","Aperture telescope - Astronomical imaging - Exception handling - Guiding - Quantum teleportation - RTS2 - Scientific ccds - Star extractions","657.2 Extraterrestrial Physics and Stellar Phenomena - 731 Automatic Control Principles and Applications - 746 Imaging Techniques","Number: 1508085MA07, Acronym: -, Sponsor: Natural Science Foundation of Anhui Province; Number: -, Acronym: ThEP Center, Sponsor: Thailand Center of Excellence in Physics; Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 11603023, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11773026, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: -, Sponsor: State Key Laboratory of Particle Detection and Electronics; Number: WK2030040064, Acronym: -, Sponsor: Support Program for Longyuan Youth and Fundamental Research Funds for the Universities of Gansu Province; Number: WK2360000003, Acronym: -, Sponsor: Support Program for Longyuan Youth and Fundamental Research Funds for the Universities of Gansu Province; ","We acknowledge the financial support by the National Natural Science Funds of China under Grant No: 11603023, 11773026, the Fundamental Research Funds for the Central Universities (WK2360000003, WK2030040064), the Natural Science Funds of Anhui Province under Grant No: 1508085MA07, the Research Funds of the State Key Laboratory of Particle Detection and Electronics, the CAS Center for Excellence in Particle Physics, the Research Funds of Key Laboratory of Astronomical Optics & Technology, CAS.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ultimate bound estimation set and chaos synchronization for a financial risk system","20182805527512","Gao, Wei (1); Yan, Li (2); Saeedi, Mohammadhossein (3); Saberi Nik, Hassan (4) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming; 650500, China (2) School of Engineer, Honghe University, Mengzi, China (3) Department of Industrial, Manufacturing and Systems Engineering, Texas Tech University, Lubbock; TX, United States (4) Young Researchers and Elite Club, Neyshabur Branch, Islamic Azad University, Neyshabur, Iran ","Gao, Wei(gaowei@ynnu.edu.cn) ","Mathematics and Computers in Simulation","Math Comput Simul","","Elsevier B.V.","154","","19-33","December 2018","","","2018","English","03784754","","","10.1016/j.matcom.2018.06.006","","","","","","MCSIDR","Journal article (JA)","In this paper, the ultimate boundary region of a financial risk system is studied through an optimization idea. For this system, the analytical expression of the ultimate boundary region is derived based on the optimization method and the Lagrange multiplier method. The ultimate bound which is useful in chaos synchronization is demonstrated through numerical simulations. Utilizing the bound obtained, a linear controller is proposed to achieve the chaos synchronization. All the numerical simulation results are in line with the theoretical analysis. © 2018","34","Lagrange multipliers","Finance - Linear control systems - Numerical models - Optimization - Risk perception - Synchronization","Analytical expressions - Boundary regions - Chaos synchronization - Financial risks - Lagrange multiplier method - Linear controllers - Optimization method - Ultimate bounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Economic analysis of the charging-discharging-storage integrated station based on demand response","20191206668381","Lai-Hong, Liu (1); Xing-Rang, He (1); Si, Xiong (1); Ling-Lin, Luo (1) ","(1) Faculty of power Engineering, Kunming University of Science and Technology, Kunming, Yunnan; 650500, China ","","China International Conference on Electricity Distribution, CICED","China Int. Conf. Elect. Distrib., CICED","Chinese National Committee of CIRED (CIRED CNC); Chinese Society for Electrical Engineering (CSEE); International Conference on Electricity Distribution (CIRED); State Grid Corporation of China (SGCC)","IEEE Computer Society","","","2811-2817","December 27, 2018","2018 China International Conference on Electricity Distribution, CICED 2018 - Proceedings","1 of 1","2018","English","21617481","2161749X","9781538667750","10.1109/CICED.2018.8592119","8592119","2018 China International Conference on Electricity Distribution, CICED 2018","September 17, 2018 - September 19, 2018","Tianjin, China","144144","","Conference article (CA)","The constructions of energy corollary facilities electric vehicle (EV) charging-discharging-storage integrated station is a Platform that integrates the advantages of charging stations, power stations and power storage stations. In the power market, the operating economic benefits of this platform are the core factor of its survival and development. As a service provider for Power Network and electric vehicles (EV), different Operation mode can be taken and meet the requirement of both. The response on the demand side described in this passage is that the grid guides the integrated station to adjust the operation mode by the market price. In opinion of economics, this paper calculates the economic benefit of the integration station under the three modes of operation of frequency modulation, spinning reserve service and Peak-Load Regulation, Comparison and analysis of three groups were carried out. The results showed that the economic benefit of charge-discharge-storage integrated station provided Peak-Load Regulation is the best, and Profit from providing frequency modulation (FM) is greater than Profit from providing spinning reserve service. Integrated station participates in ancillary services in electricity market is a feasibility development direction for providers of electric vehicle service in the future. © 2018 IEEE","13","Economic analysis","Charging (batteries) - Commerce - Economic and social effects - Electric automobiles - Electric discharges - Electric utilities - Frequency modulation - Power markets - Profitability - Textile industry","Charge-discharge - Comparison and analysis - Development directions - Modes of operation - Operating economics - Peak load regulations - Spinning reserve service - Spinning reserves","662.1 Automobiles - 701.1 Electricity: Basic Concepts and Phenomena - 702.1.2 Secondary Batteries - 819.6 Textile Mills, Machinery and Equipment - 911.2 Industrial Economics - 971 Social Sciences",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Optimization of sulfurization time for properties of Cu2ZnSnS4 films and cells by sputtering method","20183805841716","Xu, Xin (1); Wang, Shurong (1, 2); Ma, Xun (1); Yang, Shuai (1); Li, Yaobin (1); Tang, Zhen (1) ","(1) Key Laboratory of Rural Energy Engineering in Yunnan Province, Yunnan Normal University, Kunming; 650500, China (2) Yunnan Key Lab of Opto-Electronic Information Technology, Yunnan Normal University, Kunming; 650500, China ","Wang, Shurong(shrw88@aliyun.com) ","Journal of Materials Science: Materials in Electronics","J Mater Sci Mater Electron","","Springer New York LLC","29","22","19137-19146","November 1, 2018","","","2018","English","09574522","1573482X","","10.1007/s10854-018-0040-y","","","","","","","Journal article (JA)","Cu2ZnSnS4 (CZTS) thin films have been fabricated by sputtering ZnS/Sn/CuS and following the sulfurization process. In order to study the optimal sulfurization process, the effects of sulfurization time on the quality of CZTS thin films and solar cells are investigated. The sulfurization process was carried out at 580 °C for 10, 20, 30, 40 and 50 min respectively with a ramp rate of 45 °C min−1 in details. The results show that sulfurization time of 30 min provides a favorable sulfurization environment to form kesterite CZTS thin films owing to the highest crystallinity, dense and smooth surface morphology with larger grains and the best optical–electrical properties. Finally, the CZTS solar cells are fabricated with the structure of SLG/Mo/CZTS/CdS/i-ZnO/ITO/Al, and the best power conversion efficiency of 5.41% was obtained with an open-circuit voltage of 599 mV, a short-circuit current density of 18.71 mA cm−2 and a fill factor of 44% under the annealing time for 30 min. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","51","Thin films","Copper compounds - II-VI semiconductors - Open circuit voltage - Solar cells - Thin film solar cells - Tin compounds - Zinc sulfide","Annealing time - Crystallinities - Czts solar cells - CZTS thin films - Fill factor - Power conversion efficiencies - Ramp rates - Sputtering methods",,"Number: 05300205020516009, Acronym: -, Sponsor: -; Number: 2011DFA62380, Acronym: -, Sponsor: -; Number: 61167003, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Acknowledgements This work was supported by collaborate Innovation Center of Research and Development of Renewable Energy in the Southwest Area (Grant No. 05300205020516009) and the National Natural Science Foundation of China (Grant No. 61167003), and also by key project of National and International Scientific and Technological cooperation (Grant No. 2011DFA62380). The authors are thankful for Modern Analysis and Testing Center of Yunnan University providing the scanning electron micro-scopy and Raman spectrometer for all experimental results.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Unsupervised segmentation and elm for fabric defect image classification","20184506039501","Liu, Li (1); Zhang, Jianhong (1); Fu, Xiaodong (2); Liu, Lijun (1); Huang, Qingsong (1) ","(1) Computer Technology Application Key Lab of Yunnan Province, Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming; 650500, China (2) Faculty of Aeronautics, and Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming; 650500, China ","Liu, Li(kmust_mary@163.com) ","Multimedia Tools and Applications","Multimedia Tools Appl","","Springer New York LLC","78","9","12421-12449","May 1, 2019","","","2019","English","13807501","15737721","","10.1007/s11042-018-6786-7","","","","","","MTAPFB","Journal article (JA)","In order to solve the problem of low accuracy and efficiency for surface defects in common woven fabrics, a novel fabric defect classification method is proposed based on unsupervised segmentation and ELM. The classification method is divided into four steps including defect segmentation, feature extraction, ELM classifier training, and Bayesian probability fusion. Firstly, an unsupervised segmentation is presented for the Grayscale fabric defect image after preprocessing. Secondly, geometric and texture features were extracted by using the segmented image and the undivided Grayscale image. Then, features and labels in fabric defect images are considered as training sets to train the ELM classifier. Finally, the input fabric defect image is classified by the trained ELM classifier and the Bayesian probability fusion method. Experimental results show that the proposed method can classify the fabric defect image with high accuracy and efficiency that can better meet the requirements for practical applications. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","61","Image classification","Classification (of information) - Efficiency - Image fusion - Image segmentation - Probability - Surface defects","Bayesian probabilities - Classification methods - Classifier training - Fabric defect detection - Gray-scale images - Segmented images - Texture features - Unsupervised segmentation",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on durability of a concrete continuous rigid frame bridge","20183105636393","Shi, Jing-Xian (1); Ran, Zhi-Hong (2) ","(1) Oxbridge College, Kunming University of Science and Technology, KunMing; 650106, China (2) Yunnan University, KunMing, Yunnan, 650106, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","153","5","","June 1, 2018","2018 2nd International Workshop on Renewable Energy and Development, IWRED 2018 - 4.Green Building and Construction Engineering","1 of 1","2018","English","17551307","17551315","","10.1088/1755-1315/153/5/052012","052012","2018 2nd International Workshop on Renewable Energy and Development, IWRED 2018","April 20, 2018 - April 22, 2018","Guilin, China","136890","","Conference article (CA)","The research on the durability of concrete structures has also become one of the most important topics for discussion at international academic institutions and conferences. This paper summarizes and reviews the current research on the durability of bridge structure of the bridge at the index relationship between state lifetime and structure durability. According to the actual situation in this paper on a continuous rigid frame bridge China of Yunnan as an example, this bridge was completed and opened to traffic during the first half of the year, a series of tests are carried out for the durability problem. It is found that all the indicators are good within six months after the bridge opened to traffic, but durability issues should be further studied in future monitoring efforts. © Published under licence by IOP Publishing Ltd.","5","Durability","Concretes - Rigidity","Academic institutions - Bridge structures - Continuous rigid frame bridges - Durability of concrete structure - Structure durability","412 Concrete - 951 Materials Science",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
