Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Effects of the invasive herb Ageratina adenophora on understory plant communities and tree seedling growth in Pinus yunnanensis forests in Yunnan, China","20180904838746","","Fu, Denggao (1); Wu, Xiaoni (2); Huang, Na (1); Duan, Changqun (1) ","(1) School of Ecology and Environmental Sciences & Yunnan Key Laboratory for Plateau Mountain Ecology and Restoration of Degraded Environments, Yunnan University, Kunming, China (2) Department of Life Science and Technology, Kunming University, Kunming, China ","Fu, Denggao(ecodenggaofu@163.com) ","Journal of Forest Research","J. For. Res.","","Taylor and Francis Ltd.","23","2","112-119","March 4, 2018","","","2018","English","13416979","16107403","","10.1080/13416979.2018.1429202","","","","","","JFREFY","Journal article (JA)","Understanding the influence of invasive species on understory communities is necessary to maintain ecosystem functions. Here, we describe the effects of different abundances of the invasive species Ageratina adenophora on the composition and structure of understory communities and on Pinus yunnanensis seedling growth under pine stands in mid-Yunnan, China. Our data show that the different abundances of A. adenophora altered species and functional diversity by changing the species composition and abundance in the understory community because of its higher specific leaf area, leaf nitrogen concentration (LNC), and leaf phosphorus concentration compared with native species. Meanwhile, the presence of A. adenophora led to changes in the patterns of species co-occurrence, with a shift from random to segregated patterns as the invasion intensity increased. Furthermore, the order of species loss under invasion was nonrandom. The LNC could be an indicative functional trait predicting the order of species loss, suggesting that species with a lower LNC were lost first with increasing invasion intensity. In addition, a high abundance of the invader A. adenophora suppressed the growth of the seedlings of native canopy trees. Our results indicate that the effect of the invasive herb A. adenophora on the understory community is associated with the nonrandom loss of species with different LNCs and that invasion also suppresses the growth of native canopy dominants. © 2018 The Japanese Forest Society.","55","Forestry","Biodiversity - Plants (botany)","Ecosystem functions - Functional diversity - Functional traits - Invasion - Segregated patterns - Species composition - Understory communities - Understory plant communities","454 Environmental Engineering","Number: 2017HC015, Acronym: -, Sponsor: -; Number: 2014FD040, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 31360152, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study was supported by National Natural Science Foundation of China (31360152), Open Foundation of Yunnan Engineering Laboratory for Agro-environment Pollution Control and Eco-remediation, and The Innovation Team for Farmland Non-pollution Production of Yunnan Province National Key Sciences and Technology Program for Water Solutions (2017HC015), and Yunnan Applied Basic Research Projects (2014FD040).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on Nano Silver, Copper Assisted Chemical Etching Texturing of Diamond Wire Sawn Multicrystalline Silicon Wafers","20191006593308","","Zou, Yuxin (1); Qiu, Jiajia (1); Xi, Fengshuo (1); Yang, Xi (3); Li, Shaoyuan (2); Ma, Wenhui (1, 2) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; 650093, China (3) Yunnan Provincial Energy Research Institute Co., Ltd., Kunming; 650093, China ","Li, Shaoyuan(lsy415808550@163.com) ","Cailiao Daobao/Materials Review","Cailiao Daobao/Mater. Rev.","","Cailiao Daobaoshe/ Materials Review","32","11","3706-3711","November 10, 2018","","","2018","Chinese","1005023X","","","10.11896/j.issn.1005-023X.2018.21.004","","","","","","","Journal article (JA)","The diamond wire sawn multicrystalline silicon (DWS mc-Si) was textured by nano silver and copper catalyzed chemical etching method, and the effects of metal species on textured morphology and anti-reflection performance of DWS mc-Si were studied in detail. The results showed that the textured morphology of silicon wafer was greatly influenced by various metal species. Compared with the silicon nanowires arrays structure form nano Ag-assisted etching, the inverted pyramid structure formed by nano Cu-assisted etching has a more outstanding performance. The large area micron-size inverted pyramids can more perfectly balance anti-reflection and surface passivation. Moreover, inverted pyramids texturization can significantly eliminate the surface saw marks. When the etching time is 15 min, the resulting inverted pyramid structure is the most uniform and the average reflectivity of textured sample decrease from 41.8% to 5.8% in the wavelength range of 300-1 100 nm. The superior anti-reflection performance and excellent saw marks elimination ability show a huge potential application in high-efficiency solar cells based on DWS mc-Si wafers. © 2018, Materials Review Magazine. All right reserved.","18","Silicon wafers","Copper - Diamond cutting tools - Diamonds - Etching - Nanowires - Passivation - Polysilicon - Silver - Textures - Wire","Chemical etching - High-efficiency solar cells - Inverted pyramid - Multi-crystalline silicon - Multicrystalline silicon wafers - Silicon nanowires - Silicon nanowires arrays - Surface passivation","482.2.1 Gems - 535.2 Metal Forming - 539.2.1 Protection Methods - 544.1 Copper - 547.1 Precious Metals - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 714.2 Semiconductor Devices and Integrated Circuits - 761 Nanotechnology - 802.2 Chemical Reactions - 933 Solid State Physics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel malic enzyme gene, Mime2, from Mortierella isabellina M6-22 contributes to lipid accumulation","20182105224026","","Li, Shan (1); Li, Lingyan (1); Xiong, Xiangfeng (1); Ji, Xiuling (1); Wei, Yunlin (1); Lin, Lianbing (1); Zhang, Qi (1) ","(1) Faculty of Life Science and Technology, Kunming University of Science and Technology, 727 South Jingming Road, Kunming; Yunnan; 650500, China ","Zhang, Qi(qzhang37@gmail.com) ","Biotechnology Letters","Biotechnol. Lett.","","Springer Netherlands","40","7","1109-1118","July 1, 2018","","","2018","English","01415492","15736776","","10.1007/s10529-018-2560-1","","","","","","BILED3","Journal article (JA)","Objective: This study was aimed at cloning and characterizing a novel malic enzyme (ME) gene of Mortierella isabellina M6-22 and identifying its relation with lipid accumulation. Methods: Mime2 was cloned from strain M6-22. Plasmid pET32aMIME2 was constructed to express ME of MIME2 in Escherichia coli BL21. After purification, the optimal pH and temperature of MIME2, as well as Kmand Vmaxfor NADP+were determined. The effects of EDTA or metal ions (Mn2+, Mg2+, Co2+, Cu2+, Ca2+, or Zn2+) on the enzymatic activity of MIME2 were evaluated. Besides, plasmid pRHMIME2 was created to express MIME2 in Rhodosporidium kratochvilovae YM25235, and its cell lipid content was measured by the acid-heating method. The optimal pH and temperature of MIME2 are 5.8 and 30 °C, respectively. Results: The act ivity of MIME2 was significantly increased by Mg2+, Ca2+, or Mn2+at 0.5 mM but inhibited by Cu2+or Zn2+(p mand Vmaxfor NADP+are 0.703 mM and 156.25 μg/min, respectively. Besides, Mime2 transformation significantly increased the cell lipid content in strain YM25235 (3.15 ± 0.24 vs. 2.17 ± 0.31 g/L, p © 2018, Springer Science+Business Media B.V., part of Springer Nature.","34","Cloning","DNA - Enzymes - Escherichia coli - Genes - Lipids - Metal ions - Metals","Enzymatic activities - Escherichia coli bl21 - Heating method - Lipid accumulations - Malic enzyme genes - Malic enzymes - Mortierella isabellina - Rhodosporidium kratochvilovae",,"Number: 31160016, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31660454, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgements This study was funded by National Natural Science Foundation of China (Project no. 31660454 and no. 31160016).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design and analysis of an interactive MOOC teaching system based on virtual reality","20182705396372","","Zhang, Yongfei (1); Chen, Jianshu (2); Miao, Dan (2); Zhang, Chen (3) ","(1) College of Education Science, Dali University, Dali, Yunnan, China (2) Department of Public class, Honghe Health Vocational College, Mengzi, Yunnan, China (3) Department of Pharmacy, Honghe Health Vocational College, Mengzi, Yunnan, China ","Zhang, Yongfei(yongfeizhan3847@126.com) ","International Journal of Emerging Technologies in Learning","Int. J. Emerg. Technol. Learn.","","Kassel University Press GmbH, Diagonale 10, Kassel, 34127, Germany","13","7","111-123","2018","","","2018","English","18688799","18630383","","10.3991/ijet.v13i07.8790","","","","","","","Journal article (JA)","In order to solve the problem of lack of immersion in the MOOC curriculum, through research on key technologies, a MOOC teaching interactive system based on virtual reality was constructed to improve it. Through the decomposition of complex objects or the addition of blank sub-objects, the system built corresponding collision detectors to achieve more realistic collision detection effects. The immersive and interactive nature of the virtual user in the virtual scene was enhanced. The results showed that the system used the immersive, interactive and constructive sense of virtual reality to build people's interest in learning. Therefore, the MOOC teaching interactive system based on virtual reality has a good sense of immersion, interaction and conceivability. © 2018 Yongfei Zhang, Jianshu Chen, Dan Miao, Chen Zhang.","8","Virtual reality","E-learning","3-d modeling - Collision detection - Complex objects - Design and analysis - Interactive system - Key technologies - Teaching systems - Virtual scenes","723 Computer Software, Data Handling and Applications",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Real-time Condition Assessment of Power Transformers Based on Time-effect Score Function and Bayesian Probability","20183605784989","","Sun, Peng (1); Geng, Sujie (2); Wang, Xiuli (2) ","(1) ispatching Control Center of Yunnan Power Power Grid Company Limited, Kunming; 650217, China (2) School of Economics and Management, Nanjing University of Science and Technology, Nanjing; 210094, China ","Sun, Peng(ynsp@163.com) ","Gaodianya Jishu/High Voltage Engineering","Gaodianya Jishu","","Science Press","44","4","1069-1077","April 30, 2018","","","2018","Chinese","10036520","","","10.13336/j.1003-6520.hve.20180329004","","","","","","GAJIE5","Journal article (JA)","In order to facilitate the dynamic monitoring of the safety of equipment, we proposed a method for real-time assessment of power transformers by fusing different data of equipment index in update periods. Based on the construction of the evaluation index system, two kinds of score functions on data were proposed for real-time monitoring indices and preventive test indices, respectively. At the same time, based on the equipment samples and the assessment time of the transformer, a method for calculating the index weights combining Bayesian posterior probability and time-varying function was proposed. To solve the imbalance problem of the comprehensive indices, we introduced the variable weight formula to adjust and calculate the weight coefficients. Sample calculation results show that the correct rate of evaluation is up to 93.5%. By making full use of the data of the equipment itself, combined with mining the statistical laws from the same type of equipment, the method is suitable for real-time condition assessment of power transformers. © 2018, High Voltage Engineering Editorial Department of CEPRI. All right reserved.","23","Power transformers","Function evaluation - Probability","Bayesian posterior probabilities - Bayesian probabilities - Comprehensive indices - Evaluation index system - Real time - Time-dependent effects - Time-varying functions - Time-varying weights","706.2 Electric Power Lines and Equipment - 921.6 Numerical Methods - 922.1 Probability Theory","","Project supported by National Natural Science Foundation of China (71571101).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Exploring genotype–phenotype relationships of the CRABP2 gene on growth traits in beef cattle","20185206299574","","Wen, Yi-Fan (1); Zheng, Li (2); Niu, Hui (2); Zhang, Guo-Liang (3); Zhang, Gui-Min (1); Ma, Yi-Lei (1); Tian, Yi-Ran (1); Liu, Yan-Rong (1); Yang, Peng (1); Yang, Di-Yi (1); Lei, Chu-Zhao (1); Dang, Rui-Hua (1); Qi, Xing-Lei (4); Chen, Hong (1); Huang, Bi-Zhi (5); Huang, Yong-Zhen (1) ","(1) Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling; Shaanxi, China (2) Henan University of Animal Husbandry and Economy, Zhengzhou; Henan, China (3) Branch of Animal Science, Jilin Academy of Agricultural Sciences, Gongzhuling; Jilin, China (4) Bureau of Animal Husbandry of Biyang County, Biyang; Henan, China (5) Yunnan Academy of grassland animal science, Kunming, China ","Huang, Yong-Zhen(hbz@ynbp.cn) ","Animal Biotechnology","Anim Biotechnol","","Taylor and Francis Inc., 325 Chestnut St, Suite 800, Philadelphia, PA 19106, United States","","","","2018","","","2018","English","10495398","15322378","","10.1080/10495398.2018.1531015","","","","","","ANBTEN","Article in Press","Cellular retinoic acid binding protein 2 (CRABP2) is essential to myoblast differentiation. However, there was no report about the function of CRABP2 gene in cattle. This study explored the association of CRABP2 gene polymorphisms with growth traits in cattle breeds by several methods, such as DNA sequencing, PCR, PCR–RFLP and forced PCR–RFLP. Two sequence variants were determined. There were 621 individuals in six cattle breeds from China for the experiment, and three breeds were used to test validation of polymorphisms and extent of linkage disequilibrium (LD). The results showed that both SNPs (SNP1, g.2458 G > T, SNP2, g.3878 G > A) were in intron1. Two SNPs were in low linkage disequilibrium. Association analysis suggested that SNP1 had the significant difference on growth traits with body height, height at hip cross and body slanting length (P © 2018, © 2018 Taylor & Francis Group, LLC.","34","Polymerase chain reaction","Association reactions - DNA sequences - Gene encoding - Mammals","Association analysis - bovine - CRABP2 - Gene polymorphism - Growth traits - Linkage disequilibrium - Sequence variants - Test validation","461.2 Biological Materials and Tissue Engineering - 461.9 Biology - 801.2 Biochemistry - 802.2 Chemical Reactions",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Overexpression of an alfalfa (Medicago sativa) gene, MsDUF, negatively impacted seed germination and response to osmotic stress in transgenic tobacco","20174904493508","","Wang, Yafang (1); Zhang, Zhiqiang (1, 2); Liu, Houmei (1); An, Yunru (1); Han, Bo (1, 4); Wu, Yajun (3); Chang, Leqin (1); Hu, Tianming (1); Yang, Peizhi (1) ","(1) Department of Grassland Science, College of Animal Science and Technology, Northwest A&F University, Yangling; Shaanxi; 712100, China (2) College of Grassland Resources and Environment, Inner Mongolia Agricultural University, Hohhot; Inner Mongolia; 010011, China (3) Department of Biology and Microbiology, South Dakota State University, Brookings; SD; 57007, United States (4) College of Animal Science and Technology, Yunnan Agriculture University, Kunming; 650201, China ","Hu, Tianming(hutianming@126.com) ","Plant Cell, Tissue and Organ Culture","Plant Cell Tissue Organ Cult.","","Springer Netherlands","132","3","525-534","March 1, 2018","","","2018","English","01676857","15735044","","10.1007/s11240-017-1348-7","","","","","","PTCEDJ","Journal article (JA)","Many stress-responsive genes have been identified in alfalfa (Medicago sativa L.). The function of these genes, however, are mostly not understood. We reported previously a novel stress-responsive gene, MsDUF, from alfalfa that was up-regulated under drought stress. In the present study, we examined its function by overexpressing the gene in Nicotiana tabacum. We found that overexpression of MsDUF reduced seed vigor and germination percentage under normal conditions or osmotic stress. The reduced seed vigor and germination was associated with an increased ABA content in the overexpressor seeds. Further analysis revealed that overexpression of MsDUF resulted in up-regulation of transcript levels of ABA biosynthesis genes (ZEP, NCED1 and NCED6) in the seeds. Compared with wild type, MsDUF-overexpression seedlings displayed significantly lower chlorophyll content and reduced soluble sugar content under normal conditions. MDA content was significantly higher in MsDUF-overexpressors compared to wild type under ABA treatment, while soluble sugar content and peroxidase activities were significantly lower in MsDUF-overexpressors. Our results suggest that MsDUF may act as a negative regulator in controlling seed vigor and responses to osmotic stress in plants. © 2017, Springer Science+Business Media B.V., part of Springer Nature.","48","Seed","Biochemistry - Cultivation - Genes - Osmosis - Plants (botany)","Alfalfa - Germination - MsDUF - Osmotic stress - Over-expression","461.2 Biological Materials and Tissue Engineering - 801.2 Biochemistry - 802.3 Chemical Operations - 821.3 Agricultural Methods - 821.4 Agricultural Products","Number: 31601987, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31572456, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: MDA, Sponsor: Media Development Authority - Singapore; Number: CARS-35-40, Acronym: -, Sponsor: Agriculture Research System of China; ","Fig. 7 Effect of MsDUF overexpression on MDA content (a), soluble sugar content (b), and POD activity (c) in tobacco seedlings. Measurements were done on 12-day-old plants that were grown in 1/2 MS medium (CK), 1/2 MS medium supplemented with 150 mM d-mannitol (OS), and 1/2 MS medium supplemented with 10  μM ABA (ABA). WT wild type; line 8 and line 9, two T2 MsDUF-overex-pression lines; OS osmotic stress; Bars represent SE (n = 3). * and ** indicate significant difference when compared to WT at p≤0.05 and p ≤ 0.01, respectively Acknowledgements This work was supported by the Project of National Natural Science Foundation of China (Grant Nos. 31572456, 31601987), the major Project for Tibetan forage industry (2016), and China Agriculture Research System (Grant No. CARS-35-40).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Reduction behavior of garnierite using methane by roasting-magnetic separation method","20180904830917","","Li, Bo (1); Yang, Yindong (2); Barati, Mansoor (2); McLean, Alexander (2); Wei, Yonggang (1) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) Department of Materials Science and Engineering, University of Toronto, Toronto; ON; M5S3E4, Canada ","Li, Bo(libokmust@163.com) ","Minerals, Metals and Materials Series","Miner. Met. Mater. Ser.","","Springer International Publishing","","","425-437","2018","9th International Symposium on High-Temperature Metallurgical Processing","1 of 1","2018","English","23671181","23671696","9783319721378","10.1007/978-3-319-72138-5_42","","9th International Symposium on High-Temperature Metallurgical Processing organized in conjunction with the Annual Meeting and Exhibition, TMS 2018","March 11, 2018 - March 15, 2018","Phoenix, AZ, United states","210989","","Conference article (CA)","Reduction roasting followed by magnetic separation is an important method for treating laterite nickel ores. In this work, garnierite type laterite ore from Yunnan province in China was reduced by methane under different conditions followed by magnetic separation to obtain the ferronickel concentrate. The phase and microstructure transformations of garnierite in the reduction process were investigated using XRD and SEM-EDS. The experimental results showed that reduction temperature from 873 to 1173, K had only a small effect on content and recovery of nickel and iron. The content and recovery of nickel and iron in the concentrates increased slightly with prolonging reduction time. In addition, the nickel and iron content decreased with increasing methane concentration, but the recovery of nickel and iron increases. A decrease in the iron content and recovery were observed when the dosage of sodium sulfate varied from 5 to 20% at a temperature of 1073, K and reducing time of 90, min, while the nickel content and recovery gradually increased. © 2018, The Minerals, Metals & Materials Society.","16","Metal recovery","Calcination - Ferroalloys - Functional electric stimulation - Iron - Magnetic separation - Metallurgy - Methane - Nickel ore treatment - Ores - Reduction - Sodium sulfate - Soils - Sulfur compounds","Garnierite - Laterite nickel ores - Methane concentrations - Phase and microstructures - Reduction behavior - Reduction process - Reduction roasting - Reduction temperatures","461.5 Rehabilitation Engineering and Assistive Technology - 483.1 Soils and Soil Mechanics - 531.1 Metallurgy - 533.1 Ore Treatment - 545.1 Iron - 545.2 Iron Alloys - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804.1 Organic Compounds - 804.2 Inorganic Compounds","Number: U1302274, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51304091, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgements Financial support for this study was provided by the National Natural Science Foundation of China (Project Nos. 51304091 and U1302274).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"3-D magnetic graphene oxide-magnetite poly(vinyl alcohol) nanocomposite substrates for immobilizing enzyme","20182605380026","","Li, Yanyun (1); Jing, Tao (1); Xu, Gaofeng (2); Tian, Jingzhi (1); Dong, Mengyao (3); Shao, Qian (4); Wang, Bin (5); Wang, Zhikang (6); Zheng, Yongjie (1); Yang, Changlong (1); Guo, Zhanhu (3) ","(1) College of Chemistry and Chemical Engineering, Qiqihar University, Qiqihar; 161006, China (2) College of Chemical Engineering, Southwest Forestry University, Kunming; Yunnan; 650224, China (3) Integrated Composites Laboratory (ICL), Department of Chemical & Biomolecular Engineering, University of Tennessee, Knoxville; TN; 37934, United States (4) Engineered Multifunctional Composites (EMC) Nanotech. LLC, Knoxville; TN; 37934, United States (5) College of Chemical and Environmental Engineering, Shandong University of Science and Technology, Qingdao; Shandong; 266590, China (6) College of Eco-environmental Engineering, Guizhou Minzu University, Guiyang; Guizhou; 550025, China ","Jing, Tao(jtkr@163.com) ","Polymer","Polymer","","Elsevier Ltd","149","","13-22","1 August 2018","","","2018","English","00323861","","","10.1016/j.polymer.2018.06.046","","","","","","POLMAG","Journal article (JA)","Three-dimensional magnetic graphene oxide-magnetite polyvinyl alcohol (3D-GO/PVA/Fe3O4) nanocomposites were successfully prepared. The morphology was characterized and analyzed through scanning electron microscope (SEM) and transmission electron microscope (TEM). The chemical structure and the crystal structure were explored by X-ray powder diffraction (XPS), Fourier transform infrared spectroscopy (FT-IR) and X-ray diffraction spectra (XRD). The magnetic property was obtained by vibrating sample magnetometer (VSM). The specific surface area and the average pore size were determined by Brunauer-Emmett-Teller (BET) and Barrett–Joyner–Halenda (BJH). The specific surface and the average pore size of 3D-GO/PVA/Fe3O4 nanocomposites were 388.87 m2g-1 and 9.6 nm, and the higher specific surface indicated that the three-dimensional structure avoided the aggregation for GO sheets. The large saturation magnetization (Ms) of the nanocomposites of 30.5 emu/g enabled the easy cycling of the nanocomposites. The 3D-GO/PVA/Fe3O4 nanocomposites exhibited better performance for porcine pancreatic lipase (PPL) enzyme immobilization. The maximum immobilization efficiency was 91%, and the enzyme immobilized 3D-GO/PVA/Fe3O4 nanocomposites reached up to 90% of their activities. After 10 cycles of reuse, the activity of immobilized enzyme remained about 70.8% of the initial activity. The stability test revealed that the activity of immobilized enzyme remained up to 71.1% at 4 °C for 56 days. © 2018","95","Enzyme activity","Adsorption - Crystal structure - Enzyme immobilization - Enzymes - Fourier transform infrared spectroscopy - Graphene - Magnetite - Nanocomposites - Polyvinyl alcohols - Pore size - Saturation magnetization - Scanning electron microscopy - Transmission electron microscopy - X ray powder diffraction","3d graphene oxides - Fourier transform infra red (FTIR) spectroscopy - Immobilization efficiency - Magnetic - Porcine pancreatic lipase - Three-dimensional structure - Vibrating sample magnetometer - X-ray diffraction spectrum","461.9 Biology - 701.2 Magnetism: Basic Concepts and Phenomena - 761 Nanotechnology - 801 Chemistry - 802.3 Chemical Operations - 804 Chemical Products Generally - 815.1.1 Organic Polymers - 933 Solid State Physics - 933.1.1 Crystal Lattice - 951 Materials Science","Number: 51473046, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: YJSCX2016-018X, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors are grateful for the Project supported by the National Natural Science Foundation of China (Grant No.: 51473046 ) and Graduate innovation research projects for Qiqihar University (Item No.: YJSCX2016-018X ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Monitoring land use for human activities in Nabanhe National Nature Reserve based on multi-source remote sensing data","20185206314589","","Liu, Xiaolong (1); Xu, Rui (1); Fu, Zhuo (2); Shi, Zhengtao (1); Gao, Shupeng (1) ","(1) College of Tourism & Geography Science, Yunnan Normal University, Kunming; 65050, China (2) Satellite Environment Center, Ministry of Environmental Protection, Beijing; 100094, China ","Fu, Zhuo(fuzhuo@126.com) ","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","Nongye Gongcheng Xuebao","","Chinese Society of Agricultural Engineering","34","19","266-275","October 1, 2018","","","2018","Chinese","10026819","","","10.11975/j.issn.1002-6819.2018.19.034","","","","","","NGOXEO","Journal article (JA)","Human activities within the Nature Reserves are considered a threat to the endangered species. This study takes the land cover/land use as the representative of human activities within the Nabanhe National Nature Reserve. As optical remote sensing images are frequently contaminated by cloud and frog, which will restrict its practicality in monitoring human activities in Nabanhe National Nature Reserve, this study aimed to fuse the multi-resources of optical remote sensing images to build a high spatio-temporal resolution data (30 m daily surface reflectance) for the year 2000, 2004, 2010 and 2015 using the ESTARFM (Enhanced Spatial and Temporal Adaptive Reflectance Fusion Model). The fused data was assessed during the data fusing procedure, and in a correlation of greater than 0.8 (with P © 2018, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.","33","Farms","Conservation - Data fusion - Decision trees - Forestry - Image enhancement - Land use - Monitoring - Reflection - Remote sensing - Rubber - Time series","Governmental departments - High spatial resolution - Land-cover/land-use change - Nature reserves - Normalized difference vegetation index - Random forest classifier - Spatio-temporal data - Spatio-temporal resolution","403 Urban and Regional Planning and Development - 723.2 Data Processing and Image Processing - 818.1 Natural Rubber - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 922.2 Mathematical Statistics - 961 Systems Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Kinetics of the volatilization removal of mercury from mercury sludge by microwave heating","20191306682742","","Liu, Jian (1, 2, 4); Yang, Kun (1, 2, 4); Zhang, Libo (1, 2, 4); Liu, Chenhui (2, 3, 4); Liu, Chao (1, 2, 4); Lin, Guo (1, 2, 4) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming, Yunnan; 650093, China (2) Key Laboratory of Unconventional Metallurgy, Ministry of Education, Kunming, Yunnan; 650093, China (3) Key Laboratory of Comprehensive Utilization of Mineral Resources in Ethnic Regions, Yunnan Minzu University, Kunming, Yunnan; 650500, China (4) Natl. Local Joint Laboratory of Engineering Application of Microwave Energy and Equipment Technology, Kunming, Yunnan; 650093, China ","","Materials Research Express","Mater. Res. Express","","Institute of Physics Publishing","5","10","","October 2018","","","2018","English","","20531591","","10.1088/2053-1591/aad9dd","105503","","","","","","Journal article (JA)","The problems associated with mercury contamination of the environment have received increasing attention. In this work, the unreacted-core model for volatilization of mercury sludge (MS) generated from lead and zinc smelting processes were carried out. The species of mercury on the surface of MS was studied. The results showed that the Mercury species (except HgS) was found to be structurally stable during the volatilization process, which was further verified by thermogravimetry (TG), and x-ray-photoelectron spectrograph (XPS) analyses. The volatilization rate was approximately 99.8% for HgS at 45 min under 873 K. The volatilization of HgS from MS was found to be controlled by gas-solid diffusion with activation energy of 82.16 kJ mol-1 (19.64 kcal mol-1). © 2018 IOP Publishing Ltd.","34","Mercury compounds","Activation energy - Lead smelting - Mercury (metal) - Microwave heating - Thermogravimetric analysis - Vaporization - Zinc smelting","Gas solid - Mercury contamination - Mercury species - Smelting process - Unreacted core model - Volatilization process - X-ray photoelectrons","533.2 Metal Refining - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 642.1 Process Heating - 801 Chemistry - 802.3 Chemical Operations","Number: 51522405, Acronym: -, Sponsor: -; Number: 51504217, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by The National Science Fund for Excellent Young Scholars of China (No. 51522405) and The National Natural Science Foundation of China (CN)(No: 51504217).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
