Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Buckling Performance of Polymer Insulator V-type Strings for 500 kV Compact Transmission Line Under Gale Circumstance","20193807445141","500 kVV","Wang, Liming (1); Huang, Ting (1); Cao, Lu (1); Fu, Kaiwei (1); Zhang, Fuzeng (2); He, Zilan (2) ","(1) Graduate School at Shenzhen, Tsinghua University, Shenzhen; 518055, China (2) Electric Power Research Institute, China Southern Power Grid, Guangzhou; 510080, China ","Huang, Ting(huangting@stategrid.com.cn) ","Gaodianya Jishu/High Voltage Engineering","Gaodianya Jishu","","Science Press","45","4","1201-1209","April 30, 2019","","","2019","Chinese","10036520","","","","10.13336/j.1003-6520.hve.20190329017","","","","","","GAJIE5","Journal article (JA)","As a key component in compact transmission line, V-type string plays a role of hanging conductor and controlling safe distance. V-type string will swing with the wind and suffer large buckling deformation under strong wind. Thus, it is particularly important to study its mechanical properties under gale circumstance. We studied the V-string for a 500 kV compact transmission line of Yunnan. Firstly, using the method of static equilibrium, we calculated the maximum buckling stress of insulator under steady wind and pulsating wind. Then the dynamic buckling response of the V-type insulators was obtained by simulating the wind swinging response of compact transmission line under pulsating wind and impulse wind load after using the three-degree-of-freedom nonlinear mechanical software developed by Tsinghua University. The extreme buckling stress of the V-type insulator under the action of steady wind, pulsating wind and impulse wind was respectively compared, and amplification factors under the latter two wind loads were obtained as 1.2 and 1.6~2.6. Moreover, in consideration of the effect of impulse wind, the buckling response of insulator was obtained when insulators of different V-angle and different diameters were adopted. The results show that it is safe to use V-type strings with angle of 100° and insulators with 24-mm diameter. Moreover, we put forward a design scheme of 24 mm-diameter rod double V-type string for anti-buckling-fracture. Finally, the software ANSYS is used to discuss the influence of the connection degree of freedom of the connection of the high voltage end on the buckling stress distribution of the insulator, and the stress value amplification factor of 1.0~1.3 is obtained. © 2019, High Voltage Engineering Editorial Department of CEPRI. All right reserved.","19","Buckling","Aerodynamic loads - Degrees of freedom (mechanics) - Dynamics - Electric lines - Finite element method - Wind stress","Amplification factors - Buckling deformation - Compact transmission lines - Dynamic softwares - Polymer insulator - Static equilibrium - Three degree of freedoms - Tsinghua University","443.1 Atmospheric Properties - 651.1 Aerodynamics, General - 706.2 Electric Power Lines and Equipment - 921.6 Numerical Methods - 931.1 Mechanics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Time Performance Analysis on Layer Model EOOPN","20165003106788","","Zhao, Na (1); Wang, Jian (2); Li, Peng (3); Zhu, Rui (1); Zhang, Lei (1); Yang, Zhendi (1); Sun, Xue (1) ","(1) School of Software, Key Laboratory in Software Engineering of Yunnan Province, Yunnan University, Kunming, China (2) College of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, China (3) Yunnan University, Kunming, China ","Wang, Jian(obcs2002@163.com) ","Proceedings - 2016 3rd International Conference on Information Science and Control Engineering, ICISCE 2016","Proc. - Int. Conf. Inf. Sci. Control Eng., ICISCE","Beijing University of Civil Engineering and Architecture; China Jiliang University; et al.; The University of Texas at San Antonio (UTSA); University of Hull; Xiamen University","Institute of Electrical and Electronics Engineers Inc.","","","720-723","October 31, 2016","Proceedings - 2016 3rd International Conference on Information Science and Control Engineering, ICISCE 2016","1of1","2016","English","","","","9781509025350","10.1109/ICISCE.2016.159","7726256","3rd International Conference on Information Science and Control Engineering, ICISCE 2016","July 8, 2016 - July 10, 2016","Beijing, China","124721","","Conference article (CA)","Based on the Extended Object-Oriented Petri Net, and the component evolution processes that has been proposed in our previous research, the notion of Stochastic Petri Net (SPN) is integrated into EOOPN to facilitate the time aspect of system performance analysis. To simplify the complexity of time performance analysis, the system is further divided into layer subsystems so that the issue of state space explosion leading to immense increasing in computational complexity is avoided. © 2016 IEEE.","8","Stochastic control systems","Petri nets - Stochastic systems","Component evolution - Component model - Extended object-oriented Petri nets - Performance analysis - Performances analysis - State-space explosion - Stochastic Petri net - System performance analysis","731.1 Control Systems - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Plastic pethidine hydrochloride membrane sensor and its pharmaceutical applications","2001135538924","","Liu, Z.H. (1); Wen, M.L. (1); Yao, Y. (1); Xiong, J. (2) ","(1) Department of Chemistry, Yunnan University, Yunnan 650091, Kunming, China (2) Experimental Center, Yunnan University, Yunnan 650091, Kunming, China ","Liu, Z.H. ","Sensors and Actuators, B: Chemical","Sens Actuators, B Chem","","Elsevier Sequoia SA, Lausanne, Switzerland","72","3","219-223","Febrary 10, 2001","","","2001","English","09254005","","","","10.1016/S0925-4005(00)00665-1","","","","","","SABCEB","Journal article (JA)","A novel plastic poly (vinyl chloride) membrane electrode based on pethidine-phosphotungstate ion association as electroactive material for the determination of pethidine hydrochloride in injections and tablets is developed, in which the plasticizer is o-nitrophenyl octyl ether. The linear response covers the range of 5×10-6-1×10-2 M drug concentration with a slope of 56.69 mV per decade. The practical pH range is 1-8. The lower detection limit is 8.20×10-7 M. Interferences from common cations, alkaloids and drug excipients are reported. The proposed electrode has been successfully applied to determine pethidine hydrochloride in tablets and injections and content uniformity of tablets. The results are correlated well with those obtained by the USP standard procedure.","21","Potentiometric sensors","Association reactions - Chemical sensors - Electrodes - Polyvinyl chlorides","Pethidine plastic membrane sensors - Pharmaceutical analysis","704.1 Electric Components - 801 Chemistry - 802.2 Chemical Reactions - 815.1.1 Organic Polymers - 942.1 Electric and Electronic Instruments","Applications (APP); Theoretical (THR)","Number: -, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","The authors gratefully acknowledged support from the Natural Science Fund of Yunnan and the Science Fund of Yunnan Education Committee.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Investigation of the Transverse Spread of Neodymium Ions Implanted in SOI","20180304662300","","Qin, X.F. (1); Chen, L. (1); Xu, F.Y. (1) ","(1) College of Science, Shandong Jianzhu University, Jinan; 250101, China ","Qin, X.F.(xfqin@sdjzu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","281","1","","December 21, 2017","1st International Workshop on Materials Science and Mechanical Engineering","1 of 1","2017","English","17578981","1757899X","","","10.1088/1757-899X/281/1/012044","012044","1st International Workshop on Materials Science and Mechanical Engineering, IWMSME 2017","October 27, 2017 - October 29, 2017","Kunming, Yunnan, China","133101","","Conference article (CA)","It is very important to consider the range distribution and transverse distribution of ions implanted into semiconductor materials in design and fabrication of semiconductor integration devices by ion implantation. The Nd (neodymium) ions with energy of 400 keV and dose of 2×1015ions/cm2were implanted into SOI (Silicon-on-insulator) samples at room temperature under the angles of 0°, 30° and 45°, respectively. The transverse distribution of 400 keV Nd ions implanted in SOI samples were measured by Rutherford backscattering technique. The measured results are compared with Monte Carlo code SRIM2012 predictions. It can be found that the experiment values were in good agreement with the prediction of SRIM2012 code. © Published under licence by IOP Publishing Ltd.","18","Ion implantation","Ions - Neodymium - Rutherford backscattering spectroscopy - Semiconductor devices - Semiconductor materials - Silicon on insulator technology","Experiment values - Measured results - Monte Carlo codes - Neodymium ions - Range distribution - Rutherford backscattering techniques - Semiconductor integration - Transverse distribution","547.2 Rare Earth Metals - 712.1 Semiconducting Materials - 714.2 Semiconductor Devices and Integrated Circuits",,"Number: ZR2015AM021, Acronym: -, Sponsor: Natural Science Foundation of Shandong Province; Number: XNBS1341, Acronym: SDJZU, Sponsor: Shandong Jianzhu University; Number: 11205096, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 201202092, Acronym: -, Sponsor: Jinan Science and Technology Bureau; ","This work was supported by the National Natural Science Foundation of China (Grant No. 11205096), the Natural Science Foundation of Shandong Province, China (Grant No. ZR2015AM021), the Shandong Jianzhu University Doctoral Foundation, China (Grant No. XNBS1341), the Science and Technology Plan Project of Jinan City, China (Grant No. 201202092).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the solid phase extraction of Co(II)-QADEAB chelate with C18 disk and its application to the determination of trace cobalt","2002397108927","","Yang, Guangyu (1); Huang, Zhangjie (1); Hu, Qiufen (1); Yin, Jiayuan (1) ","(1) Department of Chemistry, Yunnan University, Kunming 650091, China ","Yang, G.(huqiufena@163.com) ","Talanta","Talanta","","Elsevier","58","3","511-515","September 12, 2002","","","2002","English","00399140","","","","10.1016/S0039-9140(02)00315-6","","","","","","TLNTA2","Journal article (JA)","A sensitive, selective and rapid method has been developed for the determination μg 1-1 level of cobalt based on the rapid reaction of cobalt(II) with 2-(2-quinolylazo)-5-diethylaminobenzoic acid (QADEAB) and the solid phase extraction (SPE) of the colored chelate with Waters Porapak® Sep-Park C18 disk. The QADEAB can react with Co(II) in the presence of pH 3.8 acetic acid-sodium acetate buffer solution and cetyl trimethylammonium bromide (CTMAB) medium to form a violet chelate of a molar ratio 1:2 (cobalt to QADEAB). This chelate can retained on Waters Porapak® Sep-Park C18 disk quantitatively when they passed the disk as aqueous solution. After the enrichment finished, the retained chelate can be eluted from disk by 2.5 ml of ethanol (contain 5% acetic acid). In the measured solution, the molar absorptivity of the chelate is 1.58 x 105 1 mol-1 cm-1 at 635 nm, and Beer's law is obeyed in the range of 0.01-0.4 μg ml-1. The relative standard deviation for 11 replicate sample of 0.01 μg ml-1 level is 2.23%. The detection limit is 0.01 μg 1-1 (in original samples). This method can be applied to the determination of μg 1-1 level of cobalt in drinking water with satisfactory results. © 2002 Elsevier Science B.V. All rights reserved.","18","Cobalt","Acetic acid - Ethanol - Extraction - pH - Potable water - Sodium compounds","Standard deviation","444 Water Resources - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 801.1 Chemistry, General - 802.3 Chemical Operations - 804.1 Organic Compounds","Theoretical (THR)","Number: 0111143, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","The project was supported by Natural Science Foundation of Yunnan Province (0111143).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Spectrophotometric determination of silver with 2-(2-quinolylazo)-5-diethylaminophenol as chromogenic reagent","2003017302656","","Yang, Guangyu (1); Hu, Qiufen (1); Yang, Jihong (1); Yin, Jiayuan (1) ","(1) Department of Chemistry, Yunnan University, Kunming 650091, China ","Yang, G.(huqiufena@163.com) ","Analytical and Bioanalytical Chemistry","Anal. Bioanal. Chem.","","Springer Verlag","374","7-8","1325-1329","2002","","","2002","English","16182642","","","","10.1007/s00216-002-1639-6","","","","","","ABCNBP","Journal article (JA)","A new chromogenic reagent, 2-(2-quinolylazo)-5-diethylaminophenol (QADEAP) was synthesized. A highly sensitive, selective and rapid method for the determination of silver based on the rapid reaction of silver(I) with QADEAP has been developed. In the presence of citric acid-sodium hydroxide buffer solution (pH=5.0) and sodium dodecyl sulfonate (SDS) medium, QADEAP reacts with silver to form a violet complex of a molar ratio 1:2 (silver to QADEAP). The molar absorptivity of the complex is 1.33×105 L mol-1 cm-1 at 590 nm. Beer's law is obeyed in the range of 0.01-0.6 μg mL-1. The relative standard deviations for eleven replicate samples of 0.2μg mL-1 is 1.38%. This method was applied to the determination of silver in water with satisfactory results.","34","Silver","Absorption - Aromatic compounds - Spectrophotometry - Synthesis (chemical)","Molar ratio","547.1 Precious Metals - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804.1 Organic Compounds - 941 Acoustical and Optical Measuring Instruments","Theoretical (THR); Experimental (EXP)","Number: 0111143, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","Acknowledgement The project was supported by Natural Science Foundation of Yunnan Province (0111143)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Global exponential stability and periodic solutions of delayed cellular neural networks","2000215127155","","Cao, Jinde (1) ","(1) Adult Education College, Yunnan University, Kunming 650091, China ","Cao, Jinde ","Journal of Computer and System Sciences","J. Comput. Syst. Sci.","","Acad Press Inc, Orlando, FL, United States","60","1","38-46","February 2000","","","2000","English","00220000","","","","10.1006/jcss.1999.1658","","","","","","JCSSBM","Journal article (JA)","In this paper, the problems of global exponential stability and periodic solutions for a class of delayed cellular neural networks are analyzed via the method of constructing suitable Lyapunov functionals. Some simple sufficient conditions are given for global exponential stability and the existence of periodic solutions. These conditions can be used to design globally stable networks, and they are easy to check and apply in practice.","15","Cellular neural networks","Asymptotic stability - Boundary conditions - Differential equations - Lyapunov methods - Mathematical models - Matrix algebra - Nonlinear systems - Theorem proving","Delayed cellular neural network - Global exponential stability - Lyapunov functionals - Periodic solution","723.4 Artificial Intelligence - 921.1 Algebra - 921.2 Calculus - 921.6 Numerical Methods","Theoretical (THR)","Number: 96A001M, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 97A012G, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 1999 F017M, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","The author acknowledges the valuable suggestions and comments of the referees for revising this paper and thanks them very much for their comments. In addition, this work is supported by the Natural Science Foundation of Yunnan Province, China under Grants 1999 F017M, 97A012G, and 96A001M.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The effect of neutral red on the corrosion inhibition of cold rolled steel in 1.0 M hydrochloric acid","2003347604155","","Tang, Libin (1); Mu, Guannan (1); Liu, Guangheng (1) ","(1) Department of Chemistry, Yunnan University, Kunming 650091, China ","Tang, L.(tanglibin1@sina.com) ","Corrosion Science","Corros. Sci.","","Elsevier Ltd","45","10","2251-2262","October 2003","","","2003","English","0010938X","","","","10.1016/S0010-938X(03)00046-5","","","","","","CRRSAA","Journal article (JA)","The corrosion inhibition of neutral red on the corrosion of cold rolled steel in 1.0 M hydrochloric acid (HCl) was studied using weight loss method and potentiodynamic polarization method. Results obtained revealed that neutral red is an effective inhibitor. It was found that the adsorption of neutral red could prevent steel from weight loss and the adsorption accorded with the Langmuir adsorption isotherm. Potentiodynamic polarization studies showed that neutral red mainly acted as a mixed-type inhibitor for steel in 1.0 M hydrochloric acid. Thermodynamic parameters such as adsorption heat, adsorption entropy and adsorption free energy were obtained from experimental data of the temperature studies of the inhibition process at four temperatures ranging from 30 to 45 °C. The most suitable range of inhibitor concentration was discussed. The kinetic data such as apparent activation energies and pre-exponential factors at different concentrations of the inhibitor were calculated, the effect of the apparent activation energies and pre-exponential factors on the corrosion rates of cold rolled steel was discussed. The inhibitive action was satisfactorily explained by using both thermodynamic and kinetic models. Synergism between chloride ion and neutral red was proposed. The results obtained from weight loss and potentiodynamic polarization were in good agreement. © 2003 Elsevier Ltd. All rights reserved.","22","Corrosion protection","Cold rolling - Corrosion inhibitors - Entropy - Polarization - Thermodynamics","Potentiodynamic polarization","535.1.2 Rolling Mill Practice - 539.2 Corrosion Protection - 539.2.1 Protection Methods - 641.1 Thermodynamics - 701.1 Electricity: Basic Concepts and Phenomena - 803 Chemical Agents and Basic Industrial Chemicals","Theoretical (THR)","Number: 2000E0017M, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; ","This work was sponsored by the Applied Basic Research Foundation of the Science and Technology Commission of Yunnan Province under grant no. 2000E0017M.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A high-gain magneto-electric dipole antenna","20183205676830","","Yuan, Hong (1); Li, Xingxing (1); Shuai, Xinfang (1); Ren, Wenping (1); Zhang, Taoyan (1); Shen, Dongya (1) ","(1) Yunnan Eng. Lab. of CWA and Heteroge Net., Yunnan University, Kunming; 650000, China ","","2017 IEEE 6th Asia-Pacific Conference on Antennas and Propagation, APCAP 2017 - Proceeding","IEEE Asia-Pacific Conf. Antennas Propag., APCAP - Proceeding","et al.; National Key Laboratory of Antennas and Microwaves; National Key Laboratory of Science and Technology on Test Physics and Numercial Mathematics; National University of Singapore; Southeast University; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","1-3","July 25, 2018","2017 IEEE 6th Asia-Pacific Conference on Antennas and Propagation, APCAP 2017 - Proceeding","1 of 1","2017","English","","","","9781538616086","10.1109/APCAP.2017.8420798","8420798","6th IEEE Asia-Pacific Conference on Antennas and Propagation, APCAP 2017","October 16, 2017 - October 19, 2017","Xi'an, China","138174","","Conference article (CA)","A novel high-gain Magneto-Electric dipole antenna is presented. The proposed Magneto-Electric antenna is composed of a planar electric dipole with a convexity-ship hole, a vertical-oriented quarter-wave shorted patch, Γ-shaped strip feed line and a rectangular box-shaped reflector. The convexity-ship hole on the planar electric dipole can expand the impedance bandwidth. A high gain can be realized by using a rectangular box-shaped reflector. Simulated results show that this antenna has a wide impedance bandwidth of 60%(S11 -10dB), ranging from 1.64 GHz to 3.04 GHz, and a high gain about 8.9 dB. Moreover, radiation patterns with low back radiation, fixing broadside direction mainbeam, symmetrical E- and H-plane patterns and large front-to-back ratio are obtained over the whole operating band by using a rectangular box-shaped reflector. The good performances make the antenna suitable for the wireless communication systems. © 2017 IEEE.","11","Dipole antennas","Antenna feeders - Antenna reflectors - Bandwidth - Directional patterns (antenna) - Electric impedance - Electric lines - Microwave antennas - Reflection - Ships - Slot antennas - Wireless telecommunication systems","convexity-ship hole - Front to back ratio - Impedance bandwidths - Magneto-electric dipole antennas - Shaped reflector - Simulated results - Wide impedance bandwidths - Wireless communication system","701.1 Electricity: Basic Concepts and Phenomena - 706.2 Electric Power Lines and Equipment - 716.1 Information Theory and Signal Processing",,"Number: 2013FA027, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61561052,61561051, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2012HA005, Acronym: -, Sponsor: -; ","The paper is supported by the National Natural Science Foundation of China(61561052,61561051), Yunnan Natural Science Key Foundation of China(2013FA027), and Yunnan High-Tech Top-Talents Recruitment Project (2012HA005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Enhancing context-aware recommendation via a unified graph model","20151700774458","","Wu, Hao (1); Liu, Xiaoxin (1); Pei, Yijian (1); Li, Bo (1) ","(1) School of Information Science and Engineering, Yunnan University, No.2, North Green Lake Road, Kunming; 650091, China ","","Proceedings - 2014 International Conference on Identification, Information and Knowledge in the Internet of Things, IIKI 2014","Proc. - Int. Conf. Identif., Inf. Knowl. Internet Things, IIKI","Beijing Normal University; College of Information Science and Technology, Beijing Normal University; et al.; IEEE Communications Society Emerging Technical Committee in Internet of Things; National Natural Science Foundation of China; Research Group on the Internet of Things, Beijing Normal University","Institute of Electrical and Electronics Engineers Inc.","","","76-79","March 19, 2014","","1of1","2014","English","","","","9781479980031","10.1109/IIKI.2014.23","07064002","2014 International Conference on Identification, Information and Knowledge in the Internet of Things, IIKI 2014","October 17, 2014 - October 18, 2014","Beijing, China","111687","","Conference article (CA)","In order to assist the development and use of context-aware recommendation capabilities, we propose a unified graph model which incorporates contextual information in an advantageous way. Basic RWR and Context RWR are specifically designed to estimate the relevance between the target user and the items against the contextual graph. Also, we propose two post-processing strategies to filter recommendation results given contextual conditions. Being dependent on experimental results on two datasets, all proposed methods are effective to enhance the quality of context-aware recommendations. © 2014 IEEE.","12","Graph theory","Ubiquitous computing","Context-aware recommendations - Contextual graph - Contextual information - Graph model - Post processing - Post-filtering - Quality of contexts - Random Walk","461.4 Ergonomics and Human Factors Engineering - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A weak signal detection system: Design and simulation","20161102093127","","Hu, Tingxuan (1); Zhang, Dong (1); Lei, Jianhe (1); Wei, Qiang (2) ","(1) School of Automation Engineering, Qingdao Technological University, Qingdao, Shandong; 266000, China (2) School of Physics and Electronic Engineering, Taishan University, Tai'an, Shandong; 271021, China ","Zhang, Dong(anthony1979@qq.com) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1414-1418","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279508","7279508","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","In many cases, the signal of interest is obscured by noise. Noise such as the inherent noise of system and the interference of the external environment is inevitable, so a weak signal detection system is designed in this paper to solve the de-noising problem in strong noise backgrounds. The core of the system is a dual-phase lock-in amplifier based on an analog multiplier. Lock-in Amplifier (LIA) has the advantages like stable center frequency, narrow band-pass, high quality factor and so on. Simulation way (using MATLAB/SIMULINK) is adopted in this paper to show the effect of the weak signal detection system based on LIA, and then the TINA software is used to help hardware design. Simulation experiments results show that the method proposed in this paper works well. © 2015 IEEE.","7","Signal detection","Automation - High frequency amplifiers - Locks (fasteners) - MATLAB","De-noising - Design and simulation - Dual-phase lock-in amplifier - External environments - High quality factors - Lock-in amplifier - simulation - Weak signal detection","713.1 Amplifiers - 716.1 Information Theory and Signal Processing - 731 Automatic Control Principles and Applications - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"H∞output tracking control for network-based control systems","20161102093015","","Xue, Xiaojuan (1); Shen, Yanjun (2) ","(1) College of Science, China Three Gorges University, Yichang, Hubei; 443002, China (2) College of Electrical Engineering and New Energy, China Three Gorges University, Yichang, Hubei; 443002, China ","Shen, Yanjun(shenyj@ctgu.edu.cn) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","678-683","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279372","7279372","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper focuses on H∞output tracking control for network-based control systems with the physical plant in continuous time and the controller in discrete time. The main contribution of the paper is that a new form of the augmented closed-loop system is proposed, which can improve control performance. Based on a Lyapunov-Krasovskii functional and a LMI (linear matrix inequality)-based procedure, a state feedback controller which contains network-induced delays and data packet dropouts is designed for a class of linear systems. Finally, simulation results show that the proposed scheme is superior to some existing schemes in the literature. © 2015 IEEE.","19","Networked control systems","Automation - Closed loop control systems - Closed loop systems - Continuous time systems - Control system analysis - Controllers - Linear matrix inequalities - Linear systems - Lyapunov functions - Navigation - Nonlinear control systems - Sampled data control systems - State feedback","LMI (linear matrix inequality) - Lyapunov-Krasovskii functionals - Model reference control - Network based control system - Network-induced delays - Output tracking control - Sampled data systems - State feedback controller","731 Automatic Control Principles and Applications - 731.1 Control Systems - 732.1 Control Equipment - 921 Mathematics - 921.1 Algebra - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A prison RFID network system using position computing","20140417228968","","Xiao, Han-Cheng (1); Xiong, Jin-Bo (2, 3) ","(1) School of Electronic Engineering, Xidian University, Xian 710071, China (2) School of Computer, Xidian University, Xian 710071, China (3) Faculty of Software, Fujian Normal University, Fuzhou 350108, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664094","6664094","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","RFID is achieving increasing popularity as location-aware services, and it will allow offering value-added services to the RFID system, where accuracy and efficiency is the most essential. This paper proposes a prison RFID network system that uses radio-frequency identification technology to accurately locate and track the prisoner activities, creates a novel location-based application. The proposed system provides a new real-time monitoring algorithm of people's whereabouts among key regions by taking advantage of RSS (Received Signal Strength) from readers, reference tags and a kind of active landmark tags. Positioning accuracy evaluation results show that the algorithm proposed by the paper has high-performance level in terms of accuracy and scalability. © 2013 IEEE.","12","Radio frequency identification (RFID)","Prisons - RSS - Signal processing","Location aware services - Location-based applications - Position computing - Positioning accuracy - Radio frequency identification technology - Real time monitoring - RFID networks - RSS (received signal strength)","716.1 Information Theory and Signal Processing - 716.3 Radio Systems and Equipment - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
