Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Research on optimization of spatial structure benefit for Urban agglomeration in central yunnan province based on GIS","20145200380875","","Dali, Wang (1); De, Niu Le (1, 2); Liran, Xiong (1, 2, 3, 4); Meiying, Jiang (1, 2, 4) ","(1) School of Tourism and Geographical Sciences, Yunnan Normal University, Yunnan Kunming; 650500, China (2) SE China's Geopolitical Environ. and Border Land Devmt. 2011 Yunnan Collaborative Innovation Center, Yunnan Kunming; 650500, China (3) School of International Studies, Yunnan Normal University, Yunnan Kunming; 650500, China (4) Southeast Opening-up and Border Land Safety Research Center, Yunnan Kunming; 650500, China ","De, Niu Le ","Proceedings - 2014 5th International Conference on Intelligent Systems Design and Engineering Applications, ISDEA 2014","Proc. - Int. Conf. Intell. Syst. Des. Eng. Appl., ISDEA","Central South University; Department of Electronics Science and Technology; et al.; Hunan Institute of Engineering; St. John's University; Xi'an Shiyou University","Institute of Electrical and Electronics Engineers Inc.","","","825-829","December 4, 2014","","","1of1","2014","English","","","","9781479942619","10.1109/ISDEA.2014.183","6977722","2014 5th International Conference on Intelligent Systems Design and Engineering Applications, ISDEA 2014","June 15, 2014 - June 16, 2014","Zhangjiajie, Hunan, China","109630","","Conference article (CA)","Based on ArcGIS software and the support of the basic geographic data in Yunnan Province, the preliminary analysis is made on the definition and connotation of spatial structure benefit for the urban agglomeration in this paper, and the comparative study is made on the urban agglomeration program in the Central Yunnan Province from the economies of scale of urban agglomeration. The results show that the prominent superiority of the urban agglomeration in the Central Yunnan Province is attributed to the large number of cities and large population size, however, the compactness is too low, and the superiority of the urban agglomeration is not significant enough, so the spatial accessibility is poorer, the spatial association among important cities is not close enough and characterized by the significant 'largeness and emptiness', the urban agglomeration in the Central Yunnan Province is higher in compactness, smaller in the number of cities and population size, so the economics of scale is relatively deficient. Aimed at maximizing the spatial structure benefit of urban agglomeration, the scheme of the urban agglomeration in the Central Yunnan Province is proposed based on the comprehensive analysis. © 2014 IEEE.","9","Agglomeration","Economics - Geographic information systems - Intelligent systems - Population statistics - Structural optimization - Structure (composition)","Comparative studies - Comprehensive analysis - Economies of scale - Preliminary analysis - Spatial associations - Spatial structure - Urban agglomerations - Yunnan province","723.4 Artificial Intelligence - 802.3 Chemical Operations - 903.3 Information Retrieval and Use - 921.5 Optimization Techniques - 951 Materials Science - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Information extraction and space-time series analysis on modis infrared anomaly data in yunnan region","20134817021295","","Su, Xiaohui (1); Zhang, Xiaodong (1); Su, Wei (1); Huang, Jianxi (1); Liu, Junming (1); Zhu, Dehai (1) ","(1) China Agricultural University, Beijing 100083, China ","Zhu, D.(zhudehai@263.net) ","Sensor Letters","Sens. Lett.","","American Scientific Publishers, 25650 North Lewis Way, Stevenson Ranch, California, 91381-1439, United States","11","6-7","1359-1365","June 2013","","","","2013","English","1546198X","15461971","","","10.1166/sl.2013.2884","","","","","","","Journal article (JA)","Infrared remote sensing images reflect the land surface temperature. However, surface thermal infrared radiation is influenced by clouds, topography, meteorological and other factors. It is hard to extract the underground thermal information from surface thermal infrared information. In this paper, we focus on the need for extracting the wick signal information against the backup of the strong conditions. Qualitative and Quantitative methods for extracting infrared anomaly information are proposed. Space-time correlation analysis model on adjacent pixels to exacting anomaly information is also proposed which aiming at the thermal infrared influenced by many factors. Results of an experimental application of this infrared anomaly analysis procedure are given to illustrate the proposed technique. The methods are used to extracting infrared anomaly information through MODIS Land Surface Temperature (LST) products in Yunnan region from 2009 to 2011. The results show that combining the three methods can extract anomaly information efficiently and effectively. The analysis is useful in agriculture information extraction and environment monitoring problem.© 2013 American Scientific Publishers. Copyright © 2013 American Scientific Publishers.","26","Space time adaptive processing","Atmospheric temperature - Image reconstruction - Information retrieval - Infrared radiation - Radiometers - Surface topography - Time series analysis","Experimental application - Information extracting - Infrared remote sensing - Land surface temperature - MODIS - Space-Time Series - Thermal infrared radiations - Yunnan Region","931.2 Physical Properties of Gases, Liquids and Solids - 922.2 Mathematical Statistics - 741.1 Light/Optics - 944.7 Radiation Measuring Instruments - 741 Light, Optics and Optical Devices - 716.2 Radar Systems and Equipment - 443.1 Atmospheric Properties - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The quality evaluation of deep karst groundwater resources of Huize lead-zinc mine in Yunnan province","20114714544484","","Li, Baozhu (1); Zhou, Peijie (1); Li, Feng (1) ","(1) Department of Land Resources Engineering, Kunming University of Science and Technology, Yunnan, Kunming 650093, China ","Li, B.(Libaozhu@sina.com) ","2011 International Conference on Electronics, Communications and Control, ICECC 2011 - Proceedings","Int. Conf. Electron., Commun. Control, ICECC - Proc.","Ningbo University","IEEE Computer Society","","","4019-4022","2011","2011 International Conference on Electronics, Communications and Control, ICECC 2011 - Proceedings","","","2011","English","","","","9781457703218","10.1109/ICECC.2011.6068013","6068013","2011 International Conference on Electronics, Communications and Control, ICECC 2011","September 9, 2011 - September 11, 2011","Ningbo, China","87394","","Conference article (CA)","Huize lead-zinc mine is located in the northeast of Yunnan, the karst aquifers are exposed and dried duing the deep mining of the deposit. In this paper, the karst groundwater samples of the deep aquifers(1584m ∼ 1031m) were collected and analyzed, and the quality of the karst groundwater was evaluated by using the TOPSIS method. The evaluation results indicate that, the groundwater quality is from grade I to grade III and better quality. So the deep karst groundwater can be considered for mine filling water, acquisition factory water, municipal water and domestic water. © 2011 IEEE.","7","Quality control","Aquifers - Groundwater resources - Hydrogeology - Landforms - Water quality - Zinc mines","Domestic water - Evaluation results - Karst groundwater - Lead zinc mine - Municipal water - Quality evaluation - TOPSIS method - Yunnan province","444.2 Groundwater - 445.2 Water Analysis - 481.1 Geology - 504.3 Heavy Metal Mines - 913.3 Quality Assurance and Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mineralizing multiformity and deep prospecting of Gejiu super Sn-Cu multi-metal deposit, Yunnan, China","20091412008214","","Chen, Shou-Yu (1, 2); Zhao, Peng-Da (1, 2); Zhang, Shou-Ting (3); Tong, Xiang (4); Wu, Jun-De (4); Mo, Guo-Pei (4) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (2) Faculty of Earth Resources, China University of Geosciences, Wuhan 430074, China (3) Graduate School, China University of Geosciences, Beijing 100083, China (4) Group Company of Stannary, Gejiu 610000, China ","Chen, S.-Y.(sychen@cug.edu.cn) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","34","2","319-324","March 2009","","","","2009","Chinese","10002383","","","","10.3799/dqkx.2009.034","","","","","","DIKEEL","Journal article (JA)","We obtain some new cognitions of mineralizing rule, effective prospecting method and deep forecasting for the Gejiu super Sn-Cu multi-metal deposit of Yunnan Province by systemic research in recent years. Its primary mineralizing process is repeated compound alteration by hot liquid of magma. Conformation afforded transmit alleyway and deposited space for mineralization. The wall rock condition and combination zoniferous character of mineral element lead to mineralizing multiformity. Ascertainment 3D-distributing of granite, drape and faultage conformation and lithology is the key to mineralization forecasting. It proves an effective prospecting method to combine ascertainment lithology interface and deposited roomage by gravity and magnetic survey, and multifunctional electric survey, speedy ascertainment of mineralization abnormity by geochemistry survey of sap, drill and faultage. The future deep prospecting centers around the following three aspects: (1) Interbedded oxidation or nervation mineral deposit in the periphery of diggings, (2) Sn-Cu multi-metal deposit in the interface of granite or basalt and marble, (3) Cu-Sn multi-metal deposit in the alterative granite.","8","Tin alloys","Binary alloys - Copper alloys - Copper deposits - Deposits - Granite - Lithology - Metals - Mineralogy - Minerals - Surveys","Deep prospecting - Effective prospecting method - Magnetic surveys - Mineral element - Mineralizing multiformity - Rock conditions - Yunnan , China - Yunnan province","481.1 Geology - 482 Mineralogy - 482.2 Minerals - 544.1 Copper - 544.2 Copper Alloys - 546.2 Tin and Alloys",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hydropower curtailment in Yunnan Province, southwestern China: Constraint analysis and suggestions","20181004880443","","Liu, Benxi (1); Liao, Shengli (1); Cheng, Chuntian (1); Chen, Fu (1); Li, Weidong (2) ","(1) Institute of Hydropower and Hydroinformatics, Dalian University of Technology, Dalian; 116024, China (2) School of Electrical Engineering, Dalian University of Technology, Dalian; 116024, China ","Liao, Shengli(shengliliao@dlut.edu.cn) ","Renewable Energy","Renew. Energy","","Elsevier Ltd","121","","700-711","2018","","","","2018","English","09601481","18790682","","","10.1016/j.renene.2018.01.090","","","","","","","Journal article (JA)","China has the richest hydropower resources in the world. Yunnan's exploitable hydropower resources rank third in China, second only to Tibet and Sichuan Province. Yunnan has experienced soaring growth in installed hydropower capacity in the past several decades. The fast development of hydropower makes the province one of the main producers and exporters of hydroelectricity. However, with inconsistencies between hydropower development and various related resources, more and more hydropower generation has been curtailed in recent years. The increasing curtailment of hydropower generation not only caused large-scale waste of sustainable energy, but also impaired the potential higher contribution of hydropower for GHG emission reduction. This paper provides an overview of the hydropower resources and their development in Yunnan and systematically analyzes the constraints causing the curtailment of hydropower generation. We argue that there are several constraining factors such as slowdown of economic growth, inadequate transmission capacity due to a weak grid structure, inconsistency between power grid companies and local government, and uneven distribution of precipitation seasonally and annually. Recommendations are made to alleviate or eliminate hydropower curtailment in Yunnan and other hydropower rich areas. © 2018 Elsevier Ltd","93","Hydroelectric power","Economics - Electric power system economics - Electric power transmission networks - Emission control - Greenhouse gases","Constraint analysis - Curtailment - Hydro-power development - Hydro-power generation - Hydro-power resources - Hydropower - Transmission capacities - Yunnan","451.1 Air Pollution Sources - 451.2 Air Pollution Control - 611.1 Hydroelectric Power Plants - 706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 971 Social Sciences",,"Number: 2016M590225, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 51709035, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 91547201, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by " China Postdoctoral Science Foundation (Grant No. 2016M590225 )", "The Fundamental Research Funds for the Central Universities " (Grant No. DUT17RC(4)18 and DUT15RC(3)077 ) and " National Natural Science Foundation of China " (Grant No. 51709035 and 91547201 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Seepage-stability analysis of a mine tailings dam in Yunnan province based on ANSYS","20125215834515","","Ma, Shu Qi (1); Cai, Si Jing (1); Guo, Miao (2) ","(1) School of Civil and Environmental Engineering, University of Science and Technology Beijing, Beijing 100083, China (2) HBIS Mine Design Co.,Ltd, HBIS, Tangshan 063701, Hebei, China ","Ma, S. Q.(shuqi10@163.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","Guangzhou University; Cleveland State University; Xi'an Jiaotong University; Tongji University; The Hong Kong Polytechnic University; et al","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","226-228","","1406-1410","2012","Vibration, Structural Engineering and Measurement II","","","2012","English","16609336","16627482","","9783037855072","10.4028/www.scientific.net/AMM.226-228.1406","","2012 International Conference on Vibration, Structural Engineering and Measurement, ICVSEM 2012","October 19, 2012 - October 21, 2012","Shanghai, China","94580","","Conference article (CA)","As a major hazard installation in mine the safe and effective running of a tailings dam is very important, therefore the stability analysis of tailings dam is necessary. In order to evaluate the effect of seepage on stability of mine tailings dam, in this paper, a numerical model of a tailings dam in Yunnan province was established by using ANSYS software. It was focused on the dam seepage field analysis and the seepage-stability analysis, and on using the strength reduction method to derive the safety coefficient of the tailings dam. The results were proved reasonable and could be used to provide helpful guidance of dam safety. © (2012) Trans Tech Publications, Switzerland.","10","Embankment dams","Numerical models - Seepage - Structural design - Tailings","ANSYS - ANSYS software - Dam safety - Dam seepage - Major hazards - Mine tailings - Safety coefficient - Seepage fields - Stability analysis - Strength reduction method - Tailings dam - Yunnan province","407 Maritime and Port Structures; Rivers and Other Waterways - 408.1 Structural Design, General - 441 Dams and Reservoirs; Hydro Development - 441.1 Dams - 502.1 Mine and Quarry Operations - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Drought monitoring in Yunnan province with AMSR-E-based data","20113914382950","","Wang, Shu (1); Zhong, Ruofei (1); Li, Qin (1); Qin, Mengli (1) ","(1) College of Resource Environment and Tourism, Capital Normal University, Beijing 100048, China ","Zhong, R.(zrfsss@163.com) ","Proceedings of SPIE - The International Society for Optical Engineering","Proc SPIE Int Soc Opt Eng","","SPIE","8203","","","2011","Remote Sensing of the Environment: The 17th China Conference on Remote Sensing","","","2011","English","0277786X","","","9780819488442","10.1117/12.910419","820312","","","","","PSISDG","Conference article (CA)","In this study, the optical depth of vegetation is worked out with Microwave Polarization Difference Index (MPDI) focusing on the drought that hit Yunnan in early 2010 and using AMSR-E data of the first three months of 2010 in Yunnan Province. Inversion of soil moisture is conducted by using Microwave radiative transfer model and Dielectric constant model, and thereupon drought grading is made, so that the drought grades of the first three months of 2010 in most of the regions in Yunnan Province are obtained. By verifying the retrieval results by means of the soil moisture data collected from ground-based measurements, the conclusion of this study is drawn: with the research method by which soil moisture is retrieved from AMSR-E data, and thereupon the drought grading is made, the drought in Yunnan Province can be effectively monitored. © 2011 SPIE.","27","Soil surveys","Drought - Grading - Microwaves - Radiative transfer - Remote sensing - Soil moisture","Drought monitoring - Ground based measurement - Microwave polarizations - Microwave radiative transfer model - Optical depth - Passive microwave remote sensing - research methods - Yunnan province","444 Water Resources - 483.1 Soils and Soil Mechanics - 701 Electricity and Magnetism - 711 Electromagnetic Waves",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Simulation and Analysis on the Optimal Tax Rate of Water Resources in Yunnan Province","20192607102829","","Li, Min (1); Liu, Chunxue (1); Xu, Shuang (1) ","(1) School of Urban and Environmental Sciences, Yunnan University of Finance and Economics, Kunming, YUNNAN; 650221, China ","Liu, Chunxue(chunxueliu@ynufe.edu.cn) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","267","6","","June 10, 2019","2019 3rd International Workshop on Renewable Energy and Development, IWRED 2019 - Sustainable Energy and Environment","","6 of 6","2019","English","17551307","17551315","","","10.1088/1755-1315/267/6/062034","062034","2019 3rd International Workshop on Renewable Energy and Development, IWRED 2019","March 8, 2019 - March 10, 2019","Guangzhou, China","148815","","Conference article (CA)","The shortage of water resources has become an increasingly common problem. One of the biggest challenges in China's current economic development is the prominent contradiction between water supply and demand in some densely populated areas. Although Yunnan Province has abundant water resources, due to factors such as precipitation timing, uneven distribution, regional geological conditions and low water-use efficiency, there are also contradictions in water supply and demand. In order to accelerate the transformation of extensive regional water resources utilization and achieve sustainable regional economy development, this paper establishes a Computable General Equilibrium Model (CGE) incorporating water resources elements of Yunnan Province, and simulates the water price changes. The conclusion is that the reasonable tax rate of water resources in Yunnan Province should be about 13%. Considering the corresponding average water price, the average specific tax rate of water resources should be 0.21 yuan/m3. © Published under licence by IOP Publishing Ltd.","8","Water resources","Economic and social effects - Economics - Regional planning - Taxation - Water supply","Computable general equilibrium model - Economic development - Geological conditions - Regional economy - Regional water resources - Simulation and analysis - Water supply and demands - Yunnan province","403.2 Regional Planning and Development - 444 Water Resources - 446.1 Water Supply Systems - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Zircon U-Pb geochronology, geochemistry and Sr-Nd-Hf isotopes of the Eocene alkali-rich magmatic rocks in the Jianchuan area of western Yunnan and their implications for petrogenesis","20191906893577","","Shen, Yang (1); Zheng, Yuanchuan (1); Zhang, Aiping (2); Wang, Zixuan (1); Wang, Lu (1); Xu, Peiyan (1); Wu, Changda (1) ","(1) School of Earth Science and Mineral Resources, China University of Geosciences, Beijing; 100083, China (2) College of Resource Environment and Earth Sciences, Yunnan University, Kunming; 650091, China ","","Yanshi Xuebao/Acta Petrologica Sinica","Yanshi Xuebao/Acta Petrol. Sin.","","Science Press","35","3","849-866","2019","","","","2019","Chinese","10000569","20958927","","","10.18654/1000-0569/2019.03.14","","","","","","","Journal article (JA)","Located in the southern section of the Sanjiang region on the southeastern margin of the Qinghai-Tibet Plateau, alkali-rich magmatic rocks in the Jianchuan area of western Yunnan are important part of the Jinsha River-Red River alkali-rich magmatism belt. These alkali-rich magmatic rocks include granites and syenites. The former includes granite porphyry and quartz-monzonite porphyry, and the later consists of syenite porphyry and trachyte. In this paper, we report major and trace elemental composition, zircon U-Pb geochronology and Sr-Nd-Hf isotopic composition of these alkali-rich magmatic rocks. The zircon U-Pb dating indicates that the granites and syenites formed at 35. 1 - 36. 1Ma and 35.7 - 35. 8Ma, respectively, consistent with the Cenozoic alkali-rich magmatic rocks in western Yunnan. Geochemical results showed that the granite porphyry and quartz-monzonite porphyry belong to high-K calc-alkalic series, with SiO2 contents of 67. 92% ∼69. 93% and K2O/Na2O ratios of 0. 86 ∼ 1. 22. The syenite porphyry and trachyte belong to shoshonite series, with SiO2 contents of 53. 94% ∼63. 51% and K2O/Na2O ratios of I. 20 ∼ 2. 68. They are both enriched in alkali, K2O, light rare-earth elements (LREEs) and large ion lithophile elements (LILEs), but depleted in high field strength elements (HFSEs) relatively. The granite porphyry and quartz-monzonite porphyry geochemically show adakitic affinity, characterized by high Sr contents and high ratios of Sr/Y, La/Yb, but low Y and Yb contents. These geochemical signatures, along with Sr-Nd-Hf isotopic compositions, reveal that the granites were product of partial melting of thickened mafic lower crust and the syenites were derived from direct partial melting of metasomatized lithospheric mantle with various degree of fractionation. These alkali-rich magmatic rocks in the Jianchuan area formed during the late stage of collision between Indian and Eurasian continents. The Cenozoic alkali-rich magmatism is the response to asthenospheric upwelling, following the thinning of mantle lithosphere in western Yunnan. © 2019 Eco-Vector LLC. All Rights Reserved.","88","Strontium alloys","Binary alloys - Exploratory geochemistry - Geochemistry - Geochronology - Granite - Hafnium alloys - Isotopes - Lead alloys - Melting - Neodymium alloys - Quartz - Rare earths - Silicate minerals - Structural geology - Ternary alloys - Uranium alloys - Zircon","Adakites - Hf isotope - Jianchuan - Shoshonite - U-Pb geochronology - Western yunnan","481.1 Geology - 481.2 Geochemistry - 482.2 Minerals - 482.2.1 Gems - 546.1 Lead and Alloys - 547 Minor, Precious and Rare Earth Metals and Alloys - 547.2 Rare Earth Metals - 549.2 Alkaline Earth Metals - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 802.3 Chemical Operations - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mining-induced geo-hazards with environmental protection measures in Yunnan, China: an overview","20143600020439","","Yang, Yu-You (1); Xu, Ye-Shuang (2); Shen, Shui-Long (2); Yuan, Yao (2); Yin, Zhen-Yu (3, 4) ","(1) School of Engineering and Technology, China University of Geosciences, Beijing; 100083, China (2) State Key Laboratory of Ocean Engineering, School of Naval Architecture, Ocean, and Civil Engineering, Shanghai Jiao Tong University, Shanghai; 200240, China (3) Ecole Centrale Nantes, GeM UMR CNRS, LUNAM University, Nantes; 6183, France (4) Department of Civil Engineering, Shanghai Jiao Tong University, Shanghai; 200240, China ","Yang, Yu-You ","Bulletin of Engineering Geology and the Environment","Bull. Eng. Geol. Environ.","","Springer Verlag","74","1","141-150","2014","","","","2014","English","14359529","","","","10.1007/s10064-014-0608-6","","","","","","","Journal article (JA)","There are abundant mineral resources in Yunnan Province, which is located in the southwestern part of China, due to its unique geological conditions. The distribution of minerals is related to geological formations and past tectonic movements. The mineral resources extracted in Yunnan Province constitute 83 % of total mineral production in China. The local environment around the mines in Yunnan Province has been destroyed due to harmful mining methods. Yunnan is a province with complicated and serious mining-induced environmental problems. Mining-induced geo-hazards found here include collapse, landslide, debris flow, sinkhole collapse, earth fissure, and water flowing into mine pits. To protect and control the geological environments in mining areas, countermeasures such as monitoring, and engineering rehabilitation and recovery, need to be adopted. Monitoring measurement combined with a digital mine information system can be used to forecast mine induced geo-hazards effectively. Moreover, appropriate engineering rehabilitation technology should be chosen according to the type of mining-induced geo-hazards. © 2014, Springer-Verlag Berlin Heidelberg.","62","Mineral resources","Environmental protection - Geology - Hazards - Minerals - Mining","Environmental problems - Geo hazards - Geological conditions - Geological environment - Monitoring measurements - Protection measures - Rehabilitation technology - Yunnan","454.2 Environmental Impact and Protection - 481.1 Geology - 482.2 Minerals - 502.1 Mine and Quarry Operations - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on selective grinding of yunnan low-grade phosphate rock","20143318064566","","Yan, Fu Kun (1); Xiao, Qing Fei (1); Xiong, Tong (1); Ren, Sheng Kui (1); Guo, Rui (1); Zhao, Zai Quan (1) ","(1) Guizhou Wengan Economic Development Zone Management Committee, Wengan, 550400, China ","","Advanced Materials Research","Adv. Mater. Res.","Hong Kong Industrial Technology Research Centre; Inha University; Korea Maritime University","Trans Tech Publications Ltd","988","","286-289","2014","Material, Mechanical and Manufacturing Engineering II","","","2014","English","10226680","16628985","","9783038351740","10.4028/www.scientific.net/AMR.988.286","","2nd International Conference on Material, Mechanical and Manufacturing Engineering, IC3ME 2014","May 30, 2014 - May 31, 2014","Guangzhou, China","106908","","Conference article (CA)","In view of the mid-low grade phosphate rock somewhere in Yunnan province, first of all study the mechanical properties of ore, on the basis of which combine Duanshi semi diameter theory formula and crushing statistic mechanics, optimized from diameters, shapes and proportion of the grinding medias, increasing the grinding selectivity only to get selective optimization scheme, finally proved by practice, after changing the media system, on the basis of original mill processing capacity increased by 19. 54%, the average steel consumption reduced more than 10%, the particle size of grinding product is easy to process, having an obvious energy saving effect. © (2014) Trans Tech Publications, Switzerland.","7","Grinding (machining)","Degrees of freedom (mechanics) - Phosphate deposits","Energy-saving effect - Grinding media - Grinding products - Mill - Optimization scheme - Phosphate rocks - Steel consumption - Yunnan province","505.1 Nonmetallic Mines - 606.2 Abrasive Devices and Processes - 731.5 Robotics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Geochemistry, fluid inclusion, and stable isotope studies of Luziyuan Pb-Zn deposit in Yunnan province, southwestern China","2005199092226","","Xia, Qing-Lin (1, 2); Chen, Yong-Qing (3); Lu, Ying-Xiang (4); Jiang, Cheng-Xing (4); Liu, Hong-Guang (5); Lu, Zhi-Cheng (3) ","(1) Lab. of Geo-Processes, China Univ. of Geosciences, Wuhan 430074, China (2) Lab. of Resources Assessment, Ministry of Land and Resources, Wuhan 430074, China (3) Devmt. And Res. Ctr., China Geol. Survey, Beijing 100037, China (4) Geol. Survey of Yunnan Province, Kunming 650011, China (5) China Library of Geosciences, Beijing 100083, China ","Xia, Q.-L. ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","30","2","177-186","March 2005","","","","2005","Chinese","10002383","","","","","","","","","","DIKEEL","Journal article (JA)","Carbonate-hosted lead-zinc sulfide veins in the Upper Cambrian are located in the southern area of the Baoshan-Zhenkang Paleozoic sedimentary basin, Yunnan Province. Geologic evidence suggests that controls on the deposit are both stratigraphic and structural. The Luziyuan Pb-Zn deposit, hosted by marble and marbleization-limestone of the Shahechang Group, is the largest in this area. Mineralization consists of galena, sphalerite, chalcopyrite, pyrite, and magnetite. Alteration consists of skarnization, chloritization, silicification, pyritization, and marbleization. Fluid inclusion studies indicate that the mineralization has two main stages: the lower-middle temperature stage (homogenization temperatures of 160°C to 280°C) and the upper-middle temperature stage (homogenization temperatures of 280°C to 420°C). Sulfide has a very uniform S, Pb isotope composition, with δ(34S)=(9.23-10.17)×10-3, ω(206Pb)/ω(204Pb)=18.224-18.338, ω(207Pb)/ω(204Pb)=15.715-15.849, and ω(204Pb)=38.381-38.874. Both the S and Pb isotopes of ore indicate the partial role of magma hydrothermal fluid in mineralization. The carbonate-hosted Pb-Zn deposits in the Zhenkang area are considered to be strata-bound hydrothermal deposits that formed in favorable tectonic areas in the basis of ore source beds, are associated with magma activities, and have the features of multi-epochs and multi-stages as well as multi-sources in mineralization.","17","Lead zinc deposits","Geochemistry - Isotopes - Limestone - Marble - Mineralogy","Baoshan-Zhenkang Paleozoic sedimentary basin - Fluid inclusion - Mineralization - Yunnan province of southwestern China","414 Masonry Materials - 481.2 Geochemistry - 482.2 Minerals - 504.3 Heavy Metal Mines - 546.1 Lead and Alloys - 546.3 Zinc and Alloys","Applications (APP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Calculation of sulfur dioxide emission factors of lead and zinc smelting industry in Yunnan Province","20134917048515","","Xiang, Ying (1); Yi, Honghong (1); Ning, Ping (1); Yang, Yonghong (2); Tang, Xiaolong (1); Li, Liuqiong (2); Zhang, Yan (1) ","(1) College of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming 650500, China (2) Environmental Engineering Assessment Center of Yunnan Province, Kunming, 650034, China ","Tang, X.(txl-km@163.com) ","Zhongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Central South University (Science and Technology)","Zhongnan Daxue Xuebao (Ziran Kexue Ban)","","Central South University of Technology","44","9","3948-3956","September 2013","","","","2013","Chinese","16727207","","","","","","","","","","ZDXZAC","Journal article (JA)","Considering the characteristics of lead and zinc smelting industry and SO2emission of Yunnan Province in 2009, and on the basis of large quantities of investigated data, a measurement method and mass balance were used to calculate SO2emission factors of lead and zinc smelting industry. The coefficients of SO2producing and discharging under specific process were also given. Moreover, the emission factors were compared with the discharge coefficients of industrial pollutants in the First National General Survey of Pollution Sources and Total Pollutant Emissions Rules (Trial Implementation). The results show that the coefficient of producing pollution for zinc smelting industry (count by crude lead) is 333.04 kg/t, and the coefficient of discharging pollution is 63.90-77.49 kg/t. For zinc smelting industry, the coefficient of the producing pollution (count by zinc) is 570.43 kg/t, and the coefficient of discharging pollution is 8.46-19.54 kg/t. The cause of coefficients differences are mainly due to the gap between national average level and that of Yunnan Province in the aspect of original and auxiliary materials, resources consumption, process conditions, and control measures.","20","Zinc smelting","Industrial emissions - Lead smelting - Pollution - Sulfur dioxide","Auxiliary materials - Discharge coefficients - Industrial pollutants - Measurement methods - Resources consumption - Smelting industry - Sulfur dioxide emissions - Yunnan province","451.1 Air Pollution Sources - 533.2 Metal Refining - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
