Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Soil heavy metal pollution and risk assessment associated with the Zn-Pb mining region in Yunnan, Southwest China","20181304946321","","Cheng, Xianfeng (1); Danek, Tomas (2); Drozdova, Jarmila (2); Huang, Qianrui (1); Qi, Wufu (1); Zou, Liling (1); Yang, Shuran (1); Zhao, Xinliang (1); Xiang, Yungang (1) ","(1) Yunnan Land and Resources Vocational College, Kunming; Yunnan Province; 652501, China (2) VSB – Technical University of Ostrava, Ostrava-Poruba; 708 33, Czech Republic ","Danek, Tomas(tomas.danek@vsb.cz) ","Environmental Monitoring and Assessment","Environ. Monit. Assess.","","Springer International Publishing","190","4","","April 1, 2018","","","","2018","English","01676369","15732959","","10.1007/s10661-018-6574-x","194","","","","","EMASDH","Journal article (JA)","The environmental assessment and identification of sources of heavy metals in Zn-Pb ore deposits are important steps for the effective prevention of subsequent contamination and for the development of corrective measures. The concentrations of eight heavy metals (As, Cd, Cr, Cu, Hg, Ni, Pb, and Zn) in soils from 40 sampling points around the Jinding Zn-Pb mine in Yunnan, China, were analyzed. An environmental quality assessment of the obtained data was performed using five different contamination and pollution indexes. Statistical analyses were performed to identify the relations among the heavy metals and the pH in soils and possible sources of pollution. The concentrations of As, Cd, Pb, and Zn were extremely high, and 23, 95, 25, and 35% of the samples, respectively, exceeded the heavy metal limits set in the Chinese Environmental Quality Standard for Soils (GB15618-1995, grade III). According to the contamination and pollution indexes, environmental risks in the area are high or extremely high. The highest risk is represented by Cd contamination, the median concentration of which exceeds the GB15618-1995 limit. Based on the combination of statistical analyses and geostatistical mapping, we identified three groups of heavy metals that originate from different sources. The main sources of As, Cd, Pb, Zn, and Cu are mining activities, airborne particulates from smelters, and the weathering of tailings. The main sources of Hg are dust fallout and gaseous emissions from smelters and tailing dams. Cr and Ni originate from lithogenic sources. © 2018, Springer International Publishing AG, part of Springer Nature.","50","Soil pollution","Binary alloys - Contamination - Heavy metals - Lead alloys - Lead zinc deposits - Multivariant analysis - Nickel silver - Quality management - Risk assessment - Smelting - Soils - Spatial distribution - Tailings","Airborne particulate - Environmental assessment - Environmental quality assessment - Environmental quality standards - Environmental risk assessment - Identification of sources - Multi variate analysis - Soil contamination","452.3 Industrial Wastes - 483.1 Soils and Soil Mechanics - 531 Metallurgy and Metallography - 533.2 Metal Refining - 546.1 Lead and Alloys - 546.3 Zinc and Alloys - 912.2 Management - 914.1 Accidents and Accident Prevention - 921 Mathematics - 922 Statistical Methods",,"Number: LO1404, Acronym: -, Sponsor: -; Number: 2013-1, Acronym: -, Sponsor: -; ","Acknowledgements All sources of funding of the study should be disclosed. Please clearly indicate grants that you have received in support of your research work. Clearly state if you received funds for covering the costs to publish in open access. Financial support from the Department of Land Resources of Yunnan Province of China (Grant No.Yun Land Resources Scientific 2013-1) is gratefully acknowledged. This publication has been financially supported by the Moravian-Silesian Region within the project Support of VŠB-TUO activities with China. We are particularly grateful to Lanping County Land Resources Bureau and Yunnan Jinding Zinc Industry Limited Company for help with field work. This paper was prepared within the framework of the project LO1404: Sustainable development of ENET Centre.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis on the competitiveness strength of Yunnan province in construction industry based on the model of improved TOPSIS","20152300912977","","Chu, Xiu Juan (1); Liang, Yang (1) ","(1) Kunming University of Science and Technology, Kunming, China ","Chu, Xiu Juan ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications Ltd","651-653","","1125-1129","2014","","Material Science, Civil Engineering and Architecture Science, Mechanical Engineering and Manufacturing Technology II","","2014","English","16609336","16627482","9783038352679","10.4028/www.scientific.net/AMM.651-653.1125","","3rd International Conference on Advanced Engineering Materials and Architecture Science, ICAEMAS 2014","July 26, 2014 - July 27, 2014","Huhhot, China","107739","","Conference article (CA)","Not only the construction industry as a pillar industry of the national economy, it is a major contributor to the regional economy. Identification of competitive strengths and weaknesses of the Yunnan Province in the western region, the article is based on the improved TOPSIS to analyze. A variety of factors can have an effect on regional construction industry. By combining researches of other scholars and considering of the meaning of construction industry indicator and possibility of data acquisition and analyzing the statistic data of recent three years, is built an evaluation system which contains 5 elements. By some higher mathematics solving method calculates the weight in approach of ranking and comparing competitiveness of the 12 provinces in western region such as Yunnan, Sichuan and Chongqing identifies the regional competitiveness. The consequence shows that the construction industry competitiveness of Yunnan province is at mid-low level among 12 western provinces, but enjoys a good development potential. © (2014) Trans Tech Publications, Switzerland.","7","Industrial economics","Competition - Construction industry - Data acquisition - Regional planning","Competitive strength - Construction Industry Indicators - Development potential - Improved TOPSIS - Industry competitiveness - National economy - Regional construction industry - Regional economy","403.2 Regional Planning and Development - 405 Construction Equipment and Methods; Surveying - 723.2 Data Processing and Image Processing - 911.2 Industrial Economics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Prediction on net carbon emissions of Yunnan under emissions and forest carbon sinks","20112013978246","","Liu, Hui-Ya (1); Zheng, Wang (1, 2, 3); Ma, Xiao-Zhe (1); Zhu, Yong-Bin (1) ","(1) East China Normal University, Key Laboratory of Geographical Information Science, Ministry of State Education of China, Shanghai 200062, China (2) Institute of Policy and Management Science, CAS, Beijing 100080, China (3) Management College, University of Science and Technology of China, Hefei 230026, China ","Liu, H.-Y.(lhuiyal23@163.com) ","Proceedings - International Conference on Computer Distributed Control and Intelligent Environmental Monitoring, CDCIEM 2011","Proc. - Int. Conf. Comput. Distrib. Control Intelligent Environ. Monit., CDCIEM","","IEEE Computer Society","","","1266-1269","2011","Proceedings - International Conference on Computer Distributed Control and Intelligent Environmental Monitoring, CDCIEM 2011","","","2011","English","","","9780769543505","10.1109/CDCIEM.2011.239","5748044","","","","","","Conference article (CA)","This paper predicts Net Carbon Emissions of Yunnan form 2007 to 2050 through energy consumption carbon emissions based on economic growth model and forest carbon sinks based on C02FIX model Further, we analyze the influencing factors of carbon emissions reduction and the contribution of forest carbon sinks to carbon emissions reduction, and then study low-carbon economy. The curves of energy consumption carbon emissions and net carbon emissions have an inverted 'U' type, respectively with a peak value 129.71 MtC at 2035 and 118.89 MtC at 2035. We study carbon emissions from all aspects, including carbon emissions intensity, the carbon emissions, the declining rate of carbon emissions intensity, and the per capita net carbon emissions. Finally, we found that carbon emissions is more than carbon sinks by forests, and net carbon emissions inevitably increase due to the high-speed development of the economy; Afforestation and protecting the original forests can ecologically reduce carbon emissions. Facing the global carbon emissions, we need to develop low-carbon economy and take the path of sustainable development. © 2011 IEEE.","16","Carbon","Economic and social effects - Economics - Emission control - Energy utilization - Environmental management - Reforestation - Renewable energy resources - Sustainable development","Carbon emissions - Carbon emissions reductions - Economic growth models - Forest carbon sinks - Forest carbons - Global carbon emission - Low carbon economy - Peak","451.2 Air Pollution Control - 454.1 Environmental Engineering, General - 525.1 Energy Resources and Renewable Energy Issues - 525.3 Energy Utilization - 804 Chemical Products Generally - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A study of ore-controlling factors and metallogenic mechanism of lead-zinc deposit in LuZiYuan, Zhenkang, Yunnan","20134016818291","","Lv, Chang Liang (1); Deng, Ming Guo (1); Zeng, Lei (1) ","(1) Kunming university of science and technology, Kunming 650000, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","734-737","","26-31","2013","Resources and Sustainable Development","","","2013","English","10226680","","9783037857441","10.4028/www.scientific.net/AMR.734-737.26","","2013 2nd International Conference on Energy and Environmental Protection, ICEEP 2013","April 19, 2013 - April 21, 2013","Guilin, China","99790","","Conference article (CA)","The lead-zinc ore in Luziyuan, Zhenkang Town, Yunnan Province is a large lead-zinc polymetallic deposit discovered in recent years. The ore body mainly occurs in the stratum of Shahechang Group of Upper Cambrian. Controlled by NE trending faults and its flanking associated structures, it features equal interval and lateral trending distribution in the spatial domain. The development and mineralization of wall-rock alteration experienced two stages, low medium temperature stage and medium-high temperature stage. Metallogenic materials are mainly from the ore-bearing stratum and deep concealed rock mass. Through the study of such geological features as lithology of ore-bearing stratum, structure of ore-controlling Faults, wall-rock alteration, and ore fabrics, the author believes that the formation of the deposit is closely related to the multi stages of tectonic movements and magmatic hydrothermal activities. It is a sedimentary-reworked type, and skarn-type lead-zinc-iron polymetallic deposit and it is of multiple mineralization stages and varieties of mineral sources. © (2013) Trans Tech Publications, Switzerland.","5","Ores","Deposits - Faulting - Lead zinc deposits - Lithology - Mineralogy - Ore deposits - Rocks - Zinc ore treatment","Geological features - Hydrothermal activity - Medium-High temperatures - Ore-controlling factors - Ore-controlling structures - Ore-forming materials - Polymetallic - Wall-rock alteration","617 Turbines and Steam Turbines - 612 Engines - 546.3 Zinc and Alloys - 532 Metallurgical Furnaces - 505 Mines and Mining, Nonmetallic - 504.3 Heavy Metal Mines - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations - 484.1 Earthquake Measurements and Analysis - 482 Mineralogy - 481.1 Geology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of rare earth elements in Pu'er tea of Yunnan by ICP-AES","20104313323552","","Ning, Peng-Bo (1); Gong, Chun-Mei (2); Zhang, Yan-Ming (1); Guo, Kang-Kang (1) ","(1) College of Veterinary Medicine, Northwest A and F University, Yangling 712100, China (2) College of Life Sciences, Northwest A and F University, Yangling 712100, China ","Zhang, Y.-M.(gcm228@nwsuaf.edu.cn) ","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","","Science Press","30","10","2830-2833","October 2010","","","","2010","Chinese","10000593","","","10.3964/j.issn.1000-0593(2010)10-2830-04","","","","","","GYGFED","Journal article (JA)","The 150 samples of Pu'er tea collected from the main producing area of Yunnan were detected by ICP-AES method, to investigate the current safety status of Pu'er tea rare earth elements. The rare earth elements contents were found to be in the range 0.26-4.07 mg · kg-1in all detected samples, with the 43.0% samples exceeding the maximum levels of contaminants of 2 mg · kg-1set by GB 2762-2005 'Maximum levels of contaminants in foods '. There was a significant difference between ripened tea rare earth elements and raw tea's from the same sources, which affected some ripened tea quality at last. There was a significant difference among the rare earth elements contents of the Pu'er tea main producing areas, and the condition of Pu'er tea quality and safety controlling was not optimistic at individual producing areas.","18","Quality control","Atomic emission spectroscopy - Rare earth elements - Rare earths","Current safety - ICP-AES - Maximum levels - Producing areas - Quality and safeties","547.2 Rare Earth Metals - 804.2 Inorganic Compounds - 913.3 Quality Assurance and Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mercury contamination of fungi genus Xerocomus in the Yunnan province in China and the region of Europe","20153301161419","","Kojta, Anna K. (1); Zhang, Ji (2); Wang, Yuanzhong (2); Li, Tao (3); Saba, Martyna (1); Falandysz, Jerzy (1) ","(1) Laboratory of Environmental Chemistry and Ecotoxicology, Gdask University, 63 Wita Stwosza Str, Gdansk PL; 80-308, Poland (2) Institute of Medicinal Plants, Yunnan Academy of Agricultural Sciences, Kunming, Yunnan, China (3) College of Resources and Environment, Yuxi Normal University, Yuxi, Yunnan, China ","Falandysz, Jerzy(jerzy.falandysz@ug.edu.pl) ","Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering","J. Environ. Sci. Health Part A Toxic Hazard. Subst. Environ. Eng.","","Taylor and Francis Inc., 325 Chestnut St, Suite 800, Philadelphia, PA 19106, United States","50","13","1342-1350","November 10, 2015","","","","2015","English","10934529","15324117","","10.1080/10934529.2015.1059108","","","","","","JATEF9","Journal article (JA)","This article presents the results of the study on accumulation, distribution, contamination and probable dietary intake of total mercury (THg) in fruiting bodies of several species of Fungi genus Xerocomus, which emerged in the circum-Pacific mercuriferous belt region in southwestern China in Yunnan and beyond of the mercuriferous belts in the region of Europe. The mushrooms X. puniceus (Boletus amygdalinus), X. spadiceus (Boletus ferrugineus) and X. versicolor (X. rubellus) were from the Yunnan land, and X. badius (Boletus badius) was from the region of Europe in Belarus and X. badius, X. chrysenteron, X. ferrugineus, X. versicolor (X. rubellus) and X. subtomentosus from Poland. The THg in the fungal and soil materials was determined using validated method by cold-vapour atomic absorption spectroscopy. Estimated was also probable dietary intake and health risk from THg in Xerocomus spp. examined by consumers. The data showed that THg content of Xerocomus spp. emerged in the European localizations in Poland and Belarus is at an order of magnitude lower level than determined in samples from the Yunnan Province. A reason for an elevated content of THg in mushrooms from Yunnan can be related to abundance of Hg in the geochemical background of soils there. The assessed doses showed that a single meal composed of 300 g of fresh fruiting bodies of X. spadiceus from the Wuding localization in Yunnan in China if consumed once a week will provide THg at dose close to the provisional tolerable weekly intake (PTWI) value set for THg, while doses will be lower for all other localizations in Yunnan and Europe. In the Wuding localization in Yunnan a frequent consumption of X. spadiceus in volume exceeding 300 g of fresh fruiting bodies per week will provide THg at a dose exceeding the value of PTWI. © 2015 © 2015 Taylor & Francis Group, LLC.","89","Chemical contamination","Absorption spectroscopy - Contamination - Food products - Fungi - Health risks - Mercury (metal) - Nutrition - Risk perception - Soils","Cold vapour atomic absorption - foraging - forest - Geochemical background - Mercury contamination - mushrooms - Organic foods - Provisional tolerable weekly intakes","461.7 Health Care - 483.1 Soils and Soil Mechanics - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 822.3 Food Products - 914.1 Accidents and Accident Prevention",,"Number: UMO-2012/05/N/NZ7/00935, Acronym: NCN, Sponsor: Narodowe Centrum Nauki; Number: 31160409, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31260496, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Part of this study was funded by the National Science Centre of Poland (No. UMO-2012/05/N/NZ7/00935) and the National Natural Science Foundation of China (No. 31260496, 31160409).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Earthquake event deposits in Mesoproterozoic Kunyang Group in central Yunnan Province and its geological implications","2001486742783","","Du, Y. (1); Zhang, C. (1); Han, X. (1); Gu, S. (1); Lin, W. (1) ","(1) Faculty of Earth Sciences, China University of Geosciences, Wuhan 430074, China ","Du, Y.(dxyyz@cug.edu.cn) ","Science in China, Series D: Earth Sciences","Sci. China Ser. D Earth Sci.","","Science in China Press","44","7","600-608","July 2001","","","","2001","English","10069313","","","10.1007/BF02875334","","","","","","","Journal article (JA)","Earthquake and its resultant tsunami, as a kind of disaster events in geological history, may be recorded as event deposits of seismite and tsunamite. Typical characteristics of seismite and tsunamite, including seismo-fracture bed, synsedimentary microfracture, micro-corrugated lamination, molar tooth structure, hummocky bedding, occurs in Mesoproterozoic Dalongkou Formation of Kunyang Group in central Yunnan Province. Three types of sedimentary units have been recognized: siesmite (unit-A, including limestone with molar tooth structure, seismic shattering rock, seismic corrugated rock, autoclastic breccia and intraclastic parabreccia), tsunamite (unit-B, intraclastic limestone with hummocky or parallel beddings) and background deposits (unit-C). Various stackings of these units construct three distinct sedimentary sequences: A-B-C, A-C and B-C. A-B-C represents an event sedimentary sequence of earthquake-tsunami-background deposits, A-C represents the sequence of earthquake and background deposits (no tsunami occurring), and B-C represents the sequence of tsunami and background deposits (far from the center of earthquake). As the central Yunnan Province was located in a tectonic setting of rift basin in Mesoproterozoic Era, the earthquake event deposits of the Dalongkou Formation are sedimentary response to tectonic activity of the rift basin.","29","Earthquake effects","Geology - Sediments - Tsunamis","Background deposits","471.4 Seawater, Tides and Waves - 481.1 Geology - 483 Soil Mechanics and Foundations - 484 Seismology","Theoretical (THR); Experimental (EXP)","Number: -, Acronym: MOST, Sponsor: Ministry of Science and Technology of the People's Republic of China; ","This work was supported by the "SSER" and the Ministry of Science and Technology of China",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Short-term wind speed forecasting using wavelet transformation and AdaBoosting neural networks in Yunnan wind farm","20172003662960","","Shao, Haijian (1, 2, 3); Wei, Haikun (2, 3); Deng, Xing (2, 3); Xing, Song (4) ","(1) School of Computer Science and Engineering, Jiangsu University of Science and Technology, Zhenjiang; 212003, China (2) Department of Automation, Southeast University, Nanjing; 210096, China (3) Key Laboratory of Measurement and Control for Complex System, Ministry of Education, Southeast University, Nanjing; 210096, China (4) Department of Information Systems, California State University, Los Angeles; CA; 90032, United States ","Shao, Haijian(haijianshaoseu@gmail.com) ","IET Renewable Power Generation","IET. Renew. Power Gener.","","Institution of Engineering and Technology","11","4","374-381","March 15, 2017","Special Issue: Wind Turbine Condition Monitoring, Diagnosis and Prognosis","","","2017","English","17521416","17521424","","10.1049/iet-rpg.2016.0118","","","","","","","Journal article (JA)","Wind speed presents a potential seasonal pattern revealed by the self-similarity in wavelet periodogram with various scales. The corresponding seasonal pattern will promote the improvement of the short-term wind speed forecasting accuracy. In this study, a novel method for short-term wind speed forecasting using wavelet transformation (WT) and AdaBoost technique is proposed to analyse the wind speeds distribution features and promote the model configuration. Power spectrum and seasonal pattern analysis using the WT are presented to investigate the wind speeds feature distribution based on the scalogram percentage of energy distribution in different seasons. This procedure contributes to perfecting the investigation of wind speed seasonal pattern characteristics over time and promotes the sample division by computing the statistics measurement based on the estimated frequencies interval. The model order estimation based on the information criteria is processed to reflect the systems dynamical sustainability between the current outputs and historical data. Finally, the experiments based on the real data from Yunnan wind farm are given to verify the effectiveness of the proposed approach. © 2016 The Institution of Engineering and Technology.","23","Wind","Adaptive boosting - Condition monitoring - Electric utilities - Forecasting - Speed - Wavelet transforms - Wind power - Wind turbines","Distribution features - Energy distributions - Feature distribution - Information criterion - Model configuration - Model order estimation - Short-term wind speed forecasting - Wavelet transformations","443.1 Atmospheric Properties - 615.8 Wind Power (Before 1993, use code 611 ) - 723 Computer Software, Data Handling and Applications - 921.3 Mathematical Transformations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Geochemistry and petrogenesis of the permian basalts from Lijian and Ninglang areas, northwestern Yunnan Province, China","20072210632510","","Ni, Ping-Ze (1); Xiao, Long (2); He, Qi (2); Wei, Qi-Rong (2) ","(1) Graduate School of China University of Geosciences, Wuhan 430074, China (2) Faculty of Earth Science, China University of Geosciences, Wuhan 430074, China ","Ni, P.Z. ","Kuangwu Yanshi","Kuangwu Yanshi","","Kuangwu Yanshi, 1 Erxianqiao Dongsanlu, Chengdu Sichuan, 610059, China","27","1","107-116","March 2007","","","","2007","Chinese","10016872","","","","","","","","","","Journal article (JA)","The Late Permain basalts, which distributed at Shudiqiao of Lijiang County and Wanmachang of Ninglang County, NW Yunnan Province, display significant enrichment of large ion lithophile elements and high field strength elements that similar to oceanic island basalts. Comparing those basalts with Emeishan high-Ti basalts from Binchuan area, this study suggests that they have the same origin and are resulted from Emeishan mantle plume. Modeling by inversion of rare earth element concentrations has been used to estimate the compositions of source regions and magma evolution of these high-Ti basalts. The results suggest that the basaltic magmas of Shudiqiao and Wanmachang are consistent with the extraction of a melting fraction of 2% - 3% from a transition region (with spinel: garnet ranges from 0.65: 0.35 to 0.5: 0.5) and experienced fractional crystallization of 5% - 15%,and from a melting fraction of 3% from a simialr region (with spinel garnet: 0.45 0.55 - 0.5: 0.5) and underwent 5% fractional crystallization respectively.","26","Basalt","Crystallization - Extraction - Geochemistry - Geochronology - Melting - Petrology - Rare earth elements","Fractional crystallization - Inversion modelling - Magma evolution - Mantle plume - Oceanic island basalts","481.1 Geology - 481.1.2 Petrology (Before 1993, use code 482) - 481.2 Geochemistry - 482.2 Minerals - 547.2 Rare Earth Metals - 933.1 Crystalline Solids","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characteristics of ground motions of Yiliang-Weining earthquakes in Yunnan and Guizhou","20140417230936","","Xu, Longjun (1, 2); Zhang, Hongzhi (2); Chen, Yong (2); Xie, Lili (1, 2) ","(1) Institute of Engineering Mechanics, China Earthquake Administration, Harbin 150080, China (2) Department of the Civil Engineering, Harbin Institute of Technology at Weihai, Weihai 264209, China ","Xu, L.(xulongjun80@163.com) ","Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology","Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)","","Tianjin University","46","12","1054-1062","2013","","","","2013","Chinese","04932137","","","10.11784/tdxb20131202","","","","","","TCHHA9","Journal article (JA)","On September 7, 2012, two earthquakes with similar magnitude occurred at the boundary between Yun-Gui Yiliang-Weining counties, southwest of China, in which a number of valuable strong ground motion recordings were obtained. Ground motion attenuation relationships and response spectra were examined by considering the influence of epicentral distance and component direction. Results show that, peak ground amplitudes of the vertical components are obviously larger than those of the horizontal components in the near- and middle-distant source regions, while they also attenuate faster than the horizontal motions; peak ground amplitudes of the Ms5.6 earthquake are clearly larger than those of the Ms5.7 event in the near- and middle-distant source regions, but decrease faster with distance increasing; ground motion amplitudes are totally lower than those of the other studies; normalized spectra at medium and long periods are lower than those of code design spectra though most of the recording stations are from soil sites during two earthquakes.","31","Earthquake effects","Nuclear instrumentation","Attenuation relationships - Epicentral distances - Ground motions - Ground-motion attenuations - Horizontal components - Response spectra - Strong ground motion - Vertical component","481.3 Geophysics - 484 Seismology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An ecological assessment of the vernacular architecture and of its embodied energy in Yunnan, China","2006039648609","","Renping, Wang (1); Zhenyu, Cai (1) ","(1) School of Architecture and Urban Planning, Tongji University, Shanghai, China ","Renping, W.(renping@gmail.com) ","Building and Environment","Build. Environ.","","Elsevier Ltd","41","5","687-697","May 2006","","","","2006","English","03601323","","","10.1016/j.buildenv.2005.02.023","","","","","","BUENDB","Journal article (JA)","This article engages ecological architectural concepts to evaluate the traditional dwellings of the Lancang River Valley, Yunnan Province, China. By discovering the implied interpretation of nature and assessing the energy consumption of vernacular houses, this research establishes certain advantages of vernacular building in light of a modern environmentally aware evaluation. © 2005 Elsevier Ltd. All rights reserved.","1","Architectural design","Ecology - Floors - Houses - Roofs - Walls (structural partitions)","Ecological concept - Embodied energy - Interpretation of nature - Peoples Republic of China - Vernacular dwellings","402 Buildings and Towers - 402.3 Residences - 408.1 Structural Design, General - 408.2 Structural Members and Shapes - 454.3 Ecology and Ecosystems","General review (GEN)","Number: -, Acronym: -, Sponsor: McMaster University; ","Support from Canada–China Scholar's Exchange Program is greatly appreciated. I would like to thank Professor Constantine Georgiadis of McMaster University, Hamilton, Canada, for his suggestions. My husband Alex kindly edited my English usage.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ore genesis of Badi copper deposit, northwest Yunnan Province, China: evidence from geology, fluid inclusions, and sulfur, hydrogen and oxygen isotopes","20174804460547","","Yin, Hejun (1); Huang, Jianguo (1); Ren, Tao (1) ","(1) Kunming University of Science and Technology, Kunming; 650093, China ","Huang, Jianguo(460880511@qq.com) ","Acta Geochimica","Acta Geochim.","","Science Press","37","4","559-570","August 1, 2018","","","","2018","English","20960956","23657499","","10.1007/s11631-017-0252-5","","","","","","","Journal article (JA)","The Badi copper deposit is located in Shangjiang town, Shangri-La County, Yunnan Province. Tectonically, it belongs to the Sanjiang Block. Vapor–liquid two-phase fluid inclusions, CO2-bearing fluid inclusions, and daughter-bearing inclusions were identified in sulfide-rich quartz veins. Microthermometric and Raman spectroscopy studies revealed their types of ore-forming fluids: (1) low-temperature, low-salinity fluid; (2) medium-temperature, low salinity CO2-bearing; and (3) high-temperature, Fe-rich, high sulfur fugacity. The δ18O values of chalcopyrite-bearing quartz ranged from 4.96‰ to 5.86‰, with an average of 5.40‰. The δD values of ore-forming fluid in equilibrium with the sulfide-bearing quartz were from − 87‰ to − 107‰, with an average of − 97.86‰. These isotopic features indicate that the ore-forming fluid is a mixing fluid between magmatic fluid and meteoric water. The δ34S values of chalcopyrite ranged from 13.3‰ to 15.5‰, with an average of 14.3‰. Sulfur isotope values suggest that the sulfur in the deposit most likely derived from seawater. Various fluid inclusions coexisted in the samples; similar homogenization temperature to different phases suggests that the Badi fluid inclusions might have been captured under a boiling system. Fluid boiling caused by fault activity could be the main reason for the mineral precipitation in the Badi deposit. © 2017, Science Press, Institute of Geochemistry, CAS and Springer-Verlag GmbH Germany, part of Springer Nature.","41","Ore deposit geology","Carbon dioxide - Copper compounds - Copper deposits - Deposits - Hydrogen - Isotopes - Mineralogy - Ores - Oxygen - Quartz - Sulfur compounds - Temperature","Fluid inclusion - Homogenization temperatures - Medium temperature - Mineral precipitation - Ore genesis - Ore-forming fluid - Oxygen isotopes - Sulfur isotope",,,"Number: 1212011140050, Acronym: -, Sponsor: China Geological Survey; Number: 41663006, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Acknowledgements This research was jointly supported by the Geological Survey of China (Grant No. 1212011140050) and the National Natural Science Foundation of China (Grant No. 41663006). We are grateful to Prof. Yuzhao Hu and M. S Jie Su for assistance during the field investigations.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
