Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Effect of ethylenediamine tetraacetic acid disodium on the corrosion of cold rolled steel in the presence of benzotriazole in hydrochloric acid","20072810696867","","Qu, Qing (1); Jiang, Shuan (1); Bai, Wei (2); Li, Lei (3) ","(1) Department of Chemistry, Yunnan University, Kunming, 650091, China (2) Department of Chemistry, Yunnan Nationalities University, Kunming, 650092, China (3) Laboratory for Conservation and Utilization of Bio-Resources, Yunnan University, Kunming, 650091, China ","Qu, Q.(quqing58@yahoo.com.cn) ","Electrochimica Acta","Electrochim Acta","","Elsevier Ltd, Langford Lane, Kidlington, Oxford, OX5 1GB, United Kingdom","52","24","6811-6820","August 1, 2007","","","","2007","English","00134686","","","","10.1016/j.electacta.2007.04.114","","","","","","ELCAAV","Journal article (JA)","The inhibition behavior of cold rolled steel in 0.1 M hydrochloric acid (HCl) by ethylenediamine tetraacetic acid disodium (EDTA) in the absence and presence of benzotriazole (BTA) was investigated with Tafel polarization curve and electrochemical impedance spectroscopy (EIS). The polarization curve results show that the single EDTA acts as an anodic type inhibitor while the combination of EDTA and BTA acts as mixed type inhibitor and mainly inhibits anodic reaction. All impedance spectra in EIS tests exhibit one capacitive loop which indicates that the corrosion reaction is controlled by charge transfer process. Inhibition efficiencies obtained from Tafel polarization, charge transfer resistance (Rt) are consistent. The corrosion of cold rolled steel in 0.1 M HCl is obviously reduced by EDTA in combination with lower concentrations of BTA. Fourier transform infrared spectroscopy (FTIR) and atomic force microscopy (AFM) were used to characterize the corrosion surface of cold rolled steel. Probable mechanisms are present to explain the experimental results. © 2007 Elsevier Ltd. All rights reserved.","42","Steel analysis","Acetic acid - Aromatic compounds - Cold rolling - Corrosion protection - Electrochemical impedance spectroscopy - Hydrochloric acid","Cold rolled steel - EDTA - Tafel polarization curves","535.1.2 Rolling Mill Practice - 539.2 Corrosion Protection - 545.3 Steel - 801 Chemistry - 804.1 Organic Compounds - 804.2 Inorganic Compounds","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Multiple-Tier Model Manipulation Architecture for Enterprise Decision Making","2003517785220","","Liang, Z. (1); Li, S. (2); Liao, H. (1); Kang, H. (1); Duan, Q. (1); Zhou, H. (1); Yang, H. (2) ","(1) Yunnan University, Kunming, Yunnan 650091, China (2) De Montfort University, Leicester LEI 9BH, United Kingdom ","Liang, Z.(zhliang@ynu.edu.cn) ","Proceedings - IEEE Computer Society's International Computer Software and Applications Conference","Proc IEEE Comput Soc Int Comput Software Appl Conf","IEEE Computer Society","Institute of Electrical and Electronics Engineers Computer Society","","","646-651","2003","","","","2003","English","07303157","","","","10.1109/CMPSAC.2003.1245410","","Proceedings: 27th Annual International Computer Software and Applications Conference, COMPSAC 2003","November 3, 2003 - November 6, 2003","Dallas, TX, United states","61998","PSICD2","Conference article (CA)","The usage of decision models has been given attention by decision makers for many years. How to realise public-use and reuse of model, and gain the adequate information not only limited to local departments in the wide enterprise environment is one of the most concerned issues of decision-makers. The idea of multiple-tier framework put forward by distributed system provides a helpful approach to this issue. This paper proposes a practical approach to model manipulation in a distributed decision support system based on network technology and component technology. It implements the separation among the clients, application and data level, accordingly allows the data and model source distributed storage and sharing for multi-departments. The method based on COM+ component technology makes the model distributed in the host computer all over the Internet/Intranet. Consequently, widespread models can be supplied to the client by application servers.","17","Decision support systems","Client server computer systems - Computer architecture - Computer software - Decision making - Information management - Mathematical models - World Wide Web - XML","Component technology - Model integration","722 Computer Systems and Equipment - 722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 903.2 Information Dissemination - 912.2 Management - 921 Mathematics","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Capture zone of biased proportional navigation guidance law","20161102092878","","Xu, Xingyuan (1, 2); Guo, Chenxian (3) ","(1) Information Engineering School, Henan University of Science and Technology, Luoyang Henan; 471023, China (2) China Airborne Missile Academy, Luoyang Henan; 471009, China (3) Information Engineering College, Zhongzhou University, Zhengzhou Henan; 450044, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","927-930","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279419","7279419","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Specified impact angle can considerably increase missile's lethality in the terminal engagement. Proportional navigation guidance (PNG) law and its variants are widely known and used due to its inherent simplicity and ease of implementation. In this paper, the capture zone of biased PNG (BPNG) law will be researched in depth. The influence of the parameters in BPNG law will be discussed in detail, and the capture zone about these parameters are given. Numerical simulations are used to demonstrate the obtained results. © 2015 IEEE.","11","Electronic guidance systems","Automation - Navigation","biased PNG - Biased proportional navigation guidances - Capture zones - Guidance laws - Impact angles - Proportional navigation guidance","731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Identification and cadmium (II) resistance of strain YN12, Acidithiobacillus caldus","20081611208496","","Ding, Jian-Nan (1); Zhu, Ruo-Lin (1); Kang, Jian (1); Zhang, Cheng-Gui (1); Wu, Xue-Ling (1); Qiu, Guan-Zhou (1) ","(1) School of Resources Processing and Bioengineering, Central South University, Changsha 410083, China ","Ding, J.-N. ","Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals","Zhongguo Youse Jinshu Xuebao","","Central South University of Technology, Hunan, Changsha, 410083, China","18","2","342-348","February 2008","","","","2008","Chinese","10040609","","","","","","","","","","ZYJXFK","Journal article (JA)","A moderately thermophilic sulfur-oxidizing strain, YN12, was isolated from an acidic hot spring sample collected in Yunnan Province, southeastern China. Morphological, physiological and 16S rDNA sequence data suggest that YN12 belongs to the species, Acidithiobacillus caldus. YN12 exhibits a very high degree of resistance to cadmium (II), with an original maximum tolerated concentration (MTC) of 4.8 g/L and an ultimate MTC of 31.5 g/L after adapted by a gradually increased concentration of 3CdSO4&middot8H2O. Continuously cultured in the medium containing 210 g 3CdSO4&middot8H2O/L (equal to 31.5 g/L of Cd2+) for three generations, the strain is capable of restoring its growth and sulfur oxidation activity to an approximately normal level.","18","Bioleaching","Oxidation","Acidithiobacillus caldus - Cadmium resistance - Maximum tolerated concentration (MTC) - Strain YN12","461.8 Biotechnology - 533.1 Ore Treatment - 802.2 Chemical Reactions - 802.3 Chemical Operations","Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The relationship between the super plasticity of laser welding joint of titanium alloy and hydrogen treatment","20172903944022","","Cao, Zean (1); Cheng, Donghai (1); Jiang, Xunyan (1); Hu, Dean (1); Chen, Yiping (1) ","(1) Nanchang Hang Kong University, Nanchang, China ","Cheng, Donghai(1250985008@qq.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","207","1","","June 15, 2017","4th International Conference on Advanced Composite Materials and Manufacturing Engineering 2017","","1 of 1","2017","English","17578981","1757899X","","","10.1088/1757-899X/207/1/012065","012065","2017 4th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2017","May 20, 2017 - May 21, 2017","Xishuangbanna, Yunnan, China","128593","","Conference article (CA)","The superplastic deformation uniformity of laser welded joint of TC4 titanium alloy is improved by hydrogen treatment. The non-uniform deformation coefficient K was introduced to quantification ally characterize the non-uniform deformation. The results show when the content of hydrogen exceeds 0.29%, the super plasticity of the titanium alloy welded plate decreases with the increase of the hydrogen content. The decrease of the shrinkage of the base material is larger than that of the weld section with the increase of hydrogen content. The K can be used to describe the non-uniform deformation of the weld and the base material during the superplastic deformation of laser welded joint of the TC4. The K value increases with increaseing hydrogen content, increaseing deformation temperature and decreaseing strain rate. The K value reaches the maximum of 0.84 with hydrogen content of 1.299%, deformation temperature of 920 °C, strain rate of 10-4S-1. © Published under licence by IOP Publishing Ltd.","8","Strain rate","Bridge decks - Composite materials - Hydrogen - Manufacture - Plasticity - Superplastic deformation - Titanium alloys - Welded steel structures - Welding - Welds","Base material - Deformation temperatures - Hydrogen contents - Hydrogen treatments - Laser welded joints - Non-uniform deformation - TC4 titanium alloy - Welded plates","401.1 Bridges - 537.1 Heat Treatment Processes - 538.2 Welding - 542.3 Titanium and Alloys - 804 Chemical Products Generally - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"RMP: An element-level and graph-level combined ontology matching framework","20170503315024","","Zhang, Yiting (1); Xie, Cheng (1); Zhong, Haojian (1); Jiang, Lihong (1); Cai, Hongming (1) ","(1) Shanghai Jiao Tong University, Shanghai, China ","Cai, Hongming(hmcai@sjtu.edu.cn) ","Communications in Computer and Information Science","Commun. Comput. Info. Sci.","","Springer Verlag","675","","195-210","2016","Software Engineering and Methodology for Emerging Domains - 15th National Software Application Conference, NASAC 2016","","1 of 1","2016","English","18650929","","","9789811034817","10.1007/978-981-10-3482-4_14","","15th National Software Application Conference, NASAC 2016","November 3, 2016 - November 5, 2016","Kunming, Yunnan, China","188539","","Conference article (CA)","Ontology offers rich properties to describe knowledge in information systems. However, ontologies in knowledge-based systems usually suffer from semantic heterogeneities due to distributed developers. Ontology matching is a key solution to the heterogeneity problem in knowledge management. Though state-of-the-art ontology matching systems are able to support diverse ontology matching tasks, the semantic heterogeneity in ontology matching is still the main challenge. In this paper, we propose an element and graph combined matching framework to specifically deal with semantic heterogeneity during ontology matching. Moreover, we also develop an automated ontology matching system and evaluate the system in diverse ontology matching tasks. By using the graph indexing technique, the matching system is scalable with large ontology matching. The experimental results show that the proposed system achieves a good result in highly heterogeneous matching tasks and a comparable result in large ontology matching tasks. © Springer Nature Singapore Pte Ltd. 2016.","21","Ontology","Application programs - Indexing (of information) - Knowledge based systems - Knowledge management - Semantics","Element matching - Graph matchings - Ontology matching - Similarity propagation - Weight calculation","723 Computer Software, Data Handling and Applications - 903.1 Information Sources and Analysis - 903.3 Information Retrieval and Use",,"Number: 71171132, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61373030, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The paper has been supported in part by National Natural Science Foundation of China under contract number 71171132 and 61373030.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on robot motion control for intelligent welding processes based on the laser tracking sensor","20172903944286","","Zhang, Bin (1); Wang, Qian (1); Tang, Chen (1); Wang, Ju (1) ","(1) China Ji Liang University, Hangzhou; 310018, China ","Zhang, Bin(zhwwbin@cjlu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","207","1","","June 15, 2017","4th International Conference on Advanced Composite Materials and Manufacturing Engineering 2017","","1 of 1","2017","English","17578981","1757899X","","","10.1088/1757-899X/207/1/012036","012036","2017 4th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2017","May 20, 2017 - May 21, 2017","Xishuangbanna, Yunnan, China","128593","","Conference article (CA)","A robot motion control method is presented for intelligent welding processes of complex spatial free-form curve seams based on the laser tracking sensor. First, calculate the tip position of the welding torch according to the velocity of the torch and the seam trajectory detected by the sensor. Then, search the optimal pose of the torch under constraints using genetic algorithms. As a result, the intersection point of the weld seam and the laser plane of the sensor is within the detectable range of the sensor. Meanwhile, the angle between the axis of the welding torch and the tangent of the weld seam meets the requirements. The feasibility of the control method is proved by simulation. © Published under licence by IOP Publishing Ltd.","7","Process control","Bridge decks - Composite materials - Electric welding - Genetic algorithms - Intelligent robots - Motion control - Welds","Control methods - Free form curve - Intelligent welding - Intersection points - Laser tracking - Robot motion control - Weld seam - Welding torch","401.1 Bridges - 538.2 Welding - 538.2.1 Welding Processes - 731.3 Specific Variables Control - 731.6 Robot Applications - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hardware and software implementation of new induced polarization detection system","20164302954372","","He, Ruihao (1); Li, Wenhao (1); Zhang, Mengxi (2); Liu, Shenghui (1); Luo, Yueyun (1); Qiu, Yong (1); Zhang, Qisheng (1) ","(1) China University of Geoscience, Beijing, China (2) Yunnan University, Yunnan, China ","","2016 3rd International Conference on Digital Information Processing, Data Mining, and Wireless Communications, DIPDMWC 2016","Int. Conf. Digit. Inf. Proc., Data Min., Wirel. Commun., DIPDMWC","","Institute of Electrical and Electronics Engineers Inc.","","","297-301","August 2, 2016","2016 3rd International Conference on Digital Information Processing, Data Mining, and Wireless Communications, DIPDMWC 2016","","1of1","2016","English","","","","9781467393799","10.1109/DIPDMWC.2016.7529406","7529406","3rd International Conference on Digital Information Processing, Data Mining, and Wireless Communications, DIPDMWC 2016","July 6, 2016 - July 8, 2016","Moscow, Russia","123190","","Conference article (CA)","Induced polarization detection system (induced polarization instrument for short) conducts prospecting and solves geological problems by the induced polarization method in electric prospecting. The induced polarization instrument includes hardware and software parts. Hardware is mainly composed of main control unit, transmitter unit and receiver unit and power supply unit. System software implemented with C programming language and completed the development of core drivers and related applications, and can realize the human-machine interaction. The schematic circuit diagram is prepared through Altium Designer software. The instrument is assembled after making PCB, and many field tests are carried out. Test data show that the instrument can properly collect potential information, and meet the design requirements. © 2016 IEEE.","12","C (programming language)","Application programs - Computer systems programming - Data handling - Data mining - Electric power systems - Electric prospecting - Hardware - Polarization - Wireless telecommunication systems","C language - Hardware and software - Hardware and software implementations - Human machine interaction - Induced polarization - Power supply unit - sending and receiving - STM32","481.4 Geophysical Prospecting - 605 Small Tools and Hardware - 706.1 Electric Power Systems - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hotspots Trends and Spatio-Temporal Distributions for an Investigative in the Field of Chinese Educational Technology","20190306385854","","Han, Yantao (1, 2, 3); Zhang, Ru (1, 2, 3); Yang, Yang (1, 2, 3) ","(1) Yunnan Normal University, School of Information Science and Technology, China (2) Engineering Research Center of GIS Technology in Western China, Ministry of Education, China (3) Laboratory of Pattern Recognition and Artificial Intelligence, Yunnan Normal University, China ","Yang, Yang(yyang_ynu@163.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","","1 of 1","2018","English","2161024X","21610258","","9781538676196","10.1109/GEOINFORMATICS.2018.8557196","8557196","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","In this article we retrieve 11, 653 authoritative journal papers in the field of domestic educational technology from 2008 to 2018, and used Citespace5 to analyze the keywords, authors, and institutions of the sample literatures. Analyzing the hot issues and trends in the research of educational technology by the frequency of keywords, intermediate center and prominence. Analyzing the authors' collaboration knowledge map and the h-index to obtain a high-impact author distribution and cooperation in the field of education technology. Using the author's institutional information to analyze the temporal and spatial distributions of researches in the field of domestic education technology from the regional level. The analysis shows the following six hot issues in the field of education technology in recent years. 'MOOC' and 'big data analysis' have become the hottest research trends in the field; the scholars in the fields are not closely linked, the authors of high influence are relatively stable, and few core teams form a complete cooperation model; the academic development difference between the domestic regions is relatively large, the national research cooperation network is low in density and geographically concentrated. Based on the above issues, the article gives a corresponding summary and reflections, with a view to providing reference for the development of research in the field of education technology. © 2018 IEEE.","17","Probability distributions","Educational technology","Citespace5 - Education technology - Hot trends - Spatial and temporal distribution - Visual analysis","901.2 Education - 922.1 Probability Theory",,"Number: 0100060502006, Acronym: -, Sponsor: Doctoral Scientific Research Start-up Foundation from Henan University of Technology; Number: 41661080, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by National Natural Science Foundation of China (41661080); Doctoral Scientific Research Foundation of Yunnan Normal University (01000205020503065); College Students’ Scientific Research Training Project of Yunnan Normal University (0100060502006).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Non-Rigid Image Registration with Spatial Structure Preservation","20190306385850","","Bi, Dongsheng (1, 2, 3); Zhu, Yanhui (1, 2, 3) ","(1) Yunnan Normal University, School of Information Science and Technology, Kunming, China (2) Engineering Research Center of GIS Technology in Western China, Ministry of Education, China (3) Laboratory of Pattern Recognition and Artificial Intelligence, Yunnan Normal University, Kunming, China ","Zhu, Yanhui(igiser@126.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","","1 of 1","2018","English","2161024X","21610258","","9781538676196","10.1109/GEOINFORMATICS.2018.8557191","8557191","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","We propose a new non-rigid image registration method with spatial structure Preservation. We added two spatial constraints in the regularization term to maintain the spatial structure in iterations. We tested the proposed method's performance in remote sensing images and low-altitude aerial images, comparing it with three state-of-the-art methods. The results of the experiment show that our method shows the better performance in most cases. © 2018 IEEE.","20","Image registration","Antennas - Remote sensing","Aerial images - Low altitudes - Non-rigid - Nonrigid image registration - Regularization terms - Remote sensing images - Spatial constraints - Spatial structure","723.2 Data Processing and Image Processing",,"Number: 0100060502006, Acronym: -, Sponsor: Doctoral Scientific Research Start-up Foundation from Henan University of Technology; Number: 41661080, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by National Natural Science Foundation of China (41661080); Doctoral Scientific Research Foundation of Yunnan Normal University (01000205020503065); College Students’ Scientific Research Training Project of Yunnan Normal University (0100060502006)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effect of high-voltage pulsed electric feld (HPEF) pretreatment on biogas production rates of hybrid Pennisetum by anaerobic fermentation","20173604116286","","Wang, Baijuan (1); Chen, Ting (1); Qin, Xiangdong (1, 2); Wu, Qi (1); Zhao, Yan (1); Bai, Shunxing (1, 2); Peng, Wen (1); Feng, Bo (1) ","(1) Yunnan Agricultural University, Kunming; Yunnan; 650201, China (2) Engineering and Research Center for Industrial Biogas Technology of Yunnan Province University, Kunming; Yunnan; 650201, China ","","Natural Gas Industry","Natur. Gas Ind.","","Natural Gas Industry Journal Agency","37","7","132-138","July 25, 2017","","","","2017","Chinese","10000976","","","","10.3787/j.issn.1000-0976.2017.07.020","","","","","","TIGOE3","Journal article (JA)","","20","Anaerobic digestion","Biogas - Electric fields - Fermentation - Gases - Hybrid materials - Models","Anaerobic fermentation - Gas generation rates - High-voltage pulsed electric field - Hybrid Pennisetum - Material utilization - Stimulation","522 Gas Fuels - 701.1 Electricity: Basic Concepts and Phenomena",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The influence of contextual support on persistent sharing willingness of QQ group members: Mediating effect of autonomous motivations","20171503559559","","Yuan, Liuliang (1); Liu, Wei (2) ","(1) Guangdong Medical University, Zhanjiang, China (2) Yunnan University, Kunming, China ","Yuan, Liuliang(yuanliuliang@gmail.com) ","Online Information Review","Online Info. Rev.","","Emerald Group Publishing Ltd., Howard House, Wagon Lane, Bingley, BD16 1WA, United Kingdom","41","2","185-201","2017","","","","2017","English","14684527","","","","10.1108/OIR-01-2016-0009","","","","","","OIRNAU","Journal article (JA)","Purpose - The purpose of this paper is to explore the ways to encourage members in QQ knowledge-communication groups to persistently share knowledge in terms of contexts and autonomous motivations. Design/methodology/approach - Based on self-determination theory, three important contextual factors of QQ knowledge-communication groups were selected as exogenous variables and three typical autonomous motivations as mediating variables to construct a knowledge-sharing model. Internet questionnaire surveys and data collection were conducted to test proposed hypotheses by means of structural equation modeling with AMOS. Findings - Reciprocity, learning, and altruism have significant positive influence on persistent sharing willingness, and the degree to which each factor influences persistent sharing willingness differs considerably. Autonomy support, perceived usefulness, and relatedness support have no significantly direct influence on persistent sharing willingness, but they indirectly influence the persistent sharing behaviors by the mediating effect of different autonomous motivations. Originality/value - This study contributes theoretically and practically. First, the results suggest that a particular motivation in different contexts has a different degree of autonomy. In addition, explanations are offered for the phenomenon that suggest that controlled motivations directly affect autonomous motivations. It was found that the contextual factors of competence support and relatedness support also have influence on different autonomous motivations, and hence encourage knowledge-sharing behaviors. Specific suggestions for QQ group managers and information seekers are proposed. © Emerald Publishing Limited.","62","Motivation","Group theory - Knowledge management - Surveys","Autonomous motivations - Design/methodology/approach - Knowledge communication - Knowledge-sharing - QQ group - Questionnaire surveys - Self-determination theories - Structural equation modeling","723.5 Computer Applications - 912.4 Personnel - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Remote Sensing Image Registration with Multiple Features and Parameter Optimization","20190306386013","","Zhao, Wanjing (1, 2, 3); Yang, Yang (1, 2, 3); Yang, Kun (1, 2) ","(1) Yunnan Normal University, School of Information Science and Technology, China (2) Engineering Research Center of GIS Technology in Western China, Ministry of Education, China (3) Laboratory of Pattern Recognition and Artificial Intelligence, Yunnan Normal University, China ","Yang, Yang(yyang_ynu@163.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","","1 of 1","2018","English","2161024X","21610258","","9781538676196","10.1109/GEOINFORMATICS.2018.8557150","8557150","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","Remote sensing image registration plays an essential role in agriculture and military fields, it has been widely used in agriculture and urban land use planning, military damage assessment, and environmental monitoring, etc. In this paper, we propose an image registration method based on multiple features and parameter optimization. Which has a contribution, the parameter L is optimized in the local feature. And we optimize the parameter in different registration modes to promote the registration accurate. We evaluated the performances of the proposed method by a series of remote sensing images from Google Earth, and compared with five state-of-the-art methods. Where our method shows the best alignments in most scenarios. © 2018 IEEE.","20","Remote sensing","Agriculture - Damage detection - Image registration - Land use - Military photography","Damage assessments - Environmental Monitoring - Military fields - Multiple features - Non-rigid - Parameter optimization - Registration methods - Remote sensing images","403 Urban and Regional Planning and Development - 404.1 Military Engineering - 723.2 Data Processing and Image Processing - 821 Agricultural Equipment and Methods; Vegetation and Pest Control",,"Number: 01000205020503065, Acronym: -, Sponsor: Doctoral Scientific Research Start-up Foundation from Henan University of Technology; Number: 0100060502006, Acronym: -, Sponsor: -; Number: 41661080, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by National Natural Science Foundation of China (41661080); Doctoral Scientific Research Foundation of Yunnan Normal University (01000205020503065); College Students Scientific Research Training Project of Yunnan Normal University (0100060502006).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ion beam sputter deposition technique for direct growth of Ge quantum dots on a graphene/SiO2/Si substrate","20173804166826","","Yang, Yu (1, 2); Zeng, Tianjian (1); Zhang, Zhang (2); Wang, Chong (2); Sun, Tao (1) ","(1) School of Energy, Yunnan University, China (2) Institute of Optoelectronic Information Material, Yunnan University, China ","","Advanced Materials - TechConnect Briefs 2017","Adv. Mater. - TechConnect Briefs","","TechConnect","4","","210-213","2017","Informatics, Electronics and Microsystems - TechConnect Briefs 2017","","4 of 4","2017","English","","","","9780998878218","","","11th Annual TechConnect World Innovation Conference and Expo, Held Jointly with the 20th Annual Nanotech Conference and Expo, and the 2017 National SBIR/STTR Conference","May 14, 2017 - May 17, 2017","Washington, DC, United states","129795","","Conference article (CA)","The ion bean spurting deposition techinuqe has been successfully conducted directly for Ge quantum dots (QDs) grown on SiO2/Si substrate. The results show that the morphology and size of Ge QDs on graphene can be modulated by tuning the Ge coverage. Compared with that of traditional Ge dots grownon Si substrate, the positions of both corresponding photoluminescence (PL) peaks of Ge QDs/graphene hybrid structure undergo a large red-shift, which can probably be attributed to the lack of atomic intermixing and the existence of surface states in this hybrid material. According to DFT calculations, the Ge growth on the graphene follows the so-called Volmer-Weber mode. The therotical studies results illustrated that the interaction between Ge and graphene layer can be enhanced with the decrease of the Ge coverage. This project may supply a prototype for QDs/graphene hybrid nanostructure material fabricating for optoelectronic devices.","12","Semiconductor quantum dots","Calculations - Crystal atomic structure - Graphene - Hybrid materials - Ion beams - Ions - Nanocrystals - Optoelectronic devices - Silica - Sputtering - Substrates","Atomic intermixing - First-principles calculation - Hybrid nanostructures - Hybrid structure - Ion beam sputter deposition - Ion beam sputtering deposition - Morphology and size - Volmer-Weber modes","714.2 Semiconductor Devices and Integrated Circuits - 741.3 Optical Devices and Systems - 761 Nanotechnology - 804 Chemical Products Generally - 921 Mathematics - 931.3 Atomic and Molecular Physics - 932.1 High Energy Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Study on the Convergence of Family Particle Swarm Optimization","20170803377081","","An, Zhenzhou (1); Wang, Xiaoyan (1); Shi, Xinling (2) ","(1) Yuxi Normal University, Yuxi; 653100, China (2) Yunnan University, Yunnan; 650091, China ","An, Zhenzhou(anzhenzhou@sina.com) ","Mathematical Problems in Engineering","Math. Probl. Eng.","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2017","","","2017","","","","2017","English","1024123X","15635147","","","10.1155/2017/6129865","6129865","","","","","","Journal article (JA)","The sociological concept of family has been introduced in the particle swarm optimization (PSO) and the family PSO (FPSO) has been proposed, in which the particle swarm consisted of different families, each family consisted of different members, and there were different constraint relationships between family members. To further study the sensitivity of FPSO to the control parameters, this paper proposed a special model of FPSO and analyzed the convergence of FPSO theoretically. This model offered a new view to research the particle trajectory and divided the position sequence of particle into the even and odd subsequences. By mathematical analysis, the condition of two subsequences convergence was obtained and the related convergent theories and corollaries were proved. Simulations for benchmark functions showed that the convergence behavior of model and experimental results provided a valuable guideline for selecting control parameters. © 2017 Zhenzhou An et al.","16","Particle swarm optimization (PSO)","Engineering - Mathematical techniques","Benchmark functions - Control parameters - Convergence behaviors - Mathematical analysis - Particle swarm - Particle trajectories - Special models","723 Computer Software, Data Handling and Applications",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
