Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"An improved tracking algorithm in crowded scenes and dynamic background","20101812902957","","Yue, Yingying (1); Gao, Yun (1, 2); Zhang, Xuejie (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming, China (2) High Performance Computing Center, Yunnan University, Kunming, China ","Yue, Y.(yyybf@126.com) ","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","Int. Conf. Internet Multimedia Comput. Serv., ICIMCS","ACM SIGMM Beijing Chapter; National Science Foundation of China","Association for Computing Machinery (ACM)","","","39-42","2009","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","","","2009","English","","","","9781605588407","10.1145/1734605.1734618","","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","November 23, 2009 - November 25, 2009","Kunming, Yunnan, China","80025","","Conference article (CA)","In this paper, an improved tracking algorithm in crowded scenes and dynamic background is presented, detecting motion objects with an improved TFDM [1] based on adaptive background registration automatically, and tracking objects with a joint method of Motion Trajectory and MFTM [1]. The experimental results show that the better effects of detecting and tracking can be acquired than [1] in crowded scenes and dynamic background. Copyright 2009 ACM.","9","Tracking (position)","Object detection","Adaptive backgrounds - Crowded scenes - Dynamic background - Improved TFDM - Motion objects - Motion trajectories - Tracking algorithm - Tracking objects","723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Infrared and visible image fusion based on target extraction in the nonsubsampled contourlet transform domain","20180304658271","","He, Kangjian (1); Zhou, Dongming (1); Zhang, Xuejie (1); Nie, Rencan (1); Wang, Quan (1); Jin, Xin (1) ","(1) Yunnan University, Information College, Kunming, China ","Zhou, Dongming(zhoudm@ynu.edu.cn) ","Journal of Applied Remote Sensing","J. Appl. Remote Sens.","","SPIE","11","1","","January 1, 2017","","","","2017","English","","19313195","","","10.1117/1.JRS.11.015011","015011","","","","","JARSC4","Journal article (JA)","A fusion algorithm based on target extraction for infrared image (IIR) and visible image fusion in the nonsubsampled contourlet transform (NSCT) domain is proposed. Commonly, the target information in IIR is important; in order to fully retain the target information in a final fused image, first, use maximum between-class variance method to segment IIR, such that the target regions with salient objects are extracted to produce the background and target images. Next, the visible and background images are decomposed to a series of low-pass and band-pass images by NSCT, respectively. Then, fuse the obtained images to produce the fused background image by different strategies in each band, in which Gaussian fuzzy logic is used to produce the low-pass coefficient; the spatial frequency of each band-pass image is used to determine the linking strength β value of pulse coupled neural network structure, and the result is used to fuse the band-pass images. Eventually, the fused image is produced combining the target image and the fused background image. The experiments show that this algorithm can retain more background details of the two images and highlight the target in the infrared image more effectively, as well as obviously improve the visual effect of the fusion image. © 2017 Society of Photo-Optical Instrumentation Engineers (SPIE).","33","Image enhancement","Computer circuits - Extraction - Fuzzy inference - Fuzzy logic - IIR filters - Image fusion - Image segmentation - Infrared imaging - Neural networks","Between-class variances - Infrared and visible image - Multisensor technology - Non subsampled contourlet transform (NSCT) - Non-sub-sampled contourlet transforms - Pulse coupled neural network - Target extraction - Target information","703.2 Electric Filters - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 721.3 Computer Circuits - 723.2 Data Processing and Image Processing - 746 Imaging Techniques - 802.3 Chemical Operations",,"Number: 61365001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61463052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors would like to thank all the anonymous reviewers for their valuable and constructive remarks that are very helpful to improve the quality of this paper. This research was financially supported by the National Natural Science Foundation of China (Grant Nos. 61365001 and 61463052).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The analysis of sliding mode control features in variable structure system with saturation","20161102092581","","Lebedev, Alexander (1) ","(1) Far Eastern Federal University, 8, Sukhanova Str., Vladivostok; 690950, Russia ","Lebedev, Alexander(avlebedev@mail.primorye.ru) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2203-2208","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279653","7279653","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","The application of variable structure system with sliding mode and saturation in a task of position control of second order dynamic object is considered in this paper. The features of system behaviour at different values of control law coefficients are analyzed. The new conditions of a sliding mode existence in the given areas of a phase plane are formulated and strictly proved. The control systems parameters ensuring the greatest possible fast-action and high dynamic precision are determined. The received conclusions are confirmed by results of control system numerical simulation. © 2015 IEEE.","9","Sliding mode control","Automation - Flight control systems - Position control - Robust control - Saturation (materials composition)","Control laws - High dynamic precision - Phase plane - Second-order dynamics - Sliding modes - Systems parameters - Variable structure system","731 Automatic Control Principles and Applications - 801.4 Physical Chemistry",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A character segmentation algorithm for the palm leaf manuscripts","20181104902411","","Peng, Ge (1); Yu, Peng Fei (1); Li, Hai Yan (1); Li, Hong Song (1); Zhu, Xu Dong (1) ","(1) Information School, Yunnan University, Kunming, Yunnan, China ","","2017 2nd IEEE International Conference on Computational Intelligence and Applications, ICCIA 2017","IEEE Int. Conf. Comput. Intell. Appl., ICCIA","","Institute of Electrical and Electronics Engineers Inc.","2017-January","","354-358","December 4, 2017","2017 2nd IEEE International Conference on Computational Intelligence and Applications, ICCIA 2017","","1 of 1","2017","English","","","","9781538620304","10.1109/CIAPP.2017.8167238","","2nd IEEE International Conference on Computational Intelligence and Applications, ICCIA 2017","September 8, 2017 - September 11, 2017","Beijing, China","133504","","Conference article (CA)","To tackle the problem of character segmentation for the palm leaf manuscripts, a character segmentation algorithm is proposed in this paper. The whole process of the algorithm consists of two steps, interleaving character segmentation and touching character segmentation. In the first step, the improved Viterbi algorithm and some path filtering rules are used to perform path detecting and path filtering respectively. In the second step, the Concave spot detecting method based segmentation algorithm is proposed to solve the touching character segmentation problem. The experiments in this work base on a text line database obtained by our previous works and the experimental results prove the effectiveness of the proposed algorithm in the character segmentation for the palm leaf manuscripts. © 2017 IEEE.","8","Viterbi algorithm","Artificial intelligence","Character segmentation - Detecting methods - Filtering rules - Palm leaf manuscripts - Segmentation algorithms - Text lines - Touching character segmentations - Whole process","723.4 Artificial Intelligence - 922.1 Probability Theory",,"Number: 61462094, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61561050, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors would like to thank the financial supports by National Natural Science Foundation of China (Grant No.61462094, 61561050) and Natural Science Foundation of Yunnan Province of China (Grant No.2015FB116).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Image specific target detection and localization based on locally adaptive regression kernels algorithm","20164603020365","","He, Kangjian (1); Zhou, Dongming (1); Nie, Rencan (1); Jin, Xin (1); Wang, Quan (1) ","(1) Information College, Yunnan University, Kunming; 650504, China ","","Proceedings of 2016 8th IEEE International Conference on Communication Software and Networks, ICCSN 2016","Proc. IEEE Int. Conf. Commun. Softw. Netw., ICCSN","","Institute of Electrical and Electronics Engineers Inc.","","","647-651","October 7, 2016","Proceedings of 2016 8th IEEE International Conference on Communication Software and Networks, ICCSN 2016","","1of1","2016","English","","","","9781509017805","10.1109/ICCSN.2016.7586603","7586603","8th IEEE International Conference on Communication Software and Networks, ICCSN 2016","June 4, 2016 - June 6, 2016","Beijing, China","124212","","Conference article (CA)","With the development of computer vision technology, it is possible to use different algorithms to detect and locate specific targets. Locally adaptive regression kernels (LARK), which is a method for rapid detection and localization of specific targets, is a kind of image analysis method without training, and can be used to search for specific target images quickly. It operates using a single example of an object as a query image to find similar matching in a target image. Firstly, features are preliminarily extracted from the query image using the local steering kernels as descriptors, and then salient features are further extracted using locality preserving projection (LPP). And then the comparison between the target image and the query image is done using the cosine similarity criterion to find all possible similar objects. Finally, the non-maxima suppression method is used to preserve the most similar objects, so as to achieve the detection and localization of the specific target. In this paper, we choose the different images with different angles and different scaling to carry out the experiments. The experimental results show that this algorithm is a good method for object detection and localization. © 2016 IEEE.","13","Object detection","Object recognition - Regression analysis","Computer vision technology - Cosine similarity - Detection and localization - Image detection - Locality preserving projections - locally adaptive regression kernels - Object detection and localizations - Salient features","723.2 Data Processing and Image Processing - 922.2 Mathematical Statistics",,"Number: 61365001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61463052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China under Grant 61365001 and Grant 61463052.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Simulation model of dynamic aerobic compost and its application","2001336619514","","Wang, H. ; Li, Y. ","(1) Dept. of Environmental Sci. and Eng., Tsinghua University, Beijing 100084, China ","","Zhongguo Huanjing Kexue/China Environmental Science","Zhongguo Huanjing Kexue","","Tsinghua University","21","3","240-244","Jun 20 2001","","","","2001","Chinese","10006923","","","","","","","","","","ZHKEEI","Journal article (JA)","An overall material and energy balance analysis of dynamic aerobic composting system is conducted; a model for simulating the dynamic aerobic composting process is established; and a corresponding computer software is created. The experimental composting results of municipal solid waste (MSW) and sugar refinery waste (SRW) are used to test and prove the effectiveness of the model. A case study in which substrate mixture of MSW and SRW is used to produce compost is conducted in Yunxian county, Yunnan province to simulate the composting technique; and a series of technical parameters are obtained including time duration, reactor volume, water content, oxygen demand etc. The model can be used for technical design and operation control of single material composting or multiple material composting system.","5",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ontology induction in the cognitive model of ontology learning","20172303742596","","Dehai, Zhang (1); Naiyao, Wang (1); Bin, Wang (1); Zhonghao, Yang (1); Zhao, Hang (1) ","(1) Software College, Yunnan University, Kunming, China ","","2016 2nd IEEE International Conference on Computer and Communications, ICCC 2016 - Proceedings","IEEE Int. Conf. Comput. Commun., ICCC - Proc.","","Institute of Electrical and Electronics Engineers Inc.","","","821-824","May 10, 2017","2016 2nd IEEE International Conference on Computer and Communications, ICCC 2016 - Proceedings","","1 of 1","2016","English","","","","9781467390262","10.1109/CompComm.2016.7924817","7924817","2nd IEEE International Conference on Computer and Communications, ICCC 2016","October 14, 2016 - October 17, 2016","Chengdu, China","127763","","Conference article (CA)","Ontology learning has become a popular research field recently. But most ontology construction methods are semiautomatic, and the construction process of ontology is still a tedious and painstaking task. The cognitive model of ontology learning is an automatic model of ontology construction that simulates the process of human being recognizing the world. Induction is an important step of the model. This paper presents a strategy for the ontology induction in the cognitive model of ontology learning, which includes some generalization principles and the corresponding induction operators. It generates induction hypothesis through a series of operations. As a result, induction hypothesis are generated from the present ontology and it can generalize the existing ontology. © 2016 IEEE.","11","Ontology","Computer science - Computers","Automatic modeling - Cognitive model - Construction process - Human being - Induction hypothesis - Ontology construction - Ontology learning - Research fields",,,"Number: 61263043, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by the National Natural Science Foundation of China (Grant No.61263043).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Landmark selection and matching for aiding lunar surface navigation","20161102093084","","Feng, Yujian (1); Zhang, Jianhua (1); Ren, Qinhu (1); Xie, Zhen (1); Liu, Sheng (1); Chen, Shengyong (1) ","(1) Zhejiang University of Technology, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1365-1370","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279499","7279499","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","The visual navigation on the lunar surface is a natural way to alleviate the accumulated error raised by the inertial navigation device. However, it is difficult to find distinctive landmarks for effective visual navigation due to the similar and textureless terrains on the lunar surface. In this paper, a novel algorithm is proposed to solve such a problem. Firstly, the local invariant features extract. Next, an improved density cluster technology employed is to initial landmark patches. Finally, we choose the most distinctive and robust patch by optimizing an objective function. For meeting the real time requirement, we also design an effective strategy to reduce the number of local invariant features. The proposed method evaluates in the lunar surface map with 50 meters accuracy. The experimental results exhibit satisfactory performance in terms of matching accuracy. © 2015 IEEE.","25","Moon","Automation - Image matching - Navigation","Accumulated errors - Density-based - Inertial navigations - Landmark selection - Local invariant features - Lunar surface - Objective functions - Real time requirement","657.2 Extraterrestrial Physics and Stellar Phenomena - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ontology reduction based on axiomatic cognitive model for ontology learning","20173404068113","","Zhang, Dehai (1); Wang, Naiyao (1); Yang, Zhonghao (1); Wang, Bin (1); Zhao, Hang (1) ","(1) Software College Yunnan University, Kunming; 650091, China ","","Proceedings - 2016 8th International Conference on Information Technology in Medicine and Education, ITME 2016","Proc. - Int. Conf. Inf. Technol. Med. Educ., ITME","","Institute of Electrical and Electronics Engineers Inc.","","","627-630","July 12, 2017","Proceedings - 2016 8th International Conference on Information Technology in Medicine and Education, ITME 2016","","1 of 1","2016","English","","","","9781509039050","10.1109/ITME.2016.0147","7976561","8th International Conference on Information Technology in Medicine and Education, ITME 2016","December 23, 2016 - December 25, 2016","Fuzhou, China","129140","","Conference article (CA)","Although it is easier to acquire knowledge from structured or unstructured data with NLP (Nature Language Processing) and Machine Learning techniques, it is still difficult to exclude logic errors using reinforcement learning on ontology construction. Ontology reduction is a key step when a learner agent removes the knowledge from the existing ontology in the process ontology learning. This proposal designs and validates the method of ontology reduction based on the axiomatic cognitive model, which include the ontology reduction postulates, axioms and operations of the learning construction. It is proved these operators subject to the established axiom system.ng model. Our approach aims at improving the efficiency and accuracy of the ontology. © 2016 IEEE.","16","Ontology","Reinforcement learning","Cognitive model - Learner Agent - Machine learning techniques - Nature language processing - Ontology construction - Ontology learning - Process ontologies - Unstructured data","723.4 Artificial Intelligence",,"Number: 61263043, Acronym: -, Sponsor: National Natural Science Foundation of China; ","ACKNOWLEDGMENT This work is supported by the National Natural Science Foundation of China (Grant No.61263043).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preparation of modified TiO2nanorods and research of light photocatalytic activity","20153601247088","","Li, Miao-Jing (1, 2); Cui, Xin-Yu (1); Yin, Yong-Kui (1); Rong, Sheng-Zhong (1); Jin, Xiu-Dong (1); Wu, Qun-Hong (2); Hao, Yan-Hua (2) ","(1) Mudanjiang Medical University, Mudanjiang, China (2) Harbin Medical University, Harbin, China ","Wu, Qun-Hong(limiaojing@aliyun.com) ","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","461-464","2015","","","1 of 1","2015","English","","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","To improve visible-light photocatalytic activity of nano TiO2, N, W-codoped TiO2nanorods were prepared by hydrothermal method. The prepared samples were characterized by SEM, XRD, and TEM. The results showed that the N, W-codoped TiO2nanorods exhibited a higher photocatalytic activity under visible-light irradiation compared with undoped TiO2, because the codoping of N and W ions extended the visible-light absorption. © 2015 Taylor & Francis Group, London.","9","Light","Light absorption - Nanorods - Photocatalysis - Titanium dioxide","Co-doped - Co-doping - Hydrothermal methods - Nano-TiO2 - Photocatalytic activities - Visible light absorption - Visible light photocatalytic activity - Visible-light irradiation","741.1 Light/Optics - 761 Nanotechnology - 804.2 Inorganic Compounds - 933 Solid State Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The estimations for the multifactorial interaction between factors and confidence intervals","20153601247162","","Wang, Xiao-Dong (1); Tian, Jun (2) ","(1) Quanzhou Normal University, Quanzhou, China (2) School of Public Health, Fujian Medical University, Fuzhou, China ","Tian, Jun ","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","31-38","2015","","","1 of 1","2015","English","","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","In some researches, the time is a target variable. The factors that may influence the time of an outcome occurring are need to be analyzed. The effect of one factor on the outcome is often modified by another factor because there is an interaction between them, the analysis of which is very important for us to study the mechanism of the effect of the factors on the outcome. This paper proposes the methods used to evaluate the factors influencing the survival time of the patients with cancer, their interactions, and their 95% confidence intervals in the survival analysis. © 2015 Taylor & Francis Group, London.","7","Factor analysis",,"Confidence interval - One-factor - Survival analysis - Survival time","922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Uncertain Influence Sources Oriented Influence Blocking Maximization in Social Networks","20174504379349","","Li, Jin (1, 2); Yue, Kun (3); You, Jie (1, 2); Xie, Xiaorui (1, 2); Zhang, Yunfei (3) ","(1) School of Software, Yunnan University, Kunming; 650500, China (2) Key Laboratory of Software Engineering, Yunnan Province, Kunming; 650500, China (3) School of Information Science and Engineering, Yunnan University, Kunming; 650500, China ","Yue, Kun(kyue@ynu.edu.cn) ","Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology","Dianzi Yu Xinxi Xuebao","","Science Press","39","9","2063-2070","September 1, 2017","","","","2017","Chinese","10095896","","","","10.11999/JEIT161360","","","","","","DKXUEC","Journal article (JA)","Influence blocking maximization is currently a focused issue in the research area of social networks. This paper considers the issue of influence blocking maximization with uncertain negative influence sources. First, in order to increase efficiency of blocking seeds mining algorithms, the approximate estimation method of influence propagation of negative seeds under the competitive linear threshold model is discussed. Based on the estimation, a blocking seeds mining algorithm for finite uncertain negatively influence sources is proposed to maximize expected influence blocking utility. Second, for the case of huge amount of negatively influence sources with uncertainty, a blocking seeds mining algorithm based on the sampling average approximation approach is proposed to balance the tradeoffs between scalability and effectiveness of the influence blocking maximization. Finally, experiments are carried on real data sets of social networks to verify the feasibility and scalability of the proposed algorithms. © 2017, Science Press. All right reserved.","18","Approximation algorithms","Scalability - Social networking (online)","Approximate estimation - Approximation approach - Influence source - Linear threshold models - Mining algorithms - Real data sets","723 Computer Software, Data Handling and Applications - 921 Mathematics - 961 Systems Science",,"Number: -, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: -, Acronym: NCET, Sponsor: Program for New Century Excellent Talents in University; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","收稿日期：2016-12-13；改回日期：2017-04-11；网络出版：2017-05-26 *通信作者：岳昆 kyue@ynu.edu.cn *칇ꕎ䴬?：国家自然科学*칇?(61562091, 61472345), 云南省应用*? 础研究计划，(2014FA023, 2016FB110), 云南大学中青年骨干教师 *촇佁甇?目, 云南大学青年英才*촶虁甇?(XT412003), 云南省软 件工程重点实验室开放项目(2012SE303, 2012SE205) Foundation Items: The National Natural Science Foundation of China (61562091, 61472345), The Natural Science Foundation of Yunnan Province (2014FA023, 2016FB110), The Foundation of Backbone Teacher Development of Yunnan University, The Program for Excellent Young Talents of Yunnan University (XT412003), The Open Foundation of Key Laboratory of Software Engineering of Yunnan Province (2012SE303, 2012SE205)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Correctness Control and Detection in Aspect-Oriented Business Process Modeling","20183605772209","","Zhang, Xuan (1, 2); Wang, Xu (3); Li, Tong (1, 2); Chen, Qing-Yi (1, 2); Liu, Jun-Hui (1, 2) ","(1) School of Software, Yunnan University, Kunming; 650091, China (2) Key Laboratory of Software Engineering of Yunnan, Kunming; 650091, China (3) School of Economics, Yunnan University, Kunming; 650091, China ","","Jisuanji Xuebao/Chinese Journal of Computers","Jisuanji Xuebao","","Science Press","41","3","521-544","March 1, 2018","","","","2018","Chinese","02544164","","","","10.11897/SP.J.1016.2018.00521","","","","","","JIXUDT","Journal article (JA)","Organizations increasingly work in a process-oriented manner, which offer promising perspectives for reducing costs and flow times, and increasing quality of service and productivity. As a consequence, single organizations may be dealing with collections of hundreds or thousands business process models. In order to support this abundance of business process modeling flexibility and improve business process models reusability, separation of concerns is used to separate the crosscutting activities and basic activities in accordance with the different functions of these activities, and an aspect-oriented business process modeling framework is proposed. This framework provides a reusable process modeling method and also provided a flexible and controllable way to assure correctness of the whole business process models. In the framework, an aspect-oriented business process meta-model is defined first. The crosscutting concerns activities are encapsulated as crosscutting aspects, while the basic business activities are modeled in basic processes. Then, according to the correctness requirements of the business process model, based on the weaving characteristics of aspect-oriented approach, weaving correctness is defined. Weaving correctness criteria between multi-aspects and between aspects and basic processes are designed. Errors or mistakes of aspect-oriented business process modeling are prevented during the procedure of modeling. In addition, a detection method for errors or mistakes in process modeling is proposed to ensure error-free business process modeling. Based on the meta-model and the correctness criteria and the detection method, an aspect-oriented business process modeling approach is proposed. The corresponding correctness of the structures, properties and behaviors are proved. Thirdly, an aided tool TPAT (Trustworthy business Process Aided Tool) is developed to provide modeling support. Finally, the theory, the approach and the tool were used in the cases of two banking business processes. Through the case study and performance evaluation, the theory and the approach are proved to be feasible and the tool is proved to be effective. Aspect-oriented modeling is suitable for providing flexible and reusable business process modeling. By adopting the correctness criteria and detecting errors and mistakes during modeling, aspect-oriented business process modeling approach assures the correctness of process models and provides better process-oriented support and adaptability to the ever-change environment. © 2018, Science Press. All right reserved.","48","Process engineering","Error detection - Petri nets - Quality of service - Reusability - Systems engineering - Weaving","Aspect oriented modeling - Business process model - Correctness - Cross-cutting concerns - Performance - Performance evaluations - Process-oriented manners - Separation of concerns","819.5 Textile Products and Processing - 913.1 Production Engineering - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 961 Systems Science",,"Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by the National Natural Science Foundation of China project "Research on Trustworthy Software Process Supporting Evolution" and "Research on Software Process Improvement Based on Requirement Changes".",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preface","20174804462832","","Kyriakopoulos, Grigorios L. (1) ","(1) National Technical University of Athens, Greece ","Kyriakopoulos, Grigorios L. ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","","1 of 1","2017","English","17551307","17551315","","","10.1088/1755-1315/93/1/011001","011001","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Journal article (JA)","",,,,,,,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An improved polling scheme for PCF MAC protocol","20114414461850","","Liu, Qianlin (1); Zhao, Dongfeng (1); Ding, Hongwei (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming, China ","Liu, Q.(liuqianlin@sina.com) ","7th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2011","Int. Conf. Wirel. Commun., Networking Mob. Comput., WiCOM","Communication University of China; Engineering Information Institute; et al.; Huazhong University of Science and Technology; Jiangsu University; Wuhan University","IEEE Computer Society","","","","2011","7th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2011","","","2011","English","","","","9781424462520","10.1109/wicom.2011.6040385","6040385","7th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2011","September 23, 2011 - September 25, 2011","Wuhan, China","87058","","Conference article (CA)","The design of media access control (MAC) protocol that can efficiently support the real-time applications in Wireless Local Area Networks (WLANs) requires that the MAC layer provide strict delay guarantees for sensitive traffic, the Point Coordination Function (PCF) with Round Robin (RR) polling scheme has been included in IEEE 802.11 MAC protocol to achieve this objective. This paper uses two-level-polling scheme to improve the performance of RR scheme, and the closed form expressions for the mean cyclic period (MCP), the mean queue length (MQL) and the mean waiting time (MWT) of the scheme have been obtained, the analytical results are also verified through extensive computer simulations. The comparison results show that the efficiency as well as impartiality of proposed scheme is better than that of the RR scheme. © 2011 IEEE.","20","Wireless local area networks (WLAN)","Channel capacity - IEEE Standards - Internet protocols - Medium access control - Mobile computing - Routers - Telecommunication services - Wireless telecommunication systems","Closed-form expression - IEEE 802.11 MAC protocols - MAC protocol - Media access control protocol - Point coordination functions - Polling schemes - Real-time application - Round-robin polling","716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on network curriculum resources recommendation system based on MVC technology","20180304654938","","Song, Han (1) ","(1) Yunnan Open University, Kunming, Yunnan; 650223, China ","Song, Han(8586@163.com) ","RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","Rev. Iberica Sist. Tecnol. Inf.","","Associacao Iberica de Sistemas e Tecnologias de Informacao","2016","E10","62-72","November 2016","","","","2016","English","16469895","","","","","","","","","","","Journal article (JA)","Over the past few years, massive open online courses (MOOC) this teaching form is accepted by universities around the world, many MOOC institutions has been established; the application of wireless network has brought great influence to the traditional teaching. In this paper, the author research on network curriculum resources recommendation system based on MVC technology. Too much network resources will cause information overload, resulting in the user is difficult to choose the right course. The proposed system can solve the problem of information overload. The system can recommend course to users according to the personal information, interest hobby, and past browsing history. Interested course can be recommended to the user, this system be will used for students personalized recommendation, help students choose the network learning resources.","12","Teaching","Curricula - E-learning - Education - Recommender systems","Course recommended - Information overloads - Massive open online course - Network curriculum - Open online course - Personal information - Personalized recommendation - System development","723.5 Computer Applications - 901.2 Education",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
