Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Variational approach to a class of second order hamiltonian systems on time scales","20120614751303","Zhou, Jianwen (1); Li, Yongkun (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Acta Applicandae Mathematicae","Acta Appl Math","","Kluwer Academic Publishers","117","1","47-69","February 2012","","","","2012","English","01678019","15729036","","10.1007/s10440-011-9649-z","","","","","","AAMADV","Journal article (JA)","In this paper, we present a recent approach via variational methods and critical point theory to obtain the existence of solutions for the second order Hamiltonian system on time scale T {equation presented} where uδ(t) denotes the delta (or Hilger) derivative of u at t, uδ2(t) = (uδ)δ(t), σ is the forward jump operator, T is a positive constant, A(t) = [dij(t)] is a symmetric N × N matrixvalued function defined on [0,T ]Twith dij∈ L∞([0,T ]T,R) for all i, j = 1, 2, . . . , N, and F : [0,T ]T× RN→ R. By establishing a proper variational setting, two existence results and two multiplicity results are obtained. Finally, three examples are presented to illustrate the feasibility and effectiveness of our results. © Springer Science+Business Media B.V. 2011.","","23","Hamiltonians","Time measurement","Critical points - Critical-point theory - Existence of Solutions - Hamiltonian systems - Matrix-valued functions - Second order Hamiltonian systems - Time-scales - Variational approaches","943.3 Special Purpose Instruments",,"Number: 10971183, Acronym: -, Sponsor: -; ","This work is supported by the National Natural Sciences Foundation of People’s Republic of China under Grant 10971183.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and exponential stability of piecewise mean-square almost periodic solutions for impulsive stochastic Nicholson's blowflies model on time scales","20144500156193","Wang, Chao (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan; 650091, China ","Wang, Chao ","Applied Mathematics and Computation","Appl. Math. Comput.","","Elsevier Inc.","248","","101-112","December 1, 2014","","","","2014","English","00963003","","","10.1016/j.amc.2014.09.046","","","","","","AMHCBQ","Journal article (JA)","In this paper, a class of impulsive stochastic Nicholson's blowflies model with patch structure and nonlinear harvesting terms is introduced and studied on time scales. By using contraction mapping principal and Gronwall-Bellman inequality technique, some sufficient conditions for the existence and exponential stability of piecewise mean-square almost periodic solutions for the model with infinite delays are established on time scales. Finally, an example is given to demonstrate the validity of the conditions of the main theorem. © 2014 Elsevier Inc.","","32","Periodic structures","Human computer interaction - Ordinary differential equations - Stochastic models - Stochastic systems - Time measurement","Impulsive stochastic - Mean square - Nicholson's Blowflies models - Patch structure - Time-scales","921.2 Calculus - 922.1 Probability Theory - 931.3 Atomic and Molecular Physics - 943.3 Special Purpose Instruments - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Object identification of hyperspectral image based on the spectral overall shape and local absorption-band positions","20103813251531","Xu, Yuanjin (1, 2); Hu, Guangdao (1, 2); Zhang, Zhenfei (1, 2) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, 388 Lumo Road, Wuhan 430074, China (2) Institute of Mathematical Geology and Remote Sensing Geology, China University of Geosciences, 388 Lumo Road, Wuhan 430074, China ","Xu, Y.(yuanjinxu@163.com) ","Wuhan Daxue Xuebao (Xinxi Kexue Ban)/Geomatics and Information Science of Wuhan University","Wuhan Daxue Xuebao Xinxi Kexue Ban","","Wuhan University","35","7","868-872","July 2010","","","","2010","Chinese","16718860","","","","","","","","","WDXKA2","Journal article (JA)","To identify objects accurately in hyperspectral imagery, we use the method of cross correlogram spectral matching (CCSM) to acquire the maximal overall offset, and analyse absorption-band positions (corresponding to the same material) to acquire the maximal position offset, then get offset range of absorption-band positions on the basis of the maximal overall offset and the maximal position offset, finally identify objects from spectral overall shape and local absorption-band position within the offset range. A case study was conducted in Pulang porphyry copper deposit, Zhongdian county, Yunnan, China. The results indicate that our methods can get more accurate identification results than the approach which considers spectral overall shape only.","","12","Image processing","Copper deposits - Hyperspectral imaging - Spectroscopy","Absorption band positions - Cross correlogram spectral matching - Hyper-spectral imageries - Local absorptions - Object identification - Porphyry copper deposits - Spectral offset - Spectral overall shape","504.3 Heavy Metal Mines",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Measuring the diffusion coefficient of liquids by capillary imaging method: Equivalent refractive index method","20132216387772","Li, Qiang (1); Pu, Xiao-Yun (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Pu, X.-Y.(xypu@163.com) ","Wuli Xuebao/Acta Physica Sinica","Wuli Xuebao","","Institute of Physics, Chinese Academy of Sciences","62","9","","May 5, 2013","","","","2013","Chinese","10003290","","","10.7498/aps.62.094206","094206","","","","","WLHPAR","Journal article (JA)","A novel method for measuring the diffusion coefficient of liquids is introduced in this paper. A transparency capillary is used as both diffusive pool and imaging element, spatially resolving ability of the capillary in measuring refractive index of liquid is utilized to observe and record diffusive process directly, diffusion coefficient of liquid is calculated based on Fick second law and acquired experimental data. With the new method, the diffusive process of pure glycerol in water at 25°C is investigated, the obtained diffusion coefficient is 0.898×10-5cm3/s, which is of a relative error 4.47% compared with the literature value measured by the holographic interference. The influence of measurement accuracy of refractive index and capillary viscosity on measuring result is also analyzed. The method is characterized by micro-quantity sample required, faster measurement and better stability, which opens a new way to measure diffusion coefficient of liquid medium. © 2013 Chinese Physical Society.","","17","Refractive index","Diffusion - Liquids","Capillary viscosities - Diffusive process - Equivalent refractive index - Holographic interference - Imaging elements - Imaging method - Measurement accuracy - Resolving ability","741.1 Light/Optics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Perturbation analysis of error bounds for quasi-subsmooth inequalities and semi-infinite constraint systems","20122315084099","Zheng, Xi Yin (1); Wei, Zhou (1) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China ","Zheng, X.Y.(xyzheng@ynu.edu.cn) ","SIAM Journal on Optimization","SIAM J. Optim.","","Society for Industrial and Applied Mathematics Publications","22","1","41-65","2012","","","","2012","English","10526234","","","10.1137/100806199","","","","","","","Journal article (JA)","The stability of error bounds is significant in optimization theory and applications. Based on either the linearity assumption or the convexity and finite dimension assumption, several authors have focused on perturbation analysis of error bounds and obtained valuable results. Mainly motivated by Ngai, Kruger, and Th´era [SIAM J. Optim., 20 (2010), pp. 2080-2096], in a general Banach space, we study the stability of error bounds for inequalities determined by proper lower semicontinuous quasi-subsmooth functions which are a very large class of nonconvex functions (in particular, approximate convex functions, primal-lower-nice functions, and convexly composite functions satisfying the Robinson qualification). We also consider the stability of error bounds for infinite constraint systems determined by infinitely many uniformly quasi-subsmooth functions. In particular, we extend the main results of Ngai, Kruger, and Th´era to the infinite dimensional and nonconvex setting. © 2012 Society for Industrial and Applied Mathematics.","","44","Error analysis","Banach spaces - Functions - Site selection","Error bound - Error bounds for inequalities - Infinite constraint systems - Infinite dimensional - Lower semicontinuous - Perturbation Analysis - Subdifferentials - Subsmoothness","921 Mathematics - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on a new type of discrete random contention system based on binary tree conflict resolution","20145200354938","Nan, Jing (1); Guo, Yingying (1); Ding, Hongwei (1); Guo, Jia (1); Zhao, Yifan (1); Liu, Qianlin (1) ","(1) School of Information, Yunnan University, China ","Nan, Jing ","WIT Transactions on Information and Communication Technologies","WIT Trans. Inf. Commun. Tecnol.","","WITPress","55","","145-160","March 1, 2014","","","1 of 1","2013","English","17433517","","9781845648756","10.2495/CECNet130191","","","","","","","Journal article (JA)","The paper mainly introduces the new discrete random multiple access system and the improved binary-tree conflict resolution algorithm, puts forward a new random contention system based on the improved binary-tree conflict resolution algorithm. This paper obtains the expression of the throughput for the new discrete random multiple access protocol and the new random contention system based on the improved binary-tree conflict resolution algorithm by using complicated mathematical modeling and rigorous mathematical derivation. Computer simulations show that the new random contention system based on the improved binary-tree conflict resolution algorithm is effective to further improve the system performance.","","16",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Crustal magnetic anomaly and Curie surface beneath Tarim Basin, China, and its adjacent area","20152300914899","Gao, Guoming (1); Kang, Guofa (1); Li, Guangquan (1); Bai, Chunhua (1) ","(1) Department of Geophysics, Yunnan University, 2 North Green Lake Rd., Kunming, Yunnan; 650091, China ","Gao, Guoming(gmgao@ynu.edu.cn) ","Canadian Journal of Earth Sciences","Can. J. Earth Sci.","","Canadian Science Publishing","52","6","357-367","April 10, 2015","","","","2015","English","00084077","14803313","","10.1139/cjes-2014-0204","","","","","","CJESAP","Journal article (JA)","Based on the geomagnetic field model NGDC-720-V3 (National Geophysical Data Center), the distribution of crustal magnetic anomalies and the Curie surface beneath Tarim Basin, China, and its adjacent area were investigated. The results show that the spatial distribution of the magnetic anomalies in Tarim Basin coincides with the regional tectonic structure, i.e., a basin sandwiched between mountain ranges. Shallow parts of the Curie surface are located in uplifted zones of the basin and correspond well to high values of heat flow. In contrast, deep parts of the Curie surface, having low values of heat flow, are distributed along the depression zones of the basin. The Curie point depth is consistent with the measured heat flow value, with a correlation coefficient of 0.65. © 2015, National Research Council of Canada. All Rights Reserved.","","97","Heat transfer","Geomagnetism","Correlation coefficient - Crustal magnetic anomalies - Curie point depths - Geomagnetic field model - Geophysical data - Magnetic anomalies - Mountain ranges - Regional tectonics","481.3.2 Earth Magnetism and Terrestrial Electricity - 641.2 Heat Transfer",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Measurement of the refractive index of microquantity liquid filled in a capillary and a capillary wall without destruction","20133116570581","Li, Qiang (1); Pu, Xiaoyun (1) ","(1) Department of Physics, Yunnan University, Kunming, Yunnan 650091, China ","Pu, X.(xypu@163.com) ","Applied Optics","Appl. Opt.","","OSA - The Optical Society","52","21","5318-5326","July 20, 2013","","","","2013","English","1559128X","15394522","","10.1364/AO.52.005318","","","","","","APOPAI","Journal article (JA)","A method for measuring the refractive index (RI) of a small volume of liquid and a capillary wall is presented in this paper. A transparent capillary filled with liquid is used as a cylindrical positive lens; subsequently, the focal length of the lens is derived through the base of paraxial approximation, which is recorded as a function of the RIs of the liquid and capillary wall. With the RI of a capillary wall known, the RI of the liquid can be obtained by measuring the focal length of the lens, which is characterized by a microquantity liquid, spatial resolution, and easy operation. The RI of the capillary wall can be calculated without ruining the capillary if the capillary is filled with a standard liquid (RI is known), the deviation of which is less than 0.003 RIU. The factors affecting accuracy of the measurement, for instance, the depth of a field (DOF) in a reading microscope system and the outer and inner diameters of a capillary are analyzed, while illustrating that the effective DOF plays an essential role in accurate measurement. © 2013 Optical Society of America.","","29","Refractive index","Liquids","Accurate measurement - Capillary wall - Inner diameters - Micro-quantity liquid - Paraxial approximations - Reading microscope - Spatial resolution - Standard liquids","741.1 Light/Optics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The application of polling system in intelligent transportation system","20145000311661","Li, Chao (1); Ding, Hong Wei (1); Liu, Qian Lin (1); Lu, Xu (1) ","(1) School of Informatics, Yunnan University, China ","Li, Chao ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications Ltd","644-650","","823-827","2014","","Machine Tool Technology, Mechatronics and Information Engineering","","2014","English","16609336","16627482","9783038352464","10.4028/www.scientific.net/AMM.644-650.823","","International Conference on Machine Tool Technology and Mechatronics Engineering, ICMTTME 2014","June 22, 2014 - June 23, 2014","Guilin, China","107729","","Conference article (CA)","With the advancement of society, transport plays an increasingly important role in human society, but more and more traffic problems are constantly plagued mankind. Aiming at the problems facing the traffic and improve the traffic situation, the polling system is applied to intelligent traffic control system in this paper. Based on the type of paper feed of the arrival rate theory, the vehicle arrives at different rates, the wait time is different. Arrival rate is high, the longer the waiting time. Then we simulate system and get the simulation results, and compare the theoretical and simulation results. Finally, the theory to practical systems is using in microprocessor hardware simulation, and actual results further validate the correctness. Through the intelligent traffic control system, a good solution to traffic jam phenomenon is got and traffic management plays an important role. © (2014) Trans Tech Publications, Switzerland.","","9","Traffic control","Control systems - Intelligent systems - Machine tools - Traffic congestion - Voting machines","Arrival rates - Intelligent transportation - Polling system - Probability generating functions - SCM - Waiting-time","601.1 Mechanical Devices - 603.1 Machine Tools, General - 723.4 Artificial Intelligence - 731.1 Control Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Correlation analysis of energy structure and economic growth based on information entropy","20134616969887","Yang, Ming (1); Liao, Hong Zhi (1); Jiang, Rong (1) ","(1) School of Software, Yunnan University, China ","Liao, H. Z.(hzhliao@ynu.edu.cn) ","Advanced Materials Research","Adv. Mater. Res.","Singapore Management and Sports Science Institute","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","827","","446-450","2014","Solar Energy Materials and Energy Engineering","","","2014","English","10226680","","9783037859001","10.4028/www.scientific.net/AMR.827.446","","2013 International Conference on Solar Energy Materials and Energy Engineering, SEMEE 2013","September 1, 2013 - September 2, 2013","Hong Kong, China","100755","","Conference article (CA)","The energy structure is closely related to economic growth, it is an important index to measure the effect on the economy of energy. Grasp the change tendency of the energy structure and economic growth, it can provide theoretical basis for future structure optimization and the adjustment of industrial structure. This paper, based on information entropy theory, puts forward the concepts of energy structure entropy and industrial structure entropy, and combine with regression analysis method, establishes the correlation analysis model between the energy structure and economic growth, finally through the instance analysis to give the quantitative results for the adjustment of structure. © (2014) Trans Tech Publications, Switzerland.","","4","Structural optimization","Economic analysis - Industry - Regression analysis - Solar energy","Correlation analysis - Correlation analysis model - Economic growths - Energy structures - Industrial structures - Information entropy - Regression analysis methods - Structure optimization","922.2 Mathematical Statistics - 921.5 Optimization Techniques - 913 Production Planning and Control; Manufacturing - 912 Industrial Engineering and Management - 911.2 Industrial Economics - 911 Cost and Value Engineering; Industrial Economics - 615.2 Solar Power",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Coherence and spike death induced by bounded noise and delayed feedback in an excitable system","20123215323388","Guo, W. (1); Du, L.C. (1); Meia, D.C. (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Guo, W. ","European Physical Journal B","Eur. Phys. J. B","","Springer New York LLC","85","6","","June 2012","","","","2012","English","14346028","14346036","","10.1140/epjb/e2012-30116-1","182","","","","","","Journal article (JA)","The FitzHugh-Nagumo model with bounded noise and delayed feedback is numerically investigated. A minimum of the coefficient of variation (R) of interspike intervals is observed both as a function of the noise intensity and as a function of the noise correlation time, viz, the coherence resonance phenomenon. Also, in the scenario of purely noise-sustained irregular oscillations, there exists a maximum of R as a function of the delay time (Td) of feedback, namely, the suppressed coherence. Moreover, in the scenario of purely noise-sustained regular oscillations, the R with multiple peaks as a function of Td can be observed, that is, the oscillatory coherence. Additionally, within the tailored parameter regime, spike death phenomenon can be obtained. These results may be helpful for making artificial devices. © EDP Sciences, Societa´ Italiana di Fisica, Springer-Verlag 2012.","","52",,,"Artificial devices - Coefficient of variation - Coherence resonance - Excitable systems - FitzHugh-Nagumo model - Inter-spike interval - Noise correlation - Regular oscillations","931 Classical Physics; Quantum Theory; Relativity - 932 High Energy Physics; Nuclear Physics; Plasma Physics - 933 Solid State Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and stability analysis of discrete-time fuzzy BAM neural networks with delays and impulses","20105113508787","Wang, Chao (1); Li, Yongkun (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","International Journal of Computational and Mathematical Sciences","Int. J. Comput. Math. Sci.","","WASET - World Academy of Science, Engineering and","6","1","47-56","January 2012","","","","2012","English","20103905","20103913","","","","","","","","","Journal article (JA)","In this paper, the discrete-time fuzzy BAM neural network with delays and impulses is studied. Sufficient conditions are obtained for the existence and global stability of a unique equilibrium of this class of fuzzy BAM neural networks with Lipschitzian activation functions without assuming their boundedness, monotonicity or differentiability and subjected to impulsive state displacements at fixed instants of time. Some numerical examples are given to demonstrate the effectiveness of the obtained results.","","32","Fuzzy logic","Fuzzy inference - Fuzzy neural networks - Stability","Equilibrium point - Fuzzy bam neural networks - Global asymptotical stability - Global exponential stability - Impulses","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723.4 Artificial Intelligence",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the artificial breeding techniques in Ternstroemia gymnnanthera, an important industrial tanning plant","20120314689450","Xu, Tao (1); Wang, Yuehua (1) ","(1) Life Science School, Yunnan University, Kunming city, 650091, China ","Xu, T.(xut233@163.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","Trans Tech Publications Inc.; BOSI Education and Consultancy Co., Ltd","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","148-149","","305-308","2012","Mechanical Engineering, Materials and Energy","","","2012","English","16609336","16627482","9783037853405","10.4028/www.scientific.net/AMM.148-149.305","","2011 International Conference on Mechanical Engineering, Materials and Energy, ICMEME 2011","October 19, 2011 - October 21, 2011","Dalian, China","88018","","Conference article (CA)","Ternstroemia gymnnanthera is an important plant for industrial raw material of tanning. The systematic artificial breeding techniques are studied. The seeds and the cutting propagation had been carried out in our lab for two years,There is dormancy period of 3 to 4 months for the mature seeds.we found the dormancy is related to its seed coat and red aril. The seed's nutrients are stored in the cotyledons. The seed coat artificially broken and GA3 (700mg/L) or NAA (100mg/L) treatment can promote seed germination rate. The seed germination is a good way for seedling nursery. The different treatments had done for cuttings to make the seedling nursery and the treatment with NAA (100mg/L) and ABT can significantly improve the cuttings survival rate of two years.Three wild populations of this species were studied in field. We found it adapted to sun environment better than the half shade or shade environment, as in the shade environment, it can not be normally flowering and bearing fruit. © (2012) Trans Tech Publications, Switzerland.","","9","Seed","Biological materials - Biomaterials - Cultivation - Leather - Manufacture - Mechanical engineering - Population statistics - Tanning","Bio-manufacturing - Breeding techniques - In-field - Seed coats - Seed germination - Shade environments - Survival rate - Ternstroemia gymnnanthera","922.2 Mathematical Statistics - 821.4 Agricultural Products - 821.3 Agricultural Methods - 814.1 Leather - 802 Chemical Apparatus and Plants; Unit Operations; Unit Processes - 608 Mechanical Engineering, General - 537.1 Heat Treatment Processes - 462.5 Biomaterials (including synthetics) - 461.2 Biological Materials and Tissue Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"External fluorescence seeding enhanced stimulated Raman scattering in liquid-core optical fiber","20131616213309","Ma, Honglei (1); Jin, Haipeng (1); Yang, Rui (1) ","(1) Department of Physics, Yunnan University, Kunming, Yunnan 650091, China ","Yang, R.(yangrui@ynu.edu.cn) ","Zhongguo Jiguang/Chinese Journal of Lasers","Zhongguo Jiguang","","Science Press","40","1","","January 2013","","","","2013","Chinese","02587025","","","10.3788/CJL201340.0115001","0115001","","","","","ZHJIDO","Journal article (JA)","This paper reports an external fluorescence seeding technology which can enhance the stimulated Raman scattering (SRS) in liquid-core optical fiber (LCOF). By surrounding a small section of LCOF with a glass capillary and a solution of Rhodamine 6G filled between them, fluorescent dye and Raman medium are seperated. The initial intensity of SRS is linearly amplified by external fluorescence seeding, and then the SRS of LCOF can be enhanced pollution-free and effectively. Experimental results show that the maximum enhancement of Stokes lines is obtained when the concentration of dye solution is optimized at about 10-6mol/L.","","17","Stimulated Raman scattering","Fluorescence - Liquids - Optical fibers - Spectroscopy","Dye solutions - Fluorescent dyes - Glass capillaries - Liquid core optical fibers - Rhodamine 6G - Seeding technology - Stimulated raman scatterings (SRS)","741.1 Light/Optics - 741.1.2 Fiber Optics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on DBA algorithm in EPON systems of distribution communication network","20154201380795","Chang, Jun (1); Tan, Guilin (1); Tian, Xin (1); Xiao, Wenke (1) ","(1) School of information, Yunnan University, Kunming, China ","","Computer Science and Applications - Proceedings of the Asia-Pacific Conference on Computer Science and Applications, CSAC 2014","Comput. Sci. Applic. Proc. Asia Pac. Comput. Sci. Applic. Conf.","","CRC Press/Balkema","","","359-362","2015","Computer Science and Applications - Proceedings of the Asia-Pacific Conference on Computer Science and Applications, CSAC 2014","","1 of 1","2015","English","","","9781138028111","","","Proceedings of the Asia-Pacific Conference on Computer Science and Applications, CSAC 2014","December 27, 2014 - December 28, 2014","Shanghai, China","122869","","Conference article (CA)","Combining the characteristics of distribution communication network and bandwidth and latency requirements of various business, starting with the most basic dynamic bandwidth allocation—Interleaved Polling with Adaptive Cycle Time (IPACT) algorithm in EPON system, and depending on different authorized windows-size arising from distinct authorized service mechanism. This paper improved the mathematical analysis of the packets average delay and the average polling cycle under three authorization service mechanisms to make it more suitable for distribution network bandwidth allocation. This paper should simulate the superiority of improved service mechanism in the average packets delay and polling cycle to make use of OPNET. In conclusion, analyzes the bandwidth utilization between traditional IPACT and improved IPACT. The results indicate that the bandwidth utilization rate is greatly improved when the network load is more than 50%. © 2015 Taylor & Francis Group, London.","","5","Ethernet","Bandwidth - Frequency allocation","Authorization services - Average delay - Band-width utilization - DBA algorithms - Dynamic bandwidth allocation - Interleaved polling with adaptive cycle time - Mathematical analysis - Service mechanism","716 Telecommunication; Radar, Radio and Television - 722.3 Data Communication, Equipment and Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Square-mean almost periodic solutions for impulsive stochastic shunting inhibitory cellular neural networks with delays","20152200897134","Wang, Pan (1); Li, Bing (1); Li, Yongkun (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan; 650091, China ","Li, Bing ","Neurocomputing","Neurocomputing","","Elsevier B.V.","167","","76-82","2015","","","","2015","English","09252312","18728286","","10.1016/j.neucom.2015.04.089","","","","","","NRCGEO","Journal article (JA)","In this paper, we consider a class of impulsive stochastic shunting inhibitory cellular neural networks with delays. By using the fixed points principle and Gronwall-Bellman's inequality technique, we obtain the existence and exponential stability of square-mean almost periodic solutions for this class of networks. Finally, we give an example to illustrate the feasibility of our results. © 2015 Elsevier B.V.","","39","Cellular neural networks","Asymptotic stability - Ordinary differential equations - Stochastic systems","Almost periodic solutions - Delays - Fixed points - Inequality techniques - Shunting inhibitory cellular neural networks - Stochastic neural network","723.4 Artificial Intelligence - 921.2 Calculus - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Global exponential stability for DCNNs with impulses on time scales","20141217495210","Li, Yongkun (1); Zhi, Yuanhong (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Mathematical Problems in Engineering","Math. Probl. Eng.","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2014","","","2014","","","","2014","English","1024123X","15635147","","10.1155/2014/934592","934592","","","","","","Journal article (JA)","A class of delayed cellular neural networks (DCNNs) with impulses on time scales is considered. By using the topological degree theory, and the time scale calculus theory some sufficient conditions are derived to ensure the existence, uniqueness, and global exponential stability of equilibria for this class of neural networks. Finally, a numerical example illustrates the feasibility of our results and also shows that the continuous-time neural network and the discrete-time analogue have the same dynamical behaviors. The results of this paper are completely new and complementary to the previously known results. © 2014 Yongkun Li and Yuanhong Zhi.","","42","Cellular neural networks","Calculations - Continuous time systems - Time measurement - Topology","Continuous-time neural networks - Delayed cellular neural networks - Discrete time - Dynamical behaviors - Global exponential stability - Time scale calculus - Time-scales - Topological degree theory","723.4 Artificial Intelligence - 921 Mathematics - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 943.3 Special Purpose Instruments - 961 Systems Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of the Effect of the Beavers-Joseph Interface Condition on Flow in Karst Conduits","20125015781496","Li, Guangquan (1); Cheng, Yuan (1); Zhao, Bei (1) ","(1) Department of Geophysics, Yunnan University, 2 North Green Lake Rd., Kunming, Yunnan 650091, China ","Li, G.(guangquanli74@gmail.com) ","Journal of the American Water Resources Association","J. Am. Water Resour. Assoc.","","Blackwell Publishing Inc.","48","6","1233-1240","December 2012","","","","2012","English","1093474X","17521688","","10.1111/j.1752-1688.2012.00683.x","","","","","","JWRAF5","Journal article (JA)","In this study, we derive an approximate analytic solution for the distribution of flow velocity in a cylindrical conduit and the surrounding media, and analyze the effect of differing parameters (e.g., conduit radius) on the velocity of conduit flow. The solution is then employed to estimate the thickness of the boundary layer inside the media. The results reveal that when conduit radius is large, the Beavers-Joseph condition has only a minor effect on the velocity of conduit flow (such that the nonslip condition on the conduit wall still works pretty well), and the boundary layer is so thin that the wall can still be treated as the interface between fast water in the conduit and slow water in the media. The solution indicates that the velocity of conduit flow is the superposition of the velocity profile in the nonslip situation onto the slip velocity on the wall. Our study theoretically shows that the coupled continuum pipe flow model in MODFLOW-2005 constructed by the U.S. Geological Survey is reasonable in that there is no need to consider the Beavers-Joseph condition when simulating flow in karst conduits. The role of the boundary layer in transport and its effect on the hyporheic zone is not clear, which is a suitable topic for future study. © 2012 American Water Resources Association.","","22","Velocity","Boundary layers - Flow velocity - Pipe flow - Stream flow","Approximate analytic solutions - Beavers-Joseph condition - Beavers-Joseph interface conditions - Brinkman equation - Conduit - Coupled-continuum pipe-flow (CCPF) model - Hyporheic zone - U.s. geological surveys","631 Fluid Flow - 631.1 Fluid Flow, General",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stochastic resonance in a bistable system with global delay and two noises","20121314905074","Du, L.C. (1); Mei, D.C. (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Du, L.C. ","European Physical Journal B","Eur. Phys. J. B","","Springer New York LLC","85","2","","February 2012","","","","2012","English","14346028","14346036","","10.1140/epjb/e2012-21053-0","2012405","","","","","","Journal article (JA)","The global time delay is introduced into a bistable system driven by two noises and a periodic signal. The signal power amplification factor η is employed to characterise stochastic resonance (SR) of the system. Numerical simulation results indicate the following. (1) For a periodic signal with low frequency (Ω), the typical behaviour of the SR is lowered monotonically by increasing the delay time τ; for moderate Ω, τ enhances the SR behaviour and then weakens it, with a critical value at which the SR is optimum. (2) Multiplicative noise intensity D and additive noise intensity α have different influences on the SR performance, viz D enhances the SR monotonically while α enforces the SR initially and then restrains it; (3) correlation intensity λ between the two noises always weakens the SR behaviour of the system. © 2012 EDP Sciences, SIF, Springer-Verlag Berlin Heidelberg.","","29","Stochastic systems","Additive noise - Circuit resonance - Magnetic resonance - Statistical Physics","Bistable system - Critical value - Multiplicative noise - Noise intensities - Periodic signal - Signal power amplification - Statistical and Nonlinear Physics - Stochastic resonances","701.2 Magnetism: Basic Concepts and Phenomena - 703 Electric Circuits - 703.1 Electric Networks - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
