Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Biodiversity and taphonomy of the Early Cambrian Guanshan biota, eastern Yunnan","20105013484357","","Hu, ShiXue (1, 2); Zhu, MaoYan (1); Steiner, Michael (3); Luo, HuiLin (2); Zhao, FangChen (1); Liu, Qi (4) ","(1) State Key Laboratory of Palaeobiology and Stratigraphy, Nanjing Institute of Geology and Palaeontology, Chinese Academy of Sciences, Nanjing 210008, China (2) Yunnan Geological Survey, Kunming 650051, China (3) Freie Universität Berlin, D-12249 Berlin, Germany (4) Faculty of Earth Science, China University of Geosciences, Wuhan 430074, China ","Hu, S. X.(hushixue@hotmail.com) ","Science China Earth Sciences","Sci. China Earth Sci.","","Science in China Press","53","12","1765-1773","December 2010","","","2010","English","16747313","","","","10.1007/s11430-010-4086-9","","","","","","","Journal article (JA)","The Guanshan biota from eastern Yunnan (Cambrian Series 2, early Stage 4) is a Burgess Shale-type fossil biota with abundant exceptionally preserved soft-bodied fossils after the discovery of the well-known Cambrian Chengjiang fauna and Kaili biota in South China. The geological settings, sedimentology, taphonomy, and the fossil assemblage of the Guanshan biota are briefly summarized here. The Guanshan biota consists of about 60 taxa belonging to more than 10 metazoan groups and algae, among which the lobopods, eldonids, hyolithids with helens, and green algae are reported for the first time. The common occurrence of soft-bodied preservation in many groups, notably the trilobites and brachiopods, makes the Guanshan biota a significant fossil lagerstatte for understanding the metazoan evolution during Cambrian explosion and taphonomy of the Burgess Shale-type fossils. © 2010 Science China Press and Springer-Verlag Berlin Heidelberg.","38","Biological materials preservation","Algae - Biodiversity - Oil shale - Shale","Cambrians - Early cambrians - Eastern Yunnan - Geological setting - Guanshan biota - soft-bodied fossils - Soft-bodied preservation - South China","454 Environmental Engineering - 461.2 Biological Materials and Tissue Engineering - 512.1 Petroleum Deposits",,"Number: 2006CB806401, Acronym: -, Sponsor: -; Number: 40930211, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40725005, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40772020, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We thank Li Guoxiang, Bernd Weber, Zhang Xinliang and Zhang Zhifei for constructive discussion and suggestions on trace fossils, arthropods, and brachiopods respectively. Thanks are also given to Shu Degan and Zhang Xiguang for reading the first draft of the paper. We also thank Chen Qing-tao for field assistance, and Bernd-D. Erdtmann and Heyo Van Iten as well as Dr. Miao Desui for improving English text. This work was supported by National Basic Research Program of China (Grant No. 2006CB806401) and National Natural Science Foundation of China (Grant Nos. 40772020, 40725005, 40930211).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on thermoluminescence dating for Nideping terrace of Dongchuan, Yunnan Province","20132016331919","","Zhang, Bin (1, 2, 3); Wei, Ming-Jian (1, 2, 3); Liu, Chao (1, 2, 3); Zhang, Yong-Dong (1, 2, 3); Zhou, Rui (1, 2, 3); Liu, Jun-Xin (1, 2, 3); Liu, Tian-Tian (1, 2, 3); Zhao, Qiu-Yue (1, 2, 3) ","(1) Optical Dating Laboratory, Capital Normal University, Beijing 100048, China (2) Resource Environment and Geographic Information System Beijing Key Laboratory, Beijing 100048, China (3) State Key Laboratory Cultivation Base-Urban Environment Process and Digital Module, Beijing 100048, China ","Wei, M.-J.(weimj@mail.cnu.edu.cn) ","Yuanzineng Kexue Jishu/Atomic Energy Science and Technology","Yuanzineng Kexue Jishu","","Atomic Energy Press","47","4","700-704","April 2013","","","2013","Chinese","10006931","","","","10.7538/yzk.2013.47.04.0700","","","","","","YKJIEZ","Journal article (JA)","The sequence of geological age on Nideping terrace in Dongchuan, Yunnan Province was established by thermoluminescence. The result shows that the age of the terrace is 9.3-57.1 ka. The vertical age of ancient debris flow terraces was established, and the time structure of Nideping mud was received. The age data was provided for the restoration ancient environment of the debris flow. It is shown that the debris flow deposits have discontinuities through age data and exist age inversion. The radioactive elements such as uranium, thorium, potassium may be leaching deposition affected by the presence of local rainfall and the annual dose rate increases with depth.","14","Debris","Geology - Radioactive elements - Thermoluminescence","Age data - Annual dose rates - Debris flow deposits - Debris flows - Geological age - Thermoluminescence dating - Tthermoluminescence - Yunnan province","481.1 Geology - 741.1 Light/Optics - 804 Chemical Products Generally",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ultraviolet Spectroscopy Used to Fingerprint Five Wild-Grown Edible Mushrooms (Boletaceae) Collected from Yunnan, China","20164903095723","","Li, Yan (1, 2, 3); Zhang, Ji (1, 2); Li, Tao (4); Yang, Tianwei (5); Wang, Yuanzhong (1, 2); Liu, Honggao (5) ","(1) Institute of Medicinal Plants, Yunnan Academy of Agricultural Sciences, Kunming; 650200, China (2) Yunnan Technical Center for Quality of Chinese Materia Medica, Kunming; 650200, China (3) College of Traditional Chinese Medicine, Yunnan University of Traditional Chinese Medicine, Kunming; 650500, China (4) College of Resources and Environment, Yuxi Normal University, Yuxi; 653100, China (5) College of Agronomy and Biotechnology, Yunnan Agricultural University, Kunming; 650201, China ","Wang, Yuanzhong(boletus@126.com) ","Journal of Spectroscopy","J. Spectroscopy","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2016","","","2016","","","2016","English","23144920","23144939","","","10.1155/2016/7813405","7813405","","","","","","Journal article (JA)","Nowadays, wild-grown edible mushrooms which are natural, nutritious, and healthy get more and more popular by large consumers. In this paper, UV spectra of different Boletaceae mushrooms with the aid of partial least squares discriminant analysis (PLS-DA) and hierarchical cluster analysis (HCA) were shown to be a practical and rapid method for discrimination purpose. The specimens of Boletus edulis, Boletus ferrugineus, Boletus tomentipes, Leccinum rugosiceps, and Xerocomus sp. were described based on the UV spectra. From the results, all the specimens were characterized by strong absorption at the wavelengths of 274 and 284 nm and showed the shoulder at 296 nm. However, changes could be seen in the peak heights at the same wavelength for different samples. After analyzing by chemometrics, visual discrimination among samples was presented and the relationships among them were also obtained. This study showed that UV spectroscopy combined with chemometrics methods could be used successfully as a simple and effective approach for characterization of these five wild-grown edible mushrooms at species and genus levels. Meanwhile, this rapid and simple methodology could also provide reference for the discrimination of edible mushrooms. © 2016 Yan Li et al.","40","Fungi","Cluster analysis - Discriminant analysis - Hierarchical systems - Least squares approximations - Ultraviolet spectroscopy","Edible mushroom - Effective approaches - Hierarchical cluster analysis - Large consumers - Partial least squares discriminant analyses (PLSDA) - Strong absorptions - Visual discrimination - Yunnan , China","723 Computer Software, Data Handling and Applications - 921.6 Numerical Methods - 922 Statistical Methods - 961 Systems Science",,"Number: 2016ZZX106, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 31660591, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 21667031, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was sponsored by the National Natural Science Foundation of China (31660591, 21667031) and the Science Foundation of the Yunnan Province Department of Education (2016ZZX106).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tobacco quality analysis of producing areas of Yunnan tobacco using near-infrared (NIR) spectrum","20130415931564","","Wang, Yi (1); Ma, Xiang (1); Wen, Ya-Dong (1); Yu, Chun-Xia (1); Wang, Luo-Ping (1); Zhao, Long-Lian (2); Li, Jun-Hui (2) ","(1) Hongta Tobacco(Group)Co. Ltd., Yuxi 653100, China (2) College of Information and Electrical Engineering, China Agricultural University, Beijing 100083, China ","Li, J.-H.(caunir@cau.edu.cn) ","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","","Science Press","33","1","78-80","January 2013","","","2013","Chinese","10000593","","","","10.3964/j.issn.1000-0593(2013)01-0078-03","","","","","","GYGFED","Journal article (JA)","In the present study, tobacco quality analysis of different producing areas was carried out applying spectrum projection and correlation methods. The group of industrial classification data was near-infrared (NIR) spectrum in 2010 year of middle parts of tobacco plant from Hongta Tobacco(Group) Co., Ltd. Twelve hundred seventy six superior tobacco leaf samples were collected from four producing areas, in which three areas from Yuxi, Chuxiong and Zhaotong, in Yunnan province all belong to tobacco varieties of K326 and one area from Dali belongs to tobacco varieties of Hongda. The conclusion showed that when the samples were divided into two parts by the ratio of 2:1 randomly as analysis and verification sets, the verification set corresponded with the analysis set applying spectrum projection because their correlation coefficients by the first and second dimensional projection were all above 0.99. At the same time, The study discussed a method to get the quantitative similarity values of different producing areas samples. The similarity values were instructive in tobacco plant planning, quality management, acquisition of raw materials of tobacco and tobacco leaf blending.","14","Tobacco","Blending - Correlation methods - Infrared devices - Near infrared spectroscopy - Quality control - Quality management - Spectrum analysis","Analysis and verifications - Correlation coefficient - Industrial classifications - Near infrared spectra - Producing areas - Tobacco leaf - Tobacco varieties - Yunnan province","802.3 Chemical Operations - 821.4 Agricultural Products - 912.2 Management - 913.3 Quality Assurance and Control - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Patterns of livestock predation by carnivores: Human-wildlife conflict in Northwest Yunnan, China","20135017088690","","Li, Xueyou (1, 2); Buzzard, Paul (3); Chen, Yongchun (4); Jiang, Xuelong (1) ","(1) State Key Laboratory of Genetic Resources and Evolution, Kunming Institute of Zoology, Chinese Academy of Sciences, 32 Jiaochang Donglu, Kunming 650223 Yunnan, China (2) University of Chinese Academy of Sciences, Beijing, China (3) China Exploration and Research Society (CERS), Hong Kong, Hong Kong (4) Benzilan Management Office, Baima Xueshan Nature Reserve, Deqin, China ","Jiang, X.(jiangxl@mail.kiz.ac.cn) ","Environmental Management","Environ. Manage.","","Springer New York LLC","52","6","1334-1340","December 2013","","","2013","English","0364152X","14321009","","","10.1007/s00267-013-0192-8","","","","","","EMNGDC","Journal article (JA)","Alleviating human-carnivore conflict is central to large carnivore conservation and is often of economic importance, where people coexist with carnivores. In this article, we report on the patterns of predation and economic losses from wild carnivores preying on livestock in three villages of northern Baima Xueshan Nature Reserve, northwest Yunnan during a 2-year period between January 2010 and December 2011. We analyzed claims from 149 households that 258 head of livestock were predated. Wolves (Canis lupus) were responsible for 79.1 % of livestock predation; Asiatic black bears (Selenarctos thibetanus) and dholes (Cuon alpinus) were the other predators responsible. Predation frequency varied between livestock species. The majority of livestock killed were yak-cattle hybrids or dzo (40.3 %). Wolves killed fewer cattle than expected, and more donkeys and horses than expected. Wolves and bears killed more adult female and fewer adult male livestock than expected. Intensified predation in wet season coincided with livestock being left to graze unattended in alpine meadows far away from villages. On average, carnivore attacks claimed 2.1 % of range stock annually. This predation represented an economic loss of 17 % (SD = 14 %) of the annual household income. Despite this loss and a perceived increase in carnivore conflict, a majority of the herders (66 %) still supported the reserve. This support is primarily due to the benefits from the collection of nontimber resources such as mushrooms and medicinal plants. Our study also suggested that improvement of husbandry techniques and facilities will reduce conflicts and contribute to improved conservation of these threatened predators. © 2013 Springer Science+Business Media New York.","53","Agriculture","Losses - Rural areas","Conflicts - Livestock - Nature reserves - Northwest Yunnan - Predator","821 Agricultural Equipment and Methods; Vegetation and Pest Control - 911.2 Industrial Economics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Feasibility of using mobile phone to estimate forest leaf area index: A case study in Yunnan Pine","20182505352065","","Wang, JingXu (1); Xiong, QiChen (1); Lin, QiNan (1); Huang, HuaGuo (1) ","(1) Key Laboratory for Silviculture and Conservation of Ministry of Education, Beijing Forestry University, Beijing, China ","Huang, HuaGuo(huaguo_huang@bjfu.edu.cn) ","Remote Sensing Letters","Remote Sens. Lett.","","Taylor and Francis Ltd.","9","2","180-188","February 1, 2018","","","2018","English","2150704X","21507058","","","10.1080/2150704X.2017.1399470","","","","","","","Journal article (JA)","Remotely-sensed Leaf Area Index (LAI) is vital to describe the vegetation canopy and assess plant growth condition and healthy status. However, sufficient instant ground LAI samples are prerequired for calibration or validation, which is generally difficult to collect. We proposed a method, LAI-Mobile, to use mobile phones with low-cost fisheye lens to take fisheye photos and to invert LAIs, which may be popularized for ordinary people to generate big volume of LAI sample data. The feasibility of LAIMobile was tested by comparing with LAI-2200 and GF-1 satellite data (GF = high resolution) in a pest-invaded Yunnan pine forest area in Yunnan province of China. Results show significant correlation between LAI-2200 and LAI-Mobile data for forest plots with coefficient of determination (R2) = 0.706 and Root Mean Square Error (RSME) = 0.241, and GF-1 satellite images (R2= 0.659 and RMSE = 0.268). The linear regression shows a good agreement between the Moderate Resolution Imaging Spectroradiometer (MODIS) LAI product and the inverted GF-1 LAI, with R2= 0.649, RMSE = 0.795. Despite larger uncertainty for single fisheye image than LAI-2200, LAI-mobile can provide fast and convenient method to collect large amount of LAI, which will support remote sensing inversion of LAI at large scale. © 2017 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","25","Mean square error","Cellular telephones - Forestry - Mobile phones - Radiometers - Remote sensing - Satellite imagery - Telephone sets","Coefficient of determination - Leaf Area Index - Moderate resolution imaging spectroradiometer - Ordinary people - Root mean square errors - Satellite images - Vegetation canopy - Yunnan province","655.2 Satellites - 718.1 Telephone Systems and Equipment - 922.2 Mathematical Statistics - 944.7 Radiation Measuring Instruments",,"Number: 201404401, Acronym: -, Sponsor: -; Number: 41571332, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was jointly supported by the Forestry Commonweal Industry Scientific Research Plan (201404401) and the National Natural Science Foundation of China (41571332).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The elemental association characteristics of Pb-Zn deposits in the Sichuan-Yunnan-Guizhou border area in Southwest China","20140217175038","","Jian, Long (1); Gao, Jian Guo (1); Dao, Yan (1) ","(1) Department of Land Resources Engineering, Kunming University of science and technology, kunming 650093, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","868","","117-120","2014","Exploration and Processing of Mineral Resources","","2014","English","10226680","","","9783037859742","10.4028/www.scientific.net/AMR.868.117","","3rd International Conference on Energy, Environment and Sustainable Development, EESD 2013","November 12, 2013 - November 13, 2013","Shanghai, China","101754","","Conference article (CA)","The Sichuan-Yunnan-Guizhou border region is one part of energy sources, and is the regions with most abundant petroleum mineral resources. This paper presents ore characteristics, the characteristics of the associations of primary minerals and gangues, concluding association between Lead -zinc ore and element combination in ore occurrences in Pb-Zn deposits, which summarize common element in Lead -zinc ore of Pb, Zn, Cu, Ag, Cd, Ge, As, Sb, Hg, Bi, Sn, Mn, Ba and so on. © (2014) Trans Tech Publications, Switzerland.","8","Ores","Antimony - Barium - Bismuth - Germanium - Lead - Lead zinc deposits - Mercury (metal) - Mineral resources - Zinc - Zinc ore treatment","Border areas - Border regions - Energy source - One parts - Ore minerals - Pb-zn deposits - Sichuan-Yunnan-Guizhou - Southwest China","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 549.2 Alkaline Earth Metals - 546 Lead, Tin, Zinc, Antimony and Alloys - 505 Mines and Mining, Nonmetallic - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations - 501 Exploration and Prospecting",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ni-Mo-V-PGE mineralization in the lower cambrian black shale series from the Deze Area, Yunnan province, Southwest China","20080911124121","","Xia, Qing-Lin (1, 2, 3); Zhao, Peng-Da (2, 3); Chen, Yong-Qing (1); Cheng, Qiu-Ming (2, 3); Zhou, Yun-Man (1, 4) ","(1) School of Earth Sciences and Resources, China University of Geosciences, Beijing 100083, China (2) State Key Laboratory of Geology Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (3) Faculty of Earth Resources, China University of Geosciences, Wuhan 430074, China (4) Yunnan Geology and Mineral Resources Ltd., Kunming 650011, China ","Xia, Q.-L.(qlxia@cug.edu.cn) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences, Yujishan, Wuhan, 430074, China","33","1","67-73","January 2008","","","2008","Chinese","10002383","","","","","","","","","","DIKEEL","Journal article (JA)","The Qiongzhusi Formation black shale series of the Deze area are located in the western part of the Lower Cambrian black shale zone widely distributed along the southern margin of the Yangtze block, SW China. Different from the Niutitang Formation of black shale in Hunan and Guizhou provinces, the Qiongzhusi Formation contains two distinct metal-rich layers, with V, U, Ag and Pd enriched in the bottom of black carbonaceous siltstones of the lower Shiyantou Section, and Mo, Ni, Pt and Pd in the bottom of black shales of the Yu'anshan Section. In general, the Qiongzhusi Formation is characterized by the enrichment of V-Ni-Mo-U-Ag-Pt-Pd assemblages, whereas the Niutitang Formation is featured with the enrichment of Ni-Zn-Co-Pt-Pd-Ag-Pb association. However, both areas share similar depositional and diagenetic environment (oxegen-reduction) and have similar mechanism for Ni-Mo-PGE mineralization. Ni-Mo-V-PGE mineralization in black shale series is an unconventional type of mineral resources, and it is of great importance to the deposit study and mineral exploitation.","19","Shale","Deposits - Geological surveys - Metallic compounds - Mineral resources - Trace elements","Black shale series - Lower Cambrian - Polymetallic mineralization - The Deze area of Yunnan Province","481.1 Geology - 481.2 Geochemistry - 482.2 Minerals - 804.2 Inorganic Compounds","Applications (APP); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tomographic study of crustal velocity structures in the Yunnan region southwest China","20133016539556","","Xu, Yi (1); Yang, Xiao-Tao (2); Liu, Jian-Hua (1) ","(1) Institute of Geology and Geophysics, Key Laboratory of Petroleum Resource Research, Chinese Academy of Sciences, Beijing 100029, China (2) Department of Geological Sciences, Indiana University, Bloomington 47405, United States ","Xu, Y.(xuyi@mail.iggcas.ac.cn) ","Acta Geophysica Sinica","Chin. J. Geophys. Acta Geophys. Sin.","","Science Press","56","6","1904-1914","June 2013","","","2013","Chinese","00015733","08989591","","","10.6038/cjg20130613","","","","","","","Journal article (JA)","We studied P-wave velocity structures of the Yunnan region through a seismic tomography using arrival data from permanent and temporary stations. Our objective is to analyze velocity anomalies that can reflect fault shearing and regional dynamic process at depths. We also like to locate low-velocity zones within the crust that are associated with lower crustal flows. The results reveal a prominent difference of crustal velocity structures across the Ailao Shan-Red River Fault. Bordered by the fault zone, velocity anomalies in the central Yunnan are parallel to the N-S trending faults like the Xiaojiang fault, the Yuanmou Fault and the Chenghai Fault, which reflect the deep effect of the clockwise rotation of the eastern Tibetan crust. Velocity anomalies in the southeastern Yunnan are parallel to the NW-SE trending faults like the Ailao Shan-Red River Fault, the Wuliang Shan Fault and the Lancang River Fault, which show the effect of the southeastward extrusion of the Indochina Block; whereas low-velocity anomalies along the Nanting River Fault are related to tectonic activities of the eastward motion of the Indo-Burma Block. The low-velocity anomalies within the crust are distributed at various depths and in different regions. They are observed in the upper-mid crust between the Ailao Shan-Red River Fault and the Lancang River Fault, and in the mid-lower crust near the Xiaojiang Fault and the Yuanmou Fault. In the lowermost crust and near the Moho, they are distributed throughout the central Yunnan, but limited by the Xiaojiang Fault to the east and by the Ailao Shan-Red River Fault to the west. We estimate that the low velocities in the Panxi region is related to the intersection of the Xiaojiang Fault and the Yuanmou Fault, that would provide heat flow channels for the crust-mantle thermal exchange in the rifting period. In the Ailao Shan-Red River region, besides the southeastward extrusion of the Indochina Block, the collision and eastward subduction of the Indo-Burma Block has also played a certain role in deep crustal deformation. The induced mantle upwelling would lead to a penetration of heat flows into the crust through the fault systems and to create the low-velocity layers within the crust. Therefore, the Ailao Shan-Red River Fault is not only a simple geological boundary between the Indochina Block and the South China Block, but also a border to control the deep crustal deformation and the ductile flow in the eastern and western sides.","41","Faulting","Deformation - Extrusion - Heat transfer - Percolation (fluids) - Rivers - Seismic waves - Seismographs - Seismology - Velocity - Wave propagation","Crustal deformations - Crustal velocity structure - Geological boundaries - Low-velocity anomaly - P-wave velocity structure - Red River - Seismic tomography - Yunnan region","484 Seismology - 484.1 Earthquake Measurements and Analysis - 641.2 Heat Transfer",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Paleomagnetic results from the Upper Silurian of the Shan-Thai-Malay block, southwest Yunnan, China","20161002048371","","Chen, Haihong (1); Zhong, Dalai (1); Heller, Friedrich (2); Dobson, Jon P. (3) ","(1) Institute of Geology, Chinese Academy of Sciences, P.O.Box 9825, Beijing; 100029, China (2) Institut fur Geophysik, ETH-Honggerberg, Zurich; CH-8093, Switzerland (3) Department of Physics, University of Western Australia, Nedlands; WA; 6907, Australia ","","Geophysical Research Letters","Geophys. Res. Lett.","","Blackwell Publishing Ltd","23","23","3405-3408","1996","","","1996","English","00948276","19448007","","","10.1029/96GL03154","","","","","","GPRLAJ","Journal article (JA)","77 paleomagnetic samples from the Upper Silurian reddish limestone and marlstone of the Shan-Thai-Malay block near Baoshan (99.1°E, 24.8°N), western Yunnan, China, reveal a pre-folding remnant magnetization, with a mean direction of D=49.6°, I= -3.2°, k=9.7, a95=5.5°, corresponding a paleopole at 207.0°E, 36.8°N. These results, unlike the upper Paleozoic data with steeper inclinations published earlier, suggest that the block was located at equatorial latitude during late Silurian time, probably adjacent to the northern margin of Gondwanaland. Copyright 1996 by the American Geophysical Union.","25","Geochronology","Lime","Remnant magnetization - Silurian - Upper Paleozoic - Western yunnan - Yunnan , China","481.1 Geology - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Zoning and exploration significance of the Maoping Pb-Zn deposit, northeastern Yunnan province, China","20134016818378","","Yang, Guang Shu (1); Han, Run Sheng (1); Wu, Peng (1); Feng, Peng Yu (1) ","(1) Kunming University of Science and Technology, Kunming 650093, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","734-737","","493-496","2013","Resources and Sustainable Development","","2013","English","10226680","","","9783037857441","10.4028/www.scientific.net/AMR.734-737.493","","2013 2nd International Conference on Energy and Environmental Protection, ICEEP 2013","April 19, 2013 - April 21, 2013","Guilin, China","99790","","Conference article (CA)","Based on the lithofacies mapping and petrographic studies, the mineralization-alteration zoning and mineralization process of the Maoping Pb-Zn deposit are discussed. Three ore body groups of the Maoping Pb-Zn deposit have similar transversal zoning, which is characterized by different mineral assemblages from the ore body center to outside. The mineralization-alteration can be divided into diagenetic stage, massive sulfide-carbonate stage, veined sulfide-carbonate stage, and supergene stage. The massive sulfide-carbonate stage is main Pb-Zn mineralization stage. The established zoning model and indicators can be used for ore prospecting. © (2013) Trans Tech Publications, Switzerland.","7","Mineralogy","Carbonation - Lead - Lead zinc deposits - Ore deposits - Sulfur compounds - Zinc - Zinc sulfide - Zoning","Diagenetics - Maoping - Mineral assemblage - Mineralization process - North-eastern yunnan provinces - Northeastern Yunnan - Pb-zn deposits - Petrographic studies","802.2 Chemical Reactions - 546.3 Zinc and Alloys - 546.1 Lead and Alloys - 804.2 Inorganic Compounds - 505 Mines and Mining, Nonmetallic - 482 Mineralogy - 403.2 Regional Planning and Development - 504 Mines and Mining, Metal",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Impact of agricultural technology adoption on farmers' income in Yunnan: A PSM based analysis","20142217762225","","Chen, Yuping (1); Wu, Haitao (1); Ding, Shijun (1); Su, Shi (1); Pandey, S. (2) ","(1) School of Business Administration, Zhongnan University of Economics and Law, 430074, China (2) International Rice Research Institute, Philippines ","","Quantitative Analysis Technology and Related Engineering Applications: Conference Proceedings of 2009 International Institute of Applied Statistics Studies, IIASS 2009","Quant. Anal. Technol. and Relat. Eng. Appl.","Applied Statistics Institute of Shandong Province","Aussino Academic Publishing House (AAPH)","","","17-26","2009","Conference Proceedings of 2009 International Institute of Applied Statistics Studies : Quantitative Analysis Technology and Related Engineering Applications, IIASS 2009","","2009","English","","","","9780980605747","","","2009 Conference on International Institute of Applied Statistics Studies, IIASS 2009","July 1, 2009 - July 3, 2009","Qingdao, China","105057","","Conference article (CA)","This paper aims at assessing impact of improved upland rice technology on farmers' income in southern Yunnan, China. As technology adoption is not randomly assigned but the result of farmers' self-selection, the paper tackles a methodological issue in assessing the causal effect through propensity-score matching analysis. Employing different matching algorithms and using 473 household survey data in 2000, 2002 and 2004, the study pursues a targeted evaluation that how adoption of improved upland rice technology lets farmers to improve their income. It finds that, estimated by whatever matching algorithm, improved upland rice technology has a robust and positive effect on farmers' income, suggesting that agricultural technology has directly contribution to income increase and poverty alleviation. The effect of technology on income, however, shows a diminishing impact, meaning that as a technology addresses to poverty issue, its effect on income will be gradually lower.","22","Agriculture","Landforms - Surveys","Agricultural technologies - Effect evaluation - Household surveys - Matching algorithm - Poverty alleviation - Propensity score matching - Technology adoption - Yunnan , China","481.1 Geology - 821 Agricultural Equipment and Methods; Vegetation and Pest Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on a HIV/AIDS model with application to Yunnan province, China","20111913964527","","Zhang, Tailei (1); Jia, Manhong (2); Luo, Hongbing (2); Zhou, Yicang (1); Wang, Ning (3) ","(1) Department of Applied Mathematics, Xi'an Jiaotong University, Xi'an 710049, China (2) Yunnan Provincial Center for Disease Control and Prevention, Kunming, Yunnan 650022, China (3) National Center for AIDS/STDs Control and Prevention, Chinese Center for Disease Control and Prevention, No.155, Changbai Road, Changping District, Beijing 102206, China ","Zhang, T.(t.l.zhang@126.com) ","Applied Mathematical Modelling","Appl. Math. Model.","","Elsevier Inc.","35","9","4379-4392","September 2011","","","2011","English","0307904X","","","","10.1016/j.apm.2011.03.004","","","","","","AMMODL","Journal article (JA)","This paper presents an epidemic model aiming at the prevalence of HIV/AIDS in Yunnan, China. The total population in the model is restricted within high risk population. By the epidemic characteristics of HIV/AIDS in Yunnan province, the population is divided into two groups: injecting drug users (IDUs) and people engaged in commercial sex (PECS) which includes female sex workers (FSWs), and clients of female sex workers (C). For a better understanding of HIV/AIDS transmission dynamics, we do some necessary mathematical analysis. The conditions and thresholds for the existence of four equilibria are established. We compute the reproduction number for each group independently, and show that when both the reproduction numbers are less than unity, the disease-free equilibrium is globally stable. The local stabilities for other equilibria including two boundary equilibria and one positive equilibrium are figured out. When we omit the infectivity of AIDS patients, global stability of these equilibria are obtained. For the simulation, parameters are chosen to fit as much as possible prevalence data publicly available for Yunnan. Increasing strength of the control measure on high risk population is necessary to reduce the HIV/AIDS in Yunnan. © 2011 Elsevier Inc.","38","Diseases","Disease control - Risk assessment","Basic reproduction number - Global stability - High-risk population - HIV/AIDS - Injecting drug users - Yunnan","914.1 Accidents and Accident Prevention",,"Number: 20090461304, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 11001215, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We are very grateful to reviewers for the very valuable comments and suggestions to our paper. This work was supported by the national mega-project of science research NO. 2008ZX10001-003, the National Natural Sciences Foundation of China (11001215) and the China postdoctoral science foundation (20090461304).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
