Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Single-snapshot DOA estimation for uniform linear array","20161102093138","Cui, Han (1); Liu, Tong (1); Peng, Wenjuan (1) ","(1) Department of Electronic Science, Huizhou University, Huizhou; 516007, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2905-2909","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279784","7279784","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Direction Of Arrival (DOA) estimation is a well known problem that has been studied through a wide range of different approaches and methods. Most of these methods make use of several snapshots in the array to provide an accurate result but their performance is commonly degraded when only a single snapshot is available. An improved ESPRIT algorithm to the problem of direction of arrival (DOA) estimation from single temporal observation of a uniform linear array is proposed. Since the spatial samplings of an incident signal can be considered as the temporal samplings of an exponential signal, the autocorrelation lags of spatial samplings can be estimated using the inverse-DFT of 'power density spectrum'. We use narrow-band approximation around the peaks of the spectrum to decrease the influence of noise. Simulation results show that, the performance of the proposed algorithm is improved dramatically compared with other existing algorithms in the case of low SNR. © 2015 IEEE.","","12","Direction of arrival","Automation - Signal to noise ratio","Direction of arrivalestimation(DOA) - ESPRIT - Exponential signals - Narrow bands - Narrow-band approximations - Power density spectrum - Temporal sampling - Uniform linear arrays","716.1 Information Theory and Signal Processing - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Positive periodic solutions of discrete n-species food-chain systems","2005399383193","Li, Yongkun (1); Lu, Linghong (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Applied Mathematics and Computation (New York)","Appl Math Comput (New York)","","Elsevier Inc.","167","1","324-344","August 5, 2005","","","","2005","English","00963003","","","10.1016/j.amc.2004.06.082","","","","","","AMHCBQ","Journal article (JA)","Discrete periodic n-species food-chain systems with Holling types II and III functional responses and time delays are investigated, respectively. By using Gaines and Mawhin's continuation theorem of coincidence degree theory sufficient conditions are obtained for the existence of positive periodic solutions of the systems. © 2004 Elsevier Inc. All rights reserved.","","8","Theorem proving","Mathematical models - Problem solving","Coincidence degree theory - Holling type functional response - n-Species food-chain systems - Positive periodic solutions","921 Mathematics","Theoretical (THR)","Number: 2003A0001M, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 10361006, Acronym: -, Sponsor: -; ","This work is supported by the National Natural Sciences Foundation of People’s Republic of China under Grant 10361006 and the Natural Sciences Foundation of Yunnan Province under Grant 2003A0001M.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The study on electromagnetic compatibility of WLAN used in medical environment","20114614518280","Yu, Jiang (1); Li, Yin (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming, China ","Yu, J.(yujiang@ynu.edu.cn) ","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","Int. Conf. Electr. Control Eng., ICECE - Proc.","Beihang University; China Three Gorges University; et al.; Huazhong University of Science and Technology; Shanghai University; Tianjin University","IEEE Computer Society","","","4202-4205","2011","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","","","2011","Chinese","","","9781424481637","10.1109/ICECENG.2011.6057665","6057665","2nd Annual Conference on Electrical and Control Engineering, ICECE 2011","September 16, 2011 - September 18, 2011","Yichang, China","87268","","Conference article (CA)","The analysis and testing for electromagnetic compatibility of WLAN used in medical environment are made in this paper. According to working principles of medical devices and WLAN equipment, the testing data and results are analyzed. The conclusion for the EMC is that WLAN is suitable for the medical environment, if its design and use are reasonable. The methods for WLAN equipment and medical devices working well in medical environment are proposed. © 2011 IEEE.","","4","Electromagnetic compatibility","Biomedical equipment - Testing - Wireless local area networks (WLAN)","Analysis and testing - Medical Devices - Testing data - WLAN - Working well","462.1 Biomedical Equipment, General - 711.1 Electromagnetic Waves in Different Media",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preparation and properties of sliver and nitrogen co-doped TiO2photocatalyst","20140617265791","Zhang, Ying (1); Zhang, Jin (1); Zhu, Zhongqi (1); Yan, Ningning (1); Liu, Qingju (1) ","(1) Yunnan Key Laboratory of Nanomaterials and Technology, Yunnan University, Kunming 650091, China ","Liu, Q.(qjliu@ynu.edu.cn) ","Materials Research Bulletin","Mater Res Bull","","Elsevier Ltd","48","11","4872-4876","November 2013","","","","2013","English","00255408","","","10.1016/j.materresbull.2013.06.057","","","","","","MRBUAC","Journal article (JA)","TiO2photocatalysts co-doped with different content of Ag and N were prepared by sol-gel method combined with microwave chemical method. The samples were analyzed by X-ray diffraction (XRD), Fourier transform infrared spectroscopy (FT-IR), transmission electron microscope (TEM), ultraviolet-visible diffuse reflectance spectrum (UV-vis) and photo-luminescence emission spectrum (PL). The photocatalytic activity was investigated by photocatalytic degradation of methylene blue (MB) under irradiation of fluorescent lamp. The results indicate that Ag and N co-doping can restrain the increase of grain size, broaden the absorption spectrum to visible light region, and inhibit the recombination of the photo-generated electron-hole pairs. Moreover, the photocatalytic activity of Ag-N-TiO2in MB degradation is remarkable improved. The degradation rate of the sample with Ag:TiO2= 0.05 at%, N:TiO2= 18.50 wt% in 5 h is 93.44%, which is much higher than that of Degussa P25 (39.40%). © 2013 Elsevier Ltd. All rights reserved.","","24","Silver","Absorption spectroscopy - Aromatic compounds - Degradation - Emission spectroscopy - Fourier transform infrared spectroscopy - Light - Nitrogen - Photocatalysis - Photocatalysts - Sol-gel process - Sol-gels - Titanium dioxide - Transmission electron microscopy - X ray diffraction","Catalytic properties - Diffuse reflectance spectrum - Fourier transform infra red (FTIR) spectroscopy - Photo catalytic degradation - Photocatalytic activities - Photogenerated electrons - Sol-gel chemistry - Visible light region","547.1 Precious Metals - 741.1 Light/Optics - 801 Chemistry - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 812.3 Glass",,"Number: -, Acronym: YNU, Sponsor: Yunnan University; Number: 51262030, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51062017, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the Program for the National Natural Science Foundation of China (Grant Nos. 51062017 and 51262030 ). The authors thank High Performance Computer Center of Yunnan University for providing software and hardware support in our calculations.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The design of natural gas pipeline inspection robot system","20161102092650","Zhang, Lanyong (1); Du, Yixuan (1); Cao, An (1) ","(1) College of Automation, Harbin Engineering University, Harbin, Heilongjiang Province, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","843-846","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279402","7279402","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Pipeline is a kind of effective conveying application widely used in general industry, nuclear facilities, oil and gas, military equipment and other fields. In order to increase the lifetime of pipeline, prevent leaking and accidents, pipeline inspection robot must be used to perform effective examination and maintenance of pipeline, thus can meet the production needs. This paper mainly studied on medium flow drive pipe robots propulsion system friction theory and the calculation and simulation methods of this theory, we also paid attention to the design of natural gas pipeline inspection robot's structure, the structure of testing device, working principle and testing methods. This paper introduced the design of an ultrasonic probe launching and receiving circuit and how to use DSP chip to process the digital signal of ultrasonic signals, in the end we can get some preliminary conclusions of pipeline ultrasonic signal. © 2015 IEEE.","","11","Robot applications","Automation - Inspection - Machine design - Nanocomposites - Natural gas - Natural gas pipelines - Propulsion - Robots - Structural design - Testing - Ultrasonic testing","Digital signals - Gas pipeline inspection robot - Nuclear facilities - Pipeline inspection - Propulsion system - Robot system - Ultrasonic probe - Ultrasonic signals","408.1 Structural Design, General - 522 Gas Fuels - 601 Mechanical Design - 731 Automatic Control Principles and Applications - 753.3 Ultrasonic Applications - 761 Nanotechnology - 933 Solid State Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence of positive periodic solutions for functional differential equations with impulse effects on time scales","20082611333002","Zhang, Hongtao (1); Li, Yongkun (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Communications in Nonlinear Science and Numerical Simulation","Comm. Nonlinear Sci. Numer. Simul.","","Elsevier","14","1","19-26","January 2009","","","","2009","English","10075704","","","10.1016/j.cnsns.2007.08.006","","","","","","","Journal article (JA)","By using a fixed point theorem of strict-set-contraction, some criteria are established for the existence of positive periodic solutions for a functional differential equation with delays and impulses on time scales. © 2007 Elsevier B.V. All rights reserved.","","11","Differential equations","Difference equations - Fixed point arithmetic - Time measurement","Functional differential equations - Impulse - Positive periodic solution - Strict-set-contraction - Time-scales","921.2 Calculus - 921.6 Numerical Methods - 943.3 Special Purpose Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Printed New Tai Lue character recognition based on BP neural network","20171803614083","Li, Dengfeng (1); Yu, PengFei (1); Li, Haiyan (1); Peng, Ge (1) ","(1) School of Information, Yunnan University, Kunming, China ","","2016 IEEE International Conference on Signal and Image Processing, ICSIP 2016","IEEE Int. Conf. Signal Image Process., ICSIP","","Institute of Electrical and Electronics Engineers Inc.","","","339-342","March 27, 2017","2016 IEEE International Conference on Signal and Image Processing, ICSIP 2016","","1 of 1","2016","English","","","9781509023769","10.1109/SIPROCESS.2016.7888280","7888280","2016 IEEE International Conference on Signal and Image Processing, ICSIP 2016","August 13, 2016 - August 15, 2016","Beijing, China","127096","","Conference article (CA)","With the development of optical character recognition research, many techniques for printed character recognition have been developed. But the character recognition study for the New Tai Lue has lagged behind. As a result, the digital processes of New Tai Lue have been in troubles. To solve this problem, this paper proposed a printed New Tai Lue character recognition method based on the Back Propagation (BP) Neural Network. Firstly, some image preprocessing including skew image correction, binarization are performed on the New Tai Lue images obtained by a scanner. Secondly, the character segmentation is carried out after the text line segmentation and the word segmentation processes. Thirdly, the feature vectors are built by using the local gray feature, the centroid coordinate and the original size of the image; Lastly, A BP neural network is trained with a training set contained 51740 samples. Then a test set contained 4917 samples is applied to test the performance of the proposed method. The experiment results show that 98.04% recognition rate has been obtained by the proposed method, which proved that this method is effective for the recognition of printed New Tai Lue characters. © 2016 IEEE.","","10","Image processing","Backpropagation - Feature extraction - Neural networks - Optical character recognition - Optical data processing","Back propagation neural networks - BP neural networks - Centroid coordinates - Character segmentation - Image preprocessing - Recognition rates - Text line segmentation - Word segmentation","723.2 Data Processing and Image Processing - 723.4 Artificial Intelligence - 741.1 Light/Optics",,"Number: 61561050, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61462094, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (Grant No. 61462094, 61561050).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sensitivity analysis of partially linear models with response missing at random","20171003425135","Fan, Ai-Xia (1); Tang, Nian-Sheng (1) ","(1) Department of Statistics, Yunnan University, Kunming, China ","Tang, Nian-Sheng(nstang@ynu.edu.cn) ","Communications in Statistics: Simulation and Computation","Commun. Stat. Simul. Comput.","","Taylor and Francis Inc., 325 Chestnut St, Suite 800, Philadelphia, PA 19106, United States","46","7","5323-5339","August 9, 2017","","","","2017","English","03610918","15324141","","10.1080/03610918.2016.1152368","","","","","","","Journal article (JA)","This article investigates case-deletion influence analysis via Cook’s distance and local influence analysis via conformal normal curvature for partially linear models with response missing at random. Local influence approach is developed to assess the sensitivity of parameter and nonparametric estimators to various perturbations such as case-weight, response variable, explanatory variable, and parameter perturbations on the basis of semiparametric estimating equations, which are constructed using the inverse probability weighted approach, rather than likelihood function. Residual and generalized leverage are also defined. Simulation studies and a dataset taken from the AIDS Clinical Trials are used to illustrate the proposed methods. © 2017 Taylor & Francis Group, LLC.","","25","Sensitivity analysis","Inverse problems","Generalized leverage - Influence analysis - Local influence - Missing at randoms - Partially linear models","921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The constrained arborescence augmentation problem in digraphs","20182805545985","Li, Jianping (1); Liu, Xiaofei (1); Lichen, Junran (1) ","(1) Department of Mathematics, Yunnan University, Kunming, China ","","2017 3rd IEEE International Conference on Computer and Communications, ICCC 2017","IEEE Int. Conf. Comput. Commun., ICCC","IEEE; Sichuan Institute of Electronics","Institute of Electrical and Electronics Engineers Inc.","2018-January","","1204-1209","July 2, 2017","2017 3rd IEEE International Conference on Computer and Communications, ICCC 2017","","1 of 1","2017","English","","","9781509063505","10.1109/CompComm.2017.8322734","","3rd IEEE International Conference on Computer and Communications, ICCC 2017","December 13, 2017 - December 16, 2017","Chengdu, China","135473","","Conference article (CA)","The augmentation problem originally determines a minimum weight arc-set that is added to an original network to satisfy a given property. In the real communication network, continuous transmission may lead some transmission lines of this original network to be damaged such that communication network cannot be used. The problem that we consider is how to add other transmission lines to construct a more survivable communication network to service well. In details, we consider the constrained arborescence augmentation problem (CAA, for short) as follows. For a given weighted digraph (or network) D = (V, A; w;Tr), where w:A → R+, is a weighted function and Tr (V, Ar) is an arborescence rooted at r in D, we are asked to find an arc-subset A′ from A-Ar such that there exists still an arborescence in the new digraph D′ = (V, Ar ∪ A′-{a}) for each arc a Ar, the objective is to minimize the total weight w(A′) = ∼eA′ w(e). In this paper, we prove that the CAA problem still remains NP-hard, whose proof follows from a reduction from the 3-dimensional matching. In addition, we present an optimal combinatorial algorithm in O(m + n log n) time to solve this problem for special version where an arborescence in digraph D′ = (V, Ar ∪ A′-{a}) still has its fixed root r, for each arc a Ar. © 2017 IEEE.","","10","Problem solving","Argon - Directed graphs - Electric lines - Graph theory - Optimization","3-dimensional - arbores-cence - Augmentation problems - Combinatorial algorithm - Minimum weight - NP-hard - Weighted digraph - Weighted function","706.2 Electric Power Lines and Equipment - 804 Chemical Products Generally - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The application of exhaustive service polling control theory in the intelligent traffic system based on FPGA","20183905877914","Du, Ruixue (1); Liang, Zhuguan (1); Ding, Hongwei (1); Bao, Liyong (1); He, Min (1) ","(1) School of Information, Yunnan University, China ","","2017 International Conference on Computer Systems, Electronics and Control, ICCSEC 2017","Int. Conf. Comput. Syst., Electron. Control, ICCSEC","","Institute of Electrical and Electronics Engineers Inc.","","","1281-1284","August 24, 2018","2017 International Conference on Computer Systems, Electronics and Control, ICCSEC 2017","","1 of 1","2017","English","","","9781538635735","10.1109/ICCSEC.2017.8446703","8446703","2017 International Conference on Computer Systems, Electronics and Control, ICCSEC 2017","December 25, 2017 - December 27, 2017","Dalian, China","139035","","Conference article (CA)","Social progress brought about the development of the city, more and more people choose to go out by car, the continuous increase in vehicles to the city's traffic has brought great inconvenience, the traditional traffic lights can not meet the needs of urban development and ease traffic pressure. This paper presents an intelligent transportation system based on FPGA for exhaustive service polling control theory, based on the knowledge of polling theory, and then obtains the arrival rate of vehicles. From the various data, the arrival rate is proportional to the waiting time. The simulation results show that the intelligent traffic system under the condition of full service polling control can alleviate the traffic jam and improve the traffic efficiency. © 2017 IEEE.","","11","Computer control systems","Control theory - Efficiency - Field programmable gate arrays (FPGA) - Intelligent systems - Street traffic control - Traffic congestion - Urban growth","Arrival rates - Exhaustive service - Intelligent traffic systems - Intelligent transportation systems - Polling control - Traffic efficiency - Traffic pressure - Urban development","403.1 Urban Planning and Development - 406.2 Roads and Streets - 721.2 Logic Elements - 723.4 Artificial Intelligence - 731.1 Control Systems - 913.1 Production Engineering",,"Number: 61461053, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61461054, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China(61461053;61461054).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Exploring the treatment laws of Sinomenium Acutum through text mining","20153601247092","Ge, Na (1); Zheng, Guang (2); Qi, Ai-Rong (1); Yang, Dong (1); Yang, Shu-Dong (1); Wang, Wen-Jing (1); Li, Shun-Min (1) ","(1) Shenzhen Affiliated Hospital, Guangzhou University of Traditional Chinese Medicine, Shenzhen, China (2) School of Information Science Engineering, Lanzhou University, Lanzhou, China ","Li, Shun-Min ","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","481-488","2015","","","1 of 1","2015","English","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","The study summarized the treatment laws of Sinomenium Acutum (SA) (Menispermaceae) using text mining techniques. First, we proposed text mining by collecting related literatures about SA from Chinese Biomedical Literature (CBM) Database, and then the ACCESS database was constructed. Second, structured query language was used to do data processing as well as data stratification. Algorithm was adopted to analyze the basic laws of symptom, Traditional Chinese Medicine (TCM) pattern, TCM herb compatibility, and drug combination. Our study indicates that text mining could be used to analyze the treatment laws of SA and provide a good reference for clinical application and intensive research. © 2015 Taylor & Francis Group, London.","","7","Data mining","Clinical research - Data handling - Medical applications - Query languages - Query processing","ACCESS database - Biomedical literature - Clinical application - Drug combinations - Intensive research - Structured Query Language - Text mining techniques - Traditional Chinese Medicine","723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Piecewise pseudo-almost periodic solution for impulsive non-autonomous high-order Hopfield neural networks with variable delays","20154301422508","Wang, Chao (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan; 650091, China ","Wang, Chao(chaowang@ynu.edu.cn) ","Neurocomputing","Neurocomputing","","Elsevier B.V.","171","","1291-1301","January 1, 2016","","","","2016","English","09252312","18728286","","10.1016/j.neucom.2015.07.054","","","","","","NRCGEO","Journal article (JA)","In this paper, we provide a new method to study non-autonomous dynamic systems with variable pseudo-almost periodic coefficients. By using some fixed point theorems in Banach space and inequality technique, some completely new sufficient conditions of the existence and exponential stability of piecewise pseudo-almost periodic solutions are established for impulsive non-autonomous high-order Hopfield neural networks with variable coefficients and delays. Finally, a numerical example and simulations are given to illustrate that the obtained results are feasible and effective. It is the first time that the existence and stability of the pseudo-almost periodic solutions for impulsive nonautonomous neural networks are obtained. © 2015 Elsevier B.V.","","39","Hopfield neural networks","Asymptotic stability - Banach spaces - Fixed point arithmetic","Existence - Existence and stability - Fixed-point theorems in Banach spaces - High-order Hopfield neural networks - Impulses - Non-autonomous dynamics - Non-autonomous neural networks - Pseudo almost periodic","921.1 Algebra - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mapping whole DNA sequence on variant maps","20180204641573","Mao, Yuyuan (1); Zheng, Jeffrey (1); Liu, Wenjia (1) ","(1) School of Software, Yunnan University, Kunming, China ","","Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017","Proc. IEEE/ACM Int. Conf. Adv. Soc. Netw. Anal. Min., ASONAM","ACM SIGMOD; Gemalto; IEEE Computer Society; IEEE TCDE; Springer Nature","Association for Computing Machinery, Inc","","","1037-1040","July 31, 2017","Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017","","1 of 1","2017","English","","","9781450349932","10.1145/3110025.3110140","","9th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017","July 31, 2017 - August 3, 2017","Sydney, NSW, Australia","131927","","Conference article (CA)","Whole DNA sequence is naturally related to big data streams, it is a challenge task to make a classification and visualization for whole DNA sequences. In this paper, a new mapping method for whole DNA sequence is proposed, and a special mapping scheme is used to transfer a whole DNA sequence as multiple 2D statistical probability maps. A sample case is selected from a night monkey species from south America (Aotus Nancymaae), interesting patterns are observed from relevant maps. © 2017 Copyright is held by the owner/author(s).","","10","DNA sequences","Big data - Data visualization - DNA - Mapping","Aotus Nancymaae - Big data streams - Gene sequences - Mapping method - Mapping scheme - Sequential model - South America - Statistical probability","405.3 Surveying - 461.2 Biological Materials and Tissue Engineering - 723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Lasing from a dye-doped pendant drop and its precession","2001506763973","Pu, X. ; Lee, W. ",,"","Chinese Physics","Chin. Phys.","","Gordon and Breach Science Publishers","9","11","827-832","November 2000","","","","2000","English","10091963","","","","","","","","","CHPHF4","Journal article (JA)","We have observed lasing from the rim of dye-doped ethylene glycol pendant drops. Spatial-resolved spectral measurements show that the lasing wavelength varies along a vertical rim of the drop. Time-resolved measurements indicate that lasing precession occurs within the drop. Various lasing patterns due to lasing precession are explained. The measured precession periods for different pumping points are in good agreement with the calculated values based on morphology-dependent resonance theory.","","12",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An approach for automatically reasoning consistency of domain–specific modelling language","20144600190808","Jiang, Tao (1); Wang, Xin (1); Huang, Li-Dong (1) ","(1) Yunnan Minzu University, 134 Yi Er Yi Avenue, Kunming, China ","Jiang, Tao ","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Lect. Notes Comput. Sci.","AAI; Fundamenta Informaticae; International Rough Set Society; National Natural Science Foundation of China; Rough Sets and Soft Computing Society of the Chinese Association for Artificial Intelligence; Springer; Tongji University","Springer Verlag","8818","","295-306","2014","","Rough Sets and Knowledge Technology - 9th International Conference, RSKT 2014, Proceedings","1 of 1","2014","English","03029743","16113349","9783319117393","10.1007/978-3-319-11740-9_28","","9th International Conference on Rough Sets and Knowledge Technology, RSKT 2014","October 24, 2014 - October 26, 2014","Shanghai, China","109299","","Conference article (CA)","Domain-Specific Modeling Language (DSML) defined by informal way cannot precisely represent its structural semantics, so properties of models such as consistency cannot be systematically analyzed and verified. In response, the paper proposes an approach for automatically reasoning consistency of DSML. Firstly, we establish a formal framework for DSML based on firstorder logic; and then, an automatic mapping mechanism for formalizing DSML is defined; based on this, we present our method for verifying consistency of DSML and its models based on first-order logical inference; finally, the automatic mapping engine for formalizing DSML and its models is designed to show the feasibility of our formal method. © Springer International Publishing Switzerland 2014.","","15","Modeling languages","Formal logic - Formal methods - Mapping - Rough set theory - Semantics - Specification languages","Automatic mapping - Consistency verifications - Domain specific modeling languages - First order - First order logic - Formal framework - Logical inference - Structural semantics","405.3 Surveying - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723 Computer Software, Data Handling and Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"miRNAs and targets that underlie glomerular development","20153601247067","Wu, Xian (1); Ding, Yan-Fang (1); Zhao, Jin-Yao (1); Guo, Gordon (2); Li, Yong-Qi (1); Li, Tian-Bai (1); Wang, Jin-Liang (1); Cui, Shi-Ying (1) ","(1) Dalian Medical University, Dalian; Liaoning, China (2) Department of Radiation Oncology, University of Manitoba, Winnipeg, Canada ","","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","93-98","2015","","","1 of 1","2015","English","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","MicroRNAs (miRNAs) are small, naturally occurring, and noncoding RNAs that regulate gene expression at post-transcript stage. Although miRNAs have been implicated in the regulation of diverse biologic processes, little is known about miRNAs and targets that underlie in the kidney and glomerular development. Here we define the miRNA and target expression pattern in glomerular development from embryonic stage to mature stage by using miRNA, mRNA array, bioinformatics, and molecular techniques. The results indicate that in comparison to developed glomeruli, miRNAs are differently expressed in developing glomeruli, and therefore, this could clearly separate subtype of immature and mature glomeruli. The targets predicted from miRNAs were further compared with genes that were analyzed from mRNA array data. A total of 1264 genes, whose function being relevant to cellular development, was shared in both miRNA and mRNA data. Finally, miR-222 and target gene NPM1 were validated by quantitative real-time polymerase chain reaction (qRT-PCR), immunohistochemistry (IHC), and western blotting (WB). Our data indicate that miRNA and target gene profiles may not only aid in discriminating between different stages of glomerular development, but may also represent novel therapeutic targets for innate and acquired kidney glomerular disease. © 2015 Taylor & Francis Group, London.","","9","RNA","Gene expression - Gene therapy - Nucleic acids - Polymerase chain reaction","Cellular development - Different stages - Expression patterns - Immunohistochemistry - Molecular techniques - Naturally occurring - Quantitative real-time polymerase chain reaction - Therapeutic targets","461 Bioengineering and Biology - 801.2 Biochemistry",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
