Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"A model for total volume of debris flow with intermittent surges based on maximum peak discharge and movement time","20164903098247","","Li, Jun (1, 2); Chen, Ningsheng (1); Wang, Tao (1); Iqbal, Javed (1, 2); Xiang, Long (3) ","(1) Key Laboratory of Mountain Hazards and Land Surface Process, Institute of Mountain Hazards and Environment, CAS, Chengdu, China (2) Graduate University of the Chinese Academy of Sciences, Beijing, China (3) State Key Laboratory of Geological Hazards Prevention and Geological Environment Protection, Chengdu University of Technology, Chengdu, China ","Chen, Ningsheng(Chennsh@imde.ac.cn) ","Geosystem Engineering","Geosystem Eng.","","Taylor and Francis Ltd.","20","4","181-194","July 4, 2017","","","","2017","English","12269328","21663394","","","10.1080/12269328.2016.1248298","","","","","","","Journal article (JA)","A total volume of debris flow with intermittent surges is an important design parameter for the prevention of debris flow which requires an accurate determination of total volume of debris flow. Firstly, based on the data of 63 debris flow events from 1987 to 1995 at Jiangjia gully in Dongchuan County, Yunnan Province, China, we find that the distribution of debris flow discharge can be described by the lognormal distribution. Secondly, a statistical model for the total volume of debris flow with intermittent surges is established by the most stable fractile and the lognormal distribution function. Thirdly, we verified the accuracy of Equation (15) using data of 65 debris flows events from 1996 to 2004 in Jiangjia gully. Equation (15) generated more accurate results when compared with other existing models. The results of research are as follows: The Average Relative Error and Sum of Squared Relative Errors of Equation (15) are 47.6%p and 22.3, which is 10.9%p and 8.0 lower than that of Ou model, respectively. This model can be better applied to calculate the total volume of debris flows with intermittent surges in Jiangjia gully. © 2016 The Korean Society of Mineral and Energy Resources Engineers (KSMER).","17","Debris","Codes (symbols) - Distribution functions - Landforms","Average relative error - Debris flows - Design parameters - Jiangjia Gully - Log-normal distribution - Relative errors - Statistical modeling - Yunnan province","481.1 Geology - 723.2 Data Processing and Image Processing - 922.1 Probability Theory",,"Number: 41661134012, Acronym: NERC, Sponsor: Natural Environment Research Council; Number: 51409243, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41402283, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 4151101234, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The study is supported by the program of Increasing Resilience to Natural Hazards in Earthquake Prone Regions in China: The National Natural Science Foundation of China [4151101234, 41402283, 51409243]; Newton Fund via Natural Environment Research Council [41661134012].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ice-coated AC transmission lines tension prognosis with autoregressive model","20125015802326","","Xin, Wu (1); Chen, Xiao-Yun (2); Xu, Ke-Ju (1); Zou, Rong-Min (2); Peng, Qing-Jun (2); Lin, Li (1) ","(1) School of Energy Power and Mechanical Engineering, North China Electric Power University, Beijing, China (2) Postdoctoral Workstation of Yunnan Power Grid Corporation, Kunming, China ","Xin, W.(wuxin@ncepu.edu.cn) ","2012 3rd International Conference on System Science, Engineering Design and Manufacturing Informatization, ICSEM 2012","Int. Conf. Syst. Sci., Eng. Des. Manuf. Informatization, ICSEM","","IEEE Computer Society","2","","168-170","2012","2012 3rd International Conference on System Science, Engineering Design and Manufacturing Informatization, ICSEM 2012","","","2012","English","","","","9781467309141","10.1109/ICSSEM.2012.6340835","6340835","2012 3rd International Conference on System Science, Engineering Design and Manufacturing Informatization, ICSEM 2012","October 20, 2012 - October 21, 2012","Chengdu, China","94308","","Conference article (CA)","This paper presents a prognosis algorithm for the tension on ice-coated AC transmission lines. Firstly, the difference time sequences are built with the collected tension data on ice-coated AC transmission lines. Then the autoregressive model is applied on the obtained difference sequences and the model parameters are estimated through the Yule-Walk method. Finally, we can predict the tension on ice-coated transmission lines in the future 8 hours. The developed prognosis algorithm is verified through the tension data of Dazheng 73# ice-coated AC transmission line in Zhaotong area, Yunnan Province, China. © 2012 IEEE.","6","Ice","Electric lines - Manufacture","AC transmission lines - Auto regressive models - Difference sequences - Line tension - Model parameters - Time sequences - Yunnan province - Zhaotong","537.1 Heat Treatment Processes - 706.2 Electric Power Lines and Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Lake sediment records on climate change of the Qinghai lake catchment in Southwest China based on wavelet analysis","20153601233504","","Long, Xian’E (1, 2); Zhang, Wenxiang (3); Zhang, Hucai (3); Ming, Qingzhong (3); Shi, Zhengtao (3); Niu, Jie (3); Lei, Guoliang (4) ","(1) Key Laboratory of Plateau Lake Ecology and Global Change, Kunming, China (2) College of Tourism and Geography Science, Yunnan Normal University, Kunming, China (3) Key Laboratory of Plateau Lake Ecology and Global Change, Kunming, China (4) Key Laboratory of Humid Subtropical Eco-Geographical Process, Ministry of Education, Fuzhou, China ","","Hydraulic Engineering III - Proceedings of the 3rd Technical Conference on Hydraulic Engineering, CHE 2014","Hydr. Eng. Proc. Tech. Conf. Hydr. Eng.","","CRC Press/Balkema","","","191-196","2015","Hydraulic Engineering III - Proceedings of the 3rd Technical Conference on Hydraulic Engineering, CHE 2014","","1 of 1","2015","English","","","","9781138027435","","","3rd Technical Conference on Hydraulic Engineering, CHE 2014","December 13, 2014 - December 14, 2014","Hong Kong, Hong kong","123699","","Conference article (CA)","Qinghai Lake is located in the Tengchong County, Yunnan Province. The climate is affected by the Asian southwest monsoon. Based on the wavelet analysis, the climate change of Qinghai Lake are studied by the environmental proxies, such as grain-size, Total Organic Carbon (TOC), and carbonate content (CaCO3), magnetic susceptibility. Combine with the AMS14C datings, we use the wavelet analysis method to explore the climate periodic signal of Qinghai lake during the Holocene. The results show that the environmental proxies are exist -1000a, -500a, -200a cycles, and the -1000a, -500a cycles are obvious during the whole Holocene. It is reflects the characteristics of Asian southwest monsoon during the Holocene, which indicates that the monsoon from strong to weak, the mechanism of Southwest monsoon is solar activity. © 2015 Taylor & Francis Group, London, UK.","20","Climate change","Atmospheric thermodynamics - Calcite - Calcium carbonate - Catchments - Hydraulic structures - Hydraulics - Lakes - Magnetic susceptibility - Organic carbon - Shore protection - Solar energy - Wavelet analysis","Carbonate content - Environmental proxies - Lake-sediment records - Southwest China - Southwest monsoon - Total Organic Carbon - Wavelet analysis method - Yunnan province","407.1 Maritime Structures - 443.1 Atmospheric Properties - 632.1 Hydraulics - 657.1 Solar Energy and Phenomena - 701.2 Magnetism: Basic Concepts and Phenomena - 804 Chemical Products Generally - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characteristics of the crustal magnetic anomaly and regional tectonics in the Qinghai-Tibet Plateau and the adjacent areas","20122315093604","","Kang, GuoFa (1); Gao, GuoMing (1); Bai, ChunHua (1); Shao, Dan (1); Feng, LiLi (1) ","(1) Department of Geophysics, Yunnan University, Kunming 650091, China ","Bai, C.(baichh@ynu.edu.cn) ","Science China Earth Sciences","Sci. China Earth Sci.","","Science in China Press","55","6","1028-1036","June 2012","","","","2012","English","16747313","","","","10.1007/s11430-011-4323-x","","","","","","","Journal article (JA)","Study of the characteristics of the crustal magnetic anomaly in the Qinghai-Tibet Plateau and the adjacent areas helps better understand the lithospheric structure and evolution, as well as the regional geodynamic processes. Here we analyze the distribution laws of the crustal magnetic anomaly and its vertical gradient, the decay characteristics of the anomaly, the contributions from different wavelength bands to the anomaly, and the relationship between the anomaly and the crustal regional tectonics in the plateau and nearby, based on a new and higher degree geomagnetic model NGDC-EMM-720-V3 constructed from the surface, aeromagnetic, marine and satellite survey data. The results reveal that the positive and negative anomalies in the Qinghai-Tibet Plateau are weak, while those of the surrounding areas are strong. The boundary agrees well with the border of the plateau regional tectonics. The anomaly is nearly east-west in the central and western plateau, arc-shaped in the southwestern and eastern, and nearly north-south in the southeastern, consistent with the tectonic trends. There are strong negative anomaly foci in the east and west syntaxis, whereas no significant differences exist among the Cenozoic blocks in the plateau interior. No direct correspondence exists between the anomaly and the crustal depth. On the background of a weak magnetic anomaly in the plateau, relatively stronger short wavelength fields from the shallower crust are overlapped in the Lhasa, Qilian, Qaidam, and Sichuan-Yunnan rhombic blocks. A strong negative anomaly in the east-west direction is distributed along the Himalayas, mainly caused by the middle and long wavelength bands in the deep and central crust. The magnetic structural layers are stable in the Sichuan and Tarim basins. The anomalies at different altitudes over the southern plateau vary strongly, showing a drastic variation in the magnetic structure from the deep crust to the shallow crust. © 2011 Science China Press and Springer-Verlag Berlin Heidelberg.","52","Tectonics","Geodynamics - Geomagnetism","Crustal magnetic anomalies - Decay characteristics - Geomagnetic field model - Lithospheric structure - Long wavelength bands - Qinghai Tibet plateau - Regional tectonics - Vertical gradients","481 Geology and Geophysics",,"Number: 40464001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40864002, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was sponsored by National Natural Science Foundation of China (Grant Nos. 40464001 and 40864002). We thank two reviewers for their constructive comments on the paper.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on distribution features of crustal magnetic anomalies around eastern Himalayan syntaxis","20140317204238","","Kang, Guo-Fa (1); Gao, Guo-Ming (1); Bai, Chun-Hua (1); Wang, Tian-Yuan (1); Wang, Yi-Mi (1); Zhu, Teng (1) ","(1) Department of Geophysics, Yunnan University, Kunming 650091, China ","Gao, G.-M.(gmgao@ynu.edu.cn) ","Acta Geophysica Sinica","Chin. J. Geophys. Acta Geophys. Sin.","","Science Press","56","11","3877-3886","November 2013","","","","2013","Chinese","00015733","08989591","","","10.6038/cjg20131129","","","","","","","Journal article (JA)","Based on Potsdam Magnetic Model of the Earth (POMME6.2), the spatial distribution of crustal magnetic anomalies around eastern Himalayan syntaxis and their decay with altitude were studied. The two-dimensional wavelet transform method was employed to decompose ground magnetic anomalies and analyze combination of wavelet details and anomalies of approximation signal. The relationship between magnetic anomaly and geological structure was discussed. The results show that the distribution of crustal magnetic anomalies over the study area is considerably non-uniform. Relatively strong negative magnetic anomalies were distributed over Himalaya-Eastern syntaxis-Longmen mountains-Daba mountains, whereas positive magnetic anomaly is present over Sichuan Basin, with weaker magnetic anomalies over other regions. The eastern syntaxis had important impact on magnetic anomalies around. All crustal magnetic anomalies over eastern syntaxis and the surrounding regions were medium- and short-wavelength positive/negative ones superposed onto a negative or weak magnetic anomaly setting. These meso- and micro-scale magnetic anomalies were generated from magnetic materials in the upper and middle crust, with strikes basically consistent with geological structures. Along Jinshajiang-Honghe Fault Belt, there is a sharp weak magnetic anomaly belt. Longmenshan Fault Belt, Lijiang-Xiaojinhe Fault Belt and Honghe Fault Belt are transitional zones between strong and weak magnetic anomalies. The east-west magnetic anomalies in the central Tibetan Plateau exhibited arc shape in the dome of Eastern Syntaxis. The banded lumpy magnetic anomalies over the central Tibetan Plateau and Central Yunnan massif had the same decay rule.","45","Faulting","Geomagnetism - Magnetic materials - Wavelet decomposition","Central Tibetan plateau - Crustal magnetic anomalies - Distribution features - Eastern syntaxis area - Geological structures - Geomagnetic field model - Magnetic anomaly belt - Surrounding regions","481.3.2 Earth Magnetism and Terrestrial Electricity - 484.1 Earthquake Measurements and Analysis - 708.4 Magnetic Materials - 921.3 Mathematical Transformations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Integrated assessment of China’s agricultural vulnerability to climate change: a multi-indicator approach","20143600025040","","Li, Yingchun (1); Xiong, Wei (1); Hu, Wei (1); Berry, Pam (2); Ju, Hui (1); Lin, Erda (1); Wang, Wen (1, 3); Li, Kuo (1); Pan, Jie (1) ","(1) Institute of Environment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Sciences/Key Laboratory of Agricultural Environment, Ministry of Agriculture of P.R. China, Beijing; 100081, China (2) Environmental Change Institute, University of Oxford, South Parks Road, Oxford; OX1 3QY, United Kingdom (3) Climate Economics Chair, Paris-Dauphine University, Paris; 75002, France ","Ju, Hui ","Climatic Change","Clim. Change","","Kluwer Academic Publishers","128","3-4","355-366","2014","","","","2014","English","01650009","15731480","","","10.1007/s10584-014-1165-5","","","","","","CLCHDX","Journal article (JA)","Assessment of agricultural vulnerability to climate change is a prerequisite for developing effective adaptation options and strategies for the future. While assessment approaches vary across sectors and countries, there is a need to devise an effective method to assess agricultural vulnerability and provide information to policy-makers and stakeholders so that they can take appropriate adaptation actions. Agricultural vulnerability is analyzed as a function of exposure, sensitivity and adaptive capacity using a multi-indicator approach. Spatial and temporal assessment is undertaken through constructing maps of agricultural vulnerability in China. The results indicate that using multiple indicators is very practical for assessing agricultural vulnerability and that agricultural vulnerability is already significant in Guizhou, Guangxi and Yunnan provinces in China and will become more serious in the 2040s. It was also found that adaptive capacity was generally underdeveloped in poor regions, such as Guizhou, Yunnan and Gansu. We recommend that policy-makers increase investment in improving irrigation infrastructure and provide more opportunities for the education of farmers and stakeholders together with developing the economy in vulnerable areas. © 2014, Springer Science+Business Media Dordrecht.","45","Climate change","Agriculture - Decision making - Economics - Investments","Adaptive capacity - Assessment approaches - Integrated assessment - Multiple indicators - Policy makers - Temporal assessment - Vulnerable area - Yunnan province","443.1 Atmospheric Properties - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 912.2 Management - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of traditional knowledge in forest management: Ethnobotanical indicators of sustainable forest use","20091512028769","","Pei, Shengji (1); Zhang, Guoxue (1, 2); Huai, Huyin (3) ","(1) Kunming Institute of Botany, Chinese Academy of Sciences, Kunming, 650204, China (2) Graduate School, Chinese Academy of Sciences, Beijing, 100039, China (3) College of Bioscience and Biotechnology, Yangzhou University, Yangzhou, 225009, China ","Pei, S.(peishengji@mail.kib.ac.cn) ","Forest Ecology and Management","For. Ecol. Manage.","","Elsevier","257","10","2017-2021","April 30, 2009","","","","2009","English","03781127","","","","10.1016/j.foreco.2009.01.003","","","","","","FECMDW","Journal article (JA)","Forest management has been usefully defined in terms of production, utilization and distribution of products, and the institutional or organizational arrangements by which they are carried out. Both technical and social aspects of forest management are treated as parts of a single system. Traditional knowledge of the use and management of forests still has a vital role to play in forest management today. This is because traditional practices are believed to be often favourable towards conservation and sustainable use. It is therefore valuable to establish a framework to evaluate the contribution of traditional knowledge to forest management today. Accordingly, a framework, based on ethnobotanical information, is proposed in this paper, with quantitative and qualitative indicators suggested for different variables relating to traditional knowledge. The discussion is based on ethnobotanical case studies from Yunnan and other provinces of China in which we have been working. © 2009 Elsevier B.V. All rights reserved.","39","Forestry","Conservation - Knowledge management - Social aspects","Homegarden - Medicinal plants - MPCAs - Non-timber forest products - Traditional use - Yunnan-China","723.5 Computer Applications - 901.4 Impact of Technology on Society",,"Number: 30570167, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 30770220, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors wish to thank Dr. Alan Hamilton and Dr. John Parrotta for editing and improving the language of the paper. The authors also gratefully acknowledge three anonymous reviewers’ valuable comments on this manuscript. This work was supported by the National Natural Science Foundation of China (Grant Nos. 30570167 and 30770220).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on geothermal energy using RS land surface material with temperature inversion technology","20130515979633","","Li, Jianfeng (1, 2); Chen, Jianping (1, 2) ","(1) The Institute of High and New Techniques applied to Land Resources, China University of Geosciences, Beijing 100083, China (2) The Land Resources Information Development, Research Key Laboratory of Beijing, Beijing 100083, China ","Li, J.(lichris99@qq.com) ","Advanced Materials Research","Adv. Mater. Res.","International Science and Education Researcher Association, China; Beijing Gireida Education Research Center; VIP-Information Conference Center, China","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","644","","33-36","2013","Advanced Research on Intelligent Systems and Mechanical Engineering","","","2013","English","10226680","","","9783037856024","10.4028/www.scientific.net/AMR.644.33","","2012 2nd International Conference on Intelligent Materials and Mechanical Engineering, MEE 2012","December 22, 2012 - December 23, 2012","Yichang, China","95249","","Conference article (CA)","Taking Tengchong area in Yunnan Province as a study area and ASTER and ETM remote sensing images as research object, authors selected the proper method for the study area by Comparing the results of the Land Surface Material Temperature Inversion. The result shows that the ETM inversion method is more precise than the ASTER method. Both methods can meet the demand of temperature classification. © (2013) Trans Tech Publications, Switzerland.","6","Geothermal energy","Atmospheric temperature - Climatology - Image reconstruction - Intelligent systems - Mechanical engineering - Remote sensing - Research - Surface measurement","Inversion methods - Land surface - Remote sensing images - Research object - Study areas - Temperature inversions - Yunnan province","943.2 Mechanical Variables Measurements - 901.3 Engineering Research - 741 Light, Optics and Optical Devices - 731.1 Control Systems - 723.4 Artificial Intelligence - 608 Mechanical Engineering, General - 481.3.1 Geothermal Phenomena - 443.1 Atmospheric Properties - 443 Meteorology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"State evaluation based on AHP fuzzy theory of high voltage switchgears","20144600210970","","Xie, Jing (1); Shu, Hongchun (1); Wang, Ke (2); Peng, Jing (2); Xiang, Enxi (2) ","(1) Department of Electrical Engineering, Kunming University of Science and Technology, Kunming; 650051, China (2) Yunnan Electric Power Test and Research Institute, Kunming; 650051, China ","Xie, Jing ","Gaodianya Jishu/High Voltage Engineering","Gaodianya Jishu","","Science Press","40","10","3186-3192","October 31, 2014","","","","2014","Chinese","10036520","","","","10.13336/j.1003-6520.hve.2014.10.034","","","","","","GAJIE5","Journal article (JA)","For evaluating the state of switchgears, we proposed an method based on AHP fuzzy theory and on-line detection data. In an evaluation, the membership functions and fuzzy weighted calculation were determined by hierarchial relevance of various experiments data and influential factors. Moreover, combining the fuzzy calculations with greading method, taking the different furture of information and theory of entropy weight into consideration, we made full use of experimental data, adopted synthetical results of state evaluation method close to real-state condition of switchgear, and adopted detection data from the 10 kV substation in Bailong Xincun, Yunnan, China, to prove the effectiveness of the proposed method.","24","Electric switchgear","Entropy - Grading - Hierarchical systems - Membership functions","Entropy weights - Fuzzy theory - High voltage switchgear - Influential factors - On-line detection - State evaluation - Yunnan , China","641.1 Thermodynamics - 704.2 Electric Equipment - 921 Mathematics - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Full scale test on fire spread and control of wooden buildings","20113914362399","","Peng, Wei (1); Hu, Long-Hua (2); Yang, Rui-Xin (3); Lv, Qing-Feng (4); Tang, Fei (2); Xu, Yong (2); Wang, Li-Yuan (4) ","(1) School of Energy and Safety, Anhui University of Science and Technology, Huainan 232001, China (2) State Key Laboratory of Fire Science, University of Science and Technology of China, Hefei 230027, China (3) Yunnan General Fire Brigade, Kunming 650228, China (4) Lijiang Municipal Fire Detachment, Lijiang 674000, China ","Hu, L.-H.(hlh@ustc.edu.cn) ","Procedia Engineering","Procedia Eng.","","Elsevier Ltd","11","","355-359","2011","5th Conference on Performance-Based Fire and Fire Protection Engineering","","","2011","English","18777058","","","","10.1016/j.proeng.2011.04.669","","","","","","","Conference article (CA)","Wood was widely used for ancient buildings in China, though it is very easy to burn, which causes big trouble for fire preventing. The paper introduced the full scale fire tests in Lijiang ancient town, Yunnan province. A series of full scale fire tests with different fire locations in building, different fuel and different type of ceiling were conducted on wooden building. The effect of water spray on preventing fire spread in wooden building was also studied. It shows that: a).It is easier for fire spread when the fire origin is near the wooden wall; b).Once the inflammable material like foam mattress burned, the fire is very easy to spread over the wooden building; c).If there is ceiling in the wooden building, it can block the fire plume and hot smoke flowing into the adjoining room through the upper space between two rooms; d).Water sprinkler system takes a good effect on preventing fire spread in wooden building, it should be installed in important wooden buildings, such as historical buildings. © 2011 Published by Elsevier Ltd.","5","Fires","Fire extinguishers - Fire protection - Flammability testing - Sprinkler systems (irrigation) - Wooden buildings","Ancient buildings - Effect of water - Fire control - Fire spread - Full scale fire test - Full scale tests - Historical buildings - Yunnan province","402 Buildings and Towers - 821.1 Agricultural Machinery and Equipment - 914.2 Fires and Fire Protection",,"Number: HZ2009-KF13, Acronym: -, Sponsor: -; ","This work is supported by Opening Project of "State Key Laboratory of Fire Science" in China, under Grant No. HZ2009-KF13.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Comparison of different methods for thoron progeny measurement","20092712163226","","Bi, Lei (1, 2); Shang, Bing (3); Zhu, Li (1, 2); Cui, Hong-Xing (3); Zhang, Qing-Zhao (3) ","(1) Key Laboratory of Particle and Radiation Imaging of Ministry of Education, Department of Engineering Physics, Tsinghua University, Beijing 100084, China (2) Key Laboratory of High Energy Radiation Imaging Fundamental Science for National Defense, Department of Engineering Physics, Tsinghua University, Beijing 100084, China (3) National Institute for Radiological Protection and Nuclear Safety, Chinese Center for Disease Control and Prevention, Beijing 100088, China ","Bi, L. ","Yuanzineng Kexue Jishu/Atomic Energy Science and Technology","Yuanzineng Kexue Jishu","","Atomic Energy Publishing House","43","5","461-465","May 2009","","","","2009","Chinese","10006931","","","","","","","","","","YKJIEZ","Journal article (JA)","Four popular methods for thoron progeny measurement were discussed, including the aspects of detector, principle, precondition, calculation advantages and disadvantages. Comparison experiments were made in mine and houses with high background in Yunnan Province. Since indoor thoron progeny changes with time obviously and with no rule, α track method is recommended in the area of radiation protection for environmental detection and assessment.","12","Radiation protection","Computer simulation - Nuclear engineering","Alpha tracks - Environmental detection - Measurement methods - Thoron progeny - Track detectors - Yunnan province - ^220Rn progeny","723.5 Computer Applications - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Speaker recognition of Yunnan minority accent Based on bayesian network","20080911125073","","Pu, Yuanyuan ; Xu, Hong ; Yang, Jian ; Xu, Dan ","(1) School of Information, Yunnan University, Kunming 650091, China ","Pu, Y. ","Yi Qi Yi Biao Xue Bao/Chinese Journal of Scientific Instrument","Yi Qi Yi Biao Xue Bao","","Science Press, Beijing, 100085, China","28","SUPPL. 5","379-382","August 2007","","","","2007","Chinese","02543087","","","","","","","","","","YYXUDY","Journal article (JA)","The elementary knowledge of Bayesian network and its applications in speaker recognition are introduced in this paper. A Bayesian network for speaker recognition is designed and the method of how to setup the parameters is introduced too. According to the task of speaker recognition with text independent, the experiments are carried on the Yunnan minority accent Mandarin speech corpus and compare the results of the different Bayesian network's parameters, the different length of train speech, the dimension of MFFC.","6",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of the crustal thickness and Poisson's ratio in eastern Tibet from teleseismic receiver functions","20113414252949","","Yang, Haiyan (1); Hu, Jiafu (1); Li, Guangquan (1); Zhao, Hong (1); Wen, Limin (1) ","(1) Department of Geophysics, Yunnan University, 2 North Green Lake Rd., Kunming, Yunnan 650091, China ","Yang, H.(guangquanli74@gmail.com) ","Geophysical Journal International","Geophys. J. Int.","","Oxford University Press","186","3","1380-1388","September 2011","","","","2011","English","0956540X","1365246X","","","10.1111/j.1365-246X.2011.05118.x","","","","","","","Journal article (JA)","Crustal thickness and Poisson's ratio are two key parameters for investigating tectonic setting and evolution. The H-k technique has become popular to determinate their values in recent years. However, if a complex structure exists in the crust, the reverberated phases from different depths may interfere with each other, resulting in reduction or even absence of the PpPs phase from the Moho, such that the H-k algorithm may not reveal unambiguous estimates of these two parameters. In this paper, the H-k technique is applied to process a synthetic receiver function for a test case, the result of which is compared with that from direct picking of the time delays of the converted and reverberated phases. Then we process the observational data recorded at two stations in eastern Tibet, determine the crustal thickness and the velocity ratio using the two methods, compare the result with that obtained by Xu et al. at the same location, and analyse the potential causes for discrepancy as well as the reliability of the two methods. Finally, the crustal thickness and the Poisson's ratio in eastern Tibet and Sichuan Basin are determined from the receiver functions recorded at 51 broad-band stations, using the two different methods. The results indicate that the crustal thickness from the time delays is thicker than that from the H-k algorithm near the eastern Himalayan syntaxis, and the crustal Poisson's ratio in the rigid Sichuan Basin from the time delays ranges from 0.26 to 0.28, which are more reasonable than that from the H-k (0.28 to 0.34). Additionally, the Poisson's ratio under the faults from the time delays is found to be higher than those on the two sides, which is consistent with the tectonic background and previous study. © 2011 The Authors Geophysical Journal International © 2011 RAS.","21","Structural geology","Poisson ratio - Reverberation - Tectonics - Time delay","Asia - Body waves - Composition of the continental crusts - Crustal thickness - Observational data - Receiver functions - Tectonic settings - Teleseismic receiver functions","481.1 Geology - 713 Electronic Circuits - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Atmospheric precipitable water vapor at several typical zones in China","20130415940883","","Li, Jianyu (1, 2); Xu, Qingshan (1); Zhan, Jie (1); Wei, Heli (1) ","(1) Key Laboratory of Atmospheric Composition and Optical Radiation, Anhui Institute of Optics and Fine Mechanics, Chinese Academy of Sciences, Hefei 230031, China (2) University of Chinese Academy of Sciences, Beijing 100049, China ","Li, J.(yuzi83715@yahoo.com.cn) ","Hongwai yu Jiguang Gongcheng/Infrared and Laser Engineering","Hongwai yu Jiguang Gongcheng Infrared Laser Eng.","","Chinese Society of Astronautics","41","11","3055-3060","November 2012","","","","2012","Chinese","10072276","","","","","","","","","","","Journal article (JA)","Kashi in Xinjiang Province, Zhangbei in Hebei Province, Hefei in Anhui Province, and Lijiang in Yunnan Province are all typical climatological regions of China. In this paper, the diurnal and seasonal variation characteristics of precipitable water vapor (PWV) in the four representative regions in different seasons using data of sun-photometer DTF were analyzed. All-year diurnal mean value variation, monthly mean value variation, seasonal variation and frequency distribution in each region were presented. The results indicate that PWV in Hefei is maximal, and least in Lijiang in these four districts, more PWV in Kashi than in Zhangbei. In every region, PWV is most in summer, least in winter, less in spring than in autumn in Kashi and Hefei, more in spring than in autumn in Zhangbei and Lijiang. The value of PWV is between 0.3 cm and 2.0 cm in Kashi, between 0.05 cm and 1.5 cm in Zhangbei, between 0.2 cm and 3.0 cm in Hefei, between 0.04 cm and 0.5 cm in Lijiang, respectively.","9","Water vapor","Photometers - Photometry","Anhui province - Frequency distributions - Hebei Province - Improved Langley Plot method - Precipitable water vapor - Seasonal variation - Sun photometers - Yunnan province","941.3 Optical Instruments - 941.4 Optical Variables Measurements",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
