Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article or Paper number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Link to ProQuest Dissertations,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"The depositional feature of Neozoic' basins in the western Yunnan Province and the minerogenetic conditions of sandstone- type uranium deposits","2003387641233","","Zhao, Bao-guang (1, 2); Chen, You-liang (1, 2); Yao, Yi-feng (1); Chen, Zhi-guo (1); Du, Xiao-lin (1) ","(1) 280 Research Institute, Ministry of Nuclear Technology, Guanghan 618300, China (2) Chengdu University of Technology, Chengdu 610059, China ","Zhao, B.-G. ","Kuangwu Yanshi","Kuangwu Yanshi","","Kuangwu Yanshi","23","2","11-15","June 2003","","","2003","Chinese","10016872","","","","","","","","","","","Journal article (JA)","","Some intermountainous basins of the Neozoic age occured in the western Yunnan Province. Granite and metamorphic rock constituted the basement of the basin with better uranium source conditions. The grey coal-bearing formation was considered as mountain land flurial outwash-dilurial facies and lake-bog facies obviously inherited from the material and composition of the basement' rock. The interbedded sand and mud were poorly cemented with sound permeability and pressure water, which were favourable for the formation of the deuterogenic hydatogenous sandstone-type uranium deposits.","3","Rocks","Coal - Sandstone - Uranium","Uranium sources","481.1 Geology - 482.2 Minerals - 524 Solid Fuels - 547 Minor, Precious and Rare Earth Metals and Alloys - 622.1 Radioactive Materials, General","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Vegetation coverage change and associated driving forces in mountain areas of Northwestern Yunnan, China using RS and GIS","20123315341261","","Peng, Jian (1, 2); Liu, Yinghui (1); Shen, Hong (2, 3); Han, Yinan (2, 3); Pan, Yajing (2, 3) ","(1) State Key Laboratory of Earth Surface Processes and Resource Ecology, Beijing Normal University, Beijing 100875, China (2) College of Urban and Environmental Sciences, Ministry of Education, Peking University, Beijing 100871, China (3) College of Urban Planning and Design, Shenzhen Graduate School, Peking University, Shenzhen 518055, China ","Liu, Y.(lyh@bnu.edu.cn) ","Environmental Monitoring and Assessment","Environ. Monit. Assess.","","Kluwer Academic Publishers","184","8","4787-4798","August 2012","","","2012","English","01676369","15732959","","","10.1007/s10661-011-2302-5","","","","","","EMASDH","Journal article (JA)","","The dynamics of vegetation coverage and associated driving forces are one of the key issues in global environmental change. In the study, taking Lijiang County as a case, the Normalized Difference Vegetation Index was used to quantify vegetation coverage change in mountain areas of Northwestern Yunnan, China, with the application of remote sensing data and GIS technologies. And associated driving forces of vegetation coverage change were also analyzed, with a focus on land use change and elevation. The results showed that there was high vegetation coverage with a significant increase in the whole county during 1986-2002. However, due to economic development and the implementation of environmental protection polices, vegetation coverage change in the county showed distinct spatial diversity, which mainly behaved as the increasing in the northwest of the county with low human activities, and the decreasing in the south with high economic development. The results also showed that as a restrictive factor, elevation was of great signification on the spatial distribution of vegetation coverage in a broad scale; while in the county level, it was land use that determined the vegetation coverage, since the change of vegetation coverage grades in the study area was mainly associated with the change of land use types. © Springer Science+Business Media B.V. 2011.","53","Geographic information systems","Economic and social effects - Forestry - Land use - Remote sensing - Vegetation","China - Elevation - Land-use change - Lijiang County - NDVI - Vegetation coverage","403 Urban and Regional Planning and Development - 903.3 Information Retrieval and Use - 971 Social Sciences",,"Number: 2008-KF-04, Acronym: ESPRE, Sponsor: State Key Laboratory of Earth Surface Processes and Resource Ecology; Number: 41001381, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41130534, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40801066, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgements This research is financially supported by National Natural Science Foundation of China (41130534, 40801066, 41001381), and State Key Laboratory of Earth Surface Processes and Resource Ecology of China (2008-KF-04).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of the vegetation temperature condition index to drought monitoring in Yunnan province","20112614103327","","Chen, Yang (1, 2); Fan, Jianrong (1); Guo, Fenfen (1, 2); Liu, Hanhu (3, 4) ","(1) Institute of Mountain Hazards and Environment, Chinese Academy of Sciences and Ministry of Water Conservancy, Chengdu 610041, China (2) Graduate University of the Chinese Academy of Sciences, Beijing 100049, China (3) State Key Laboratory Geohazard Prevention and Geoenvironment Protection, Chengdu 610059, China (4) Technology and Application Institute of RS and GIS, Chengdu University of Technology, Chengdu 610059, China ","Fan, J.(fjrong@imde.ac.cn) ","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","Nongye Gongcheng Xuebao","","Chinese Society of Agricultural Engineering","27","5","231-236","May 2011","","","2011","Chinese","10026819","","","","10.3969/j.issn.1002-6819.2011.05.041","","","","","","NGOXEO","Journal article (JA)","","Drought monitoring can help government acquire drought information in time at various levels, take positive and effective measure to drought prevention and fighting, promote the construction and rational distribution of water conservancy facilities, ensure the development of agricultural production and food security. In this paper, MODIS multi-temporal images, normalized difference vegetation index (NDVI) and land surface temperature (LST) were used to analyze NDVI-LST feature space and calculate vegetation temperature condition index (VTCI) which was used to monitor droughts in Yunnan province from September in 2009 to March in 2010. Based on the results of drought monitoring, temporal attribute and spatial distributions of droughts in the study area were briefly discussed. The results indicated that the drought occurrences had some little fluctuations, but in a developing trend; The drought widely distributed in Yunnan province, covered more than 70% of whole province, the serious drought mainly in eastern, central and southern during the monitoring period. The drought monitoring results were validated by relative study results. The monitoring results are authentic and can provide supportable information to the prevention and reduction department.","18","Drought","Agriculture - Atmospheric temperature - Condition monitoring - Food supply - Monitoring - Remote sensing - Surface measurement - Surface properties - Vegetation - Water management","Agricultural productions - Distribution of water - Land surface temperature - Monitoring results - Multi-temporal image - Normalized difference vegetation index - Temporal attributes - Vegetation temperature condition index","443.1 Atmospheric Properties - 444 Water Resources - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 822.3 Food Products - 943.2 Mechanical Variables Measurements - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Comparison of geological characteristics of the copper and gold deposits related to Emeishan basalt in the borders area between Yunnan and Guizhou","20103913261211","","Liao, Zhen-Wen (1, 2) ","(1) Faculty of Post-Graduate, China University of Geosciences, Wuhan 430074, China (2) Chengdu Geological Survey Center, Chengdu 610081, China ","Liao, Z.-W.(liaozhenwen0204@sina.com) ","Jilin Daxue Xuebao (Diqiu Kexue Ban)/Journal of Jilin University (Earth Science Edition)","Jilin Daxue Xuebao (Diqiu Kexue Ban)","","Jilin University Press","40","4","821-827","July 2010","","","2010","Chinese","16715888","","","","","","","","","","JDXDA8","Journal article (JA)","","Based on comparison of geological features of the copper and gold deposits related to Emeishan basalt, combining with isotopic geochronologies from individual deposit done by predecessors, the authors established a spatial-temporal framework and a metallogenic model for these deposits. It was shown that the Emeishan basalts erupted and upwelled because of mantle uplifting during Late Caledonian to Early Hercynian. They carried significant Cu and Au, which not only formed Cu-Au mineralization in basalts and tuffs, but also provided important source for post-volcanism stratabound Cu-Au deposits. Copper and gold leached by hydrothermal fluids in the volcanic protores would migrate along faults and fractures, which were driven by structural-thermal driven effects in Indosinian and Yanshanian. They would subsequently precipitate in favorable locations where were abrupt changes of structure and chemical potential. Cu and Au enriched in it, and finally ore bodies formed.","11","Gold deposits","Basalt - Binary alloys - Copper deposits - Deposits - Geology - Gold alloys","Emeishan basalts - Geological characteristics - Geological features - Guizhou - Hydrothermal fluids - Metallogenic models - Spatial temporals - Thermal driven","481.1 Geology - 504.3 Heavy Metal Mines - 547.1 Precious Metals",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on properties and flotation feasibility of a silver ore associated with copper in Yunnan","20140217175104","","Wang, Yi Jie (1); Wen, Shu Ming (1); Liu, Dian Wen (1); Liu, Dan (1) ","(1) Kunming University of Science and Technology, Kunming 650093, Yunnan, China ","Wen, S. M.(shmwen@126.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","868","","447-450","2014","Exploration and Processing of Mineral Resources","","2014","English","10226680","","","9783037859742","10.4028/www.scientific.net/AMR.868.447","","3rd International Conference on Energy, Environment and Sustainable Development, EESD 2013","November 12, 2013 - November 13, 2013","Shanghai, China","101754","","Conference article (CA)","","Properties of the ore were studied by chemical analysis, X-ray diffraction analysis and optical microscopy analysis. Research results show that the ore contains 479.5 g/t of silver and 0.54% of copper. Silver minerals are mainly argentite, copper minerals are mainly chalcopyrite and digenite, and gangue minerals are mainly quartz and dolomite. Based on the properties of the ore, flotation feasibility study was conducted. Results show that concentrate with excellent test indexes that a Ag grade of 4787.31 g/t with a Ag recovery of 87.97% and a Cu grade of 6.01% with a Cu recovery of 87.92% were obtained under the used process and reagent system conditions. © (2014) Trans Tech Publications, Switzerland.","6","Economic geology","Copper - Flotation - Mineral resources - Ore analysis - Ore treatment - Ores - Planning - Quartz - Silver - X ray diffraction analysis","Copper minerals - Copper ore - Feasibility studies - Gangue minerals - Reagent systems - Research results","547.1 Precious Metals - 544.1 Copper - 533.1 Ore Treatment - 801 Chemistry - 501 Exploration and Prospecting - 481.1 Geology - 403 Urban and Regional Planning and Development - 482.2 Minerals",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A predictive GIS model for mapping potential manganese mineralization in western Guangxi and southeastern Yunnan area, China","20161502221023","","Zhang, Baoyi (1); Li, Xiaoli (1); Mao, Xiancheng (1); Deng, Hao (1); Zhou, Shangguo (2) ","(1) School of Geosciences and Info-Physics, Central South University, Changsha, China (2) China Metallurgical Geology Bureau, Beijing, China ","Zhang, Baoyi(zhangbaoyi@csu.edu.cn) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","China Association for Geographic Information Service; Chinese Society for Surveying, Mapping and Geoinformation; Natural Resources and Geospatial Information Committee, China Information Association; Wuhan Zondy Cyber Group Co., Ltd","IEEE Computer Society","2016-January","","","January 11, 2016","Proceedings - 23rd International Conference on Geoinformatics 2015, Geoinformatics 2015","1of1","2016","English","2161024X","21610258","","9781467376631","10.1109/GEOINFORMATICS.2015.7378652","7378652","23rd International Conference on Geoinformatics, Geoinformatics 2015","June 19, 2015 - June 21, 2015","Wuhan, China","119044","","Conference article (CA)","","On the basis of analysis of manganese metallogenesis conditions in the western Guangxi and southeastern Yunnan area, some geological variables, including sedimentary basins, synsedimentary faults, deposit facies, strata, lithology combinations, digital topographical features, aeromagnetic anomalies, etc., were built by spatial analysis methods of GIS field model. To solve the information asymmetry problem between prediction areas and known areas, this paper brought a method for mineral resources quantitative prediction limited by spatial extent of action, which matched metallogenesis conditions of prediction with prediction models built in known areas to ensure the information symmetry. To avoid subjectivity of evidence designation in the weights of evidence (WofE) method, linear regression analysis method was applied to filter the evidences. A method considering not only manganese deposits' number but also their quantities was taken to lower the information loss in the binary conversion of evidences. © 2015 IEEE.","20","Geographic information systems","Deposits - Forecasting - Lithology - Manganese deposits - Manganese mines - Ores - Regression analysis","Information asymmetry - Information symmetries - Manganese ore - metallogenic prognosis - Quantitative prediction - Spatial extent - Topographical features - Weights of evidences","481.1 Geology - 504.1 Light Metal Mines - 903.3 Information Retrieval and Use - 922.2 Mathematical Statistics",,"Number: 20IIBAB04BIO, Acronym: -, Sponsor: -; Number: 41302259, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by the National Natural Science Foundation of China (No. 41302259), the National Science and Technology Pillar Program during the 12th Five-Year Plan Period of China (No. 20IIBAB04BIO).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Comprehensive utilization status of low grade and refractory platinum-palladium ores from Jinbaoshan of Yunnan","20134516956150","","Chen, Ci Yun (1); Wen, Shu Ming (1); Feng, Qi Cheng (1); Zhao, He Fei (1) ","(1) Kunming University of Science and Technology, Kunming 650093, Yunnan, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","807-809","","2309-2316","2013","Environmental Protection and Resources Exploitation","","2013","English","10226680","","","9783037858622","10.4028/www.scientific.net/AMR.807-809.2309","","2013 International Conference on Advances in Energy and Environmental Science, ICAEES 2013","July 30, 2013 - July 31, 2013","Guangzhou, China","100432","","Conference article (CA)","","It is difficult to handle platinum-palladium ores in Jinbaoshan due to low grade ores, kinds of mineral resources, complex mineral structure, fine-grained dissemination, which is a typical refractory complex ores. Based on the research of lots of correlative literature, this article analyses refractory reasons of platinum-palladium ores in Jinbaoshan, and provides an overview of comprehensive utilization status of low grade and refractory platinum-palladium ores on behalf of single flotation process, stage grinding-stage sorting and the combined process of flotation and magnetic separation, microwave pretreatment-leaching-replacement process, and the activation of acid leaching-extracting magnesium and iron-leaching residue to flotation process and so on. © (2013) Trans Tech Publications, Switzerland.","32","Ores","Flotation - Iron research - Leaching - Magnetic separation - Mineral resources - Platinum - Refractory materials","Comprehensive utilizations - Flotation process - Low grade - Low-grade ores - Mineral structure - Single process","812.2 Refractories - 708.4 Magnetic Materials - 547.1 Precious Metals - 545.1 Iron - 533.1 Ore Treatment - 505 Mines and Mining, Nonmetallic - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations - 501 Exploration and Prospecting",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Security risk prevention and control system for dispatch operations of Yunnan Power Grid","20114114415026","","Gao, Ming (1); Chen, Kening (2); Li, Wenyun (1); Wu, Wenchuan (2); Xie, Yigong (1); Yin, Chengquan (1) ","(1) Yunnan Electric Power Dispatching Center, Kunming 650011, China (2) State Key Laboratory of Power Systems, Department of Electrical Engineering, Tsinghua University, Beijing 100084, China ","Gao, M.(gaoyugui0508@163.com) ","Dianli Zidonghua Shebei/Electric Power Automation Equipment","Dianli Zidonghua Shebei Electr. Power Autom. Equip.","","Electric Power Automation Equipment Press","31","9","129-133+138","September 2011","","","2011","Chinese","10066047","","","","","","","","","","DZSHFK","Journal article (JA)","","The framework and functions of a security risk prevention and control system for grid dispatch operation are introduced, which integrates the function modules of PAS into the generation procedure of operation order to form a complete solution, including operation sequence generation, security check, regulation check, operation order translation, automatic simulation, security assessment, assistant decision-making and visualization. The regulation check uses fingerprint identification technology to support the operation sequence review by bottom-layer regulations and the atomic-model-based knowledge base is proposed to support the operating language review by top-layer regulations, based on which, the relevant dispatch regulations of Yunnan Power Grid are summarized to form the knowledge rule base for the intelligent check of dispatch operations. Two check schemes are proposed: operation order check and operation sequence check. The latter is recommended.","15","Electric power system control","Control systems - Decision making - Design - Electric load dispatching - Electric power system security - Electric power transmission networks - Expert systems - Flow visualization - Palmprint recognition - Risk assessment - Visualization","Automatic simulation - Dispatch operation - Fingerprint identification - Knowledge base - Operation sequence generations - Operation sequences - Preventive control - Security assessment","631.1 Fluid Flow, General - 706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 723.4.1 Expert Systems - 723.5 Computer Applications - 731.1 Control Systems - 912.2 Management - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Seasonal Variation of Terrestrial Water Storage in Yunnan Province Inferred from GPS Vertical Observations","20181805130200","","He, Siyuan (1, 2); Gu, Yanchao (1); Fan, Dongming (1); Zhao, Hongbin (1); Zheng, Rong (3) ","(1) Faculty of Geosciences and Environmental Engineering, Southwest Jiaotong University, Chengdu; 611756, China (2) China Railway First Survey & Design Institute Group, Xi'an; 710043, China (3) Northwest Electric Power Design Institute Co. Ltd. of China Power Engineering Consulting Group, Xi'an; 710075, China ","Fan, Dongming(dmfan@swjtu.edu.cn) ","Cehui Xuebao/Acta Geodaetica et Cartographica Sinica","Cehui Xuebao","","SinoMaps Press","47","3","332-340","March 2018","","","2018","Chinese","10011595","","","","10.11947/j.AGCS.2018.20170255","","","","","","CEXUER","Journal article (JA)","","In response to the mass redistribution on the surface of the earth, crustal vertical displacements are deformed in solid elastic earth, which can be recorded by continuous GPS.With GPS vertical observations at 47 stations from crustal movement observation network of China (CMONOC) in and around Yunnan province, we explore the feasibility analysis of using the data to infer the variation of water storage.Simulation experiments are conducted by using GLDAS (global land data assimilation system) Noah hydrological model, whose annual amplitude is referred as real signals.We used the GLDAS annual amplitude to calculate the vertical displacements, and combined the displacements with random errors to constitute simulated vertical displacements.The simulated vertical displacements are then converted to variation of water storage, which is compared with the original GLDAS water storage.We performed 1000 simulated experiments to evaluate robustness of the method, and it is evident that the variation of water storage could be effectively obtained by means of the vertical observations at the 47 CMONOC stations.Therefore, we investigated the variation of water storage over a period from 2010 to 2014.Results inferred from GPS data show obvious spatial and temporal distribution: the seasonal water in the southwestern mountain is much larger than that in eastern plain; the water storage reaches the maximum in October (after summer) and the minimum in April (after winter); a rate of 20 mm/a in total water storage in Yunnan province is presented during 2010-2014.The comparison between GPS-inferred water storage and GRACE, GLDAS and TRMM results showed good consistency in spatial and temporal distribution, indicating that CMONNOC GPS stations could be used as independent measurement to estimate terrestrial water storage changes during the gap between GRACE and future GRACE Follow-on missions. © 2018, Surveying and Mapping Press. All right reserved.","26","Digital storage","Global positioning system - Random errors","GRACE - Hydrological modeling - Independent measurement - Land data assimilation systems - Simulated experiments - Spatial and temporal distribution - Terrestrial water storage - Vertical displacements","722.1 Data Storage, Equipment and Techniques",,"Number: 41404018, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41574018, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The National Natural Science Foundation of China(Nos. 41574018; 41404018).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Timing and Tectonic Affinity of the Tuanliangzi Formation in the Lancangjiang Tectonic Belt in the Western Yunnan Province, China","20185106253668","","Wang, Dongbing (1); Luo, Liang (1); Wang, Baodi (1); Tang, Yuan (1); Wang, Liquan (1); Yin, Fuguang (1) ","(1) Chengdu Center of China Geological Survey, Chengdu; 610081, China ","","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","43","8","2551-2570","August 1, 2018","","","2018","Chinese","10002383","","","","10.3799/dqkx.2018.274","","","","","","DIKEEL","Journal article (JA)","","There are always different understandings about the age and tectonic affinity of the Tuanliangzi Formation in the Lancangjiang tectonic belt.In this paper, petrological investigation, zircon U-Pb geochronology and geochemical compositions of the Tuanliangzi Formation in the Jinggu area are studied in detail in order to constrain its timing and tectonic affinity.The Tuanliangzi Formation in the Jinggu area is a set of tectonic strata overprinted by strong deformation and weak metamorphism, which is mainly composed of marine argillaceous rocks in the deep ocean and clastic rocks near island arc and is interlayered by some mid-ocean ridge basalt and chert.The minimum detrital zircon U-Pb ages obtained from two metasedimentay rocks reveal that the protolith deposition ages are younger than 272±2 Ma and 259±1 Ma, respectively.Furthermore, an andesitic porphyrite occurred as intrusion in the Tuanliangzi Formation yields a zircon concordia U-Pb age of 244±1 Ma.Metabasalts in the Tuanliangzi Formation are classified into low-K tholeiitic magma series and are characterized by the typical trace element compositions of the normal mid-ocean ridge basalt (N-MORB).Thus, we suggest that the Tuanliangzi Formation could be represented by a set of the Late Paleozoic oceanic subduction-related accretionary complex, which is similar to other relict oceanic basins in the southern Lanchangjiang tectonic belt.The southern Lanchangjiang tectonic belt can be considered as a Paleo-Tethys suture zone resulted from the closure of the small Late Paleozoic back-arc oceanic basin instead of the wide ocean. © 2018, Editorial Department of Earth Science. All right reserved.","37","Geochronology","Basalt - Binary alloys - Geochemistry - Lead alloys - Oceanography - Silicate minerals - Structural geology - Submarine geology - Tectonics - Timing circuits - Trace elements - Uranium alloys - Zircon","Paleo-Tethys - Tectonic affinity - Tectonic belts - Tuanliangzi Formation - Zircon U-Pb dating","471.1 Oceanography, General - 481.1 Geology - 481.2 Geochemistry - 482.2 Minerals - 482.2.1 Gems - 546.1 Lead and Alloys - 547 Minor, Precious and Rare Earth Metals and Alloys - 713.4 Pulse Circuits",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Metamorphism-Deformation Phases and Ar-Ar Chronological Constraints of the Lancang Group in the Middle and Southern Sections of the Lancangjiang Tectonic Belt, Western Yunnan","20184606058494","","Bi, Lisha (1, 2); Liang, Xiao (1); Wang, Genhou (1); Zhang, Haidi (1, 3); Wang, Quan (1); Wu, Chunjiao (1, 4) ","(1) School of Earth Sciences and Resources, China University of Geosciences, Beijing; 100083, China (2) 211 Brigade Co., Ltd, Sino Shaanxi Nuclear Industry Group, Xi'an; 710024, China (3) Xi'an Center of China Geological Survey, Xi'an; 710054, China (4) No.2 Gold Geological Party of CAPF, Hohhot; 010010, China ","Liang, Xiao(liangxcugb@163.com) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","43","9","3252-3266","September 2018","","","2018","Chinese","10002383","","","","10.3799/dqkx.2018.999","","","","","","DIKEEL","Journal article (JA)","","The determination of metamorphic deformation process in Lancang Group can reveal the evolution history of Lancangjiang tectonic belt. Based on the 'tectonic-metamorphic' study of the medium-low glacial facies metamorphic rocks and the high-pressure metamorphic rocks exposed in the Shuangjiang-Huimin area, this paper presents the following findings on the metamorphic rocks in the Lancang Group: (1) the Fold cleavage S2 under the extrusion system is the regional foliation. The facies S1 represented by the quartz veins in the metamorphic rocks are consistent with the S0, and S1 is nearly parallel with S2 after the second stage. (2) The tectonic pattern and the metamorphic deformation period are basically the same in the resarch area, showing two-stage middle and deep tectonic stratigraphy in Permian-Triassic, which is shallow-surface deformation superposition of the Jurassic-Cenozoic. (3) The high-pressure metamorphic rocks record two periods of deep tectonic deformation, and the tourmaline and garnet have a distinct two-stage growth pattern. The core (M1aD1a) may represent the peak eclogite facies metamorphism, The edge represents the blue lithofacies (M1bD1b) stage during the exhumation process. The high-pressure metamorphic rocks are consistent with the tectonic level and deformation pattern of the second stage (M2D2) of the metamorphic rocks, which represents the process of the compressive stress after the exhumation process. Both shear-type cleavages S2 indicate that the upper disk shear sliding toward to cleavages. Combined with the Cenozoic Sanjiang area occurred near the 90° block rotation, the recovery of the second phase of the disk against the thrust of the role of E. By the 40Ar-39Ar dating of quartz sandstone muscovite in Xingfu area, phengite and blue amphibole in Xiaoheijiang, and reinterpreting the 40Ar-39Ar age of the blue amphibole in Xiaoheijiang, it is concluded that Lancang Group has 4 tectonic stages: (1) Metamorphism of blueschist facies in the first stage (D1b) of high-pressure metamorphic rocks, ~250 Ma. (2) The second phase (M2D2) is extrusion in the middle level, 215-214 Ma. (3) The shallow metamorphic rocks N-S to the longitudinal folds belong to the third stage (D3a): 111.9-103.7 Ma with the late (D3b) thrust, ~82.28 Ma. (4) The fourth period near the E-W to the vertical fold: the new generation (probably later than 59.18 Ma). © 2018, Editorial Department of Earth Science. All right reserved.","35","Metamorphic rocks","Deformation - Extrusion - Garnets - Geochronology - Mica - Quartz - Silicate minerals - Stratigraphy - Tectonics","Ar-Ar dating - Deformation pattern - Deformation process - Foliation - Lancang Group - Metamorphic series - Surface deformation - Tectonic deformations","481.1 Geology - 482.2 Minerals",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Earthquake focal mechanisms in Yunnan and their inference on the regional stress field","20133216596210","","Zhao, Li (1); Luo, Yan (2); Liu, Ting-Yu (3); Luo, Yi-Jing (3) ","(1) Institute of Earth Sciences, Academia Sinica, 128 Academia Road Sec. 2, Nankang District, Taipei 11529, Taiwan (2) Institute of Earthquake Science, China Earthquake Administration, 63 Fuxing Road, Beijing 100036, China (3) Department of Earth Sciences, National Central University, Chungli, Taoyuan 32001, Taiwan ","","Bulletin of the Seismological Society of America","Bull. Seismol. Soc. Am.","","Seismological Society of America, 201 Plaza Professional Building, El Cerrito, CA 94530, United States","103","4","2498-2507","August 2013","","","2013","English","00371106","19433573","","","10.1785/0120120309","","","","","","BSSAAP","Journal article (JA)","","Using the broadband records from a regional permanent network, we determined the focal mechanisms of 174 small and moderate earthquakes (3:4 ≤ Mw≤ 6:0) from January 2008 to March 2011 in Yunnan, China, by fitting the three-component waveforms of P and S waves. Results show that the earthquakes predominantly have strike-slip mechanisms, with occasional normal and very few thrust-faulting events. Most earthquakes occur in the upper crust above 16 km depth. We then derive the regional distribution of the stress field through a damped linear inversion using the focal mechanisms obtained in this study and augmented by the solutions in the Global Centroid Moment Tensor (GCMT) catalog and in Xu et al. (2010). Inversion results suggest that the entire region is predominantly under a strike-slip faulting regime. Orientations of both maximum and minimum principle axes exhibit a clockwise rotational pattern. The axes of maximum compression are oriented roughly north-south, with a gradual change across the region from trending northwest-southeast in the South China block to trending northeast-southwest in the Indo-China block. This pattern is consistent with the surface horizontal velocity derived from geodetic observations. Localized normal faulting stress regions are observed in the Tengchong volcanic zone and in the Qiao-Jia segment of the Xianshuihe-Xiaojiang fault zone.","39","Fault slips","Earthquakes - Shear waves - Stresses - Strike-slip faults","Centroid moment tensors - Earthquake focal mechanisms - Geodetic observation - Horizontal velocity - Regional distribution - Regional stress field - Strike slip faulting - Strike-slip mechanism","484 Seismology - 484.1 Earthquake Measurements and Analysis - 931.1 Mechanics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"RETRACTED ARTICLE: Reservation methods of cultural space in ancient villages in northern Yunnan","20112614105108","","Leng, Ling (1); Zhou, Tiejun (1, 2) ","(1) Faculty of Architecture and Urban Planning, ChongQing University, ChongQing, China (2) Key Laboratory of New Technology for Construction of Cities in Mountain Area, Chongqing, China ","Leng, L.(ll_720@126.com) ","2011 International Conference on Electric Technology and Civil Engineering, ICETCE 2011 - Proceedings","Int. Conf. Electr. Technol. Civ. Eng., ICETCE - Proc.","","IEEE Computer Society","","","5404-5407","2011","2011 International Conference on Electric Technology and Civil Engineering, ICETCE 2011 - Proceedings","","2011","Chinese","","","","9781457702907","10.1109/ICETCE.2011.5776367","5776367","","","","","","Conference article (CA)","","Decades later, the consistent efforts on historic town protection earn attention from government and academia. Now it's clear about methods to protect both material and intangible heritage. Nevertheless, current protection still lacks combination of material and intangible heritage protection, which makes historic town protection lag in depth. Actually, cultural site is the link between material and intangible heritage. This study greatly analyzed the tough protection of cultural sites of ancient villages in northern Yunnan. So based on the ancient villages in northern Yunnan with distinctive historic resources, the study also discussed the current protection method of cultural sites and its next step. © 2011 IEEE.","4","Rural areas","Engineering - Industrial engineering","Cultural Space - Current protection - Development - Intangible heritages - Protections - Village","912.1 Industrial Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
