Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Ontology sparse vector learning based on accelerated first-order method","20162602547288","","Gao, Yun (1); Gao, Wei (2) ","(1) Department of Editorial, Yunnan Normal University, Kunming; 650092, China (2) School of Information and Technology, Yunnan Normal University, Kunming; 650500, China ","Gao, Wei ","Open Cybernetics and Systemics Journal","Open. Cybern. Syst. J.","","Bentham Science Publishers B.V., P.O. Box 294, Bussum, 1400 AG, Netherlands","9","","657-662","2015","","","","2015","English","","1874110X","","","","","","","","","Journal article (JA)","In this article, we present a sparse vector learning algorithm for ontology similarity measure and ontology mapping by virtue of accelerated first-order technology. The main procedure of our iterative algorithm is relying on proximity operator computation, Picard-Opial process and accelerated first-order tricks. The simulation experimental results show that the new proposed algorithm has high efficiency and accuracy in ontology similarity measure and ontology mapping in plant science and university application. © Gao and Gao.","23","Iterative methods","Algorithms - Learning algorithms - Mapping - Numerical analysis - Ontology","First order method - High-efficiency - Iterative algorithm - Ontology mapping - Plant science - Proximity operator - Similarity measure - Sparse vectors","405.3 Surveying - 921.6 Numerical Methods",,"Number: -, Acronym: MOE, Sponsor: Ministry of Education; Number: 11401519, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the Key Laboratory of Educational Informatization for Nationalities, Ministry of Education, NSFC (No.11401519), and the PhD initial funding of the second author.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Exploring the corporations' performance after M&A: Illustrated by the case of Blue Focus","20163702808499","","Jia, Qing (1); Chen, Xiaodan (1) ","(1) Yunnan University of Finance and Economics, Kunming, China ","","2016 13th International Conference on Service Systems and Service Management, ICSSSM 2016","Int. Conf. Serv. Syst. Serv. Manag., ICSSSM","Institute of Electrical and Electronic Engineers (IEEE) Systems; Kunming University of Science and Technology; South China University of Technology; The Chinese University of Hong Kong; Tsinghua University","Institute of Electrical and Electronics Engineers Inc.","","","","August 9, 2016","2016 13th International Conference on Service Systems and Service Management, ICSSSM 2016","","1of1","2016","English","","","9781509028429","10.1109/ICSSSM.2016.7538546","7538546","13th International Conference on Service Systems and Service Management, ICSSSM 2016","June 24, 2016 - June 26, 2016","Kunming, China","123297","","Conference article (CA)","GEM has continuously provided extensive financing approaches as well as growing space to small, medium-sized and high-Tech enterprises in China. Corporations have to find ways to expand and grow if they do want to survive, and keep ahead in the market. Among all the ways, merger and acquisition (M&A) is the preferred way to achieve this goal. But whether M&A can really promote company's performance and value is controversial, so this paper does researches on the basis of this issue. This paper conducts a case study on the Blue Focus's M&A by using financial indicator method and gets the conclusion: M&A is able to help companies keep growing, broaden business scale and raise the level of the profit in short term. But as for the long term, only if corporations cope with the resource integration effectively can they gain the benefits. © 2016 IEEE.","11","Gems",,"Financial indicator - High tech - Resource integration - Short term","482.2.1 Gems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ontology sparse vector learning based on accelerated first-order method","20163902849421","","Gao, Yun (1); Gao, Wei (2) ","(1) Department of Editorial, Yunnan Normal University, Kunming; 650092, China (2) School of Information and Technology, Yunnan Normal University, Kunming; 650500, China ","Gao, Wei ","Open Cybernetics and Systemics Journal","Open. Cybern. Syst. J.","","Bentham Science Publishers B.V., P.O. Box 294, Bussum, 1400 AG, Netherlands","9","1","657-662","2015","","","","2015","English","","1874110X","","10.2174/1874110X20150610E009","","","","","","","Journal article (JA)","In this article, we present a sparse vector learning algorithm for ontology similarity measure and ontology mapping by virtue of accelerated first-order technology. The main procedure of our iterative algorithm is relying on proximity operator computation, Picard-Opial process and accelerated first-order tricks. The simulation experimental results show that the new proposed algorithm has high efficiency and accuracy in ontology similarity measure and ontology mapping in plant science and university application. © Gao and Gao.","23","Iterative methods","Learning algorithms - Mapping - Numerical analysis - Ontology","First order method - High-efficiency - Iterative algorithm - Ontology mapping - Plant science - Proximity operator - Similarity measure - Sparse vectors","405.3 Surveying - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Clockwise rotation of the Baoshan Block due to southeastward tectonic escape of Tibetan crust since the Oligocene","20141317524411","","Kornfeld, Daniela (1); Eckert, Sabine (1); Appel, Erwin (1); Ratschbacher, Lothar (2); Pfänder, Jörg (2); Liu, Deliang (3); Ding, Lin (3) ","(1) Department of Geosciences, University of Tübingen, Hölderlinstr. 12, D-72074 Tübingen, Germany (2) Geologie, Technische Universität Bergakademie Freiberg, Bernhard-von-Cotta-Str. 2, D-09599 Freiberg, Germany (3) Institute of Tibetan Plateau Research, Chinese Academy of Sciences, Lin Cui Lu 16 Hao Yuan, Beijing 100101, China ","","Geophysical Journal International","Geophys. J. Int.","","Oxford University Press","197","1","149-163","April 2014","","","","2014","English","0956540X","1365246X","","10.1093/gji/ggu009","","","","","","","Journal article (JA)","Understanding the mode of deformation around the Eastern Himalayan Syntaxis (EHS) is crucial for models of Tibetan Plateau evolution. To constrain rotations and translation east of the EHS, we present new palaeomagnetic data from meta-basalt layers-possibly sills- of the Baoshan Block in western Yunnan, southeastern Tibet Plateau; the meta-basalts were either emplaced or metamorphosed to greenschist facies at ~30 Ma (40Ar-39Ar whole rock ages). A detailed rock magnetic study-in combination with reflected and transmitted light microscopy-identifies magnetite and Ti-rich titanomagnetite as the main magnetic carriers. Using alternating field demagnetization, we separated well-clustered characteristic remanent magnetizations. A fold test indicates a syn-folding remanence acquisition, supporting an Oligocene magnetization due to evidence for regional Eocene-Oligocene shortening. The tilt corrected overall site mean direction at 30 per cent of unfolding yields declination/inclination= 042.2°/47.0°, corresponding to a clockwise rotation of 35.1°± 12.7° with respect to stable Eurasia. This denotes an average rotation rate of 1.17 ± 0.42° Myr-1since ~30 Ma, ranging at the lower limit of the present-day, GPS-derived rotation rates. We explain the clockwise rotation by tectonic escape of the Baoshan and the Lanping-Simao blocks along the Ailao Shan shear zone. With the onset of shearing along the Chong Shan and Gaoligong Shan shear zones, the Baoshan Block continued its southeastward escape, decoupled from the Lanping-Simao Block between these two major shear zones. Crustal flow could explain rotation and southward escape after ~20 Ma. © The Authors 2014. Published by Oxford University Press on behalf of The Royal Astronomical Society.","83","Rotation","Basalt - Clocks - Geomagnetism - Lithology - Magnetite - Magnetization - Minerals - Remanence - Tectonics","Asia - Clockwise rotation - Mode of deformation - Palaeomagnetism applied to tectonics - Remanent magnetization - Rock and mineral magnetisms - Thermochronology - Transmitted light microscopy","481.1 Geology - 481.3.2 Earth Magnetism and Terrestrial Electricity - 482.2 Minerals - 701.2 Magnetism: Basic Concepts and Phenomena - 931.1 Mechanics - 943.3 Special Purpose Instruments",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Theoretical Study of Raman Imaging for Pendent Drop Adsorbed by Uniaxial Orientated Molecules","2004057927750","","Pu, Xiaoyun ; Liu, Qingju ; Zhang, Zhongmin ; Lin, Lizhong ","(1) Department of Physics, Yunnan University, 650091 Kunming, China ","","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","","Science Press","19","3","321-322","","","","","1999","Chinese","10000593","","","","","","","","","GYGFED","Journal article (JA)","In this paper, Raman imaging method used to determine molecular orientation of LB film on pendent drop is proposed. For the molecules which is of uniaxial orientation, all of Raman activity matrix elements have been calculated. The intensity distribution of Raman imaging for pendent drop and the ratio distribution of polarized Raman intensity used to determining molecular orientation have also been calculated and drawn out.","12",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A new and high response gas sensor for methanol using molecularly imprinted technique","20144600202567","","Zhu, Q. (1, 2); Zhang, Y.M. (1, 2); Zhang, J. (1, 2); Zhu, Z.Q. (1, 2); Liu, Q.J. (1) ","(1) Yunnan Key Laboratory for Micro/nano Materials and Technology, Yunnan University, Kunming; 650091, China (2) Department of Materials Science and Engineering, School of Physical Science and Technology, Yunnan University, Kunming; 650091, China ","Liu, Q.J. ","Sensors and Actuators, B: Chemical","Sens Actuators, B Chem","","Elsevier B.V.","207","Part A","398-403","February 2015","","","","2015","English","09254005","","","10.1016/j.snb.2014.10.027","","","","","","SABCEB","Journal article (JA)","A new gas sensor with high response and selectivity was fabricated by using molecularly imprinted powders (MIPs) which provide special recognition sites to methanol. The MIPs were characterized by X-ray diffraction (XRD), Raman spectroscopy, Fourier transform infrared spectrometer (FT-IR) and transmission electron microscopy (TEM), respectively. The gas sensing properties of MIPs to methanol were investigated. The experimental results indicate that the sensors based on the MIPs show excellent gas sensing properties to methanol vapor, and the properties of the sensor with x = 1:4 (x = methanol:methyl acrylic acid, molar ratio) are the best. At the optimal operating temperature of 130 °C, the response of the sensor (x = 1:4) to 1 ppm methanol is 41, and the response and recovery times are 40 s and 50 s, respectively. Those good gas sensing properties make the MIPs the promising candidates for determining methanol vapor in air. © 2014 Elsevier B.V.","38","Methanol","Chemical detection - Chemical sensors - Fourier transform infrared spectroscopy - Gas detectors - High resolution transmission electron microscopy - Spectrometers - Transmission electron microscopy - X ray diffraction","Fourier transform infrared spectrometer - Gas sensing properties - Methanol vapors - Molecular imprinting - Molecularly imprinted - Molecularly imprinted techniques - Operating temperature - Special recognition","741.3 Optical Devices and Systems - 801 Chemistry - 804.1 Organic Compounds - 914.1 Accidents and Accident Prevention",,"Number: 2013FZ003, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 51402257, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (No. 51402257 ), the Natural Science Foundation of Yunnan Province, China (NO. 2013FZ003 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Learning Influence Diagram Utility Function by Observing Behavior","20193707412868","","Lei, Bai (1) ","(1) Department of Computer Science, Yunnan Normal University, Kunming; 650500, China ","Lei, Bai(baileix@163.com) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","","Springer Verlag","590","","164-168","2020","Advanced Multimedia and Ubiquitous Engineering - MUE/FutureTech 2019","","1 of 1","2020","English","18761100","18761119","9789813292437","10.1007/978-981-32-9244-4_23","","13th International Conference on Multimedia and Ubiquitous Engineering, MUE 2019 and 14th International Conference on Future Information Technology, Future Tech 2019","April 24, 2019 - April 26, 2019","Xian, China","230699","","Conference article (CA)","This paper considers the task of learning utility functions of certain influence diagram based on the decision maker’s past decisions. We assume that the influence diagram structure and the probability distribution it assigns to random events are known, so that we need only infer the utility function u for its. We also assume that the decision maker is rational. In particular, the decision maker’s past decisions can be viewed as constraints on u. So, if we have a prior probability distribution p(u) over u, we can then condition on these constraints to obtain u. In this paper, an approach for learning utility functions from decision maker’s behavior was proposed. We also show that it is effective. © 2020, Springer Nature Singapore Pte Ltd.","9","Decision making","Probability distributions","Decision makers - Influence diagram - Observing behavior - Utility functions","912.2 Management - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Brief Review of Image Restoration Techniques Based on Generative Adversarial Models","20193707412874","","Zhang, Cai (1); Du, Fei (1); Zhang, Yungang (1) ","(1) Department of Computer Science, Yunnan Normal University, Kunming; Yunnan; 650500, China ","Zhang, Yungang(yungang.zhang01@gmail.com) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","","Springer Verlag","590","","169-175","2020","Advanced Multimedia and Ubiquitous Engineering - MUE/FutureTech 2019","","1 of 1","2020","English","18761100","18761119","9789813292437","10.1007/978-981-32-9244-4_24","","13th International Conference on Multimedia and Ubiquitous Engineering, MUE 2019 and 14th International Conference on Future Information Technology, Future Tech 2019","April 24, 2019 - April 26, 2019","Xian, China","230699","","Conference article (CA)","Images are possibly degraded by various reasons, the typical forms of degradation are: blur, noise, low resolution, and etc. Image restoration techniques try to recover the degraded images to the original images with maximum fidelity. Image restoration is a challenging task and also an import research area in image processing. During the decades, researchers have proposed many restoration methods such as inverse filter, Weiner filter, wavelet analysis, support vector machine, and etc. Recently, deep learning has been increasingly popular among researchers and has obtained remarkable results. In this paper, we briefly review the approaches based on generative adversarial networks (GANs) for image restoration. The typical GANs based restoration methods for image super-resolution, image denoising, image inpainting and image deblurring are introduced and discussed. © 2020, Springer Nature Singapore Pte Ltd.","25","Image reconstruction","Deep learning - Deep neural networks - Image denoising - Image enhancement - Inverse problems - Neural networks - Restoration - Support vector machines","Adversarial networks - Degraded images - Image deblurring - Image Inpainting - Image restoration techniques - Image super resolutions - Original images - Restoration methods","723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design and Application of a Testing Framework of Online Course Based on Agile","20183505756601","","Yu, Jiujiu (1) ","(1) College of Computer Engineering, Anhui SanLian University, Hefei; 230601, China ","Yu, Jiujiu(yjjyjL@163.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","","3 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/3/032099","032099","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","On the basis of the feature analysis on development of online course from the perspective of software engineering, a testing framework of online course based on agile is designed firstly. The framework consists of four test cycles with iteration by test stages on preparing for testing, pre-testing, functionality testing and regression testing, and with a test process of acceptance testing at the end of four test cycles before product delivery. The evaluation on organization of the contents of chapter-section structure is also embodied in this framework. Secondly, the framework is fully applied to the agile testing project for an actual online course of 'Software Engineering', experimental result shows that more bugs for types of structure of contents, usability, compatibility, installing, security, and navigability of the online course are detected in time and test result is noticeable. Finally, putting forward that some features and aspects on non-functionality testing through test automation together with effective exploratory testing method, and constructing an automated testing environment on cloud computing for big data processing will be the future research. © Published under licence by IOP Publishing Ltd.","22","Acceptance tests","Big data - Bridge decks - Composite materials - Curricula - Data handling - E-learning - Iterative methods - Manufacture - Program debugging - Software testing","Acceptance testing - Automated testing - Design and application - Exploratory testing - Feature analysis - Product delivery - Regression testing - Testing framework","401.1 Bridges - 723 Computer Software, Data Handling and Applications - 901.2 Education - 913 Production Planning and Control; Manufacturing - 913.4 Manufacturing - 921.6 Numerical Methods - 951 Materials Science",,"Number: 15zlgc029, Acronym: -, Sponsor: Anhui University; Number: No.KJZD2017008, Acronym: -, Sponsor: -; Number: -, Acronym: -, Sponsor: Natural Science Foundation of Anhui Province; Number: 2016gxk048, Acronym: -, Sponsor: -; ","This work was supported by the Foundation of "Software Engineering-Excellent Resource Sharing Course"(Grant No. 2016gxk048) of Anhui Province, "Research on Software Exploratory Testing and Its Key Technology"(Grant No.KJZD2017008) of Anhui SanLian University, and "Teaching Team of Software Engineering Course"(Grant No.15zlgc029) of Anhui SanLian University. As the corresponding author, I would like to express my heartfelt gratitude to authors of the references which are listed at the end of this paper.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of WSN of polling system with vacations and using gated services in forest fire prevention","20104313326648","","Ding, Hongwei (1); Zhao, Dongfeng (1); Zhao, Yifan (2); Liu, Zhenggang (2) ","(1) Department of Communication Engineering, Yunnan University, Kunming Yunan, China (2) Information School, Yunnan University, Kunming Yunan, China ","Ding, H.(dhw1964@yahoo.cn) ","International Conference on Internet Technology and Applications, ITAP 2010 - Proceedings","Int. Conf. Internet Technol. Appl., ITAP - Proc.","","IEEE Computer Society","","","","2010","International Conference on Internet Technology and Applications, ITAP 2010 - Proceedings","","","2010","Chinese","","","9781424451432","10.1109/ITAPP.2010.5566430","5566430","","","","","","Conference article (CA)","In this paper, we propose the model of applying in forest fire prevention system for WSN of polling system with vacations and using gated services. By the imbedded Markov chain theory and the generating functions, mean queue length and mean waiting time of information packet at the sensor node are obtained. We present that increasing wireless sensors lifetime is valid in WSN of Polling System with Vacations and Using Gated Services. We present also great meaning of applying the model in forest fire prevention. ©2010 IEEE.","10","Fires","Deforestation - Fire hazards - Fireproofing - Forestry - Markov processes - Sensor nodes - Voting machines","Forest fire prevention - Gated services - Generating functions - Information packets - Markov Chain theory - Mean queue lengths - Mean waiting time - Vacation","601.1 Mechanical Devices - 722 Computer Systems and Equipment - 914.2 Fires and Fire Protection - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Performance analysis of wireless sensor networks of serial transmission mode with vacation on fire prevention","20104313317212","","Ding, Hongwei (1); Zhao, Dongfeng (1); Yifan, Zhao (2) ","(1) Department of Communication Engineering, Yunnan University, Kunming Yunan, China (2) Information School, Yunnan University, Kunming Yunan, China ","Ding, H.(dhw1964@yahoo.cn) ","ICCET 2010 - 2010 International Conference on Computer Engineering and Technology, Proceedings","ICCET - Int. Conf. Comput. Eng. Technol., Proc.","","IEEE Computer Society","5","","V5153-V5155","2010","ICCET 2010 - 2010 International Conference on Computer Engineering and Technology, Proceedings","","","2010","English","","","9781424463503","10.1109/ICCET.2010.5485931","5485931","","","","","","Conference article (CA)","To discover firing case in time, the technique of wireless sensor networks is applied to fire early system. This paper establishes the early warning system applied to fire prevention model of serial transmission mode with vacation using exhaustive service for wireless sensor networks. We derive the calculating equation of information packet delay for each sensor node in the system by the Markov chain theory and the probability generating function method. Finally, the theoretical analysis results are confirmed through using simulation. © 2010 IEEE.","7","Fires","Fireproofing - Markov processes - Sensor nodes - Wireless sensor networks","Early Warning System - Exhaustive service - Fire prevention - Information packets - Performance analysis - Probability generating functions - Serial transmission - Vacation","722 Computer Systems and Equipment - 722.3 Data Communication, Equipment and Techniques - 914.2 Fires and Fire Protection - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Message delay analysis of serial processing system with vacation in WSN","20104313316708","","Hongwei, Ding (1); Dongfeng, Zhao (1); Yifan, Zhao (2) ","(1) Department of Communication Engineering, Yunnan University, Kunming Yunan, China (2) Information School, Yunnan University, Kunming Yunan, China ","Hongwei, D.(dhw1964@yahoo.cn) ","ICCET 2010 - 2010 International Conference on Computer Engineering and Technology, Proceedings","ICCET - Int. Conf. Comput. Eng. Technol., Proc.","","IEEE Computer Society","2","","V2146-V2148","2010","ICCET 2010 - 2010 International Conference on Computer Engineering and Technology, Proceedings","","","2010","English","","","9781424463503","10.1109/ICCET.2010.5485267","5485267","","","","","","Conference article (CA)","Many wireless sensor networks (WSN) application systems are composed of multiple sensor nodes serial processing system. This paper sets up the model for the serial processing system using gated service in wireless sensor networks, and studies it by the Markov chain theory and the probability generating function method, the calculating equation of the mean waiting time of message packet is obtained by every sensor node in the serial processing system. We obtain corresponding results under some especial cases. Finally, the simulation results are given. © 2010 IEEE.","10","Sensor nodes","Markov processes - Wireless sensor networks","Application systems - Gated services - Markov Chain theory - Mean waiting time - Multiple sensors - Probability generating functions - Serial processing - Vacation","722 Computer Systems and Equipment - 722.3 Data Communication, Equipment and Techniques - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research Process on Software Development Model","20183505756698","","Yu, Jiujiu (1) ","(1) College of Computer Engineering, Anhui SanLian University, Hefei; 230601, China ","Yu, Jiujiu(yjjyjL@163.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","","3 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/3/032045","032045","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Software development model is the form of the organization and management of software development which affects the quality of software development directly, and it is one of the most important research contents of software engineering too. Firstly, we analyze and summarize a series of software development models for total thirteen types which are applied in software development generally, and survey the characteristics of each model. Secondly, some of the improved software development models and their applications according to certain application fields are introduced briefly. Finally, as the future research work, both software development based on 4GT (The Fourth Generation Technology) and software intelligent development based on data-driven in big data era are prospected in this paper. © Published under licence by IOP Publishing Ltd.","21","Software design","Application programs - Big data - Bridge decks - Composite materials - Engineering research - Manufacture - Research and development management","Application fields - Data driven - Fourth generation - Organization and management - Research process - Software development models","401.1 Bridges - 537.1 Heat Treatment Processes - 723 Computer Software, Data Handling and Applications - 901.3 Engineering Research - 951 Materials Science",,"Number: No.KJZD2017008, Acronym: -, Sponsor: Anhui University; Number: 15zlgc029, Acronym: -, Sponsor: Anhui University; Number: 2016gxk048, Acronym: -, Sponsor: Natural Science Foundation of Anhui Province; ","Corresponding author (Jiujiu Yu) of this paper acknowledges financial support from the projects of "Software Engineering-Excellent Resource Sharing Course of Anhui Province" (No.2016gxk048), "Research on Software Exploratory Testing and Its Key Technology" from Anhui SanLian University (No.KJZD2017008), and "Teaching Team on Curriculum of Software Engineering" from Anhui SanLian University (No.15zlgc029). Finally, I would like to express my heartfelt gratitude to all authors of the references which are listed at the end of this paper.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel reputation-based trust architecture for p2p e-commerce systems","20110713665207","","Wei, Zhou (1); Jianjun, Yu (2); Gang, Xue (1); Shaowen, Yao (1); Guowei, Yu (3) ","(1) National Software School of YunNan University, Yunnan, China (2) Network Information Center, Chinese Academy of Sciences, Beijing, China (3) College of International Students of Yunnan University, Yunnan, China ","Wei, Z.(wz.weizhou@gmail.com) ","Proceedings - International Conference on Computer Science and Software Engineering, CSSE 2008","Proc. - Int. Conf. Comput. Sci. Softw. Eng., CSSE","","IEEE Computer Society","3","","174-177","2008","Proceedings - International Conference on Computer Science and Software Engineering, CSSE 2008","","","2008","English","","","9780769533360","10.1109/CSSE.2008.673","4722316","International Conference on Computer Science and Software Engineering, CSSE 2008","December 12, 2008 - December 14, 2008","Wuhan, Hubei, China","75355","","Conference article (CA)","Reputation is used to estimate the trustworthiness of peers and to help prevent malicious actions from spreading by untrusting peers in peer-to-peer (p2p) networks. In this paper, we propose a novel reputation management model. Compare to previous reputation work, we firstly divide the reputation into three level, e.g. local reputation, friend-wide reputation and community-wide reputation. A super-peer network architecture is introduced as the infrastructure in our model and we explain the reputation calculation algorithm. Simulation results show that this model can reduce the reputation query message more rapidly than the previous models. The proposed system can be highly effective in preventing the spread of malicious content in p2p networks. © 2008 IEEE.","6","Peer to peer networks","Distributed computer systems - Network architecture - Network security - Software engineering","Calculation algorithms - E-commerce systems - P2P network - Peer to Peer (P2P) network - Reputation management - Reputation queries - Three-level","722 Computer Systems and Equipment - 722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 723.1 Computer Programming",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Performance analysis of random access system with monitoring function","20105213516132","","Ding, Hongwei (1); Zhao, Dongfeng (1); Zhao, Yifan (2); Liu, Zhenggang (2); Ma, Xiaohui (2) ","(1) Department of Communication Engineering, Yunnan University, Kunming, Yunnan, China (2) School of Information, Yunnan University, Kunming, Yunnan, China ","Ding, H.(dhwl964@163.com) ","2010 2nd Pacific-Asia Conference on Circuits, Communications and System, PACCS 2010","Pac.-Asia Conf. Circuits, Commun. Syst., PACCS","","IEEE Computer Society","2","","4-7","2010","2010 2nd Pacific-Asia Conference on Circuits, Communications and System, PACCS 2010","","","2010","Chinese","","","9781424479689","10.1109/PACCS.2010.5626920","5626920","","","","","","Conference article (CA)","In the Internet of Things, the remote monitoring, network status tracking, fault alarm, automatic measurement and control functions of the random access system require the system has the function of the receiver to send client feedback monitoring information. For the network status monitoring requirements in the Internet of Things, this article proposes a monitoring function for random access system, and we get to the throughput, idle rate and information packet collision rate of the system with the average cycle analysis method, through computer simulations to verify the correctness of the analysis. © 2010 IEEE.","8","Monitoring","Electronic document exchange - Internet of things","Automatic measurements - Cycle analysis - Information packets - Monitoring functions - Monitoring information - Performance analysis - Random access systems - Remote monitoring","723 Computer Software, Data Handling and Applications - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synthesis of l-(4-antipyrine)-3- (2-benzothiazolyl)-triazene and its color reaction with mercury(II)","20071510545462","","Min, Liang ; Cao, Qiu-E ; Ding, Zhong-Tao ; Wang, Jia-Qiang ; Gao, Zhu-Lin ","(1) Department of Chemistry, Yunnan University, Kunming 650091, China (2) Center for Advanced Studies of Medicinal and Organic Chemistry, Yunnan University, Kunming 650091, China ","Min, L. ","Yejin Fenxi/Metallurgical Analysis","Yejin Fenxi","","Central Iron and Steel Research Institute, China","27","2","29-32","February 2007","","","","2007","Chinese","10007571","","","","","","","","","YEFEET","Journal article (JA)","The synthesis and characterization of a new triazene reagent, l-(4-antipyrine)-3-(2-benzothi-azolyl)-triazene(ABTTA), was studied along with the color reaction of ABTTA with Hg(II) and a new spectrophotometric method for the determination of Hg(II). A brown complex with the maximum absorption wavelength at 480nm was formed between ABTTA and Hg(II) in Na2B4O7-NaOH buffer at pH ll.0 and the presence of CTMAB. Under the optimum conditions, the linear range of the method for the determination of Hg(II) was 5.0 - 70.0 μg/25 mL, and the apparent molar absorptivity was 5. 46 × 104 L · mol-1 · cm-1. The influence experiment of more than 20 kinds of ion indicated that most common ions did not interfere in the determination. What's more, the method is of excellent selectivity and wide linear range, although lack of sensitivity. It has been used for the determination(II) of mercury(II) in water with satisfactory results.","8",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Blind adaptive time domain equalizer for OFDM system","20091712046771","","Xianfu, Chen (1); Youming, Li (1); Guanhua, Hu (1); Wei, Shen (1) ","(1) Institute of Communication Technology, Ningbo University, 315211 Ningbo, China ","Xianfu, C.(liyouming@nbu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","274-277","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.359","4797000","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","In orthogonal frequency division multiplexing (OFDM), a time-domain equalizer can reduce intersymbol interference by shortening the effective duration of the channel impulse response. In this paper, we propose a novel blind time domain adaptive channel equalization algorithm for OFDM system, the cost function is inspired from MSSNR algorithm and the statistics relationship of the samples in the same symbol block. Computer simulation results are provided to compare the performance of the proposed algorithm with MERRY algorithm and non-blind, nonadaptive MSSNR algorithm. © 2009 IEEE.","5","Blind equalization","Cost functions - Impulse response - Mobile computing - Orthogonal frequency division multiplexing","Channel equalization - Channel impulse response - OFDM systems - Time domain - Time-domain equalizers","921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
