Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"D2-index: A dynamic index method for querying XML and semi-structured data","20140217176233","","Zhang, Yin (1, 2); Zhou, Hua (1, 2); Liang, Zhi-Hong (1, 2); Liu, Jun-Hui (1, 2); Liao, Yun (1, 2); Duan, Peng (3); He, Zhen-Li (1, 2) ","(1) School of Software, Yunnan University, Kunming, China (2) Key Laboratory of Software Engineering of Yunnan Province, Yunnan University, Kunming, China (3) Network and Information Center, Yunnan University, Kunming, China ","Zhang, Y.(zame_king@hotmail.com) ","19th International Conference on Industrial Engineering and Engineering Management: Assistive Technology of Industrial Engineering","Int. Conf. Ind. Eng. Eng. Manage.: Assistive Technol. Ind. Eng.","","Springer Berlin Heidelberg","","","245-255","2013","19th International Conference on Industrial Engineering and Engineering Management: Assistive Technology of Industrial Engineering","","2013","English","","","","9783642383908","10.1007/978-3-642-38391-5-26","","19th International Conference on Industrial Engineering and Engineering Management: Assistive Technology of Industrial Engineering","October 27, 2012 - October 29, 2012","Changsha, China","101680","","Conference article (CA)","To facilitate queries over XML and semi-structured data, various structural indexes acting as a structural summary have been proposed. Structural index is derived directly from the data and serve as indices for evaluating path expressions on XML and semi-structured data. We propose D2-Index: a path-based dynamic index method for querying XML and semi-structured data. D2-Index is prefix-based and based on the concept of ORDPATH and BSC. It uses binary fraction to encode and can be completely capable of static encoding. More importantly, it can insert nodes into any position efficiently without re-encoding the existing indexes. According to the experimental results, it shows that the query plans using D2-Index is feasibility, accuracy and efficiency. © 2013 Springer-Verlag Berlin Heidelberg.","11","XML","Encoding (symbols) - Indexing (materials working) - Signal encoding","Binary fraction - Dynamic indices - Path expressions - Prefix based - Re-encoding - Semi structured data - Structural indices - Structural summary","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Error compensation for Coordinate Measuring Machine","20183505756570","","Pan, Fangyu (1); Nie, Li (1); Bai, Yuewei (1); Wang, Xiaogang (1); Liu, Kai (1); Wu, Xiaoyan (1) ","(1) Shanghai Polytechnic University, Shanghai, China ","Pan, Fangyu(fypan@sspu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032068","032068","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","In order to improve the precision of Coordinate Measuring Machine(CMM), error compensation method is researched, especially the basic steps of error compensation, which are errors sources analysis, errors modelling and errors measurement, the experiment is done which proves the feasibility. © Published under licence by IOP Publishing Ltd.","5","Error compensation","Bridge decks - Composite materials - Coordinate measuring machines - Manufacture","Error compensation methods","401.1 Bridges - 537.1 Heat Treatment Processes - 943.3 Special Purpose Instruments - 951 Materials Science",,"Number: -, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work is supported by the National Natural Science Foundation of China under Grant (No. U1537110 and 51605273), and Shanghai Polytechnic University-Key Discipline Construction (Mechanical Engineering, XXKZD1603), and European H2020-MSCA-RISE-2016(First Project, 734599).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An Integrated Model for Information Retrieval Based Change Impact Analysis","20181204924832","","Wang, Wei (1); He, Yun (1); Li, Tong (1); Zhu, Jiajun (1); Liu, Jinzhuo (1) ","(1) Software School, Yunnan University, Kunming, Yunnan, China ","Liu, Jinzhuo(jinzhuo.liu@hotmail.com) ","Scientific Programming","Sci. Program","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2018","","","2018","","","2018","English","10589244","","","","10.1155/2018/5913634","5913634","","","","","SCIPEV","Journal article (JA)","The paper presents an approach to combine multiple existing information retrieval (IR) techniques to support change impact analysis, which seeks to identify the possible outcomes of a change or determine the necessary modifications for affecting a desired change. The approach integrates a bag-of-words based IR technique, where each class or method is abstracted as a set of words, and a neural network based IR technique to derive conceptual couplings from the source code of a software system. We report rigorous empirical assessments of the changes of three open source systems: jEdit, muCommander, and JabRef. The impact sets obtained are evaluated at the method level of granularity, and the results show that our integrated approach provides statistically significant improvements in accuracy across several cut points relative to the accuracies provided by the individual methods employed independently. Improvements in F-score values of up to 7.3%, 10.9%, and 17.3% are obtained over a baseline technique for jEdit, muCommander, and JabRef, respectively. © 2018 Wei Wang et al.","56","Open systems","Information retrieval - Open source software","Change impact analysis - Empirical assessment - Integrated approach - Integrated modeling - IR techniques - Open source system - Software systems - Source codes","723 Computer Software, Data Handling and Applications - 903.3 Information Retrieval and Use",,"Number: 2015FA014, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2017HC012, Acronym: -, Sponsor: -; Number: 61462092, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61662085, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61379032, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China under Grant nos. 61462092, 61379032, and 61662085, the Key Project of the Natural Science Foundation of Yunnan Province under Grant no. 2015FA014, and Data Driven Sof tware Engineering Research Innovation Team of Yunnan Province under Grant no. 2017HC012.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Optimal algorithms of node-to-node fault tolerant routing in (N,K)-star graph","20142817916543","","Lv, Yali (1); Xiang, Yonghong (2); Zhou, Yongheng (1) ","(1) Information Institute, Yunnan University, Kunming, 650091, China (2) School of Software, Yunnan University, Kunming, 650091, China ","","Proceedings of the 11th Joint International Computer Conference, JICC 2005","Proc. Jt. Int. Comput. Conf., JICC","China Computer Federation; Hong Kong Computer Society","World Scientific Publishing Co. Pte Ltd","","","47-50","2005","Proceedings of the 11th Joint International Computer Conference, JICC 2005","","2005","English","","","9812565329","9789812565327","","","11th Joint International Computer Conference, JICC 2005","November 10, 2005 - November 12, 2005","Chongqing, China","106041","","Conference article (CA)","It is important for an interconnection network to route data among nodes if there are fault nodes in the network. Alternative paths in case of node failures can not only avoid communication bottlenecks, but increase the efficiency of message transmission. In this paper, we give an algorithm which, given at most n-2 faulty nodes s and t in the (n,k)-star graph Sn,k, finds a fault-free path s→t of length at most D(S-1,k-1)+6 in O(n) time, where D(Sn-1,k-1) is the diameter of Sn-1,k-1. Using this algorithm as a subroutine, we present another algorithm, given at most n-1 faulty nodes such that the result graph is also connected, finds a fault-free path s→t of length at most D(S-1,k-1)+8 in O(n) time. The algorithms are optimal in the sense that both the upper bounds in the length of s→t and the time complexity are optimal. © 2005 World Scientific Publishing Co. Pte. Ltd.","6","Graph theory","Interconnection networks (circuit switching) - Network architecture - Routing algorithms","Alternative path - Fault tolerant routing - Free path - Message transmissions - Optimal algorithm - Star graphs - Subgraphs - Time complexity","723 Computer Software, Data Handling and Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An improved gossiping data distribution technique with emphasis on reliability and resource constraints","20091712050314","","Kheiri, S. (1); Goushchi, Mb. Ghaznavi (1); Rafiee, M. (1); Seyfe, B. (1) ","(1) Shahed University, Tehran, Iran ","Kheiri, S.(Kheiri@shahed.ac.ir) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","247-252","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.349","4797126","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","In this paper we present an improved Gossiping data distribution technique with emphasis on the location of nodes called 'LGossiping' that reliably disseminate information among sensors in a wireless sensor network. Nodes running LGossiping data distribution technique use global positioning system to relay data throughout the network. Each node decides upon position knowledge of the others. This allows each sensor to send its data reliably to one of known neighbors instead of sending data blindly to one of neighbors which may not be near to source node and cause data lost. We outlined SystemC as simulation language and simulate and analyzed Gossiping and LGossiping protocols. In each experiment source node propagate data among nodes with the hope of reaching to sink node. This procedure is called data transmission. We found that LGossiping with transmission radius greater than or equal to 4 (TRgt;=4) is 30% more reliable than Gossiping for a specific number of experiments. LGossiping is an improvement of Gossiping in terms of reliability. Therefore reliability in this improved method is critical. Moreover, network energy consumption with respect to different TR is considered. We concluded that network energy consumption decreases as the transmission radius increases. As termination, increasing area during the experiment is mentioned. In order to have constant reliability with constant number of nodes in LGossiping method in immense areas, with each 600m2 increase of area, transmission radius should increases 1 meter. © 2009 IEEE.","10","Sensor nodes","Computer simulation languages - Energy utilization - Information dissemination - Mobile computing - Reliability - Wireless sensor networks","Data distribution - Gossiping - Rrouting Techniques - Simulation - SystemC","525.3 Energy Utilization - 722 Computer Systems and Equipment - 722.3 Data Communication, Equipment and Techniques - 723.1.1 Computer Programming Languages - 903.2 Information Dissemination",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Semantic Similarity Integration Method for Software Feature Location Problem","20192106960688","","He, Yun (1); Li, Tong (1, 2); Wang, Wei (1, 2); Li, Xiang (1); Lan, Wei (1) ","(1) College of Software, Yunnan University, Kunming; 650091, China (2) Key Laboratory for Software Engineering of Yunnan Province, Yunnan University, Kunming; 650091, China ","Li, Tong(tli@ynu.edu.cn) ","Jisuanji Yanjiu yu Fazhan/Computer Research and Development","Jisuanji Yanjiu yu Fazhan","","Science Press","56","2","394-409","February 1, 2019","","","2019","Chinese","10001239","","","","10.7544/issn1000-1239.2019.20180103","","","","","","JYYFEY","Journal article (JA)","Feature is an executable function entity that's defined in software system. The process of identifying the mapping relationship between the software features and source code is called feature location. Information retrieval feature location method is widely used in software maintenance, code search and other fields because of its high usability and low overhead. All the information retrieval feature location methods are based on semantic similarity calculation. However, there are two main problems: 1) There is a lot of noise data in the source code corpus. The noise data will interfere with the result of similarity calculation. 2) Different index methods' limitation will lead to the similarity calculation results being inaccurate. To solve these problems, a semantic similarity integration method for software feature location problem is proposed. This method introduces the Part-of-Speech filtering in the preprocessing process, effectively filtering the source code noise data, and improving the accuracy of similarity calculation. Then, different index methods are integrated to calculate similarities based on the source code's structured characteristics. Experiments are performed on the open data benchmarks. Compared with the existing methods, the POS filtering improves by an average of 30.88% on the mean reciprocal rank performance, while similarity integration improves an average of 10.28%. The experimental result verifies the effectiveness of the proposed methods. © 2019, Science Press. All right reserved.","29","Information filtering","Calculations - Codes (symbols) - Computer programming languages - Information retrieval - Integration - Location - Open Data - Problem solving - Semantics","Feature location - Index method - Integration method - Mapping relationships - Mean reciprocal ranks - Semantic similarity - Similarity calculation - Software features","723.1.1 Computer Programming Languages - 723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis - 903.3 Information Retrieval and Use - 921 Mathematics - 921.2 Calculus",,"Number: 2015FA014, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61379032, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61462092, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61662085, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (61462092, 61379032, 61662085), the Key Project of the Natural Science Foundation of Yunnan Province (2015FA014), the Project of Data Driven Software Engineering Research Innovation Team of Yunnan Province (2017HC012), and the Graduate Scientific Research Innovation Foundation of Yunnan University (YDY17094).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The design of NCO based on CORDIC algorithm and implementation in FPGA(*)","20114714544966","","Lei, Zhihua (1); Wang, Weilian (1) ","(1) School of Information, Yunnan University, Kunming, China ","Lei, Z.(zh_2046@126.com) ","2011 International Conference on Electronics, Communications and Control, ICECC 2011 - Proceedings","Int. Conf. Electron., Commun. Control, ICECC - Proc.","Ningbo University","IEEE Computer Society","","","2902-2905","2011","2011 International Conference on Electronics, Communications and Control, ICECC 2011 - Proceedings","","2011","English","","","","9781457703218","10.1109/ICECC.2011.6066683","6066683","2011 International Conference on Electronics, Communications and Control, ICECC 2011","September 9, 2011 - September 11, 2011","Ningbo, China","87394","","Conference article (CA)","Coordinate Rotation Digital Computer (CORDIC) based digital signal processing has become an important tool in communications, biomedical and industrial products, providing designers with significant impetus for making algorithm into architecture. In this paper, a new kind of CORDIC algorithm was presented which was based on the state machine structure and iterative operation of multilevel pipeline architecture. The algorithm has been realized in the FPGA using the multilevel pipeline architecture. At the end, by the simulation waveform and spectrum analysis results, the feasibility of the method was proved. Based on the algorithm, we also provide a digital down converter architecture using CORDIC processor to eliminate both multiplier and CORDIC scale factor. © 2011 IEEE.","6","Bioinformatics","Computer architecture - Digital computers - Digital signal processing - Field programmable gate arrays (FPGA) - Integrated circuit design - Iterative methods - Spectrum analysis","COordinate Rotation DIgital Computer (CORDIC) - CORDIC - CORDIC algorithms - CORDIC processors - Digital down converter - Industrial product - Iterative operation - Pipeline architecture","461.8.2 Bioinformatics - 714.2 Semiconductor Devices and Integrated Circuits - 721.2 Logic Elements - 722.4 Digital Computers and Systems - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Plasmon localization and local field distribution of metal nanoparticles","2005249157043","","Zeng, Junying (1); Zhang, Xiaoyan (1); Zhou, Tao (1); Zhou, Qing (1) ","(1) Department of Physics, Yunnan University, Kunming, 650091, China ","Zhou, Q.(zhouqing@ynu.edu.cn) ","Proceedings of SPIE - The International Society for Optical Engineering","Proc SPIE Int Soc Opt Eng","SPIE; COS - Chinese Optical Society","SPIE","5635","","460-467","2005","Nanophotonics, Nanostructure, and Nanometrology","","2005","English","0277786X","","","","10.1117/12.577365","","Nanophotonics, Nanostructure, and Nanometrology","November 8, 2004 - November 10, 2004","Beijing, China","64962","PSISDG","Conference article (CA)","We investigate the plasmon resonances of 100nm nanowires with a non-elliptical section (a triangular metal particle) using the finite difference time domain method (FDTD). By modeling the frequency dependent dielectric response of the triangular metal particle, we find the field distribution at the surface of these wires exhibits a dramatic enhancement, up to several tens times the incident field amplitude. In particular, the strongest electric field enhancement with the greatest confinement occurs for the excitations of modes localized at the corner of the metal triangular. Bulk modes excited in the triangular particle also produce enhancement although over a larger area and with significantly less enhancement than that of the localized modes. Adding a dipole at the corner of the triangular metal particle, the field distribution at the corner of these particles exhibits a more dramatic enhancement, up to several hundreds times. These strongly localized fields can provide an important mechanism for surface enhanced Raman scattering.","38","Nanostructured materials","Dielectric materials - Electric field effects - Finite difference method - Frequencies - Raman scattering - Resonance - Time domain analysis","FDTD - Localized modes - Plasmons - SERS","931.1 Mechanics - 921.6 Numerical Methods - 921 Mathematics - 933.1 Crystalline Solids - 741.1 Light/Optics - 708.1 Dielectric Materials - 701.1 Electricity: Basic Concepts and Phenomena - 711.1 Electromagnetic Waves in Different Media","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Crustal anisotropy across eastern Tibet and surroundings modeled as a depth-dependent tilted hexagonally symmetric medium","20172203707417","","Xie, Jiayi (1); Ritzwoller, Michael H. (1); Shen, Weisen (1, 3); Wang, Weitao (2) ","(1) Department of Physics, University of Colorado at Boulder, Boulder; CO; 80309, United States (2) Institute of Geophysics, Chinese Earthquake Administration, Beijing; 100045, China (3) Department of Earth and Planetary Sciences, Washington University, St. Louis; MO; 63130, United States ","Xie, Jiayi(jiayi.xie@colorado.edu) ","Geophysical Journal International","Geophys. J. Int.","","Oxford University Press","209","1","466-491","April 1, 2017","","","2017","English","0956540X","1365246X","","","10.1093/gji/ggx004","","","","","","","Journal article (JA)","Two types of surface wave anisotropy are observed regularly by seismologists but are only rarely interpreted jointly: apparent radial anisotropy, which is the difference in propagation speed between horizontally and vertically polarized waves inferred from Love and Rayleigh waves, and apparent azimuthal anisotropy, which is the directional dependence of surface wave speeds (usually Rayleigh waves). We show that a new data set of Love and Rayleigh wave isotropic phase speeds and Rayleigh wave azimuthal anisotropy observed within and surrounding eastern Tibet can be explained simultaneously by modeling the crust as a depthdependent tilted hexagonally symmetric (THS) medium. We specify the THS medium with depth-dependent hexagonally symmetric elastic tensors tilted and rotated through dip and strike angles and estimate these quantities using a Bayesian Monte Carlo inversion to produce a 3-D model of the crust and uppermost mantle on a 0.5° × 0.5° spatial grid. In the interior of eastern Tibet and in the Yunnan-Guizhou plateau, we infer a steeply dipping THS upper crustal medium overlying a shallowly dipping THSmedium in themiddle-to-lower crust. Such vertical stratification of anisotropy may reflect a brittle to ductile transition in which shallow fractures and faults control upper crustal anisotropy and the crystal-preferred orientation of anisotropic (perhaps micaceous) minerals governs the anisotropy of the deeper crust. In contrast, near the periphery of the Tibetan Plateau the anisotropic medium is steeply dipping throughout the entire crust, which may be caused by the reorientation of the symmetry axes of deeper crustal anisotropic minerals as crustal flows are rotated near the borders of Tibet. © The Authors 2017.","106","Anisotropy","Anisotropic media - Crystal orientation - Rayleigh waves - Structural geology - Surface waves","Azimuthal anisotropy - Brittle to ductile transition - Crustal structure - Crystal preferred orientations - Directional dependence - Seismic anisotropy - Surface waves and free oscillations - Vertical stratification","481.1 Geology - 484 Seismology - 931.2 Physical Properties of Gases, Liquids and Solids - 933.1.1 Crystal Lattice - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Convolutional neural network based multi-focus image fusion","20184406003279","","Li, Huaguang (1); Nie, Rencan (1); Zhou, Dongming (1); Gou, Xiaopeng (1) ","(1) Information College, Yunnan University, Kunming; 650504, China ","","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","Xi'an Jiaotong-Liverpool University","Association for Computing Machinery","","","148-154","July 27, 2018","Proceedings of 2018 2nd International Conference on Algorithms, Computing and Systems, ICACS 2018","1 of 1","2018","English","","","","9781450365093","10.1145/3242840.3242863","","2nd International Conference on Algorithms, Computing and Systems, ICACS 2018","July 27, 2018 - July 29, 2018","Beijing, China","140224","","Conference article (CA)","In this study, this paper mainly focuses on the use of convolutional neural network (CNN) to improve the clarity of multi-focus image and the fusion effect. First, set up an image picture data set and we convert labels tags to the dataset into binary images. After that , then use the CNN network to train the established datasets. In the end, we need to learn a direct mapping between source and focus map. © 2018 Association for Computing Machinery.","26","Image fusion","Binary images - Convolution - Deep learning - Image enhancement - Neural networks","CNN network - Convolutional neural network - Convolutional Neural Networks (CNN) - Direct mapping - Fusion rule - Image picture - Multifocus image fusion - Multifocus images","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Process mineralogy of low-grade double refractory gold ore and influencing factor on gold leaching","20090211855697","","Yang, Hong-Ying (1); Gong, En-Pu (2); Yang, Li (1) ","(1) School of Materials and Metallurgy, Northeastern University, Shenyang 110004, China (2) School of Resources and Civil Engineering, Northeastern University, Shenyang 110004, China ","Yang, H.-Y.(yanghy@smm.neu.edu.cn) ","Dongbei Daxue Xuebao/Journal of Northeastern University","Dongbei Daxue Xuebao","","Northeastern University","29","12","1742-1745","December 2008","","","2008","Chinese","10053026","","","","","","","","","","DDXKEZ","Journal article (JA)","The samples used were from a gold mine in Yunnan Province, which are all of the typical of low-grade double refractory gold ore containing 2.4 g/t Au, 0.97 wt% As and 1.47 wt% C. The leaching rate of gold as a result of flotation concentrates and extraction by cyanidation is 10.43%, and it becomes 46.52% if the extraction process is roasting-cyanidation, which is thus referred to as extraordinary refractory gold ore in which the metallic minerals are mainly the pyrite and arsenopyrite and gangue minerals mainly cover the quartz, sericite, dolomite, calcite, illtie and clay mineral. Most of the occurrence state of gold in such a low-grade double refractory ore is invisible, i.e. mainly the inclusion gold or colloidal gold in sub-micro or super-micro state, the natural gold particles included in the pyrite and arsenopyrite crystals are the majority with electrum in minority. The influencing factors on low gold recovery are the inclusion gold, ore containing arsenic, carbonaceous matter and clay minerals.","8","Gold ore treatment","Calcite - Clay minerals - Economic geology - Extraction - Flotation - Gold nanoparticles - Leaching - Ore roasting - Pyrites - Refractory materials","Carbonaceous matter - Double refractory gold ore - Gold leaching - Low grade - Process mineralogy","481.1 Geology - 482.2 Minerals - 533.1 Ore Treatment - 802.3 Chemical Operations - 812.2 Refractories",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Predicting protein function via multi-label supervised topic model on gene ontology","20171303498986","","Liu, Lin (1, 2); Tang, Lin (3); He, Libo (1); Yao, Shaowen (4); Zhou, Wei (4) ","(1) School of Information, Yunnan University, Kunming; Yunnan, China (2) School of Information (Key Laboratory of Educational Informatization for Nationalities, Ministry of Education), Yunnan Normal University, Kunming; Yunnan, China (3) Key Laboratory of Educational Informatization for Nationalities, Ministry of Education, Yunnan Normal University, Kunming; Yunnan, China (4) National Pilot School of Software, Yunnan University, Kunming; Yunnan, China ","Yao, Shaowen(yaosw@ynu.edu.cn) ","Biotechnology and Biotechnological Equipment","Biotechnol. Biotechnol. Equip.","","Taylor and Francis Ltd.","31","3","630-638","May 4, 2017","","","2017","English","13102818","","","","10.1080/13102818.2017.1307697","","","","","","","Journal article (JA)","As the biological datasets accumulate rapidly, computational methods designed to automate protein function prediction are critically needed. The problem of protein function prediction can be considered as a multi-label classification problem resulting in protein functional annotations. Nevertheless, biologists prefer to discover the correlations between protein attributes and functions. We introduce a multi-label supervised topic model into protein function prediction and investigate the advantages of this approach. This topic model can not only work out the function probability distributions over protein instances effectively, but also directly provide the words probability distributions over functions. To the best of our knowledge, this is the first effort to apply a multi-label supervised topic model to the protein function prediction. In this paper, we model a protein as a document and a function label as a topic. First, a set of protein sequences is formalized into a bag of words. Then, we perform inference and estimate the model parameters to predict protein functions. Experimental results on yeast and human datasets demonstrate the effectiveness of this multi-label supervised topic model on protein function prediction. Meanwhile, the experiments also show that this multi-label supervised topic model delivers superior results over the compared algorithms. In summary, the method discussed in this paper provides a new efficient approach to protein function prediction and reveals more information about functions. © 2017 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","41","Proteins","Classification (of information) - Forecasting - Genes - Probability distributions","Functional annotation - Gene ontology - Model parameters - Multi label classification - Protein function prediction - Protein functions - Protein sequences - Topic modelling","461.2 Biological Materials and Tissue Engineering - 716.1 Information Theory and Signal Processing - 804.1 Organic Compounds - 922.1 Probability Theory",,"Number: 61262071, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41661087, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61540061, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61363021, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the National Natural Science Foundation of China [grant number 61363021], [grant number 61540061], [grant number 61262071], [grant number 41661087].","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Treatment Process of Decorative Construction Waste","20183505753591","","Chen, Tian (1); He, Yu-An (1) ","(1) Shanghai Polytechnic University, Shanghai; 201209, China ","He, Yu-An(yahe@sspu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","5","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 4. Environmental Materials","5 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/5/052018","052018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The front processing of decorative construction waste is the key to solve the construction waste disposal technology, and it is prepared for the ending utilization of the decorative construction waste. It mainly introduces the composition and harm of decorative construction waste, the present situation of disposal and utilization of decorative construction waste at home and abroad is summarized comprehensively. It points out the problems existing in the treatment and disposal of decorative construction waste in China, and puts forward two different kinds of sorting technology for decorative construction waste, and it can provide reference for the resourceful disposal and reuse of decorative construction waste. Combining with the present situation and existing problems of construction waste recycling in our country, it puts forward the prospect of the future of decorative construction waste recycling. © 2018 Published under licence by IOP Publishing Ltd.","9","Waste treatment","Bridge decks - Composite materials - Recycling - Waste disposal","Construction wastes - Disposal technologies - Existing problems - Present situation - Resourceful disposals - Treatment and disposal - Treatment process","401.1 Bridges - 452.3 Industrial Wastes - 452.4 Industrial Wastes Treatment and Disposal - 951 Materials Science",,"Number: XXKZD1603, Acronym: -, Sponsor: -; Number: 15111102202, Acronym: -, Sponsor: Shanghai Municipal Education Commission; Number: A01GY17F022, Acronym: -, Sponsor: -; ","This work was supported by the Key Discipline Project of Shanghai Polytechnic University (No. XXKZD1603) and scientific and technological innovation Program of Shanghai Municipal Education Commission (No.15111102202) and Graduate project fund of Shanghai Polytechnic University (No. A01GY17F022).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Signal Control System of Urban Rail Transit Based on Communication Technology","20183505756646","","Wei, Wu (1) ","(1) Lanzhou Jiaotong University, Lanzhou; 730000, China ","Wei, Wu ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032144","032144","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Moving block system is one of the applied technologies of signal system of urban rail transit, which is usually realized by train control technology based on communication. In this paper, the basic principle, system structure and realization of mobile block system are discussed systematically. © Published under licence by IOP Publishing Ltd.","4","Light rail transit","Automatic train control - Bridge decks - Composite materials - Manufacture - Railroad traffic control - Signal systems","Basic principles - Communication technologies - Moving block - Signal control systems - System structures - Train control - Urban rail transit","401.1 Bridges - 433.1 Railroad Transportation, General - 433.4 Railway Traffic Control - 537.1 Heat Treatment Processes - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
