Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"3D geological modeling of pulang copper deposit, Yunnan Province of China","20122515136297","","Sun, Yue (1); Wang, Gongwen (1) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Beijing, China ","Sun, Y.(sy0136@163.com) ","Proceedings - International Conference on Communication Systems and Network Technologies, CSNT 2012","Proc. - Int. Conf. Commun. Syst. Netw. Technol., CSNT","Sergeant Infotech Private Limited","IEEE Computer Society","","","294-298","2012","Proceedings - International Conference on Communication Systems and Network Technologies, CSNT 2012","","","2012","English","","","9780769546926","10.1109/CSNT.2012.71","6200670","International Conference on Communication Systems and Network Technologies, CSNT 2012","May 11, 2012 - May 13, 2012","Rajkot, Gujrat, India","90305","","Conference article (CA)","The three-dimensional (3D) geological model can be applied to observe the geological subjects of the deposit from all aspects and the orientation as borehole as its geometry. In this paper, firstly, Discrete Smooth Interpolation (DSI) method with GOCAD software was applied to construct 3D topographic and geologic models of the Pulang Copper in Yunnan based on the elevation and borehole data; secondly, the 3D ore body model is constructed using both boreholes and cross-sections which are constrained by the 3D topographic and geologic models; finally, the copper reserve in this deposit was evaluated using regular block cells. © 2012 IEEE.","8","Geologic models","Boreholes - Copper deposits - Deposits","3-d geological models - Geological modeling - GOCAD - Ore body models - Pulang coppers - Threedimensional (3-d) - Yunnan province","481.1 Geology - 504.3 Heavy Metal Mines",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Vegetation supply water index based on MODIS data Analysis of the in Yunnan in spring of 2012","20144700216397","","Wang, Jianbo (1); Bai, Jianjun (1); Li, Lele (1); Yu, Yuan (1) ","(1) College of Tourism and Environment, Shaanxi Normal University, Xi'an; 710062, China ","Wang, Jianbo ","2014 The 3rd International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2014","Int. Conf. Agro-Geoinformatics, Agro-Geoinformatics","Chinese Society of Agricultural Resources and Regional Planning; et al.; Geoscience and Remote Sensing Society (GRSS); Institute of Electrical and Electronics Engineers (IEEE); Open Geospatial Consortium (OGC); State Administration of Foreign Experts Affairs of China","Institute of Electrical and Electronics Engineers Inc.","","","","September 25, 2014","","","1of1","2014","English","","","9781479941575","10.1109/Agro-Geoinformatics.2014.6910673","6910673","2014 3rd International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2014","August 11, 2014 - August 14, 2014","Beijing, China","114697","","Conference article (CA)","Today, drought has become a world problem, which is affecting agriculture more and more seriously. China is a large agricultural country, so drought is nor ignored for China. Drought hazards in agriculture growing, so timely and accurate monitoring of the development of drought is necessary to reduce the harm of drought. Over the years, many scholars established a variety of drought monitoring models, aiming at better monitoring of drought. Southwest China has been the drought-prone areas and Yunnan Province is the most serious area. [Method]: In this paper, in February 2012-May period of remote sensing data obtained with moderate-resolution imaging spectrometer (MODIS) conducts dynamic monitoring of drought in Yunnan. Normalized Difference Vegetation Index (NDVI) is calculated with the first bang and the second bang of MODIS data and Negative NDVI values that are representative of the water and snow should be removed. By split window algorithm method, land surface temperature (LST) in Yunnan is retrieved with 31-band and 32-band of MODIS data, but some places in where there is much cloud are removed. Then the Normalized Difference Vegetation Index (NDVI) and Land Surface Temperature (LST) calculated Vegetation Supply Water Index (VSWI) that dynamically monitors the drought in Yunnan. this model's results are validated based on 10 cm-shallow soil moisture data measured by the meteorological stations at the 0.05 confidence level and passed the correlation test which indicates that the results calculated by the model is sensitive to changes in drought. In the soil moisture data, some data collection sites have been irrigated, so these data should be removed. So this drought index can be used to monitor drought developments and we can get real-time, accurate drought. These monitoring results as a basis, We can make timely and correct drought policy to reduce losses caused by the drought; [Conclusions] :from spring drought monitoring results can be seen that Northwest Yunnan has been in a semi- arid and arid state. In February and May, it is more serious drought, drought affecting a wide range. There are two reasons about development of drought: First, the terrain reasons, northwest, eastern and Central Yunnan are the highland area, low rainfall, dry climate, so the severe drought in these areas; Second, the climatic reason, the spring belongs to the dry season, Rainfall is relatively small and its distribution is not balance. Relative to previous years, three months and it rarely rains in March and May, so it is severe drought. In recent years, natural hazards occur frequently on the world in witch drought is most. Drought is characterized by a wide spread range, long duration and great harm. China is a large agricultural country so it be harmed when drought occurred witch hinders the development of society. So it is necessity of Real-time, dynamic and accurate monitoring of drought. Only in this way, can we minimize the damage. © 2014 IEEE.","20","Drought","Agriculture - Atmospheric temperature - Hazards - Monitoring - Radiometers - Rain - Remote sensing - Soil moisture - Soil surveys - Spectrometers - Surface measurement - Surface properties - Vegetation - Water supply","Land surface temperature - Meteorological station - Moderate resolution imaging spectrometers - MODIS - Normalized difference vegetation index - Remote sensing data - Split window algorithms - Yunnan","443.1 Atmospheric Properties - 443.3 Precipitation - 446.1 Water Supply Systems - 483.1 Soils and Soil Mechanics - 741.3 Optical Devices and Systems - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 914.1 Accidents and Accident Prevention - 943.2 Mechanical Variables Measurements - 944.7 Radiation Measuring Instruments - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The rainwater artful design of the ecological farm in fumin county of yunnan province","20131516192460","","Guan, Junduo (1); Ma, Jianwu (1); Zhang, Qian (1); Zhang, Laichen (1) ","(1) Gold Mantis School of Architecture and Urban Environment, Soochow University, Jiangsu, China ","Guan, J.(782418357@qq.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","671-674","","2802-2805","2013","Construction and Urban Planning","","","2013","English","10226680","","9783037856611","10.4028/www.scientific.net/AMR.671-674.2802","","2013 International Conference on Structures and Building Materials, ICSBM 2013","March 9, 2013 - March 10, 2013","Guizhou, China","96430","","Conference article (CA)","In nature, rainwater makes its cycle through evaporation, infiltration, surface runoff and so on. To best manage rainwater, simulating nature and split-flow design would be good ways. Based on the opinion, We take measures such as bioretention, swale, rain gardens, pond, and wetlands to split-flow manage rainwater from roofs, roads, parking and green lands in the Fumin ecological farm of Yunnan province. Through the systemic design, the green land of the farm will have the ecological multi-functions: Reduce peak flow; Purify, collect and store rainwater; and replenish groundwater. Rainwater facilities add not only their aesthetic value, but also their entertainment and educational functions. © (2013) Trans Tech Publications, Switzerland.","5","Ecology","Design - Groundwater - Urban planning - Water management","Aesthetic value - Educational function - Fumin county - Multi-functions - Rainwater management - Surface runoffs - Systemic designs - Yunnan province","403.1 Urban Planning and Development - 408 Structural Design - 444 Water Resources - 444.2 Groundwater - 446 Waterworks - 454.3 Ecology and Ecosystems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Development of dencichine plus Yunnan Baiyao band-aid","20140817359280","","Wang, Zhen (1); Yang, Jing Ya (1); Chen, Qi (1) ","(1) Shanghai Ocean University Ocean Science Research Institute, Shanghai Engineering Center for Processing and Storage of acquatic product, Shanghai, China ","Yang, J. Y.(jyyang@shou.edu.cn) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","881-883","","364-367","2014","Chemical, Material and Metallurgical Engineering III","","","2014","English","10226680","","9783037859940","10.4028/www.scientific.net/AMR.881-883.364","","2013 3rd International Conference on Chemical, Metallurgical Engineering, ICCMME 2013","December 10, 2013 - December 11, 2013","Zhuhai, China","102772","","Conference article (CA)","This study aims to develop the dencichine plus Yunnan Baiyao band-aid, and test the hemostatic effect in traumatic incision of the new band-aid, the stability of dencichine was measured by HPLC beforehand. After that, several groups with different material were pasted on longitudinal incision of SD rats. Bleeding time and blood loss was determined, observing the healing of the wounds. The result was that the stability of dencichine by HPLC proved to be steady beforehand. Compared with blank control group, the other groups could shorten bleeding time (p<0.01), and reduce blood loss(p<0.01), what's important is that the Yunnan Baiyao band-aid groups were much better about the healing of the wounds than gauze groups. The results indicates that it is obvious that dencichine plus Yunnan Baiyao band-aid has a significant effect on longitudinal incision, and it helps the wound to heal. Dencichine plus Yunnan Baiyao band-aid has economic prospect in marketing appliance. © (2014) Trans Tech Publications, Switzerland.","9","Blood","Metallurgical engineering","Bleeding time - Blood loss - Dencichine - Hemostasis - Yunnan Baiyao band-aid","461.2 Biological Materials and Tissue Engineering - 531 Metallurgy and Metallography",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hyperspectral estimation model of forest soil organic matter in Northwest Yunnan Province, China","20191506747983","","Chen, Yun (1, 2, 3); Wang, Jinliang (1, 2, 3); Liu, Guangjie (1, 2, 3); Yang, Yanlin (1, 2, 3); Liu, Zhiyuan (1, 2, 3); Deng, Huan (1, 2, 3) ","(1) College of Tourism and Geographic Sciences, Yunnan Normal University, Kunming; 650500, China (2) Key Laboratory of Resources and Environmental Remote Sensing, Universities in Yunnan, Kunming; 650500, China (3) Remote Sensing Research Laboratory, Center for Geospatial Information Engineering and Technology of Yunnan Province, Kunming; 650500, China ","Wang, Jinliang(jlwang@ynnu.edu.cn) ","Forests","Forests","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","10","3","","2019","","","","2019","English","","19994907","","10.3390/f10030217","217","","","","","","Journal article (JA)","Soil organic matter (SOM) is an important index to evaluate soil fertility and soil quality, while playing an important role in the terrestrial carbon cycle. The technology of hyperspectral remote sensing is an important method to estimate SOM content efficiently and accurately. This study researched the best hyperspectral estimation model for SOM content in Shangri-La forest soil. The spectral reflectance of soils with sizes of 2 mm, 1 mm, 0.50 mm, and 0.25 mm were measured indoors. After smoothing and de-noising, the reciprocal reflectance (RR), logarithmic reflectance (LR), first-derivative reflectance (FR), reciprocal first-derivative reflectance (RFR), logarithmic first-derivative reflectance (LFR), and mathematical transformations of the original spectral reflectance (REF) were carried out to analyze the relevance of spectral reflectance and SOM content and extract the characteristic bands. Finally the simple linear regression (SLR), multiple stepwise linear regression (SMLR), and partial least squares regression (PLSR) models for SOM content estimation were established. The results showed that: (1)With the decrease of soil particle size, the spectral reflectance increased. The smaller the soil particle sizes, the more obvious was the increase in spectral reflectance. (2) The sensitive bands of SOM were mainly in the 580-690 nm range (correlation coefficient (R) > 0.6, p-value (p) v 2) = 0.91, root mean square error of validation (RMSEv) = 13.41, the ratio of percent deviation (RPD) = 3.33). The results provide a basis for monitoring SOM content rapidly in the forests of Northwest Yunnan, and provide a reference for forest SOM estimation in other areas. © 2019 by the authors.","56","Soils","Biogeochemistry - Biological materials - Estimation - Forestry - Least squares approximations - Mathematical transformations - Mean square error - Organic compounds - Particle size - Particle size analysis - Reflection - Regression analysis - Remote sensing","Coefficient of determination - HyperSpectral - Hyperspectral remote sensing - Northwest Yunnan - Partial least squares regressions (PLSR) - Soil organic matters - Soil particle size - Stepwise linear regression","461.2 Biological Materials and Tissue Engineering - 481.2 Geochemistry - 483.1 Soils and Soil Mechanics - 804.1 Organic Compounds - 921 Mathematics - 922.2 Mathematical Statistics - 951 Materials Science",,"","This research was funded by the National Natural Science Foundation of P.R. China, grant number 41271230 and 41561048); the Reserve Personnel Training Program of Middle-aged Academic and Technology Leaders of Yunnan Province, grant number 2008PY056; the Program for Innovative Research Team (in Science and Technology) in the University of Yunnan Province, IRTSTYN; and the Graduate Research Innovation Foundation of Yunnan Normal University, grant number yjs2018109 and 2017058. We wish to thank Ping Wang and his team for the experimental site. We are grateful to Ningning Gao for her help in the whole experimental process. We also would like to thank Yongxiang Yao and Yuan Wang for their help in the experiment and data collection.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"REE characteristics and genesis of alkaline-rich porphyry, Yunnan Province","2001206508376","","Lai, J.-Q. ; Wu, C.-J. ; Peng, S.-L. ","(1) Institute of Geology, Central South University, Changsha 410083, China ","","Journal of Central South University of Technology (English Edition)","J Cent South Univ Technol Eng Ed","","Central South University of Technology","8","1","45-49","March 2001","","","","2001","English","10059784","","","10.1007/s11771-001-0023-6","","","","","","JCSTFT","Journal article (JA)","The Yunnan Himalayan alkaline-rich porphyry occurs as a compound rockbelt and consists of calca-alkalic, alkaline and peralkaline intrusions. Its origin is in debate. The paper deals with its origin by studying rock's REE and Sr isotope. Although the rocks are different in their REE contents varying from 77.53 μg/g to 1 798.3 μg/g, they have very similar features in REE parameters. On the triangular diagram of REEs, the sample dots are concentrated on the end area of light REEs, representing a product of low-degree melting of upper mantle or lower crust materials. The initial 87Sr/86Sr values of rocks vary between 0.706 4 and 0.709 8, showing a feature of mantle-crust mixed source. Moreover, REEs show a logarithmic linear positive correlation between them. This type of correlation strongly supports the fractional-partial melting model. The result of geochemistry inversion shows that the source rock of alkaline-rich porphyry is plagioclase-bearing harzburgite and of mantle-crust mixed type. At the early state of melting, some crust components of the source rock were partially melted into intermediate-acidic magma; with the crust components consumed, the magma evolved to basic.","16",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The characteristics of evolution of Theravada temple in Yunnan Province, China","20113814353879","","Tan, Gangyi (1) ","(1) School of Architecture and Urban Planning, Huazhong University of Science and Technology (HUST), Wuhan, China ","Tan, G. ","2011 International Conference on Multimedia Technology, ICMT 2011","Int. Conf. Multimedia Technol., ICMT","","IEEE Computer Society","","","1785-1790","2011","2011 International Conference on Multimedia Technology, ICMT 2011","","","2011","English","","","9781612847740","10.1109/ICMT.2011.6003261","6003261","","","","","","Conference article (CA)","Theravada temple is famous in its abundant types and distinct characteristics. The paper focuses on the development proceeding of Theravada temple in Yunnan and sum up the characteristics of evolution, which are discussed and analyzed in critical and ecological ways. Firstly, Theravada temple is homology with Theravada temple in Southeast Asian and develops in different flow. Secondly, it complies with local customs and adapts the natural and social environment. It is possible to say that Theravada architecture is the production and testimony of the Dai phylum culture circle. © 2011 IEEE.","16","Multimedia systems","Forming","Comply with local customs - Dai Nationality - Homology and different-flow - Social environment - Theravada temple - Yunnan province","723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mantle-derived immiscible characteristics for fluid incluisons in special xenoliths from cenozoic alkalic-rich porphyry in West Yunnan","20113614292133","","Zhao, Fu-Feng (1); Liu, Xian-Fan (1, 2) ","(1) Institute of Earth Science, Chengdu University of Technology, Chengdu, China (2) State Key Laboratory for Mineral Deposits Research, Nanjing University, Nanjing, 210093, China ","Zhao, F.-F.(zff33601118@163.com) ","2011 International Conference on Remote Sensing, Environment and Transportation Engineering, RSETE 2011 - Proceedings","Int. Conf. Remote Sens., Environ. Transp. Eng., RSETE - Proc.","","IEEE Computer Society","","","1325-1328","2011","2011 International Conference on Remote Sensing, Environment and Transportation Engineering, RSETE 2011 - Proceedings","","","2011","Chinese","","","9781424491711","10.1109/RSETE.2011.5964525","5964525","","","","","","Conference article (CA)","There is a series of Cenozoic alkali-rich porphyries along Jinshajiang river-Ailaoshan fracture belt in western Yunnan province. Quartzic calcite peritecticum, pegmatitic xenolith of quartz-albite, pure quartz peritecticum that includes glass inclusions and iron-rich melt xenoliths, associated with Mafic-ultramafic deep xenoliths, have been discovered in the alkali-rich porphyries. Fluid inclusion studies show that the generation of pure quartz peritecticum, Quartzic calcite peritecticum and pegmatitic xenolith of quartz-albite is bounded with immiscibility, which is caused by continuous decompressing of CO2-rich fluid. The paragenetic relationship, which glass inclusions were associated with H2O-NaCl inclusions and CO2inclusions, indicates that inclusions have been trapped with immiscibility of melt and fluid. Geochemistry of REE and trace element research exhibites that fluid came from enriched mantle. Reversed abnormality of Zr Hf in pure quartz peritecticum and iron-rich melt xenoliths showed the special peritecticum(xenoliths) are products which mantle fluid(melt or fluid) generated through immiscibility of decompression in upwelling. Meanwhile, it indicates a potential truth, which melt transforms to fluid for mantle fluid which was upwelling to crust. © 2011 IEEE.","8","Quartz","Calcite - Carbon dioxide - Feldspar - Geochemistry - Glass - Iron - Mineralogy - Remote sensing - Sodium chloride - Solubility - Trace elements","Cenozoic - Enriched mantle - Fluid inclusion - Glass inclusions - Iron rich - Mantle fluids - Special xenoliths - Western yunnan","481.2 Geochemistry - 482 Mineralogy - 482.2 Minerals - 545.1 Iron - 801.4 Physical Chemistry - 804.2 Inorganic Compounds - 812.3 Glass",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Climate Control on Net Primary Productivity in the Complicated Mountainous Area: A Case Study of Yunnan, China","20183605782366","","Guan, Xiaobin (1); Shen, Huanfeng (1); Li, Xinghua (2); Gan, Wenxia (3); Zhang, Liangpei (4) ","(1) School of Resource and Environmental Sciences, Wuhan University, Wuhan; 430072, China (2) Collaborative Innovation Center for Geospatial Information Technology, Wuhan; 430079, China (3) School of Resource and Civil Engineering, Wuhan Institute of Technology, Wuhan, China (4) State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan; 43007, China ","Shen, Huanfeng(shenhf@whu.edu.cn) ","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","IEEE J. Sel. Top. Appl. Earth Obs. Remote Sens.","","Institute of Electrical and Electronics Engineers","11","12","4637-4648","December 2018","","","","2018","English","19391404","21511535","","10.1109/JSTARS.2018.2863957","8450617","","","","","","Journal article (JA)","In this study, the influence of altitude on the relationship between vegetation and climate was investigated via net primary productivity (NPP) in the mountainous Yunnan province of China. In order to undertake a detailed spatial analysis at a long-Term level, a monthly 1-km NPP time series from 1982 to 2014 was constructed from multisource remote sensing data sets. The altitudinal variation of the relationship between NPP and climatic factors was disclosed at annual, seasonal, and monthly scales, respectively. The results indicated that the correlation between NPP and precipitation gradually decreases from positive to negative with the ascending elevation at an annual scale, which is completely the opposite to temperature. The relationships at seasonal and monthly scales are also consistent, but significant seasonal heterogeneity was found due to the uneven climate. It was also concluded that downward run-off is responsible for the altitudinal heterogeneity, in that high-elevation areas cannot easily retain water, and only low-elevation areas benefit from the increased precipitation. What is more, we also found that the impact of climatic drought on NPP is related to topography. Large river valleys help to facilitate droughts, but the negative impacts on NPP can be mitigated in the rugged area with fluctuating slope. © 2008-2012 IEEE.","72","Remote sensing","Climate change - Climate control - Drought - Ecosystems - Photosynthesis - Phytoplankton - Time series analysis","Climatic factors - elevation transect - Mountainous area - Multisource remote sensing data - Multisources - Net primary productivity - Spatial analysis - Yunnan province",,,"Number: 2017YFA0604402, Acronym: -, Sponsor: -; Number: 41422108, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Manuscript received September 15, 2017; revised June 14, 2018; accepted July 30, 2018. Date of publication August 28, 2018; date of current version December 31, 2018. This research was supported by the National Natural Science Foundation of China (41271376, 41422108), and National Key R&D Program of China (2017YFA0604402). (Corresponding author: Huanfeng Shen.) X. Guan is with the School of Resource and Environmental Sciences, Wuhan University, Wuhan 430072, China (e-mail:,guanxb@whu.edu.cn).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Yunnan province vegetation dynamics using GIMMS NDVI from 1982~2003","20094912527141","","Miao, Chiyuan (1); Xiao, Fei (2); Wang, Yafeng (3) ","(1) Department of Environmental Engineering, Peking University, Beijing 100871, China (2) Division of Science and Technology Management, Chongqing Jiaotong University, Chongqing 400074, China (3) Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Beijing 100085, China ","Miao, C.(miaocy@vip.sina.com) ","Proceedings of the 2009 International Joint Conference on Computational Sciences and Optimization, CSO 2009","Proc. Int. Joint Conf. Comput. Sci. Optim., CSO","Center for Forecasting Science; et al.; Faculty of Business, City University; Inst. Intell. Inf. Commun. Technol., Konan Univ.; Key Lab. Manage., Decis. Inf. Syst. MADIS, CAS; System Engineering Society of China","IEEE Computer Society","1","","58-62","2009","Proceedings of the 2009 International Joint Conference on Computational Sciences and Optimization, CSO 2009","","","2009","English","","","9780769536057","10.1109/CSO.2009.486","5193642","2009 International Joint Conference on Computational Sciences and Optimization, CSO 2009","April 24, 2009 - April 26, 2009","Sanya, Hainan, China","78331","","Conference article (CA)","In order to research the vegetation cover variation in Yunnan province, the Normalized Difference Vegetation Index (NDVI) is utilized to demonstrate the spatiotemporal distribution of vegetation cover. After applying the international universal Maximum Value Composites (MVC) technique for further increasing accuracy, every grid value of GIMMS NDVI is calculated and then compared in spatiotemporal scale. The results show: (1) the vegetation cover in Yunnan province is high generally, and the annual mean vegetation cover can be divided three period; (2) All the interseason variation of vegetation showed obvious fluctuation, and the change characteristics in summer is closed with interannual variation; (3)The vegetation cover in southeast of Yunnan is relatively high, and northwest appeared low value; (4) The spatial characteristics of vegetation cover in summer is similar with annual mean distribution most. So the GIMMS NDVI provides a good tool to study the distribution of vegetation cover generally. © 2009 IEEE.","11","Vegetation",,"Interannual variation - Normalized difference vegetation index - Spatial characteristics - Spatio-temporal scale - Spatiotemporal distributions - Vegetation cover - Vegetation dynamics - Yunnan province","452 Municipal and Industrial Wastes; Waste Treatment and Disposal - 461.9 Biology - 525.1 Energy Resources and Renewable Energy Issues - 821 Agricultural Equipment and Methods; Vegetation and Pest Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The effect of peach-soybean intercropping system with straw mulching on N and P losses, surface runoff in Dianchi Lake watershed mountain area, Yunnan province, China","20184005901670","","Li, Zuran (1); Jiang, Xiang (1, 2); Zu, Yanqun (1, 2); Li, Bo (2) ","(1) College of Horticulture and Landscape, Yunnan Agricultural University, Kunming; 650201, China (2) College of Resources and Environment, Yunnan Agricultural University, Kunming, China ","Li, Bo(ecolibo@126.com) ","E3S Web of Conferences","E3S Web Conf.","","EDP Sciences","53","","","September 14, 2018","2018 3rd International Conference on Advances in Energy and Environment Research, ICAEER 2018","","1 of 1","2018","English","","22671242","","10.1051/e3sconf/20185304022","04022","3rd International Conference on Advances in Energy and Environment Research, ICAEER 2018","August 10, 2018 - August 12, 2018","Guilin, China","139895","","Conference article (CA)","Field experiments were conducted with peach (local variety)-soybean intercropping system as an agro-forestry community. The results showed that the reduction rate of CODcr losses were 24.31%, 50.50% and 65.19% respectively under the precipitation strength between 25mm d-1 and 100 mm d-1 with treatments of 36 kg plot-1, 54 kg plot-1 and 72 kg plot-1 straw mulching. The reduction rate of NH4+-N losses were 12.56%, 49.38% and 58.60%, respectively; The reduction rate of NO3--N losses were 27.78%, 9.55% and 58.61%, respectively; The reduction rate of TN losses were 3.85%, 31.67% and 56.01%, respectively. The reduction rate of TP losses were 23.02%, 30.19% and 42.65%, respectively. The yields of soybean increased by 24.09%, 47.46% and 93.84%, respectively. Peach-soybean intercropping with straw mulching could decrease the runoff losses of nitrogen and phosphorus with time effect for reducing non-point sources pollution losses. © The Authors, published by EDP Sciences, 2018.","29","Fruits","Runoff","Field experiment - Intercropping systems - Nitrogen and phosphorus - Non-point sources pollutions - Precipitation strength - Straw mulching - Surface runoffs - Yunnan province","442.1 Flood Control - 821.4 Agricultural Products",,"Number: -, Acronym: CNPC, Sponsor: China National Petroleum Corporation; Number: 07102-003-04, Acronym: -, Sponsor: -; Number: 2016C<H11, Acronym: -, Sponsor: -; Number: 2017HC015, Acronym: -, Sponsor: -; Number: 8niversity, Acronym: -, Sponsor: -; ","This work was supported by the China National .ey Sciences and Technology Program for Water Solution (2012=;07102-003-04), Science Program for Industrialization Cultivation ProMect of <unnan Province (ducation 'epartment (2016C<H11) and The Innovation Team for Farmland Non-pollution Production of <unnan Province, <unnan Agricultural 8niversity (2017HC015).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distribution of trace metals of soil in high lung cancer incidence area of Yunnan, China","20103613207581","","Zhang, Lin-Lin (1); Wei, Fu-Sheng (2); Wu, Guo-Ping (2) ","(1) Civil and Environment Engineering School, University of Science and Technology Beijing, Beijing, China (2) China National Environmental Monitoring Center, Beijing, China ","Zhang, L.-L.(zhanglinlin921@sina.com) ","2010 4th International Conference on Bioinformatics and Biomedical Engineering, iCBBE 2010","Int. Conf. Bioinformatics Biomed. Eng., iCBBE","IEEE Engineering in Medicine and Biology Society; Sichuan University; Wuhan University","IEEE Computer Society","","","","2010","2010 4th International Conference on Bioinformatics and Biomedical Engineering, iCBBE 2010","","","2010","English","","","9781424447138","10.1109/ICBBE.2010.5516577","5516577","4th International Conference on Bioinformatics and Biomedical Engineering, iCBBE 2010","June 18, 2010 - June 20, 2010","Chengdu, China","81521","","Conference article (CA)","Soil samples (0-10cm soil layer) were collected from Xuanwei and Fuyuan, which were known as high lung cancer incidence area in Yunnan province, China.The aim of the study was to investigate the trace metal pollution situation of the local village. Ttotal 24 samples of surface soil were analyzed for 32 trace metals. The samples were digested with HNO3 and HF and H2O2 using microwave. The concentrations of the elements were analyzed by ICP-MS. The results showed us the distribution of trace metals in different sites. The concentration variation trend of 6 hazard trace metals relative to cancer was consistent in different sample sites. Except the content of Ni, none heavy metals in samples exceeded the limit value of Chinese Environmental QualityStandard for Soils. But in some sites of high lung cancer incidence rate, the heavy metal pollution were serious such as Cu and Cr. Fuyuan was slightly metal polluted compared with Xuanwei. © 2010 IEEE.","8","Trace elements","Bioinformatics - Biological organs - Biomedical engineering - Diseases - Heavy metals - Land reclamation - Pollution - Soils","Concentration variation - Heavy metal pollution - Incidence rate - Lung Cancer - Trace metal - Trace metal pollution - Yunnan , China - Yunnan province","442.2 Land Reclamation - 461 Bioengineering and Biology - 483.1 Soils and Soil Mechanics - 531 Metallurgy and Metallography",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis on the formation cause and characteristic of Yunnan minority national tradition sports based on the influence model and dynamic process analysis","20133216574972","","Li, Xuedong (1) ","(1) School of Physical Education, Yuxi Normal University, Yuxi 653100, China ","Li, X.(Xuedong_Li123@yeah.net) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","National Natural Science Foundation of China (NSFC)","Springer Verlag","163 LNEE","","991-999","2013","Proceedings of the 2012 International Conference on Cybernetics and Informatics","","","2013","English","18761100","18761119","9781461438717","10.1007/978-1-4614-3872-4_128","","2012 International Conference on Cybernetics and Informatics, ICCI 2012","September 21, 2012 - September 23, 2012","Chongqing, China","97831","","Conference article (CA)","By using literature method, empirical method and so on, after analyzing on the inner link among Yunnan geographical characteristics, national culture temperament and different form of national sports factor, this paper put forward the basic characteristics of Yunnan national sports, such as regional, national and time-space etc., then summarized that the basic features of these origin lies in that the specific geographical conditions created different national character, and further created the formation of the diversity of ethnic physical culture. Finally, from the quantitative point, this paper established the model diagram of influenced factors and the dynamic change process of national minority tradition sports. © 2013 Springer Science+Business Media.","14","Sports","Cybernetics","Basic characteristics - Dynamic process - Empirical method - Geographical conditions - Influence model - Minority - National cultures - Yunnan","461.3 Biomechanics, Bionics and Biomimetics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
