Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Study on the Evolution of Industrial Division of Labor and Structure in Central Yunnan Urban Agglomeration","20182605381653","","Li, Yan (1); Yan, Xiaoyan (1) ","(1) Pan-Asia Business School, Yunnan Normal University, Kunming, China ","Li, Yan(Ly_fdj@126.com) ","Communications in Computer and Information Science","Commun. Comput. Info. Sci.","","Springer Verlag","848","","527-533","2018","Geo-Spatial Knowledge and Intelligence - 5th International Conference, GSKI 2017, Revised Selected Papers","","1 of 2","2018","English","18650929","","","9789811308925","10.1007/978-981-13-0893-2_54","","5th International Conference on Geo-Spatial Knowledge and Intelligence, GSKI 2017","December 8, 2017 - December 10, 2017","Chiang Mai, Thailand","214469","","Conference article (CA)","The industrial division of labor and the degree of convergence of the industrial structure directly affect the core competitiveness of the urban agglomeration, and it is of great practical significance to measure the industrial division of labor and the degree of structural convergence of the urban agglomeration scientifically and rationally. The similarity coefficient method and grey correlative analysis method more detailed classification based on the study of 22 urban agglomerations in the city in 2007 and 2012 in Yunnan, the whole city and urban agglomeration between the convergence of industrial structure and regional division of different industries and the evolution of city. The results show that: Yunnan city group 22 inter city assimilation degree has obvious upward trend; the industrial structure of Kunming and Yunnan city group of the overall industrial structure is the most similar, belong to the comprehensive development, Yuxi, Chuxiong and Qujing belong to the traditional agricultural and mineral resource type structure, and Yuxi is the agricultural and mineral resource type structure to the integrated development from the industrial transformation; Yunnan city group regional division, the first and the second industry and the third industry in the circulation department and production and Living Services Department of city industrial division of labor between the strengthening of the degree of specialization of the third industry of social public service between the City declined. As a whole, the industrial structure of the central Yunnan Urban Agglomeration tends to be higher and higher, while the industrial division of labor among cities is still not obvious, but it has begun to take shape. © 2018, Springer Nature Singapore Pte Ltd.","10","Competition","Agglomeration - Agriculture - Mineral industry - Mineral resources","City clusters - Detailed classification - Grey correlative analysis - Industrial division - Industrial structures - Industrial transformations - Similar coefficient - Similarity coefficient methods","802.3 Chemical Operations - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 911.2 Industrial Economics",,"Number: YB201504D, Acronym: -, Sponsor: Philosophy and Social Science Foundation of Hunan Province; Number: 41301180, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 71463067, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgments. This paper was funded by National Natural Science Foundation of China (71463067; 41301180), Social Philosophy Foundation of Yunnan Province (YB201504D).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sediment-inferred recent pattern and drivers of environmental and ecological changes at Lake Qilu, Yunnan Province","20183805830778","","Qian, Fuming (1); Zhang, Kai (1); Chen, Guangjie (1, 2); Yin, Yongxin (1); Wang, Jiaoyuan (1, 2); Hu, Kui (1, 2) ","(1) School of Tourism & Geography, Yunnan Normal University, Kunming; 650500, China (2) Provincial Key Laboratory of Plateau Geographical Processes & Environmental Change, Yunnan Normal University, Kunming; 650500, China ","Chen, Guangjie(guangjiechen@gmail.com) ","Hupo Kexue/Journal of Lake Sciences","Hupo Kexue/J. Lake Sc.","","Science Press","30","4","1109-1122","July 6, 2018","","","","2018","Chinese","10035427","","","","10.18307/2018.0423","","","","","","","Journal article (JA)","With the socio-economic development and increased occurrence of extreme climate, many lakes in Yunnan Province have experienced severe threats such as water quality deterioration and degradation of ecological and environmental functioning. To identify the main environmental stressors threatening the subtropical large and shallow lakes, we conducted multi-proxy sediment analyses for Lake Qilu, including the application of physio-chemical (grain size, nutrients) and biological (pigments, diatoms) indicators. Combined with modern meteorological monitoring and lake survey data, we reconstructed a two-century history of hydrodynamic changes, cyanobacteria bloom and lake eutrophication, and identified the driving factors for the succession in diatom community structure. The composition of sediment grain sizes generally remained stable until 1958 with a relatively high content of fine clays before showing frequent fluctuations and a rapid increase of coarse particles after the 1960s. The construction of a catavothre draining project led to a stronger control of water level and hydrological fluctuation in Lake Qilu, resulting in a smaller magnitude of grain size fluctuation and a lower content of sandy components during the period of 1981-2000. More recently, both lake dredging and a continuous decrease of regional precipitation caused strong fluctuations of grain size components and a higher content of sandy sediments. The sediment pigment content, an indicator for lake production, increased slowly since the middle 19th century before showing an accelerating trend after the 1960s. During the period of 2000-2005, the dredging of the shallow lake basin significantly decreased the nutrient release from lake sediments, resulting in an abrupt drop of algal production. The spike of cyanobacterial pigments may suggest the existence of massive cyanobacterial blooming in Lake Qilu around the years of 1998, 2008 and 2012-2013. Multivariate analyses further showed that diatom community composition has significantly shifted several times with a sustained decreasing trend in the percentage of benthic diatoms. While nutrient enrichment played a major role in structuring diatom assemblages over time, the anthropogenic regulation of lake hydrology and habitat availability were also found to synergistically affect the community succession of diatoms. Our multi-proxy results revealed that a combination of increased nutrient control, reduced hydrological regulation and enhanced climate mitigation should be applied altogether for sustainable management and ecological restoration of subtropical large lakes in Southwest China. © 2018 by Journal of Lake Sciences.","69","Lakes","Chemical analysis - Deterioration - Economics - Eutrophication - Grain size and shape - Indicators (chemical) - Multivariant analysis - Nutrients - Phytoplankton - Sediments - Sustainable development - Tropics - Water levels - Water quality","Algal pigments - Cyanobacterial pigments - Diatoms - Hydrological regulation - Lake sediments - Meteorological monitoring - Socio-economic development - Water quality deterioration","443 Meteorology - 445.2 Water Analysis - 471 Marine Science and Oceanography - 483 Soil Mechanics and Foundations - 801 Chemistry - 804 Chemical Products Generally - 922 Statistical Methods - 951 Materials Science - 971 Social Sciences",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"40 Ar-39 Ar dating of quartz from ore in the Baiyangping Cu-Co polymetallic ore-concentrated area, Lanping Basin, Yunnan","2005048803874","","He, Mingqin (1); Liu, Jiajun (2); Li, Chaoyang (1); Li, Zhiming (1); Liu, Yuping (1); Yang, Aiping (3); Sang, Haiqing (4) ","(1) Institute of Geochemistry, Chinese Academy of Sciences, Guiyang 550002, China (2) China University of Geosciences, Beijing 100083, China (3) Geological Party Yunnan Bureau, Dali 671000, China (4) Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing 100029, China ","He, M.(hemingqin@sohu.com) ","Chinese Journal of Geochemistry","Chin. J. Geochem.","","Science Press","23","4","342-348","2004","","","","2004","English","10009426","","","","","","","","","","CJGEEV","Journal article (JA)","40Ar-39 Ar fast neutron activation age spectrum of quartz in ore collected from the Baiyangping Cu-Co polymetallic ore-concentrated area, Lanping Basin, is saddle-shaped. The plateau age, minimum appearance age and isochron age shown on the spectra are 56.53 ±0.43 Ma, 55.52 ±1.78 Ma and 55.90 ±0.29 Ma respectively. The age data are consistent with each other within 1σ uncertainties. Because the given initial 40Ar/36 Ar value of 294.7 ±1.14 is very close to Nier' s value (295.5 ±5 ), both plateau and isochron ages may be considered as the forming time of quartz. So the age of 55.90 - 56.53 Ma represents the forming age of ore deposits. It is obvious that the ore deposits were formed during the Early Himalayan period.","18","Quartz","Argon - Cobalt deposits - Copper deposits - Data reduction - Geochemistry - Neutron activation analysis","Age spectrum - Isochron age - Lanping Basin, Yunnan - Polymetallic ore-concentrated area","932.1 High Energy Physics - 931.3 Atomic and Molecular Physics - 804 Chemical Products Generally - 723.2 Data Processing and Image Processing - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 544.1 Copper - 504.3 Heavy Metal Mines - 482.2 Minerals - 481.2 Geochemistry","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Ore-controlling factors and Metallogenic Prognosis of Dongchuan Copper Mining Area, Yunnan, China","20171803614302","","Wang, Tianguo (1, 2); Liu, Jishun (1, 2); Huang, Chaowen (1, 2) ","(1) Key Laboratory of Metallogenic Prediction of Nonferrous Metals and Geological Environment Monitoring, Ministry of Education, Central South University, Changsha; 410083, China (2) School of Geosciences and Info-Physics, Central South University, Changsha; 410083, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","59","1","","April 18, 2017","2nd International Conference on Advances in Energy Resources and Environment Engineering","","1 of 1","2017","English","17551307","17551315","","","10.1088/1755-1315/59/1/012032","012032","2016 2nd International Conference on Advances in Energy Resources and Environment Engineering, ICAESEE 2016","December 30, 2016 - December 31, 2016","Guangzhou, China","127353","","Conference article (CA)","Dongchuan is a famous copper producing area in China, where has good geological condition to form many copper deposits with local characteristics. This article summarizes the metallogenic regularities of Dongchuan copper deposits based on the previous works, research findings and the latest research advances. The study suggests that the Dongchuan copper-ore area has a good metallogenic background and immense prospecting potential. Copper ore is mainly found in Yinmin Formation, Luoxue Formation, Heishan Formation, Daqiaodi Formation, and in the Sinian-aged basement, and its occurrence is closely related to volcanic magmatism. The discussions regarding prospecting directions of Dongchuan copper ore were conducted based on the metallogenic regularity research, the results shows that further expanding of the exploration activities from the existing ore-bodies would be carried out; the breakthrough points focus on the Pingdingshan Formation, Qinglongshan Formation, and Daqiaodi Formation strata; at the same tine, more attention should be paid to the new types of deposits, such as Yanziya-type or hydrothermal deposits. © Published under licence by IOP Publishing Ltd.","10","Copper deposits","Deposits - Energy resources - Metals - Ores","Breakthrough point - Geological conditions - Hydrothermal deposits - Local characteristics - Ore-controlling factors - Producing areas - Research advances - Yunnan , China","504.3 Heavy Metal Mines - 525.1 Energy Resources and Renewable Energy Issues",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tectonic Setting of the Mengdong Group Complex, Southeast Yunnan Province: Geochemical Constraints from Metasedimentary Rocks","20173904214425","","Tan, Hongqi (1, 2); Liu, Yuping (3) ","(1) College of Earth Science, Chengdu University of Technology, Chengdu; 610059, China (2) Institute of Multipurpose Utilization of Mineral Resources, CAGS, Chengdu; 610041, China (3) State Key Laboratory of Ore Deposit Geochemistry, Institute of Geochemistry, Chinese Academy of Sciences, Guiyang; 550002, China ","Liu, Yuping(liuyuping@vip.gyig.ac.cn) ","Dizhi Xuebao/Acta Geologica Sinica","Dizhi Xuebao/Acta Geol. Sinica","","Geological Society of China","91","7","1416-1432","July 15, 2017","","","","2017","Chinese","00015717","","","","","","","","","","","Journal article (JA)","Mengdong Group complex, located in the Laojunshan Song Chay metamorphic core complex between Wenshan-Malipo strike-slip fault and Red-River fault zone, is one set of volcanic-sedimentary-metamorphic complex undergoing several deformation metamorphism episodes. Geochemical characteristics of the metaclastic sedimentary rock show that average contents of the major and trace elements are similar to the upper continental crust (UCC), and the ratios of SiO2/Al2O3and K2O/Na2O indicate that the metamorphic sedimentary rocks have similar maturity, but schist samples may suffer strong weathering. Rare earth element (REE) characteristics and metamorphic protolith restoration diagrams indicate that protolith of the schist of the Mengdong Group complex is clay and argillaceous and the protolith of gneiss is sandstone and greywacke. The chemical alteration index (CIA), composition variation index value(ICV) and plagioclase alteration index (PIA) suggest that the source area of the schist suffered a strong chemical weathering process and the source area of the gneiss suffered a relatively weak chemical weathering process. The ratios of Rb/Sr and Th/U indicate that the set of clastic rock has experienced complicated sedimentary evolution process. La/Th-Hf diagram and sandstone-mudstone suites discrimination plot show that the sediments of metaclastics were sourced mainly from quartzose sedimentary provenance with minor amount of felsic and intermediate igneous rocks. Diagrams of Th-Sc-Zr/10 and La-Th Sc indicate that metaclastics sedimentary rocks of Mengdong Group complex may deposit in the continental island arc environment. Based on the above analyses, the metamorphic sedimentary protolith of Mengdong Group complex is a set of argillaceous rocks and sandstone (greywacke), which experienced strong weathering and complicated sedimentary evolution process, and mainly deposited in the continental island arc environment. It can be concluded that the protolith of Mengdong Group complex may have had a source from Kunyang Group and has an affinity to the Yangtze block. © 2017, Science Press. All right reserved.","68","Weathering","Binary alloys - Clay minerals - Exploratory geochemistry - Feldspar - Geochronology - Igneous rocks - Lanthanum alloys - Metamorphic rocks - Rare earths - Sandstone - Sedimentology - Silica - Strike-slip faults - Structural geology - Thorium alloys - Trace elements - Zirconium alloys","Chemical weathering process - Geochemical - Geochemical characteristic - Major and trace elements - Mengdong Group complex - Metamorphic core complex - Southeast Yunnan - Upper continental crust","481.1 Geology - 481.2 Geochemistry - 482.2 Minerals - 484.1 Earthquake Measurements and Analysis - 547.2 Rare Earth Metals - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 622.1 Radioactive Materials, General - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The contribution ratio of electricity industry to economic development in yunnan province","20153001065538","","Tan, Lili (1); Jiang, Chongguang (2) ","(1) School of Public Administration, Yunnan University, Kunming; 650091, China (2) Fudian Bank, No.41 of Tuo East Road, Kunming; 650033, China ","Tan, Lili(tanlilichn@foxmail.com) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","","Springer Verlag","362","","1137-1147","2015","","Proceedings of the 9th International Conference on Management Science and Engineering Management","1 of 1","2015","English","21945357","","","9783662472408","10.1007/978-3-662-47241-5_96","","9th International Conference on Management Science and Engineering Management, ICMSEM 2015","July 21, 2015 - July 23, 2015","Karlsruhe, Germany","119429","","Conference article (CA)","As one of the five pillar industries in Yunnan Province, the electricity industry promotes the local economic development directly and indirectly. This empirical study focuses on that to what degree the electricity industry make such promotion. Based on a database containing 12 indicators of electricity industry and 13 indicators of the local economy, from 2002 to 2011, we study the contribution ratio of electricity industry to the local economic development in Yunnan Province with the co-integration analysis, and get some positive and interesting results. © Springer-Verlag Berlin Heidelberg 2015.","8","Industrial economics","Economic and social effects - Electric industry - Genetic algorithms","Co-integration analysis - Contribution ratios - Economic development - Electricity industry - Local economic development - Supplier selection - Uncertain programming - Uncertain variables","911.2 Industrial Economics - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of fuzzy weights of evidence method in mineral resource assessment for gold in Zhenyuan district, Yunnan province, China","20072010596550","","Cheng, Qiu-Ming (1, 2); Chen, Zhi-Jun (1); Khaled, Ali (2) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (2) Department of Earth and Space Science and Engineering, York University, Toronto M3J1P3, Canada ","Cheng, Q.-M.(qiuming@yorku.ca) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences, Yujishan, Wuhan, 430074, China","32","2","175-184","March 2007","","","","2007","Chinese","10002383","","","","","","","","","","DIKEEL","Journal article (JA)","The fuzzy weights of evidence method implemented in GeoDAS GIS was applied to delineate targets for exploration of gold mineral deposits in Zhenyuan mineral district, Yunnan Province, southwestern China. According to the mineral deposit model compiled by USGS, the mineral deposit type discovered in the area is determined as mesothermal gold deposit. Together with field observations the mineralization associated elements are determined, which include Au, As, Hg, Ag, Sb, Pb, and Cd. The singularity method and S-A methods provided in GeoDAS GIS were applied to delineate the weak anomalies and mixing anomalies related to gold mineral deposits. Principal component analysis method was utilized to analyze these elements to form two components (PC2 and PC3) which may reflect two different types of mineralization: PC2 dominated by Au, As, Hg, Co, Ni, Cu may be related to mesothermal deposits formed close to the contact of the ultramafic intrusions; whereas the PC3 dominated by Au, As, Hg, Ag, Pb may represent epithermal mineral deposits located in the sedimentary basin away from the ultramafic intrusions. The peaks of scores on these types of composite anomaly maps were delineated and used as training points for utilization of weights of evidence method and fuzzy weights of evidence method, respectively. 16 targeting areas were delineated using fuzzy weights of evidence method and were suggested for further exploration. The detailed comparison of fuzzy weights of evidence method with the ordinary weights of evidence method shows that the former can produce better results with less loss of useful information during construction of discrete evidential layers.","29","Gold deposits","China - Fuzzy rules - Geographic information systems - Mineral resources - Natural resources exploration - Principal component analysis","Anomaly decomposition - Fuzzy probability - GeoDAS GIS - Hydrothermal gold deposit - Mineral resource assessment - Singularity - Weights of evidence method","481.4 Geophysical Prospecting - 504.3 Heavy Metal Mines - 723.3 Database Systems - 922.2 Mathematical Statistics","Applications (APP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Determination of seven metal elements in Yunnan wild schizophyllum commune Fr by atomic absorption spectrometry","20103313164481","","Guo, Jun-Ming (1); Bai, Hong-Li (1); Zhang, Hong (2); Wang, Bao-Sen (2); Cui, Qian (2); Liu, Gui-Yang (2) ","(1) School of Chemistry and Biotechnology, Yunnan University of Nationalities, Kunming 650031, China (2) College of Science, Honghe University, Mengzi 661100, China ","Guo, J.-M.(guojunming@tsinghua.org.cn) ","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","","Science Press","30","8","2289-2291","August 2010","","","","2010","Chinese","10000593","","","","10.3964/j.issn.1000-0593(2010)08-2289-03","","","","","","GYGFED","Journal article (JA)","The seven metal elements in Yunnan wild schizophyllum commune Fr, including Zn, Co, Ni, Cu, Fe, Cr and Mg, were determined by atomic absorption spectrometry for providing a scientific basis of the development. The results show that Zn, Co, Ni, Fe, Cr and Mg are relatively rich in schizophyllum commune Fr and the content of Cu is lower. The ratio of the content of Zn to that of Cu is 7.4, which is consistent with the relative content level of Zn and Cu contained in many anticancer Chinese traditional plants, implying that the nutritive value of Yunnan wild schizophyllum commune Fr is high.","9","Atomic absorption spectrometry","Absorption spectroscopy - Atoms - Trace elements","Content level - Metal elements - Nutritive values - Schizophyllum commune - Scientific basis - Wild","741.3 Optical Devices and Systems - 931.3 Atomic and Molecular Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Discussion on 'Study on earthquake tendency in Sichuan-Yunnan region based on commensurability'","20083411474911","","Yang, Jie (1, 2); Li, Aiqun (1) ","(1) Key Laboratory of Concrete and Prestressed Concrete Structures, Southeast University, Nanjing 210096, China (2) Department of Civil Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing 210016, China ","Yang, J. ","Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition)","Dongnan Daxue Xuebao","","Southeast University","38","4","698-703","July 2008","","","","2008","Chinese","10010505","","","","","","","","","","DDXZB9","Journal article (JA)","This paper presents a systematic study of the same original earthquake series based on the same commensurability method as in the paper 'Study on earthquake tendency in Sichuan-Yunnan region based on commensurability' published in 2006. The results show that, (1) The earthquake series contains higher commensurability frequency, with a mean value of 50; so, it is baseless that the series is believed to present good commensurability only by more than 3 groups of commensurability formulae in that paper. (2) The commensurability forecast for the 11 years between 2000 and 2010 shows that the year 2008 does not present any particularity, and the commensurability frequency of year 2008 is 44 while the mean commensurability frequency is 43; so, it is unfounded to forecast only by 3 commensurability formulae. (3) Comparison study shows that the commensurability of the earthquake series in question is not better (even worse) than the stochastic series; so, the commensurability forecasting based on the earthquake series is incredible. It can be concluded that although the forecast results in that paper coincide with of the Wenchuan earthquake on May 12, 2008 by chance, its research procedure and methodology are questionable, and the conclusion is unbelievable.","8","Forecasting","Earthquakes - Stochastic systems","Commensurability - Earthquake forecast - Earthquake series - Stochastic series - Wenchuan Earthquake","484 Seismology - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Temporal-spatial variation in phytoplankton primary production and its influencing factors in Lake Chenghai on the Yunnan Plateau, China","20193607404573","","Huang, Licheng (1); Zhou, Yuanyang (1, 2); Zhou, Qichao (1, 3); Wang, Weilu (1); Dong, Yunxian (1); Li, Kaidi (1, 2); Chang, Junjun (2) ","(1) Yunnan Key Laboratory of Pollution Process and Management of Plateau Lake-Watershed, Yunnan Institute of Environmental Science, Kunming; 650034, China (2) School of Ecology and Environmental Science, Yunnan University, Kunming; 650500, China (3) Institute of Plateau Lake Ecology and Pollution Management, School of Resource Environment and Earth Science, Yunnan University, Kunming; 650500, China ","Zhou, Qichao(qchzhou@gmail.com) ","Hupo Kexue/Journal of Lake Sciences","Hupo Kexue/J. Lake Sc.","","Science Press","31","5","1424-1436","September 6, 2019","","","","2019","Chinese","10035427","","","","10.18307/2019.0508","","","","","","","Journal article (JA)","From April 2016 to February 2017, the temporal-spatial distribution of phytoplankton primary production in Lake Chenghai at Yunnan, China was investigated monthly via light-dark bottle method (at a dock site) and vertically generalized production model (VGPM) (across nine sampling sites), and the potential influencing factors were also analyzed. The results showed that the annual mean values (mean±SE) of gross primary production (GPPC), net primary production (NPPC) and respiration (RC) of water column (0-3 m) at dock site were 5.40×103±0.64×103, 2.36×103±0.63×103 and 3.06×103±0.82×103 mg O2/(m2•d), respectively. Meanwhile, the maximal and minimal values of the GPP and NPP per biomass (GPP/Chl.a and NPP/Chl.a) in vertical profile were both present at the depth of 0.5 m and 3.0 m respectively, whether during spring and summer (from April to August, 2016), autumn and winter (from September 2016 to February 2017) or the entire experimental period at dock site. Moreover, the annual mean value and range of the phytoplankton primary production (PPeu) estimated by VGPM were 6.54×103±0.30×103 and 2.74×103-18.62×103 mg C/(m2•d), respectively. PPeu increased rapidly during spring and summer, and fluctuated during autumn and winter. No significant difference for PPeu was detected between spring-summer and autumn-winter. The spatial heterogeneity of PPeu was weak in general despite the significant difference in the north-south direction in July and August with plentiful rainfall which might be related to the rainfall and spatial heterogeneity of nutrients input from the basin. Furthermore, although the major influencing factors for PPeu and their relative importance were changed with season, the phytoplankton biomass was the most important factor impacting PPeu during the entire period, and the water temperature was also an important factor during spring and summer. © 2019 by Journal of Lake Sciences.","48","Phytoplankton","Bottles - Docks - Hydraulic structures - Lakes - Rain - Spatial distribution","Gross primary production - Net primary production - Phytoplankton biomass - Primary production - Production modeling - Spatial heterogeneity - Temporal spatial distribution - Water temperatures","407.1 Maritime Structures - 443.3 Precipitation - 471 Marine Science and Oceanography - 694.2 Packaging Materials - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on the building logistics network of Yunnan's agriculture products cold chain","20134616985271","","Xie, Kun (1) ","(1) Department of Logistics Management, Yunnan University of Finance and Trade, Kunming, 650221, Yunnan, China ","Xie, K.(xiekun66@sina.com) ","ICLEM 2012: Logistics for Sustained Economic Development - Technology and Management for Efficiency - Proceedings of the 2012 International Conference of Logistics Engineering and Management","ICLEM: Logist. Sustained Econ. Dev. - Technol. Manage. Effic. - Proc. Int. Conf. Logist. Eng. Manage.","American Society of Civil Engineers; Southwest Jiaotong University","American Society of Civil Engineers (ASCE)","","","1032-1038","2012","ICLEM 2012: Logistics for Sustained Economic Development - Technology and Management for Efficiency - Proceedings of the 2012 International Conference of Logistics Engineering and Management","","","2012","English","","","","9780784412602","","","2012 International Conference of Logistics Engineering and Management: Logistics for Sustained Economic Development - Technology and Management for Efficiency, ICLEM 2012","October 8, 2012 - October 10, 2012","Chengdu, China","100735","","Conference article (CA)","As a fresh product (vegetables, tropical fruits, etc.) production place of China, Yunnan agriculture product logistic has the characteristics of large amounts and variety of kinds. However, there are a lot of disadvantages in the cold chain system of Yunnan that has prevented the service level from keeping pace with the rapid development of agriculture industry. In this paper, the contents are as follows: (1) propose the problems and shortcomings of Yunnan agriculture products cold chain network; (2) analyze the demand for the cold chain logistics of agricultural products in Yunnan; (3) build the regional and across regional agriculture products cold chain logistics networks. © 2012 American Society of Civil Engineers.","10","Economic and social effects","Agricultural products - Chains - Efficiency - Logistics","Agriculture industries - Agriculture products - Cold chain logistics - Cold chain systems - Large amounts - Logistics network - Service levels - Tropical fruits","602.1 Mechanical Drives - 821.4 Agricultural Products - 913.1 Production Engineering - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Metallogenic setting and ore genetic model for the Beiya porphyry-skarn polymetallic Au orefield, western Yunnan, China","20170803365415","","Mao, Jingwen (1); Zhou, Yunman (2); Liu, Huan (1); Zhang, Changqing (1); Fu, Degui (2); Liu, Bo (3) ","(1) MLR Key Laboratory of Metallogeny and Mineral Assessment, Institute of Mineral Resources, Chinese Academy of Geological Sciences, Beijing; 100037, China (2) Yunnan Gold & Mineral Group Co., Ltd, Kunming; 650224, China (3) Beijing Research Institute of Uranium Geology, Beijing; 100029, China ","Mao, Jingwen(jingwenmao@263.net) ","Ore Geology Reviews","Ore Geol. Rev.","","Elsevier B.V.","86","","21-34","June 1, 2017","","","","2017","English","01691368","","","","10.1016/j.oregeorev.2017.02.003","","","","","","","Journal article (JA)","The Beiya in western Yunnan, China, is a world-class porphyry–skarn polymetallic Au orefield that is currently being explored and constitutes the topic of this paper. The Beiya orefield is a composite mineral system with a distinct zoning surrounding the causative intrusions. For instance, the Wandongshan, the largest deposit in the Beiya orefield, exhibits a zoning with 1) porphyry Au–Fe (Cu) orebodies in the cupolas to the intrusions, 2) Au–Fe–Cu skarn orebodies along contact zones between the alkaline porphyritic intrusions and Triassic limestone country rocks, and 3) distal stratiform Pb–Zn–Ag–Au epithermal orebodies. Subsequent Au- and Cu-bearing quartz (ankerite) veins and barren calcite veins overprint the earlier magmatic-hydrothermal zoned ore system. The hypogene orebodies were weathered to form supergene Au ores at shallow levels, which were historically termed “laterite gold” deposits. The 2000 km NWN-striking Jinshajiang–Ailaoshan metallogenic province, located in the Three River Region of western Yunnan, western Sichuan, and eastern Tibet, hosts numerous world-class porphyry and skarn Cu–Mo–Au ores associated with alkaline porphyry emplacement. The Beiya polymetallic Au orefield, a representative example of these ore types, is located close to the Triassic Ailaoshan–Songma suture to the east and formed during Eocene–Oligocene intraplate extension. The distal stratiform Pb-Zn-Ag-Au orebodies are hosted by bedding or detachment faults. Based on exploration data and previous research, and combined with our detailed field investigation and further studies in the Beiya area, we propose a new and comprehensive porphyry–skarn–epithermal deposit model. The model explains the geological setting, ore characteristics, metallogenic zoning, and ore-forming processes of the deposits in the Beiya area. It provides useful insights for further mineral exploration in the Jinshajiang–Ailaoshan province for porphyry and skarn Cu-Mo-Au ore systems associated with alkaline magmatism, and may also be applied to other metallogenic provinces within similar continental arc settings. © 2017 Elsevier B.V.","111","Ores","Calcite - Cobalt deposits - Copper alloys - Deposits - Economic geology - Faulting - Gold alloys - Gold deposits - Lead alloys - Lime - Metals - Mineral exploration - Molybdenum alloys - Silver alloys - Soils - Ternary alloys - Zinc alloys - Zoning","Beiya - Genetic models - Metallogeny - Porphyry - Skarn - Yunnan","481.1 Geology - 483.1 Soils and Soil Mechanics - 484.1 Earthquake Measurements and Analysis - 501.1 Exploration and Prospecting Methods - 504.3 Heavy Metal Mines - 543.3 Molybdenum and Alloys - 544.2 Copper Alloys - 546.1 Lead and Alloys - 546.3 Zinc and Alloys - 547.1 Precious Metals - 804.2 Inorganic Compounds",,"Number: 12120113093600, Acronym: CGS, Sponsor: China Geological Survey; Number: -, Acronym: UWO, Sponsor: Western University; ","We are grateful to the geologists of the Yunnan Gold & Mineral Group Co., Ltd for their assistance during field investigation. Two anonymous reviewers, Prof. Richard Goldfarb and Prof. Franco Pirajno are thanked for their constructive comments and important suggestions which are helpful to improve the paper. This work was funded by the ?Metallogenic Regularity and Minerogenetic Series of Polymetallic Gold Deposits in Western Yunnan, China? project of the Yunnan Gold & Mineral Group and China Geological Survey Project No. 12120113093600.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
