Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"An analytic model for enhancing IEEE 802.11 point coordination function media access control protocol","20114714538716","Liu, Qianlin (1); Zhao, Dongfeng (1); Zhou, Dongming (1) ","(1) Department of Communications Engineering, Yunnan University, Kunming 650091, China ","Zhao, D.(zhaodf123@263.net) ","European Transactions on Telecommunications","Eur Trans Telecommun","","Associazione Elettrotecnica ed Elettronica Italiana","22","6","332-338","October 2011","","","2011","English","1124318X","15418251","","","10.1002/ett.1482","","","","","","ETTTET","Journal article (JA)","The design of media access control (MAC) protocol that can efficiently support the real-time applications inWireless Local Area Networks (WLANs) is a challenging task, it requires that the MAC layer provide strict delay guarantees for sensitive traffic, the Point Coordination Function (PCF) with Round Robin (RR) polling scheme has been included in IEEE 802.11 MAC protocol to achieve this objective. However, the RR scheme seems difficult to guarantee QoS and satisfy the low delay of the sensitive traffic, yet it can hardly differentiate from priority service for the key station. Thus we utilize an analytic model with two-level-polling mechanism to enhance the RR scheme, and the comparison results show us that the efficiency as well as impartiality of proposed scheme is better than that of the RR scheme. Copyright © 2011 John Wiley &Sons, Ltd.","16","IEEE Standards","Analytical models - Medium access control - Routers","Analytic modeling - Comparison result - IEEE 802.11 MAC protocols - Media access control protocol - Point coordination functions - Polling mechanism - Real-time application - Round-robin polling","723 Computer Software, Data Handling and Applications - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of WSN of continuous-time polling system with vacations and using M-gated services","20112114003045","Ding, Hongwei (1); Zhao, Dongfeng (1); Zhao, Yifan (1) ","(1) Department of Communication Engineering, Yunnan University, No. 2 North Green Lake, Kunming, Yunnan 650091, China ","Ding, H.(dhw1964@yahoo.cn) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","","Springer Verlag","86 LNEE","VOL. 1","637-644","2011","Future Intelligent Information Systems","","2011","English","18761100","18761119","","9783642197055","10.1007/978-3-642-19706-2_82","","","","","","","Conference article (CA)","In this paper, we propose the model of applying for WSN of continuous time polling system with vacations and using M-Gated services. By the imbedded Markov chain theory, the generating functions of queue length of arrival information packets at the sensor node is obtained. Also, the Laplace-Stieltjes transform (LST) of packet delay distribution function is derived. Mean waiting time of information packet at the sensor node is obtained. Especially we can obtain some corresponding results under some especial cases. The results reveal that our system model can guarantee better QoS and system stability, and it has better efficiency than that of traditional gated service. © 2011 Springer-Verlag Berlin Heidelberg.","10","Continuous time systems","Distribution functions - Markov processes - Sensor nodes - System stability - Voting machines","Bulk arrival - Gated services - Generating functions - Laplace stieltjes transform (LST) - Markov Chain theory - Mean waiting time - Packet delay distribution - Polling system","601.1 Mechanical Devices - 722 Computer Systems and Equipment - 922.1 Probability Theory - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Priority-based polling scheme under mixed services policy of exhaustive and three-times gated services","20104713417197","Bao, Li-Yong (1); Zhao, Dong-Feng (1); Zhao, Yi-Fan (1) ","(1) School of Information Engineering, Yunnan University, Kunming, China ","Bao, L.-Y.(lybao@ynu.edu.cn) ","2010 6th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2010","Int. Conf. Wirel. Commun., Networking Mob. Comput., WiCOM","","IEEE Computer Society","","","","2010","2010 6th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2010","","2010","English","","","","9781424437092","10.1109/WICOM.2010.5601276","5601276","","","","","","Conference article (CA)","Based on the ideas of Priority-based polling transmission with high-efficiency, and self-adaptation to loading, this paper presents a new analysis model of MAC Scheme of wireless communication network, which has made possible the server capable of differentiating the stations of different priority levels under mixed services policy and which has improved the flexibility and adaptability of the system via adjustment of the switch-in service in three time of load change input. The model is established through embedded Markov chain and the probability generating function. Theoretical analysis is made on the mean queue length and the mean cyclic time of the key station and the common stations. The results show that the findings from theoretical analysis correspond well with those from simulated experiments and the scheme guarantee better QoS. © 2010 IEEE.","8","Wireless telecommunication systems","Markov processes","Embedded Markov chain - Gated services - MAC schemes - Mixed service - Polling system - Probability generating functions - Simulated experiments - Wireless communication network","922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Automatic De-noising of Doppler ultrasound signals using matching pursuit method","2006289991554","Zhang, Yufeng (1); Wang, Le (1); Gao, Yali (1); Chen, Jianhua (1); Shi, Xinling (1) ","(1) Department of Electronic Engineering, Yunnan University, Kunming, Yunnan Province, 650091, China ","Zhang, Y.(yfengzhang@yahoo.com) ","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Lect. Notes Comput. Sci.","","Springer Verlag","3889 LNCS","","519-526","2006","Independent Component Analysis and Blind Signal Separation - 6th International Conference, ICA 2006, Proceedings","","2006","English","03029743","16113349","3540326308","9783540326304","","","6th International Conference on Independent Component Analysis and Blind Signal Separation, ICA 2006","March 5, 2006 - March 8, 2006","Charleston, SC, United states","67651","","Conference article (CA)","A novel de-noising method, called matching pursuit method, for improving the signal-to-noise ratio (SNR) of Doppler ultrasound blood flow signals is proposed. Using this method, the Doppler ultrasound signal is first decomposed into a linear expansion of waveforms, called time-frequency atoms, which are selected from a redundant dictionary named Gabor functions. Then a decay parameter-based algorithm is employed to determine the decomposition times. Finally, the de-noised Doppler signal is reconstructed using the selected components. The SNR improvements and the maximum frequency estimation precision with simulated Doppler blood flow signals have been used to evaluate a performance comparison based on the wavelet, the wavelet packets and the matching pursuit de-noising algorithms. From the simulation and clinical experiment results, it is concluded that the performance of the matching pursuit approach is the best for the Doppler ultrasound signal de-noising. © Springer-Verlag Berlin Heidelberg 2006.","10","Signal processing","Acoustic noise - Algorithms - Blood - Doppler effect - Signal to noise ratio - Waveform analysis","Automatic Denoising - Doppler ultrasound signals - Gabor functions - Matching pursuit methods","461.2 Biological Materials and Tissue Engineering - 711.1 Electromagnetic Waves in Different Media - 716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications - 751.4 Acoustic Noise - 921 Mathematics","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An analytical model of a discrete-time polling MAC protocol for wireless lans using M-gated services","20103513194950","Zhao, Dong-Feng (1); Ding, Hong-Wei (1); Zhao, Yi-Fan (1); Wang, Ming-Gui (1) ","(1) Department of Communication Engineering, Yunnan University, Yunnan Kunming 650091, China ","Zhao, D.-F.(zhaodf123@263.net) ","Tien Tzu Hsueh Pao/Acta Electronica Sinica","Tien Tzu Hsueh Pao","","Chinese Institute of Electronics","38","7","1495-1499","July 2010","","","2010","Chinese","03722112","","","","","","","","","","TTHPAG","Journal article (JA)","This paper proposed a novel analytical model of the polling MAC protocol using M-gated services in discrete time. By the imbedded Markov chain theory, the generating functions of queue length at server arrival epoch is obtained. Then computational equations are explicitly determined for the mean queue length, the mean polling period time and the mean packet delay. Through analysis of the mechanism of the polling model, its control values of the M-gated service and the related properties have been obtained. Meanwhile, the basic polling systems using gated service and exhaustive service have been improved. The polling MAC control protocol in the application is more effective.","23","Analytical models","Computation theory - Markov processes - Medium access control - Queueing theory","Gated services - Packet delay - Polling period time - Polling system - Queue lengths","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723 Computer Software, Data Handling and Applications - 921 Mathematics - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Performance analysis of continuous-time non-persistent CSMA with monitoring in internet of things","20112114003044","Ding, Hongwei (1); Zhao, Dongfeng (1); Zhao, Yifan (1) ","(1) Department of Communication Engineering, Yunnan University, No. 2 North Green Lake, Kunming, Yunnan 650091, China ","Ding, H.(dhw1964@yahoo.cn) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","","Springer Verlag","86 LNEE","VOL. 1","631-636","2011","Future Intelligent Information Systems","","2011","English","18761100","18761119","","9783642197055","10.1007/978-3-642-19706-2_81","","","","","","","Conference article (CA)","With the communication network and more rapid business growth, more and more users want to be rich, more high-quality information services, and the original service business than a single control strategy can not meet the QoS multi-service quality of service. This article uses the continuous-time non-persistent CSMA random access mode to realize 'automation' and 'intelligent' basic features in the Internet of Things. And we get to the throughput of the continuous-time non-persistent CSMA with monitoring using the average cycle analysis method, through computer simulations to verify the correctness of the analysis. © 2011 Springer-Verlag Berlin Heidelberg.","8","Quality control","Carrier sense multiple access - Continuous time systems - Electronic document exchange - Information services - Internet of things - Quality of service - Throughput","Continuous-time - Control strategies - High quality information - Information packets - intelligent - Non-persistent CSMA - Performance analysis - Service business","723 Computer Software, Data Handling and Applications - 723.5 Computer Applications - 903.4 Information Services - 913.3 Quality Assurance and Control - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An improved scheduling algorithm for multimedia support in web cluster servers","20113414259459","Bao, Li-Yong (1); Zhao, Dong-Feng (1); Zhao, Yi-Fan (1) ","(1) School of Information Engineering, Yunnan University, Kunming, 650091, China ","Bao, L.-Y.(lybao@ynu.edu.cn) ","Proceedings - 2011 International Conference on Multimedia and Signal Processing, CMSP 2011","Proc. - Int. Conf. Multimedia Signal Process., CMSP","","IEEE Computer Society","2","","115-119","2011","Proceedings - 2011 International Conference on Multimedia and Signal Processing, CMSP 2011","","2011","English","","","","9780769543567","10.1109/CMSP.2011.113","5957480","","","","","","Conference article (CA)","A solution is urgently expected to meet the higher-quality web service requirements of multimedia applications on the limited bandwidth of internet. Based on the ideas of priority-based service and dynamic load adaptation, this paper presents a new scheduling algorithm for multimedia support in web cluster servers , making possible the service of the two-class priority station polling system under the mixed policy of exhaustive and gated services, optimizing the services of the system in time of load change input via adjustment of the times of the access gated services, and strengthening the flexibility and fairness of multimedia transmissions in web service system. The theoretical model of this algorithm is established with Markov chain and probability generating function. Mathematical analysis is made on the mean queue length and the mean inquiry cyclic time of the common queue and the key station. It turns out that the findings from theoretical analysis correspond well with those from simulated experiments. © 2011 IEEE.","10","Web services","Clustering algorithms - Dynamic loads - Markov processes - Multimedia services - Queueing theory - Scheduling algorithms - Signal processing - Websites","Mathematical analysis - Mean cyclic time - Mean queue lengths - Multimedia applications - Multimedia transmissions - Polling schemes - Probability generating functions - Web cluster server","408.1 Structural Design, General - 716.1 Information Theory and Signal Processing - 903.1 Information Sources and Analysis - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on oxidizing Cr(III) to Cr(VI) in water sample with microwave heating","2005499528627","Yang, Ji-Hong ; Bai, Hong-Mei ; Peng, Li ; Deng, Yong ; Dai, Shu-Shan ","(1) Chemistry Department of Yunnan University, Kunming 650091, China ","","Yejin Fenxi/Metallurgical Analysis","Yejin Fenxi","","Central Iron and Steel Research Institute, China","25","5","59-62","October 2005","","","2005","Chinese","10007571","","","","","","","","","","YEFEET","Journal article (JA)","In order to optimize the process of pretreatment of sample, Cr(III) in water sample was transformed to Cr(VI) by utilizing household microwave oven. The liquid position, processing time, microwave power, as well as the amounts of oxidant were studied with orthogonal method, then the optimum factors were determined. Comparison of the treatment of Dianch Lake's water samples added Cr(III) was carried with electric furnace and microwave oven. The results showed no system errors between the two treatments. The recovery was in the range of 94% to 104%. The processing time for multiple-cup samples in microwave oven could be determined by the multiplication of processing time for single-cup sample. The application of a household microwave oven is not only energy efficient, but less cost than a special microwave oven.","7",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"ECG compression based on wavelet transform and Golomb coding","2006139793501","Chen, J. (1); Ma, J. (1); Zhang, Y. (1); Shi, X. (1) ","(1) Department of Electronic Engineering, Yunnan University, Kunming 650091, China ","Chen, J.(chenjh@ynu.edu.cn) ","Electronics Letters","Electron. Lett.","","Institution of Engineering and Technology","42","6","322-324","March 16, 2006","","","2006","English","00135194","","","","10.1049/el:20063812","","","","","","ELLEAK","Journal article (JA)","A new wavelet-based ECG compression method is presented. Wavelet transform coefficients are quantised with a uniform scalar dead zone quantiser. The Exp-Golomb coding is used to code the lengths of runs of the zero coefficients. The Golomb-Rice coding is used to code the nonzero coefficients. Experiments on several records from the MIT-BIH arrhythmia database show that the proposed coding algorithm outperforms other recently developed ECG compression algorithms.","8","Data compression","Algorithms - Database systems - Electroencephalography - Signal encoding - Wavelet transforms","Arrhythmia database - ECG compression algorithms - Golomb coding - Uniform scalar dead zone quantiser","461.6 Medicine and Pharmacology - 716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 723.3 Database Systems - 921.3 Mathematical Transformations","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of slotted p-detection multi-channel and random multi-access protocol for wireless communication network","20071010471226","Liu, Bin-Bin (1); Zhao, Dong-Feng (1); Ding, Hong-Wei (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming 650091, China ","Liu, B.-B. ","Tongxin Xuebao/Journal on Communications","Tongxin Xuebao","","Editorial Board of Journal on Communications, No.1 Binhe Road, Hepingli, Dongcheng District, Beijing, 1000013, China","27","12","70-75","December 2006","","","2006","Chinese","1000436X","","","","","","","","","","","Journal article (JA)","The slotted p-detection multi-channel and random multi-access (SPMRM) protocol was presented. This SPMRM protocol can provided multimedia traffic through load equilibrium and multi-priority and p-detection multi-channel, and ensured the wireless channel-utilizing rate. Furthermore, a mathematical model was used to analyze the throughput of SPMRM protocol. The efficiency of the new protocol was validated by theoretical analysis and computer simulation. In other words, the simulation results of SPMRM protocol is better than a continuous-time p-detection multi-channel and random multi-access protocol.","12","Quality of service","Carrier sense multiple access - Computer simulation - Mathematical models - Network protocols - Telecommunication networks - Wireless telecommunication systems","Continuous time - Load equilibrium - Multichannel - Multimedia traffic - Multipriority - Probability detection - Random multiaccess - Slotted p detection - SPMRM protocol - Wireless channel utilizing rate - Wireless communication network","716 Telecommunication; Radar, Radio and Television - 723.5 Computer Applications - 921 Mathematics","Applications (APP); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A shallow evaluation of ideological and political work in the network environment on the basis of bp neural network","20150700534539","Mu, Mu (1) ","(1) College of Art, Agriculture University of Hebei, Baoding, Heibei, China ","Mu, Mu ","BioTechnology: An Indian Journal","Biotechnol. An Indian J.","","Trade Science Inc, 126,Prasheel Park,Sanjay Raj Farm House,Nr. Saurashtra Unive, Rajkot, Gujarat, 360 005, India","10","5","1293-1298","November 1, 2014","","","2014","English","09747435","","","","","","","","","","","Journal article (JA)","There has been higher and higher usage of the internet and it has gradually become part of our life and work. In the education of ideology and politics of higher education, the internet has provided the teaching staff with a more convenient condition. This paper aims at studying the features of ideological and political work in the network environment and classifies the subjects researched by these features. After having a survey on network utilization and current learning situation of the colleges and universities in Beijing, Shanghai, Tianjin, Shenzhen, and Guangzhou and those in Guizhou, Gansu, Yunnan, Inner Mongolia, and Xinjiang, we can conclude the eigenvalues of ideological and political work in developed region and that in developing region. The research subjects will be classified by the BP neural network model, and with the two different eigenvalues, we can compare the results with the reality and thus prove the reasonability of the model. © 2014 Trade Science Inc. - INDIA.","9","Social sciences","Eigenvalues and eigenfunctions - Internet - Mathematical models - Neural networks","BP neural network model - BP neural networks - Colleges and universities - Developing regions - Ideological and political work - Learning situation - Net work utilization - Network environments","716 Telecommunication; Radar, Radio and Television - 717 Optical Communication - 718 Telephone Systems and Related Technologies; Line Communications - 723 Computer Software, Data Handling and Applications - 723.4 Artificial Intelligence - 921 Mathematics - 921.1 Algebra - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Modeling service interaction patterns","20113414246702","Xue, Gang (1); Chen, Tony (1); He, Gang (1); Yao, Shaowen (1) ","(1) School of Software Engineering, Yunnan University, Kunming, China ","Xue, G.(mess@ynu.edu.cn) ","Computer Systems Science and Engineering","Comput Syst Sci Eng","","CRL Publishing","26","2","103-113","March 2011","","","2011","English","02676192","","","","","","","","","","CSSEEI","Journal article (JA)","Collaboration between business processes is an important aspect for modern process applications. Interaction lays the foundation for collaboration, and a set of recurring interaction types is used to provide as service interaction patterns. This paper discusses formal representations and reaction analyses of service interaction patterns based on bigraphs for CCS. The results show that the patterns can be represented, and some advanced features of bigraphs are introduced into formalizations. © 2011 CRL Publishing Ltd.","22","Systems engineering","Computer science - Computer systems","Bigraphs - Business Process - Business process model - Formal representations - Process applications - Reaction analysis - Service interaction","961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A dynamic scheme for multimedia support in IEEE802.11 wireless network","20104013270420","Bao, Li-Yong (1); Zhao, Dong-Feng (1); Zhao, Yi-Fan (1) ","(1) School of Information Engineering, Yunnan University, Kunming, 650091, China ","Bao, L.-Y.(lybao@ynu.edu.cn) ","ICSPS 2010 - Proceedings of the 2010 2nd International Conference on Signal Processing Systems","ICSPS - Proc. Int. Conf. Signal Process. Syst.","","IEEE Computer Society","1","","V1828-V1832","2010","ICSPS 2010 - Proceedings of the 2010 2nd International Conference on Signal Processing Systems","","2010","English","","","","9781424468911","10.1109/ICSPS.2010.5555244","5555244","","","","","","Conference article (CA)","With the development of wireless network, a solution is urgently expected to meet the higher-quality QoS demands of multimedia traffics especially when the network is heavily loaded. This paper presents a new scheme of MAC protocol of wireless network, optimizing the services of the system in time of load change input via adjustment of the times of the access gated services. The scheme does not modify the current protocol infrastructure or add any overheads. The theoretical model is established with Markov chain and probability generating function. Mathematical analysis is made on the mean queue length and the mean cyclic time of the common queue and the key station. It turns out that the findings from theoretical analysis correspond well with those from simulated experiments and strengthen the flexibility and fairness of multimedia transmissions in wireless system. © 2010 IEEE.","9","Wireless networks","Dynamic loads - Markov processes - Medium access control - Queueing theory - Signal processing","Mathematical analysis - Mean cyclic time - Mean queue lengths - Multimedia transmissions - Polling schemes - Probability generating functions - Simulated experiments - WLAN","408.1 Structural Design, General - 716.1 Information Theory and Signal Processing - 716.3 Radio Systems and Equipment - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Discovery of frequent itemsets through randomized sampling with Bernstein's inequality","20173103994816","Ye, Jia (1) ","(1) School of Information, Yunnan University of Finance and Economics, Kunming; 430000, China ","Ye, Jia(yejia123@outlook.com) ","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","Hong Kong Baptist University (HKBU); The Hong Kong Polytechnic University","Association for Computing Machinery","Part F128770","","","May 25, 2017","Proceedings - 2017 International Conference on Data Mining, Communications and Information Technology, DMCIT 2017","1 of 1","2017","English","","","","9781450352185","10.1145/3089871.3089872","a1","2017 International Conference on Data Mining, Communications and Information Technology, DMCIT 2017","May 25, 2017 - May 27, 2017","Phuket, Thailand","128770","","Conference article (CA)","In this paper, a sampling-based method has been presented to generate a high-quality Frequent itemsets(FIs) approximation. With probability guarantee that the approximation set shall embrace all the real FIs. Firstly, the approach utilizes Bernstein's inequality to limit the approximate error of itemset from a dataset sample. Sequentially, our method employs the (, δ)-approximation of itemsets to deduce an eligible sample size for mining approximated frequent itemsets. Lastly, the extend experiment adopts classical retail dataset to evaluate the accuracy and running time of returned collections in accordance with different sample sizes with various combinations of parameters. The result verifies that the sampling-based research technique proposed in this paper is effective and accurate. The sample size shall be more stringent compared with the VC-dimension-based bound. © 2017 Association for Computing Machinery.","13","Data mining","Sampling","Approximation set - Bernstein's Inequality - High quality - Item sets - Randomized sampling - Running time - Sampling-based - Sampling-based method","723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Learning matrices of evolutionary operators in genetic algorithm","20161102092964","Hao, Guo-Sheng (1); Chen, Chang-Shuai (1); Ling, Ping (1); Zhang, Zhao-Jun (2); Zou, De-Xuan (2); Huang, Yong-Qing (3) ","(1) School of Computer Science and Technology, Jiangsu Normal University, Xuzhou, Jiangsu Province, China (2) School of Electrical Engineering and Automation, Jiangsu Normal University, Xuzhou, Jiangsu Province, China (3) School of Mathematics and Computer, Tongling University, Tongling, Anhui Province, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2394-2399","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279687","7279687","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Learning is the core of intelligence algorithm. Genetic algorithm (GA), as an intelligent algorithm, has its own learning mechanism. This paper focuses on the learning matrix of evolutionary operators in GA. From the viewpoint of solution generation, the learning mechanism in GA is studied and the matrix expression of recombination and mutation is given. A new insight of GA from learning viewpoint is provided and paves necessary study foundation for studying of the learning mechanism of GA. © 2015 IEEE.","45","Genetic algorithms","Automation - Learning algorithms - Matrix algebra","Crossover - Evolutionary operators - Intelligence algorithms - Intelligent Algorithms - Learning - Learning mechanism - Matrix expression - Mutation","731 Automatic Control Principles and Applications - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Positive periodic solutions of periodic neutral Lotka-Volterra system with distributed delays","20080811112135","Li, Yongkun (1) ","(1) Department of Mathematics, Yunnan University Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Chaos, Solitons and Fractals","Chaos Solitons Fractals","","Elsevier Ltd, Langford Lane, Kidlington, Oxford, OX5 1GB, United Kingdom","37","1","288-298","July 2008","","","2008","English","09600779","","","","10.1016/j.chaos.2006.09.025","","","","","","CSFOEH","Journal article (JA)","By using a fixed point theorem of strict-set-contraction, some criteria are established for the existence of positive periodic solutions of the following periodic neutral Lotka-Volterra system with distributed delaysfrac(d xi (t), d t) = xi (t) fenced(ai (t) - underover(∑, j = 1, n) bij (t) ∫- Tij0 Kij (θ) xj (t + θ) d θ - underover(∑, j = 1, n) cij (t) ∫- over(T, ˆ)ij0 over(K, ˆ)ij (θ) xj′ (t + θ) d θ), i = 1, 2, ..., n,where ai, bij, cij ∈ C (R, R+) (i, j = 1, 2, ..., n) are ω-periodic functions, Tij, over(T, ˆ)ij ∈ (0, ∞) (i, j = 1, 2, ..., n) and Kij, over(K, ˆ)ij ∈ (R, R+) satisfying ∫- Tij0 Kij (θ) d θ = 1, ∫- over(T, ˆ)ij0 over(K, ˆ)ij (θ) d θ = 1, i, j = 1, 2, ..., n. © 2006 Elsevier Ltd. All rights reserved.","29","Theorem proving","Numerical methods - Set theory - Time delay","Lotka Volterra system - Positive periodic solutions","713 Electronic Circuits - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 921.6 Numerical Methods","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Extraction of mean frequency information from Doppler blood flow signals using a matching pursuit algorithm","20083111412180","Shi, Xinling (1); Bai, Baodan (1); Zhang, Yufeng (1); Ma, Huahong (1); Chen, Jianhua (1) ","(1) Department of Electronic Engineering, Yunnan University, Kunming, Yunnan Province 650091, China ","Zhang, Y.(yfengzhang@yahoo.com) ","Signal Processing","Signal Process","","Elsevier","88","11","2720-2730","November 2008","","","2008","English","01651684","","","","10.1016/j.sigpro.2008.05.019","","","","","","SPRODR","Journal article (JA)","The intensity-weighted mean frequency (IWMF) waveform of Doppler blood flow signals associates with the instantaneous mean blood velocities and has been found to be very useful to measure volumetric flow and detect arterial stenosis. These applications involving Doppler signals require the accurate estimation of the IWMF over short durations of the signal due to its nonstationarity. The traditional short-time Fourier transform (STFT) method requires stationarity of the signal during a finite window, making it inaccurate to analyze signals having relatively wide bandwidths that change rapidly with time. In order to accurately estimate the Doppler IWMF waveform, even when the temporal flow velocity is rapid (high nonstationarity), we extract the Doppler IWMF waveform from the time-frequency distribution estimated using the matching pursuit (MP) with stochastic time-frequency dictionaries in the present study. Because of its local adaptivity to transient structures, the MP algorithm provides a remarkably compact time-frequency description and high time-frequency resolution of a signal. A comparative evaluation has been made between the classic (STFT-based) and the MP-based algorithms. Experimental results indicate that the Doppler IWMF waveform estimated using the MP with stochastic dictionaries is more accurate than that based on the STFT. © 2008 Elsevier B.V. All rights reserved.","22","Blood","Flow velocity - Hemodynamics - Stochastic systems - Ultrasonic applications","Blood flow - Doppler blood flow signals - Doppler ultrasound - Intensity-weighted mean frequency - Matching pursuit - Matching pursuit algorithms - Short time Fourier transforms - Time-frequency distributions","461.1 Biomedical Engineering - 461.2 Biological Materials and Tissue Engineering - 631 Fluid Flow - 753.3 Ultrasonic Applications - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"ECG compression using uniform scalar dead-zone quantization and conditional entropy coding","20081911243477","Chen, Jianhua (1); Wang, Fuyan (1); Zhang, Yufeng (1); Shi, Xinling (1) ","(1) Department of Electronic Engineering, Yunnan University, Kunming, 650091, China ","Chen, J.(chenjh@ynu.edu.cn) ","Medical Engineering and Physics","Med. Eng. Phys.","","Elsevier Ltd, Langford Lane, Kidlington, Oxford, OX5 1GB, United Kingdom","30","4","523-530","May 2008","","","2008","English","13504533","","","","10.1016/j.medengphy.2007.06.008","","","","","","MEPHEO","Journal article (JA)","A new wavelet-based method for the compression of electrocardiogram (ECG) data is presented. A discrete wavelet transform (DWT) is applied to the digitized ECG signal. The DWT coefficients are first quantized with a uniform scalar dead-zone quantizer, and then the quantized coefficients are decomposed into four symbol streams, representing a binary significance stream, the signs, the positions of the most significant bits, and the residual bits. An adaptive arithmetic coder with several different context models is employed for the entropy coding of these symbol streams. Simulation results on several records from the MIT-BIH arrhythmia database show that the proposed coding algorithm outperforms some recently developed ECG compression algorithms. © 2007 IPEM.","15","Electrocardiography","Algorithms - Computer simulation - Digital arithmetic - Discrete wavelet transforms - Image coding - Image compression","Adaptive arithmetic coders - Arithmetic coder - Coding algorithms - Dead zone quantizers - Entropy coding","921.6 Numerical Methods - 921.3 Mathematical Transformations - 741 Light, Optics and Optical Devices - 723.5 Computer Applications - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 701.1 Electricity: Basic Concepts and Phenomena - 461.6 Medicine and Pharmacology","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
